timestamp,isReIntervention,app,resolution,timezone,interventionType,interventionDuration
1751465168.301312,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751485074.5907311,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751485146.224815,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751505385.489712,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751505585.185993,False,instagram,dismissedAppOpening,America/Toronto,breathingExercise,6.0
1751505600.944442,False,instagram,dismissedAppOpening,America/Toronto,breathingExercise,6.0
1751518291.884464,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751518436.875855,False,pinterest,openedApp,America/Toronto,breathingExercise,6.0
1751547960.460616,False,pinterest,openedApp,America/Toronto,breathingExercise,6.0
1751548248.534044,False,pinterest,openedApp,America/Toronto,breathingExercise,6.0
1751548665.723256,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751551066.0421162,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751557765.652676,False,instagram,dismissedAppOpening,America/Toronto,breathingExercise,6.0
1751563592.28603,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751585070.080658,False,instagram,dismissedAppOpening,America/Toronto,breathingExercise,6.0
1751586422.843344,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751630908.699363,False,pinterest,openedApp,America/Toronto,breathingExercise,6.0
1751631160.173181,False,pinterest,openedApp,America/Toronto,breathingExercise,6.0
1751632188.6762838,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751634909.59173,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751635227.024848,False,instagram,dismissedAppOpening,America/Toronto,breathingExercise,6.0
1751661797.846134,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751663073.927829,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751663406.731158,False,instagram,dismissedAppOpening,America/Toronto,breathingExercise,6.0
1751663530.991204,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751666489.549633,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751669648.108457,False,instagram,dismissedAppOpening,America/Toronto,breathingExercise,6.0
1751669964.886975,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751670511.85395,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751671924.6283178,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
