app,interventionType,interventionDuration,isReIntervention,timestamp,timezone,resolution
safari,breathingExercise,6.0,False,1751701387.698206,Europe/London,openedApp
safari,breathingExercise,6.0,False,1751701437.237956,Europe/London,openedApp
safari,breathingExercise,6.0,False,1751701827.298168,Europe/London,openedApp
safari,breathingExercise,6.0,False,1751812940.84354,Europe/London,openedApp
safari,breathingExercise,6.0,False,1751813560.1184,Europe/London,dismissedAppOpening
safari,breathingExercise,6.0,False,1752042944.334789,Europe/London,dismissedAppOpening
safari,breathingExercise,6.0,False,1752073700.3570728,Europe/London,dismissedAppOpening
safari,breathingExercise,6.0,False,1752073738.404834,Europe/London,openedApp
safari,breathingExercise,6.0,False,1752077562.9729462,Europe/London,dismissedAppOpening
safari,breathingExercise,6.0,False,1752170952.634404,Europe/London,dismissedAppOpening
safari,breathingExercise,6.0,False,1752170955.990809,Europe/London,dismissedAppOpening
safari,breathingExercise,6.0,False,1752241548.5870562,Europe/London,dismissedAppOpening
