timestamp,interventionType,app,interventionDuration,timezone,isReIntervention,resolution,purpose
1749211921.497591,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749217728.135027,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749224369.198461,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Search Info
1749227917.055413,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749236352.566403,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749239666.2416658,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749268337.031852,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749279607.113957,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749280407.790501,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749280696.276855,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749282017.463547,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749282880.1310039,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749287020.158411,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749288675.635473,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749290629.944467,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749290666.112881,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749290703.239542,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749290730.025944,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749298577.7172751,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749301003.631535,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749304082.049195,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749305876.8555079,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749307040.823333,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749312891.754317,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749313032.4053621,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749313797.285641,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749314919.1649451,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749319796.589536,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749320147.247364,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749320744.975613,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749327043.80997,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749327540.5494351,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749332394.438175,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749334605.6853461,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749335954.0166578,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749337951.205106,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749353228.556975,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749354655.786339,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749359022.034638,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749369255.901737,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749369264.217243,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Post something
1749369529.4685578,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Post something
1749369631.789863,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Post something
1749370038.610565,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749371405.950276,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749371965.096365,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749374033.483458,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749374493.6785169,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749375770.9700851,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749381956.749107,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749383780.394054,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749386858.740938,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749387924.2393641,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749400571.2398329,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749401982.1336598,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749407355.0427508,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749407969.761868,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749435281.286977,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749446785.233077,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749447043.140002,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749451257.470346,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749451395.2310162,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749460639.996238,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749461067.01176,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749461072.7438312,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749464227.851069,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Search Info
1749468002.773253,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749468299.082336,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Search Info
1749475584.966377,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749488900.5665731,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749496340.692172,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749497028.013021,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749519485.1419458,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749523731.502149,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749530692.768652,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749534700.3931599,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749534709.122322,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749534797.6528091,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749550481.4994621,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749559498.018949,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749561675.765558,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749576145.849442,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749577709.31917,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749579217.179065,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749581105.542544,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749581337.756305,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749587706.32215,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749612728.716168,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749622784.048099,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749623156.076256,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Search Info
1749623345.0749269,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749628536.458873,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749630915.148298,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749643426.853941,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749646159.782658,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749650283.6754189,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749652708.6271849,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749654917.18404,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749658838.692494,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749659133.4529052,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749695045.309318,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749703601.438312,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749703747.549747,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749704829.62356,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749704838.9080791,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749705521.597271,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749710784.0642629,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749716751.5352511,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749720908.001889,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749721017.357779,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749727307.0283298,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749729538.751525,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749729661.5666552,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749734433.022986,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749739251.134572,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Search Info
1749741099.364153,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749743978.9433,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Search Info
1749748409.0738769,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749748531.456664,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749749932.314958,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Search Info
1749755445.091282,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Entertainment
1749755616.772747,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749757712.236795,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Entertainment
1749781043.743942,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749801632.425795,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749801838.49017,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749805639.644475,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749810837.26945,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749816711.5242171,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749816727.0934172,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749816833.8034801,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749822874.3517041,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Entertainment
1749827978.0017571,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749829834.043808,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749830937.827183,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749832514.2353601,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749834314.2160769,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749839250.284167,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749840389.958191,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749844779.565213,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749845833.520191,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Entertainment
1749871692.43863,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749885133.0786638,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749890362.846675,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749898272.591236,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749905575.0416389,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Entertainment
1749913667.126278,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Entertainment
1749914194.137799,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749915026.332504,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Bored
1749920144.6054769,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Bored
1749926322.143282,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Bored
1749928892.898409,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Bored
1749930597.362839,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Bored
1749954234.658362,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Entertainment
1749961560.4300652,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Bored
1749967213.8763618,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Entertainment
1749970646.473143,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749972079.0403419,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Post something
1749972501.160949,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1749973077.215833,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Post something
1749979494.436275,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749989746.3938131,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1749996346.008909,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Bored
1749997983.941331,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Bored
1750001414.424722,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1750003941.50134,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Bored
1750009398.80751,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Bored
1750013268.346812,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1750035067.576035,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1750048644.2913408,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1750061720.453639,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Bored
1750061787.529234,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1750067727.417527,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1750068014.4473991,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1750075436.09091,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Bored
1750075822.94419,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1750075839.601904,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1750081402.9980922,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Bored
1750082042.415149,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1750088587.677273,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Entertainment
1750090592.20452,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Entertainment
1750097241.3441138,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Entertainment
1750099232.853504,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Entertainment
1750099425.415996,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1750133073.6964622,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Entertainment
1750133149.480541,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Entertainment
1750144598.996839,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Entertainment
1750145229.393542,breathingExercise,instagram,1.5,Asia/Kolkata,False,dismissedAppOpening,
1750152837.9518042,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Entertainment
1750157297.726637,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Entertainment
1750164398.158207,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1750164796.9402761,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1750168193.004708,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1750174478.005964,breathingExercise,instagram,1.5,Asia/Kolkata,False,openedApp,Stay In the Loop
1750176485.0336928,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Message
1750182424.983676,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750184807.106079,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750213560.00569,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750233509.120463,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750238936.89116,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750248207.932447,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750248280.109962,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750249806.6294389,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750255889.127625,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750258817.185917,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750263324.355392,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750263661.559098,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1750270142.414444,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750270567.0516238,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1750274868.422574,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750303096.698032,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750320045.68031,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750326563.861372,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1750328877.188596,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1750337377.059442,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750338506.569071,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1750347132.0066462,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750353817.071755,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750355399.832981,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750401754.429949,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750407167.17855,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750407940.9652982,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
