isReIntervention,timezone,resolution,interventionDuration,timestamp,app,interventionType,timeIntervalUntilReIntervention
False,America/New_York,dismissedAppOpening,1.5,1750650185.30786,youtube,breathingExercise,
False,America/New_York,openedApp,1.5,1750650226.2166429,youtube,breathingExercise,
False,America/New_York,dismissedAppOpening,1.5,1750651839.928066,youtube,breathingExercise,
False,America/New_York,openedApp,1.5,1750651992.210034,youtube,breathingExercise,
False,America/New_York,dismissedAppOpening,1.5,1750652444.676126,youtube,breathingExercise,
False,America/New_York,openedApp,1.5,1750685984.762222,instagram,breathingExercise,
False,America/New_York,dismissedAppOpening,1.5,1750686128.234324,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750698150.503765,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750703272.6299891,instagram,breathingExercise,
False,America/New_York,dismissedAppOpening,1.5,1750708194.3265939,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750708824.383899,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750709492.5735059,tikTok,breathingExercise,
False,America/New_York,dismissedAppOpening,1.5,1750711396.050418,youtube,breathingExercise,
False,America/New_York,dismissedAppOpening,1.5,1750711429.256012,youtube,breathingExercise,
False,America/New_York,openedApp,1.5,1750716762.110091,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750716867.9759588,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750722336.740168,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750725751.648847,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750728092.8040419,youtube,breathingExercise,
False,America/New_York,openedApp,1.5,1750729690.753094,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750732819.186085,instagram,breathingExercise,
False,America/New_York,dismissedAppOpening,1.5,1750734189.5210872,instagram,breathingExercise,
False,America/New_York,dismissedAppOpening,1.5,1750767102.376785,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750792649.919766,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750798307.8048959,youtube,breathingExercise,
False,America/New_York,dismissedAppOpening,1.5,1750801257.66635,youtube,breathingExercise,
False,America/New_York,dismissedAppOpening,1.5,1750801273.459976,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750805874.8729482,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750806503.913206,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750815066.763626,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750824092.398828,youtube,breathingExercise,
False,America/New_York,openedApp,1.5,1750865609.635555,tikTok,breathingExercise,
False,America/New_York,dismissedAppOpening,,1750878267.044263,instagram,journaling,
False,America/New_York,dismissedAppOpening,1.5,1750878307.104094,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750883068.548449,tikTok,breathingExercise,
False,America/New_York,openedApp,1.5,1750888477.6815438,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750893166.927568,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750893430.4381561,instagram,breathingExercise,
False,America/New_York,dismissedAppOpening,1.5,1750894121.407812,instagram,breathingExercise,
False,America/New_York,dismissedAppOpening,1.5,1750894124.793098,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750894286.615807,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750894371.137484,instagram,breathingExercise,
False,America/New_York,dismissedAppOpening,1.5,1750894386.0162969,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750894709.36162,tikTok,breathingExercise,
False,America/New_York,openedApp,1.5,1750897547.385829,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750897685.845525,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750898279.406398,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750898355.4340959,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750898883.178808,youtube,breathingExercise,
False,America/New_York,openedApp,1.5,1750899464.4399,youtube,breathingExercise,
False,America/New_York,openedApp,1.5,1750902062.743659,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750904577.013602,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750907372.0170012,instagram,breathingExercise,
False,America/New_York,dismissedAppOpening,1.5,1750908139.461001,instagram,breathingExercise,
False,America/New_York,dismissedAppOpening,40.0,1750908371.5377378,shortcuts,breathingExercise,
False,America/New_York,openedApp,1.5,1750908491.468398,youtube,breathingExercise,
False,America/New_York,openedApp,1.5,1750965349.6124868,tikTok,breathingExercise,300.0
True,America/New_York,openedApp,1.5,1750965669.553757,tikTok,breathingExercise,420.0
False,America/New_York,openedApp,1.5,1750973014.368762,tikTok,breathingExercise,600.0
True,America/New_York,openedApp,1.5,1750973626.46065,tikTok,breathingExercise,420.0
True,America/New_York,openedApp,1.5,1750975153.891248,tikTok,breathingExercise,300.0
True,America/New_York,openedApp,1.5,1750975467.755423,tikTok,breathingExercise,300.0
False,America/New_York,openedApp,1.5,1750976054.050961,instagram,breathingExercise,300.0
True,America/New_York,openedApp,1.5,1750976366.305196,instagram,breathingExercise,300.0
False,America/New_York,openedApp,1.5,1750977484.96613,tikTok,breathingExercise,300.0
False,America/New_York,dismissedAppOpening,1.5,1750977668.2291799,tikTok,breathingExercise,
False,America/New_York,openedApp,1.5,1750977673.7657561,youtube,breathingExercise,
False,America/New_York,openedApp,1.5,1750978735.3579001,tikTok,breathingExercise,120.0
True,America/New_York,openedApp,1.5,1750978929.217541,tikTok,breathingExercise,180.0
True,America/New_York,openedApp,1.5,1750979107.510171,tikTok,breathingExercise,180.0
True,America/New_York,openedApp,1.5,1750979287.61473,tikTok,breathingExercise,240.0
False,America/New_York,openedApp,1.5,1750984236.360743,instagram,breathingExercise,180.0
True,America/New_York,openedApp,1.5,1750984432.3829489,instagram,breathingExercise,180.0
False,America/New_York,openedApp,1.5,1750984708.4965181,instagram,breathingExercise,60.0
True,America/New_York,openedApp,1.5,1750984781.582591,instagram,breathingExercise,180.0
False,America/New_York,openedApp,1.5,1750985332.9538422,tikTok,breathingExercise,600.0
True,America/New_York,openedApp,1.5,1750985946.197847,tikTok,breathingExercise,600.0
True,America/New_York,openedApp,1.5,1750986555.275124,tikTok,breathingExercise,420.0
False,America/New_York,openedApp,1.5,1750986982.4480581,instagram,breathingExercise,360.0
True,America/New_York,openedApp,1.5,1750987356.728743,instagram,breathingExercise,360.0
True,America/New_York,openedApp,1.5,1750987726.0398932,instagram,breathingExercise,900.0
False,America/New_York,dismissedAppOpening,1.5,1750988687.3398108,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1750988696.9194021,instagram,breathingExercise,60.0
False,America/New_York,dismissedAppOpening,,1751032449.3688211,instagram,journaling,
False,America/New_York,openedApp,1.5,1751032485.4652162,tikTok,breathingExercise,60.0
False,America/New_York,openedApp,1.5,1751033264.102161,tikTok,breathingExercise,180.0
False,America/New_York,dismissedAppOpening,,1751035339.700931,instagram,journaling,
False,America/New_York,openedApp,1.5,1751035351.184521,instagram,breathingExercise,420.0
True,America/New_York,openedApp,1.5,1751035785.072239,instagram,breathingExercise,420.0
False,America/New_York,openedApp,1.5,1751036738.57193,tikTok,breathingExercise,240.0
False,America/New_York,openedApp,1.5,1751042044.305068,instagram,breathingExercise,120.0
True,America/New_York,openedApp,1.5,1751042174.128931,instagram,breathingExercise,120.0
False,America/New_York,openedApp,1.5,1751044394.374896,instagram,breathingExercise,180.0
True,America/New_York,openedApp,1.5,1751044589.2896829,instagram,breathingExercise,240.0
False,America/New_York,openedApp,1.5,1751044837.2434049,youtube,breathingExercise,
False,America/New_York,openedApp,1.5,1751046910.235393,youtube,breathingExercise,
False,America/New_York,dismissedAppOpening,,1751049541.141346,youtube,journaling,
False,America/New_York,openedApp,1.5,1751049549.7226639,youtube,breathingExercise,
False,America/New_York,openedApp,1.5,1751049743.514223,youtube,breathingExercise,
False,America/New_York,dismissedAppOpening,1.5,1751056755.260674,tikTok,breathingExercise,
False,America/New_York,openedApp,1.5,1751056870.524472,tikTok,breathingExercise,600.0
True,America/New_York,openedApp,1.5,1751057488.2089338,tikTok,breathingExercise,600.0
True,America/New_York,openedApp,1.5,1751058098.783146,tikTok,breathingExercise,600.0
True,America/New_York,openedApp,1.5,1751058700.964562,tikTok,breathingExercise,600.0
False,America/New_York,dismissedAppOpening,1.5,1751072040.493444,youtube,breathingExercise,
False,America/New_York,openedApp,1.5,1751072356.339087,tikTok,breathingExercise,600.0
True,America/New_York,openedApp,1.5,1751072968.4122372,tikTok,breathingExercise,300.0
True,America/New_York,openedApp,1.5,1751073573.820049,tikTok,breathingExercise,300.0
True,America/New_York,openedApp,1.5,1751073882.169767,tikTok,breathingExercise,300.0
False,America/New_York,openedApp,1.5,1751075424.642463,instagram,breathingExercise,240.0
True,America/New_York,openedApp,1.5,1751075676.171802,instagram,breathingExercise,360.0
False,America/New_York,openedApp,1.5,1751076027.5018659,instagram,breathingExercise,600.0
False,America/New_York,openedApp,1.5,1751088720.452056,youtube,breathingExercise,
False,America/New_York,openedApp,1.5,1751120347.251168,instagram,breathingExercise,60.0
True,America/New_York,openedApp,1.5,1751120418.883337,instagram,breathingExercise,120.0
True,America/New_York,openedApp,1.5,1751120566.40528,instagram,breathingExercise,660.0
False,America/New_York,openedApp,1.5,1751122488.843709,tikTok,breathingExercise,540.0
True,America/New_York,openedApp,1.5,1751123041.863309,tikTok,breathingExercise,600.0
True,America/New_York,openedApp,1.5,1751123642.334025,tikTok,breathingExercise,600.0
True,America/New_York,dismissedAppOpening,1.5,1751124243.718257,tikTok,breathingExercise,
False,America/New_York,dismissedAppOpening,1.5,1751124254.822159,tikTok,breathingExercise,
False,America/New_York,openedApp,1.5,1751124284.592704,instagram,breathingExercise,240.0
False,America/New_York,openedApp,1.5,1751124407.7210279,instagram,breathingExercise,60.0
False,America/New_York,openedApp,1.5,1751124477.1431332,youtube,breathingExercise,
False,America/New_York,openedApp,1.5,1751125201.933195,instagram,breathingExercise,240.0
False,America/New_York,dismissedAppOpening,1.5,1751125448.574882,instagram,breathingExercise,
True,America/New_York,openedApp,1.5,1751125458.399946,instagram,breathingExercise,180.0
False,America/New_York,openedApp,1.5,1751125480.033416,instagram,breathingExercise,180.0
False,America/New_York,openedApp,1.5,1751126388.823585,instagram,breathingExercise,360.0
True,America/New_York,openedApp,1.5,1751126767.602332,instagram,breathingExercise,420.0
False,America/New_York,openedApp,1.5,1751127395.09359,youtube,breathingExercise,
False,America/New_York,openedApp,1.5,1751128747.873289,youtube,breathingExercise,
False,America/New_York,dismissedAppOpening,1.5,1751129080.06692,youtube,breathingExercise,
False,America/New_York,openedApp,1.5,1751129087.2242131,instagram,breathingExercise,60.0
True,America/New_York,openedApp,1.5,1751129158.097192,instagram,breathingExercise,180.0
False,America/New_York,dismissedAppOpening,1.5,1751130709.7901669,tikTok,breathingExercise,
False,America/New_York,openedApp,1.5,1751130721.552263,tikTok,breathingExercise,180.0
True,America/New_York,openedApp,1.5,1751130912.5632281,tikTok,breathingExercise,180.0
True,America/New_York,openedApp,1.5,1751131101.055336,tikTok,breathingExercise,240.0
False,America/New_York,openedApp,1.5,1751141797.804761,instagram,breathingExercise,60.0
True,America/New_York,openedApp,1.5,1751141869.837987,instagram,breathingExercise,900.0
True,America/New_York,openedApp,1.5,1751142778.517618,instagram,breathingExercise,840.0
False,America/New_York,openedApp,1.5,1751143645.4422479,tikTok,breathingExercise,600.0
True,America/New_York,openedApp,1.5,1751144251.812727,tikTok,breathingExercise,240.0
True,America/New_York,openedApp,1.5,1751144609.3777652,tikTok,breathingExercise,180.0
False,America/New_York,openedApp,1.5,1751144800.02247,youtube,breathingExercise,
False,America/New_York,openedApp,1.5,1751154368.155865,tikTok,breathingExercise,300.0
False,America/New_York,openedApp,1.5,1751154698.838949,instagram,breathingExercise,420.0
False,America/New_York,openedApp,1.5,1751160722.593085,instagram,breathingExercise,420.0
False,America/New_York,openedApp,1.5,1751161750.08353,instagram,breathingExercise,540.0
False,America/New_York,openedApp,1.5,1751162529.2902532,instagram,breathingExercise,300.0
False,America/New_York,openedApp,1.5,1751163573.472999,instagram,breathingExercise,360.0
False,America/New_York,openedApp,1.5,1751164058.983047,instagram,breathingExercise,900.0
False,America/New_York,openedApp,1.5,1751164258.9452481,instagram,breathingExercise,480.0
True,America/New_York,openedApp,1.5,1751164753.147191,instagram,breathingExercise,240.0
True,America/New_York,openedApp,1.5,1751164995.3412318,instagram,breathingExercise,180.0
True,America/New_York,openedApp,1.5,1751165189.580212,instagram,breathingExercise,300.0
True,America/New_York,openedApp,1.5,1751166006.2926068,instagram,breathingExercise,420.0
False,America/New_York,openedApp,1.5,1751166435.249494,youtube,breathingExercise,
False,America/New_York,openedApp,1.5,1751167105.440175,instagram,breathingExercise,180.0
True,America/New_York,openedApp,1.5,1751167306.772911,instagram,breathingExercise,240.0
True,America/New_York,openedApp,1.5,1751167546.225177,instagram,breathingExercise,240.0
True,America/New_York,openedApp,1.5,1751167792.591157,instagram,breathingExercise,300.0
True,America/New_York,openedApp,1.5,1751168098.6389399,instagram,breathingExercise,240.0
True,America/New_York,openedApp,1.5,1751168347.0158029,instagram,breathingExercise,480.0
False,America/New_York,openedApp,1.5,1751168855.170514,youtube,breathingExercise,
False,America/New_York,dismissedAppOpening,1.5,1751169576.095417,youtube,breathingExercise,
False,America/New_York,openedApp,1.5,1751171597.279438,youtube,breathingExercise,
False,America/New_York,openedApp,1.5,1751171666.368991,youtube,breathingExercise,
False,America/New_York,dismissedAppOpening,1.5,1751203969.885038,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1751203979.723522,instagram,breathingExercise,180.0
False,America/New_York,openedApp,1.5,1751208142.9406152,tikTok,breathingExercise,180.0
False,America/New_York,openedApp,1.5,1751212392.148845,tikTok,breathingExercise,180.0
False,America/New_York,openedApp,1.5,1751223050.922106,instagram,breathingExercise,180.0
False,America/New_York,openedApp,1.5,1751229277.3995562,youtube,breathingExercise,
False,America/New_York,openedApp,1.5,1751231328.163888,instagram,breathingExercise,480.0
True,America/New_York,openedApp,1.5,1751231820.368051,instagram,breathingExercise,900.0
True,America/New_York,dismissedAppOpening,1.5,1751233916.672896,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1751234559.563229,instagram,breathingExercise,240.0
False,America/New_York,openedApp,1.5,1751244142.502317,instagram,breathingExercise,240.0
False,America/New_York,openedApp,1.5,1751244754.900538,instagram,breathingExercise,180.0
True,America/New_York,openedApp,1.5,1751245408.018457,instagram,breathingExercise,300.0
True,America/New_York,openedApp,1.5,1751245714.3752131,instagram,breathingExercise,240.0
False,America/New_York,dismissedAppOpening,1.5,1751245855.139746,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1751250793.510143,tikTok,breathingExercise,240.0
True,America/New_York,openedApp,1.5,1751251049.871741,tikTok,breathingExercise,300.0
True,America/New_York,openedApp,1.5,1751251353.9350328,tikTok,breathingExercise,300.0
True,America/New_York,openedApp,1.5,1751251661.8756618,tikTok,breathingExercise,600.0
True,America/New_York,openedApp,1.5,1751252274.5035791,tikTok,breathingExercise,300.0
False,America/New_York,openedApp,1.5,1751252530.831746,tikTok,breathingExercise,540.0
False,America/New_York,openedApp,1.5,1751254954.876302,instagram,breathingExercise,480.0
False,America/New_York,openedApp,1.5,1751294680.704428,instagram,breathingExercise,120.0
False,America/New_York,openedApp,1.5,1751294815.549928,tikTok,breathingExercise,180.0
True,America/New_York,openedApp,1.5,1751295008.597178,tikTok,breathingExercise,240.0
True,America/New_York,openedApp,1.5,1751295265.511123,tikTok,breathingExercise,180.0
True,America/New_York,openedApp,1.5,1751295445.763499,tikTok,breathingExercise,300.0
False,America/New_York,openedApp,1.5,1751295682.074741,instagram,breathingExercise,180.0
True,America/New_York,openedApp,1.5,1751296935.203666,instagram,breathingExercise,300.0
True,America/New_York,openedApp,1.5,1751297242.2702541,instagram,breathingExercise,360.0
True,America/New_York,openedApp,1.5,1751297611.789598,instagram,breathingExercise,720.0
False,America/New_York,openedApp,1.5,1751302626.6235352,instagram,breathingExercise,240.0
True,America/New_York,openedApp,1.5,1751302948.901284,instagram,breathingExercise,480.0
False,America/New_York,openedApp,1.5,1751303955.971126,tikTok,breathingExercise,600.0
True,America/New_York,openedApp,1.5,1751304569.7541242,tikTok,breathingExercise,600.0
False,America/New_York,openedApp,1.5,1751319197.299638,instagram,breathingExercise,420.0
False,America/New_York,dismissedAppOpening,,1751320662.03899,instagram,journaling,
False,America/New_York,openedApp,1.5,1751320674.354827,instagram,breathingExercise,600.0
True,America/New_York,openedApp,1.5,1751321286.09061,instagram,breathingExercise,540.0
True,America/New_York,openedApp,1.5,1751321837.924148,instagram,breathingExercise,660.0
False,America/New_York,openedApp,1.5,1751329755.914248,instagram,breathingExercise,300.0
False,America/New_York,openedApp,1.5,1751330812.792389,tikTok,breathingExercise,360.0
False,America/New_York,openedApp,1.5,1751330929.787858,tikTok,breathingExercise,360.0
False,America/New_York,dismissedAppOpening,1.5,1751343843.207494,youtube,breathingExercise,
False,America/New_York,dismissedAppOpening,,1751375059.1947742,instagram,journaling,
False,America/New_York,openedApp,1.5,1751385900.617132,instagram,breathingExercise,480.0
False,America/New_York,openedApp,1.5,1751385938.753242,tikTok,breathingExercise,300.0
False,America/New_York,openedApp,1.5,1751386217.6606932,instagram,breathingExercise,480.0
False,America/New_York,openedApp,1.5,1751388955.185641,youtube,breathingExercise,
False,America/New_York,openedApp,1.5,1751393449.25124,youtube,breathingExercise,
False,America/New_York,dismissedAppOpening,,1751394463.957111,instagram,journaling,
False,America/New_York,openedApp,1.5,1751394476.114506,instagram,breathingExercise,300.0
False,America/New_York,openedApp,1.5,1751394920.532948,tikTok,breathingExercise,240.0
False,America/New_York,openedApp,1.5,1751402684.8735108,instagram,breathingExercise,480.0
False,America/New_York,openedApp,1.5,1751402796.850131,instagram,breathingExercise,360.0
False,America/New_York,openedApp,1.5,1751405064.148161,tikTok,breathingExercise,600.0
True,America/New_York,openedApp,1.5,1751405678.6203651,tikTok,breathingExercise,600.0
True,America/New_York,openedApp,1.5,1751406288.6770868,tikTok,breathingExercise,600.0
True,America/New_York,openedApp,1.5,1751406896.3583941,tikTok,breathingExercise,600.0
False,America/New_York,dismissedAppOpening,1.5,1751409220.687537,tikTok,breathingExercise,
False,America/New_York,openedApp,1.5,1751415604.994612,instagram,breathingExercise,480.0
False,America/New_York,openedApp,1.5,1751416246.7432752,instagram,breathingExercise,900.0
False,America/New_York,openedApp,1.5,1751419479.460959,tikTok,breathingExercise,300.0
True,America/New_York,openedApp,1.5,1751419810.8880591,tikTok,breathingExercise,600.0
True,America/New_York,openedApp,1.5,1751420412.561229,tikTok,breathingExercise,600.0
False,America/New_York,openedApp,1.5,1751421689.746554,tikTok,breathingExercise,240.0
True,America/New_York,openedApp,1.5,1751421962.346435,tikTok,breathingExercise,300.0
False,America/New_York,dismissedAppOpening,1.5,1751422275.516835,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1751423163.784704,instagram,breathingExercise,480.0
True,America/New_York,openedApp,1.5,1751423653.8309789,instagram,breathingExercise,540.0
False,America/New_York,dismissedAppOpening,1.5,1751424198.685149,instagram,breathingExercise,
False,America/New_York,dismissedAppOpening,1.5,1751424246.235969,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1751425443.555573,instagram,breathingExercise,360.0
False,America/New_York,dismissedAppOpening,1.5,1751426187.393217,instagram,breathingExercise,
False,America/New_York,dismissedAppOpening,1.5,1751426197.114857,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1751461972.534665,instagram,breathingExercise,480.0
False,America/New_York,openedApp,1.5,1751462188.893344,instagram,breathingExercise,480.0
False,America/New_York,openedApp,1.5,1751463018.384335,instagram,breathingExercise,300.0
True,America/New_York,openedApp,1.5,1751463332.744183,instagram,breathingExercise,240.0
False,America/New_York,dismissedAppOpening,,1751464281.9690619,instagram,journaling,
False,America/New_York,openedApp,1.5,1751466388.3135061,instagram,breathingExercise,120.0
False,America/New_York,dismissedAppOpening,1.5,1751472199.554017,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1751472208.2524629,instagram,breathingExercise,480.0
False,America/New_York,openedApp,1.5,1751476115.094495,instagram,breathingExercise,360.0
False,America/New_York,openedApp,1.5,1751476484.909714,tikTok,breathingExercise,360.0
True,America/New_York,openedApp,1.5,1751476852.446053,tikTok,breathingExercise,600.0
False,America/New_York,openedApp,1.5,1751482117.2408051,instagram,breathingExercise,300.0
True,America/New_York,openedApp,1.5,1751482429.395724,instagram,breathingExercise,780.0
False,America/New_York,openedApp,1.5,1751483141.578296,youtube,breathingExercise,
False,America/New_York,openedApp,1.5,1751483448.5850391,youtube,breathingExercise,
False,America/New_York,openedApp,1.5,1751488778.674317,youtube,breathingExercise,
False,America/New_York,dismissedAppOpening,1.5,1751492056.783026,instagram,breathingExercise,
False,America/New_York,openedApp,1.5,1751496872.738422,instagram,breathingExercise,480.0
False,America/New_York,openedApp,1.5,1751497005.2395592,instagram,breathingExercise,240.0
False,America/New_York,openedApp,1.5,1751497875.4198198,tikTok,breathingExercise,240.0
False,America/New_York,openedApp,1.5,1751499143.486709,instagram,breathingExercise,840.0
False,America/New_York,openedApp,1.5,1751509378.785585,instagram,breathingExercise,420.0
True,America/New_York,openedApp,1.5,1751510119.868237,instagram,breathingExercise,900.0
False,America/New_York,openedApp,1.5,1751512193.313937,instagram,breathingExercise,540.0
False,America/New_York,dismissedAppOpening,,1751553433.078001,tikTok,journaling,
False,America/New_York,openedApp,1.5,1751553446.122181,tikTok,breathingExercise,240.0
False,America/New_York,openedApp,1.5,1751553914.896214,instagram,breathingExercise,540.0
True,America/New_York,openedApp,1.5,1751554466.273816,instagram,breathingExercise,480.0
False,America/New_York,openedApp,1.5,1751556400.734858,tikTok,breathingExercise,600.0
False,America/New_York,openedApp,1.5,1751567914.068222,instagram,breathingExercise,900.0
False,America/New_York,openedApp,1.5,1751567972.338208,instagram,breathingExercise,900.0
False,America/New_York,openedApp,1.5,1751569103.5343451,instagram,breathingExercise,900.0
False,America/New_York,openedApp,1.5,1751569518.729961,instagram,breathingExercise,300.0
True,America/New_York,openedApp,1.5,1751569831.39184,instagram,breathingExercise,480.0
False,America/New_York,openedApp,1.5,1751579894.8067908,instagram,breathingExercise,900.0
False,America/New_York,openedApp,6.0,1751597559.588334,instagram,breathingExercise,480.0
True,America/New_York,dismissedAppOpening,6.0,1751598091.8168712,instagram,breathingExercise,
False,America/New_York,openedApp,6.0,1751598108.874669,instagram,breathingExercise,480.0
False,America/New_York,openedApp,6.0,1751598584.141914,instagram,breathingExercise,900.0
False,America/New_York,openedApp,6.0,1751600966.360323,youtube,breathingExercise,
False,America/New_York,openedApp,6.0,1751601454.026692,youtube,breathingExercise,
False,America/New_York,openedApp,6.0,1751633407.035322,instagram,breathingExercise,540.0
False,America/New_York,openedApp,6.0,1751633443.446115,instagram,breathingExercise,900.0
True,America/New_York,openedApp,6.0,1751634367.378345,instagram,breathingExercise,900.0
False,America/New_York,openedApp,6.0,1751636800.835558,instagram,breathingExercise,900.0
False,America/New_York,openedApp,6.0,1751636840.9288368,instagram,breathingExercise,900.0
True,America/New_York,openedApp,6.0,1751637762.331171,instagram,breathingExercise,900.0
True,America/New_York,openedApp,6.0,1751638665.728454,instagram,breathingExercise,480.0
False,America/New_York,openedApp,6.0,1751680334.475517,tikTok,breathingExercise,240.0
True,America/New_York,openedApp,6.0,1751680594.28306,tikTok,breathingExercise,300.0
True,America/New_York,openedApp,6.0,1751680921.1816611,tikTok,breathingExercise,300.0
True,America/New_York,openedApp,6.0,1751681223.4650478,tikTok,breathingExercise,360.0
False,America/New_York,openedApp,6.0,1751686156.835596,instagram,breathingExercise,900.0
True,America/New_York,openedApp,6.0,1751687085.067446,instagram,breathingExercise,900.0
True,America/New_York,openedApp,6.0,1751688017.124518,instagram,breathingExercise,600.0
False,America/New_York,openedApp,6.0,1751688685.652148,instagram,breathingExercise,900.0
True,America/New_York,openedApp,6.0,1751689610.117322,instagram,breathingExercise,900.0
False,America/New_York,openedApp,6.0,1751690931.873764,youtube,breathingExercise,
False,America/New_York,openedApp,6.0,1751691529.507716,youtube,breathingExercise,
False,America/New_York,openedApp,6.0,1751728350.978918,tikTok,breathingExercise,600.0
False,America/New_York,openedApp,6.0,1751728978.448025,instagram,breathingExercise,480.0
False,America/New_York,openedApp,6.0,1751729133.1340032,instagram,breathingExercise,540.0
False,America/New_York,openedApp,6.0,1751746279.1511002,instagram,breathingExercise,900.0
