timezone,interventionType,app,interventionDuration,isReIntervention,resolution,timestamp,purpose
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749398629.1000361,
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749398645.7514238,Search Info
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749398741.422853,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749399090.858875,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749399199.9144459,Message
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749399306.0657969,
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749399324.749639,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749399414.711035,
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749399469.1734362,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749402242.553155,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749402245.6872149,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749404117.3920789,Message
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749404264.779813,Message
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749404333.1091418,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749405092.846175,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749405100.766708,Check likes
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749405185.0386,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749405788.069634,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749405882.588434,
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749406038.2068381,
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749406861.46982,
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749406867.379658,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749407150.0507221,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749407761.642806,
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749408795.578516,Entertainment
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749408825.784868,Stalk crush
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749409215.891797,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749409921.181032,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749409924.7413,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749409928.5478048,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749412367.423857,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749412538.311744,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749413012.3327909,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749413099.066258,Message
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749413228.1341848,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749413293.185542,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749413627.40655,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749413943.338381,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749414021.172807,Entertainment
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749414060.3831902,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749414166.0738711,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749414175.889847,Post something
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749414356.413221,Post something
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749414396.438936,Post something
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749414496.3605762,Post something
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749414618.856278,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749414640.312685,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749414758.004813,Post something
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749414851.893087,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749415422.902101,Message
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749415454.964116,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749415502.004346,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749416245.838932,Message
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749416492.090323,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749416516.922499,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749416637.017185,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749416978.7398648,Message
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749418585.943709,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749418597.0728788,Message
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749418722.261146,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749418738.567284,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749418780.608886,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749419138.4070969,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749419263.6892161,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749419280.706351,Message
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749419343.050239,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749419345.609025,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749419355.967516,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749419553.85902,Message
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749419579.098535,Message
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749419618.309382,
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749419621.831393,
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749419648.349914,
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749419654.970036,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749419703.576757,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749419799.847141,Message
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749419880.9863238,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749419887.665993,Message
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749419913.7428842,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749419971.655467,Message
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749420308.3380098,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749420310.662988,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749420313.139731,
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749420324.756006,Message
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749420947.170487,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749420949.846417,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749420956.086384,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749421427.759661,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749421431.0890222,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749422274.272181,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749422383.928071,Message
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749422456.606688,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749422705.4705338,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749422708.360141,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749422711.23052,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749422714.7970529,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749423309.9772801,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749423312.9169679,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749423757.267116,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749423760.256768,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749425254.233787,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749426116.4223971,Message
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749426277.3717341,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749426389.684668,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749427131.272948,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749427137.923142,Post something
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749427849.58104,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749429028.0646129,Post something
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749429158.301924,Post something
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749429571.397458,Post something
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749429673.17939,Post something
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749429825.758642,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749430173.243098,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749430181.844492,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749430200.416091,Check likes
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749430419.724162,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749430690.890595,Check likes
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749430748.648763,
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749430758.374495,Check likes
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749431292.786957,Post something
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749431711.367034,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749431991.544574,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749432064.894432,Message
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749432341.7967591,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749432640.518604,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749432943.121634,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749432960.274281,Check likes
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749433064.84371,
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749433325.380166,
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749433335.5244641,Check likes
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749433369.150358,Check likes
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749433457.85672,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749433460.919461,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749433899.584889,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749434265.0631819,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749434271.4526849,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749434356.420426,Post something
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749435593.766747,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749435599.4338799,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749435756.667501,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749436456.861017,Post something
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749436575.087494,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749436655.779554,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749436694.431057,Check likes
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749436711.449295,Post something
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749436822.8333821,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749436831.476081,Check likes
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749436952.251267,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749437071.3088632,Post something
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749437115.7870212,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749437141.7074242,Check likes
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749437160.1775808,Post something
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749437285.854466,Message
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749437517.6494431,Message
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749437575.640976,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749437713.704793,
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749437719.371727,Message
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749437739.371208,
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749438212.364496,Post something
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749438419.654988,
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749438422.8813648,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749438436.7135448,Check likes
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749438653.702962,Bored
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749439087.094621,Check likes
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749439135.587984,Check likes
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749439200.9863992,Post something
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749439320.294781,Check likes
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749442567.453994,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749442573.5140262,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749442831.971609,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749442860.743542,Post something
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749446382.819658,Post something
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749446546.7745419,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749446554.464398,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749446965.226715,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749447132.6455,Message
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749447286.398175,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749447290.13663,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749480356.858671,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749480369.4617472,Message
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749480582.914952,Message
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749481617.953493,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749481622.881886,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749481627.472393,
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749481721.736843,
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749481808.3016171,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749481813.019578,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749484526.6204472,Message
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749485042.218148,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749485050.26301,Check likes
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749486245.1593761,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749486646.319215,Post something
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749487441.0932431,
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749487480.441078,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749487515.831084,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749487518.02366,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749491894.831162,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749492741.5239801,Message
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749493311.423925,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749495207.5887399,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749495210.8505569,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749495286.936531,Post something
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749495386.7384,Post something
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749495435.4730592,Check likes
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749495451.224664,Check likes
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749495476.050014,Post something
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749496184.06875,Check likes
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749496665.530153,Message
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749497389.308607,
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749497391.0267391,
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749497393.049336,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749497398.986199,Message
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749497439.845393,Message
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749497623.420852,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749497629.5214748,Check likes
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749497774.748516,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749497786.224612,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749497901.404933,Message
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749498066.046651,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749498628.024776,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749498630.331101,
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749498651.849244,Bored
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749498811.213675,Message
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749499053.707145,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749499064.024149,Post something
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749500182.9389539,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749500189.2487679,Post something
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749500230.564822,
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749500232.127137,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749507030.649898,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749507037.312002,Post something
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749507071.317881,Search Info
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749507120.145313,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749507138.710664,
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749507141.074882,
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749507170.752585,Entertainment
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749507200.836987,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749507354.1125689,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749511466.873549,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749511477.7435641,Message
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749511503.295445,
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749511532.9485521,Message
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749511657.23248,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749511798.662514,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749511900.001604,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749512225.6599689,Entertainment
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749512775.6926088,
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749512780.667132,
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749513337.370809,Search Info
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749513445.59782,Toilet
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749514629.3757381,
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749514634.554323,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749515868.843725,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749515873.8017058,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749515875.859546,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749519560.790687,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749520050.115593,Message
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749520098.518538,
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749520105.314413,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749520252.6467252,Stay In the Loop
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749522039.574254,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749522430.2429218,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749522695.0193748,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749522742.783177,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749522811.6786609,Toilet
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749522873.727539,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749523121.958786,
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749523179.3936949,Message
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749523231.685451,
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749523237.828866,Message
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749524770.422044,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749524802.648236,Post something
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749525306.9587588,
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749525484.291213,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749526162.0067902,Message
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749526216.537504,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749526221.9580579,Message
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749526295.2497811,
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749526305.6980538,Message
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749526489.261931,
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749527084.53835,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749527092.555193,
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749527096.778811,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749527279.715887,Message
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749527364.536849,
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749528155.52126,
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749528186.435061,
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749528192.132368,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749528276.554784,Message
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749530009.565682,Message
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749530211.062268,
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749530222.105585,Message
America/Toronto,breathingExercise,tikTok,1.5,False,dismissedAppOpening,1749530394.1741982,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749530407.250299,Check likes
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749531543.148835,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749563410.48392,Message
America/Toronto,breathingExercise,tikTok,1.5,False,openedApp,1749563436.054929,Message
America/Toronto,breathingExercise,instagram,1.5,False,dismissedAppOpening,1749563543.479116,
America/Toronto,breathingExercise,instagram,1.5,False,openedApp,1749563561.69009,Entertainment
