interventionDuration,interventionType,resolution,app,timezone,isReIntervention,timestamp,purpose
,,closedApp,facebook,America/New_York,False,1753402499.498382,
1.5,breathingExercise,dismissedAppOpening,facebook,America/New_York,False,1753402637.46608,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753402648.516027,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753402955.8115091,Entertainment
1.5,breathingExercise,dismissedAppOpening,facebook,America/New_York,False,1753405551.499254,
1.5,breathingExercise,dismissedAppOpening,instagram,America/New_York,False,1753405585.976594,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753405608.9476418,Entertainment
,,closedApp,facebook,America/New_York,False,1753405724.083545,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753405758.11298,Entertainment
,,closedApp,facebook,America/New_York,False,1753405830.217283,
,,closedApp,facebook,America/New_York,False,1753405933.0955749,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753408285.566513,Entertainment
,,closedApp,instagram,America/New_York,False,1753408319.8824558,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753412188.265843,Entertainment
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753452221.472784,Entertainment
,,closedApp,facebook,America/New_York,False,1753452385.019301,
,,closedApp,facebook,America/New_York,False,1753452750.808727,
,,closedApp,facebook,America/New_York,False,1753452925.862983,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753453403.180694,Bored
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753453542.7288241,Bored
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753453873.931031,Bored
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753454412.820544,Bored
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753456417.813236,Entertainment
,,closedApp,facebook,America/New_York,False,1753456504.7809901,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753458513.458714,Entertainment
,,closedApp,facebook,America/New_York,False,1753458532.4562922,
1.5,breathingExercise,dismissedAppOpening,facebook,America/New_York,False,1753458568.2354388,
1.5,breathingExercise,dismissedAppOpening,facebook,America/New_York,False,1753458639.621073,
1.5,breathingExercise,dismissedAppOpening,instagram,America/New_York,False,1753458644.005734,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753458655.324401,Entertainment
,,closedApp,instagram,America/New_York,False,1753458764.702585,
,,closedApp,instagram,America/New_York,False,1753458846.2837281,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753474054.372196,Escape / Avoid
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753478949.500126,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753478996.2556891,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753488049.684163,Entertainment
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753489078.689979,Entertainment
,,closedApp,facebook,America/New_York,False,1753489147.741705,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753489177.598116,Entertainment
,,closedApp,instagram,America/New_York,False,1753489311.353823,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753493739.83217,Entertainment
,,closedApp,instagram,America/New_York,False,1753493815.621712,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753493908.97347,Escape / Avoid
,,closedApp,facebook,America/New_York,False,1753493955.670388,
,,closedApp,facebook,America/New_York,False,1753493980.404688,
1.5,breathingExercise,dismissedAppOpening,instagram,America/New_York,False,1753493983.4888148,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753494089.240117,Entertainment
1.5,breathingExercise,dismissedAppOpening,facebook,America/New_York,False,1753494265.305001,
1.5,breathingExercise,dismissedAppOpening,instagram,America/New_York,False,1753541794.642377,
1.5,breathingExercise,dismissedAppOpening,instagram,America/New_York,False,1753541874.051697,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753541976.747652,Entertainment
,,closedApp,facebook,America/New_York,False,1753542031.7833219,
,,closedApp,facebook,America/New_York,False,1753548155.49633,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753548933.141725,Entertainment
,,closedApp,instagram,America/New_York,False,1753548990.0214791,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753549043.356041,Bored
,,closedApp,instagram,America/New_York,False,1753549072.799819,
1.5,breathingExercise,dismissedAppOpening,instagram,America/New_York,False,1753549104.374577,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753549116.772859,Entertainment
,,closedApp,instagram,America/New_York,False,1753549188.732559,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753556916.298058,Post something
,,closedApp,instagram,America/New_York,False,1753556943.3866792,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753561085.970975,Bored
,,closedApp,facebook,America/New_York,False,1753561129.033375,
,,closedApp,facebook,America/New_York,False,1753561421.4362512,
,,closedApp,facebook,America/New_York,False,1753561457.038738,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753561468.517544,Entertainment
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753562269.884521,Entertainment
,,closedApp,facebook,America/New_York,False,1753562285.225336,
,,closedApp,facebook,America/New_York,False,1753562659.406753,
1.5,breathingExercise,dismissedAppOpening,tikTok,America/New_York,False,1753566997.102062,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753576121.874331,Entertainment
,,closedApp,instagram,America/New_York,False,1753576153.969019,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753576556.484642,Post something
,,closedApp,instagram,America/New_York,False,1753576613.489478,
,,closedApp,instagram,America/New_York,False,1753577563.375832,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753581199.7884998,Entertainment
1.5,breathingExercise,dismissedAppOpening,instagram,America/New_York,False,1753582098.889793,
,,closedApp,instagram,America/New_York,False,1753581343.508574,
1.5,breathingExercise,dismissedAppOpening,instagram,America/New_York,False,1753585177.9103189,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753628360.060802,Entertainment
,,closedApp,instagram,America/New_York,False,1753628784.16696,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753628804.449957,Entertainment
,,closedApp,instagram,America/New_York,False,1753629523.214827,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753629529.679953,Entertainment
,,closedApp,facebook,America/New_York,False,1753630355.904695,
1.5,breathingExercise,dismissedAppOpening,tikTok,America/New_York,False,1753630594.663918,
1.5,breathingExercise,dismissedAppOpening,instagram,America/New_York,False,1753630600.1670752,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753630699.0552402,Entertainment
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753633772.9496021,Entertainment
,,closedApp,facebook,America/New_York,False,1753633812.844849,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753633890.223479,Entertainment
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753633955.762579,Entertainment
,,closedApp,facebook,America/New_York,False,1753633991.096456,
1.5,breathingExercise,dismissedAppOpening,tikTok,America/New_York,False,1753634025.134598,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753635858.860632,Entertainment
,,closedApp,facebook,America/New_York,False,1753636360.4039521,
1.5,breathingExercise,dismissedAppOpening,instagram,America/New_York,False,1753636363.068249,
1.5,breathingExercise,dismissedAppOpening,facebook,America/New_York,False,1753636394.831502,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753636402.177147,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753637146.6925402,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753637323.527934,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753637362.015744,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753641196.502563,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753641246.3719401,Entertainment
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753641667.242927,Search Info
,,closedApp,instagram,America/New_York,False,1753641684.564495,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753642324.066887,Entertainment
,,closedApp,instagram,America/New_York,False,1753642361.728955,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753642483.881319,Entertainment
,,closedApp,instagram,America/New_York,False,1753642574.088789,
1.5,breathingExercise,dismissedAppOpening,facebook,America/New_York,False,1753642734.197648,
1.5,breathingExercise,dismissedAppOpening,instagram,America/New_York,False,1753642749.487488,
1.5,breathingExercise,dismissedAppOpening,facebook,America/New_York,False,1753643331.6698499,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753643754.016293,Entertainment
,,closedApp,instagram,America/New_York,False,1753643795.696126,
1.5,breathingExercise,dismissedAppOpening,instagram,America/New_York,False,1753644483.983278,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753644491.261119,Entertainment
,,closedApp,instagram,America/New_York,False,1753644528.968186,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753644560.582655,Entertainment
,,closedApp,facebook,America/New_York,False,1753644601.810079,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753644658.57521,Entertainment
,,closedApp,instagram,America/New_York,False,1753644781.283021,
,,closedApp,instagram,America/New_York,False,1753646183.118572,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753647378.659051,Entertainment
1.5,breathingExercise,dismissedAppOpening,facebook,America/New_York,False,1753647495.427346,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753647503.17034,Entertainment
1.5,breathingExercise,dismissedAppOpening,tikTok,America/New_York,False,1753650509.5861359,
1.5,breathingExercise,dismissedAppOpening,tikTok,America/New_York,False,1753650727.3774462,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753661111.349516,Entertainment
,,closedApp,instagram,America/New_York,False,1753662122.7770638,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753662137.138699,Entertainment
1.5,breathingExercise,dismissedAppOpening,tikTok,America/New_York,False,1753662722.7156281,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753662740.335341,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753663242.463525,Escape / Avoid
1.5,breathingExercise,dismissedAppOpening,tikTok,America/New_York,False,1753671725.068794,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753704426.3255138,Entertainment
,,closedApp,instagram,America/New_York,False,1753704621.435748,
,,closedApp,instagram,America/New_York,False,1753704931.905138,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753716902.024025,Entertainment
,,closedApp,facebook,America/New_York,False,1753717070.8376842,
,,closedApp,facebook,America/New_York,False,1753717383.613193,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753717398.2814488,Escape / Avoid
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753727013.923847,Entertainment
,,closedApp,instagram,America/New_York,False,1753727044.3536692,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753727050.055758,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753727634.039218,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753727676.478231,Entertainment
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753727901.698849,Entertainment
,,closedApp,facebook,America/New_York,False,1753727968.377245,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753727986.88854,Entertainment
,,closedApp,facebook,America/New_York,False,1753728423.2878242,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753728428.878306,Entertainment
,,closedApp,instagram,America/New_York,False,1753728596.20638,
,,closedApp,instagram,America/New_York,False,1753728754.383041,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753729654.2438312,Entertainment
,,closedApp,facebook,America/New_York,False,1753729692.476754,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753730458.674127,Entertainment
,,closedApp,facebook,America/New_York,False,1753730530.6892018,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753749280.6274781,Entertainment
,,closedApp,facebook,America/New_York,False,1753749840.871828,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753749889.1402059,Entertainment
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753792599.7505531,Entertainment
,,closedApp,instagram,America/New_York,False,1753792868.2514238,
1.5,breathingExercise,dismissedAppOpening,tikTok,America/New_York,False,1753792872.275037,
,,closedApp,instagram,America/New_York,False,1753792872.493332,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753792881.411962,Escape / Avoid
1.5,breathingExercise,dismissedAppOpening,instagram,America/New_York,False,1753793260.3694549,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753793268.642231,Escape / Avoid
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753793997.7766972,Escape / Avoid
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753795898.19024,Escape / Avoid
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753798182.149557,Escape / Avoid
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753798656.8402472,Escape / Avoid
1.5,breathingExercise,dismissedAppOpening,tikTok,America/New_York,False,1753798972.603804,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753799058.875795,Escape / Avoid
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753799303.864733,Escape / Avoid
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753800159.367207,Escape / Avoid
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753800360.836144,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753800871.0052938,Escape / Avoid
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753801371.912226,Escape / Avoid
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753803571.599982,Escape / Avoid
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753806077.203229,Escape / Avoid
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753807812.8314428,Escape / Avoid
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753836348.764807,Escape / Avoid
,,closedApp,instagram,America/New_York,False,1753836582.777345,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753836592.071486,Escape / Avoid
,,closedApp,facebook,America/New_York,False,1753836630.710324,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753837413.3262691,Entertainment
1.5,breathingExercise,dismissedAppOpening,tikTok,America/New_York,False,1753838116.329025,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753838132.094656,Escape / Avoid
,,closedApp,instagram,America/New_York,False,1753838256.5927129,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753838264.155178,Escape / Avoid
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753838785.7446342,Escape / Avoid
,,closedApp,facebook,America/New_York,False,1753838814.129981,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753838832.784555,Escape / Avoid
,,closedApp,facebook,America/New_York,False,1753838923.640503,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753838934.160685,Escape / Avoid
,,closedApp,instagram,America/New_York,False,1753839393.226682,
1.5,breathingExercise,dismissedAppOpening,tikTok,America/New_York,False,1753839821.92302,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753839849.48885,Entertainment
,,closedApp,facebook,America/New_York,False,1753840117.090487,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753878192.198831,Escape / Avoid
,,closedApp,facebook,America/New_York,False,1753878217.79854,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753878224.9853969,Escape / Avoid
,,closedApp,instagram,America/New_York,False,1753878359.325461,
1.5,breathingExercise,dismissedAppOpening,tikTok,America/New_York,False,1753880150.025978,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753880168.493793,Escape / Avoid
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753882106.665598,Escape / Avoid
,,closedApp,instagram,America/New_York,False,1753882201.65398,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753897664.6064801,Entertainment
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753898561.12329,Entertainment
,,closedApp,instagram,America/New_York,False,1753898592.7600698,
,,closedApp,instagram,America/New_York,False,1753898639.095387,
,,closedApp,facebook,America/New_York,False,1753897680.087105,
1.5,breathingExercise,dismissedAppOpening,instagram,America/New_York,False,1753898672.5644212,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753908751.5033689,Entertainment
,,closedApp,instagram,America/New_York,False,1753910712.391829,
,,closedApp,facebook,America/New_York,False,1753908814.323411,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753910738.518124,Entertainment
1.5,breathingExercise,dismissedAppOpening,instagram,America/New_York,False,1753912473.987258,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753920403.160397,Escape / Avoid
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753920934.180509,Escape / Avoid
1.5,breathingExercise,dismissedAppOpening,facebook,America/New_York,False,1753921543.471453,
1.5,breathingExercise,dismissedAppOpening,facebook,America/New_York,False,1753921600.308096,
1.5,breathingExercise,dismissedAppOpening,facebook,America/New_York,False,1753921603.094493,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753921612.888143,Search Info
,,closedApp,facebook,America/New_York,False,1753921657.1323252,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753921680.412595,Entertainment
,,closedApp,facebook,America/New_York,False,1753921761.0155392,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753921805.3189058,Entertainment
,,closedApp,facebook,America/New_York,False,1753921961.208442,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753921968.35043,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753925202.770983,Escape / Avoid
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753925802.342875,Escape / Avoid
1.5,breathingExercise,dismissedAppOpening,instagram,America/New_York,False,1753932258.230404,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753967630.0508308,Escape / Avoid
,,closedApp,instagram,America/New_York,False,1753967768.8780951,
,,closedApp,instagram,America/New_York,False,1753967960.4695048,
1.5,breathingExercise,dismissedAppOpening,facebook,America/New_York,False,1753967994.239506,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1753969077.570967,Escape / Avoid
,,closedApp,facebook,America/New_York,False,1753969155.3567429,
1.5,breathingExercise,dismissedAppOpening,facebook,America/New_York,False,1753969286.4656591,
1.5,breathingExercise,dismissedAppOpening,instagram,America/New_York,False,1753969355.5121841,
1.5,breathingExercise,dismissedAppOpening,facebook,America/New_York,False,1753969363.149486,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753982330.267078,Entertainment
,,closedApp,instagram,America/New_York,False,1753982361.916617,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1753982387.456408,Entertainment
,,closedApp,instagram,America/New_York,False,1753982536.329424,
,,closedApp,instagram,America/New_York,False,1753982948.388558,
,,closedApp,instagram,America/New_York,False,1753983158.533551,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753983780.1921601,Escape / Avoid
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753986811.9953341,Entertainment
1.5,breathingExercise,dismissedAppOpening,tikTok,America/New_York,False,1753987780.837218,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753988302.510837,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753989561.1291819,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1753989698.2046251,Escape / Avoid
1.5,breathingExercise,dismissedAppOpening,tikTok,America/New_York,False,1753995656.7227402,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754010374.470011,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754010600.341224,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754013354.637955,Escape / Avoid
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1754053525.4120898,Entertainment
,,closedApp,facebook,America/New_York,False,1754053543.1708732,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1754053552.746577,Escape / Avoid
,,closedApp,instagram,America/New_York,False,1754054886.898168,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754054913.9032578,Entertainment
1.5,breathingExercise,dismissedAppOpening,instagram,America/New_York,False,1754056810.436317,
1.5,breathingExercise,dismissedAppOpening,instagram,America/New_York,False,1754056846.047831,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1754056871.082948,Escape / Avoid
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1754057146.5609012,Entertainment
,,closedApp,facebook,America/New_York,False,1754057230.0792031,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1754057236.054185,Escape / Avoid
,,closedApp,instagram,America/New_York,False,1754057297.423563,
1.5,breathingExercise,dismissedAppOpening,instagram,America/New_York,False,1754058507.520015,
1.5,breathingExercise,dismissedAppOpening,facebook,America/New_York,False,1754059804.2247791,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1754059818.31848,Escape / Avoid
,,closedApp,instagram,America/New_York,False,1754059927.979348,
1.5,breathingExercise,dismissedAppOpening,instagram,America/New_York,False,1754059954.6745172,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1754070199.722024,Entertainment
,,closedApp,instagram,America/New_York,False,1754070476.542912,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1754071576.571704,Bored
,,closedApp,instagram,America/New_York,False,1754071650.9643412,
1.5,breathingExercise,dismissedAppOpening,instagram,America/New_York,False,1754071679.966315,
1.5,breathingExercise,dismissedAppOpening,facebook,America/New_York,False,1754074765.468032,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1754074981.151867,Bored
,,closedApp,facebook,America/New_York,False,1754075002.2695808,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1754075037.323303,Escape / Avoid
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1754075439.941133,Escape / Avoid
,,closedApp,facebook,America/New_York,False,1754075484.1500878,
,,closedApp,facebook,America/New_York,False,1754075737.6253319,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1754076179.917074,Search Info
,,closedApp,instagram,America/New_York,False,1754076236.697845,
,,closedApp,instagram,America/New_York,False,1754076310.9847221,
,,closedApp,instagram,America/New_York,False,1754077164.8863769,
1.5,breathingExercise,dismissedAppOpening,instagram,America/New_York,False,1754085732.3213248,
1.5,breathingExercise,dismissedAppOpening,facebook,America/New_York,False,1754089167.89751,
1.5,breathingExercise,dismissedAppOpening,tikTok,America/New_York,False,1754091676.189249,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754092969.7306972,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754095056.6592941,Bored
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754096827.29705,Bored
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1754136111.5850391,Entertainment
,,closedApp,facebook,America/New_York,False,1754136229.216062,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1754136235.6926332,Entertainment
,,closedApp,instagram,America/New_York,False,1754136546.377281,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754136554.387944,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754142716.799823,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754144296.427304,Escape / Avoid
1.5,breathingExercise,dismissedAppOpening,facebook,America/New_York,False,1754146443.681573,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754146512.038796,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754148604.134402,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754149046.761286,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754149219.608201,Entertainment
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1754154709.138166,Entertainment
,,closedApp,instagram,America/New_York,False,1754154754.731947,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754154803.4312282,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754156985.7105432,Entertainment
