resolution,interventionDuration,timezone,timestamp,interventionType,app,isReIntervention
openedApp,1.5,Europe/Amsterdam,1748872512.046898,breathingExercise,tikTok,False
dismissedAppOpening,1.5,Europe/Amsterdam,1748875816.185615,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1748875991.334124,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1748876856.8747458,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1748877389.146871,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1748888743.8691401,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1748926815.40792,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1748926922.676218,breathingExercise,tikTok,False
dismissedAppOpening,1.5,Europe/Amsterdam,1748927444.5585961,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1748927455.6421251,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1748939077.797292,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1748944620.634156,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1748945972.3213692,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1748949996.6804361,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1748953123.627687,breathingExercise,tikTok,False
dismissedAppOpening,1.5,Europe/Amsterdam,1748953531.736336,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1748961111.1197581,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1748961561.077183,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749022898.435471,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749029501.5609941,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749032357.232627,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749038502.691483,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749041539.261188,breathingExercise,tikTok,False
dismissedAppOpening,1.5,Europe/Amsterdam,1749043989.007432,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749043996.310092,breathingExercise,tikTok,False
dismissedAppOpening,1.5,Europe/Amsterdam,1749046988.409481,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749049445.8352818,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749102726.736031,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749121936.686349,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749130660.990274,breathingExercise,tikTok,False
dismissedAppOpening,1.5,Europe/Amsterdam,1749131063.9887528,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749131162.338614,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749131373.9455318,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749136047.980157,breathingExercise,tikTok,False
dismissedAppOpening,1.5,Europe/Amsterdam,1749136813.717163,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749209245.97652,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749209513.439733,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749220201.668057,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749226331.5304341,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749281389.540179,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749282870.7971869,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749287607.190212,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749289876.404691,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749290485.9602342,breathingExercise,tikTok,False
dismissedAppOpening,1.5,Europe/Amsterdam,1749323159.318142,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749323216.608179,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749324659.472049,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749327087.308281,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749365749.4369102,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749393540.5832028,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749394232.113884,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749410273.329814,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749412497.2055302,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749413879.473651,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749447269.930997,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749447458.0648398,breathingExercise,tikTok,False
dismissedAppOpening,1.5,Europe/Amsterdam,1749450592.614723,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749459504.4706569,breathingExercise,tikTok,False
dismissedAppOpening,1.5,Europe/Amsterdam,1749491802.415681,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749491818.2029061,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749530886.511383,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749572870.431697,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749573396.413835,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749573819.7729502,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749575477.173162,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749579330.5443568,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749581315.64435,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749581866.490263,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749619862.848197,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749620744.247367,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749621627.027668,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749635866.2842941,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749637849.94365,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749638934.02661,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749665017.1150088,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749705566.960727,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749710813.124747,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749711377.0355248,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749720548.665097,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749721145.546325,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749752374.892663,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749755559.009798,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749769563.776462,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749789269.256077,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749803757.372421,breathingExercise,tikTok,False
dismissedAppOpening,1.5,Europe/Amsterdam,1749804478.476176,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749804493.8053179,breathingExercise,tikTok,False
dismissedAppOpening,1.5,Europe/Amsterdam,1749804566.3206902,breathingExercise,tikTok,False
openedApp,1.5,Europe/Amsterdam,1749819745.68636,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1749875709.445181,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1749875729.953569,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1749877432.443869,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1749915425.629225,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1749919458.0789828,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1749920271.246541,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1749923341.706688,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1749924969.763217,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1749927066.186133,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1749930674.959331,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1749931138.672941,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1749938789.0251951,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1749967934.526557,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1749968378.589367,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1749969112.533821,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1749977761.8767362,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1749990042.962379,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750001966.997426,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750006592.048768,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750011843.6046228,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750012765.328063,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1750020801.915107,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1750021054.6218848,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750021100.0604591,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750052065.4722629,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750053060.625807,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750054398.090122,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750059784.782603,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750060235.186291,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750063607.6619282,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750066326.724403,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750068630.2247639,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1750072472.838094,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750072622.593816,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750075501.134698,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750082579.603713,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750083729.246924,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750087257.209537,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1750092272.095228,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750092290.207947,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750102329.722958,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750137455.9237819,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750139577.162987,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750146123.038903,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750157524.228032,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750172868.635371,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750177270.7208118,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750184423.66839,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750222748.076346,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750225320.314626,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750227975.892319,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750230838.304294,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750234662.457642,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750237685.605871,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750251033.676025,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750252655.175744,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750254911.744879,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750272176.819821,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750277072.347558,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750308409.4796538,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750325161.053935,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1750326776.414834,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750326856.7021952,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750329366.2060409,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750330955.6722121,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750337478.546877,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1750340339.414484,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750343553.709753,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1750350910.266654,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750352598.315038,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750355077.3267379,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750358367.883945,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1750396594.155733,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750396633.5471249,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750398210.043144,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750398668.796042,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1750400830.508333,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750410497.8866649,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750415268.875694,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750415624.3363628,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750418543.273975,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750421296.979899,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750430061.432174,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750431283.625046,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750436793.716912,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750442708.419137,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750445268.84151,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750482965.246613,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750486194.37917,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1750487872.1495528,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750497160.7883239,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750508441.68541,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750517727.606588,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750531966.099812,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750566625.9153109,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1750568124.54356,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750568353.471396,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750569708.674303,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1750569770.897438,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1750569821.555132,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750569877.2216291,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750597057.947998,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750608621.328065,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750614761.758366,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750651000.991394,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750661893.852263,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750666509.215436,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1750668522.454428,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750672098.393353,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750672618.259409,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750672806.958387,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750676234.6104388,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750677399.013994,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750698195.273396,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1750699582.892436,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750699955.480336,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750706521.340019,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1750749724.060873,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750749744.3740191,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750754258.76966,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750760811.8411841,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750761513.4246001,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1750763254.43098,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750785089.1189852,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750788164.938725,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750792145.014086,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750839993.39148,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750843373.8767781,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750861498.3402162,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750863533.060478,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750867219.896402,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750870540.241338,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750871302.0844631,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750876358.094224,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1750878555.963074,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750881642.4763389,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750919630.226287,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1750920883.848691,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750925183.0452971,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1750926579.619442,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750931171.724886,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750934092.229425,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750938323.564007,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750958941.7547522,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750965498.1862988,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1750998220.448326,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751000270.446579,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751002515.4260879,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751012919.6577148,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751013934.271075,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751023797.284055,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751039658.166594,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1751040801.714714,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751044588.3217468,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751084082.4965138,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751097665.268614,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751097898.724643,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751530029.306508,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751552575.453803,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1751554424.68102,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1751567496.627646,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751567513.838795,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751645739.2555609,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1751647173.998569,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751694931.0387301,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751700860.0543551,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751705448.2402139,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751735435.2729712,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751740374.42675,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1751743108.217256,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751777867.5344582,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751779211.916143,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751801920.095776,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751808480.368747,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1751832931.840189,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751832956.093564,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751865920.681267,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1751867481.880032,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751867595.177691,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751868186.319859,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751868234.9048638,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751868324.494676,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1751869759.001667,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751871433.51543,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751882307.960922,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1751883164.332231,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751908285.114197,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751950550.0712662,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751983207.296335,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1751998298.538624,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1752000566.5042,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1752000617.636091,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1752037523.276394,breathingExercise,tikTok,False
dismissedAppOpening,6.0,Europe/Amsterdam,1752043058.1272259,breathingExercise,tikTok,False
openedApp,6.0,Europe/Amsterdam,1752053136.841967,breathingExercise,tikTok,False
