timestamp,timezone,resolution,app,interventionType,isReIntervention,interventionDuration,purpose
1749326683.088707,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Entertainment
1749339582.039556,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Entertainment
1749339613.56769,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Entertainment
1749339668.172684,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,1.5,
1749341330.842225,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Entertainment
1749351916.339209,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Stay In the Loop
1749353831.82649,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Entertainment
1749356068.469341,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,1.5,
1749358066.121671,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Entertainment
1749358142.5459108,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Entertainment
1749358865.457726,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,1.5,
1749359532.646774,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Entertainment
1749359857.2564821,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Search Info
1749360189.633445,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Entertainment
1749360225.996762,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Entertainment
1749386453.482586,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,1.5,
1749386972.692624,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Entertainment
1749394303.87036,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,1.5,
1749394313.144809,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Message
1749414995.597379,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Stay In the Loop
1749415207.4423308,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Stay In the Loop
1749417787.030329,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Stay In the Loop
1749422586.296793,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Escape / Avoid
1749429891.332638,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Toilet
1749430546.619658,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Relax
1749431840.465382,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Bored
1749474147.311499,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Entertainment
1749484800.84955,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,1.5,
1749484815.50576,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Search Info
1749485099.449431,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Search Info
1749505166.505169,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,1.5,
1749505178.637313,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Search Info
1749797445.0462599,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Stay In the Loop
1749798108.173623,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Stay In the Loop
1749799086.130443,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Stay In the Loop
1749799346.701676,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Stay In the Loop
1749826863.6209931,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Stay In the Loop
1749936706.62538,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Stay In the Loop
1749937325.983334,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Stay In the Loop
1749938913.975826,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Stay In the Loop
1749939624.450818,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Stay In the Loop
1749939714.609174,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,1.5,
1749943582.208729,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Stay In the Loop
1749949842.681879,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Entertainment
1749949895.54615,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Escape / Avoid
1749955642.271224,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Escape / Avoid
1749957650.045809,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Relax
1749957924.7247381,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Relax
1749958322.772295,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Relax
1749963059.980389,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Relax
1749964324.609906,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Relax
1749996802.617492,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Search Info
1749996944.652942,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Search Info
1749998509.693324,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Stalk crush
1750021473.678694,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Search Info
1750023765.916267,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Search Info
1750026430.224608,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Bored
1750028085.7380362,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Search Info
1750032138.400478,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Entertainment
1750033928.5680652,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Bored
1750037798.054904,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,1.5,
1750040905.926415,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Search Info
1750045227.6396608,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Stay In the Loop
1750045911.8267179,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,1.5,
1750047427.507612,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,1.5,
1750080502.194706,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Bored
1750081598.719767,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Entertainment
1750081932.5931349,America/New_York,openedApp,instagram,breathingExercise,False,1.5,Relax
1750103880.05893,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Escape / Avoid
1750105042.6791139,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1750113188.05632,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1750113328.6807299,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1750119985.838531,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Message
1750130558.178179,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1750173788.7736,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Relax
1750174462.493243,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1750174484.57581,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1750174508.4393091,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1750176545.6333652,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1750176567.137196,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Bored
1750180686.344137,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1750245727.875658,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Bored
1750246031.07494,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1750250687.775315,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Bored
1750254409.084074,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1750271829.4470038,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Escape / Avoid
1750274234.978993,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1750275409.749274,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1750275450.250667,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1750276338.187306,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1750276373.610539,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1750276904.398287,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1750277398.040759,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1750277471.6824632,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1750277493.51914,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1750277606.177172,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1750277667.231235,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1750277730.507461,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1750278110.855607,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1750278449.073049,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Message
1750279069.78096,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1750279276.331388,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1750280966.830281,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Message
1750281765.644526,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1750281850.532668,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1750282469.9756222,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1750307632.506679,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Bored
1750309530.819559,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Entertainment
1750343027.0315518,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Entertainment
1750363587.341455,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Entertainment
1750371377.631907,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1750371397.276081,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Bored
1750375036.665453,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Entertainment
1750390527.793875,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Escape / Avoid
1750442733.866404,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Bored
1750477722.997257,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1750533353.299807,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1750533389.941228,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1750534663.528265,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Relax
1750542637.584245,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Bored
1750547434.301,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Escape / Avoid
1750549869.4241018,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1750556556.089408,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Escape / Avoid
1750557751.780477,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Relax
1750574216.240425,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Relax
1750597273.299065,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1750625036.436729,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1750625070.1186771,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Toilet
1750627912.013231,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1750630978.127018,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Message
1750631976.35076,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1750634255.5669641,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Bored
1750634712.834033,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1750635363.0887861,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1750636944.3202229,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Escape / Avoid
1750638107.411524,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Relax
1750668178.6695008,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Escape / Avoid
1750684441.17745,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Escape / Avoid
1750684576.975358,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Escape / Avoid
1750687696.014159,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Bored
1750710392.6924992,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Relax
1750714608.878751,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Relax
1750733621.243878,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Relax
1750736555.9001389,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Relax
1750736968.8980908,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Relax
1750770325.295794,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Bored
1750773439.811935,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1750773576.826674,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1750775082.46165,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1750775133.328522,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1750775260.777264,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1750776759.580062,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1750776878.1349669,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1750776899.9477348,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1750786128.920749,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1750788420.3827538,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1750798860.805354,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1750798899.889907,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1750799307.093112,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1750799754.97928,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1750802256.7783818,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Message
1750807157.146319,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1750816921.4158669,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Relax
1750819190.9080129,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Bored
1750821543.350076,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Relax
1750822259.997027,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1750824044.336911,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1750854706.6455688,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1750855558.654376,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Entertainment
1750856092.799902,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1750868890.4202142,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Escape / Avoid
1750868891.88673,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Escape / Avoid
1750868891.89464,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Escape / Avoid
1750869216.516633,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Message
1750872912.724936,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1750894018.347271,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1750909340.790184,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1750910160.46516,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Relax
1750954295.828148,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1750983939.458334,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1750987228.0753589,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1750995888.894909,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1750996123.865848,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1750996773.4617271,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Entertainment
1750997099.257217,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1750997445.2859921,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1750997465.695661,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751009440.134111,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Toilet
1751009674.459319,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751034281.597818,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Relax
1751034992.326775,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1751054935.924432,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1751054959.753954,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751084398.3894,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751085959.340415,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751112112.926872,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751141718.1531758,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751168657.892877,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751170258.617914,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1751170374.7672129,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751171747.784295,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751171883.2542992,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751198213.578912,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751198609.985857,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751199267.71484,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751202968.0570369,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751204715.6115742,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1751205826.5614982,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1751218326.88168,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751218649.008862,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1751230801.1087909,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Bored
