resolution,timezone,timestamp,interventionDuration,app,isReIntervention,interventionType,timeIntervalUntilReIntervention,purpose
openedApp,America/Bahia,1749099004.610353,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749099624.041512,1.5,instagram,True,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749101481.908117,1.5,tikTok,False,breathingExercise,,Sem sono
openedApp,America/Bahia,1749128548.312141,1.5,youtube,False,breathingExercise,,Mensagem
dismissedAppOpening,America/Bahia,1749128628.2716231,1.5,youtube,False,breathingExercise,,
openedApp,America/Bahia,1749129143.475253,1.5,youtube,False,breathingExercise,,Mensagem
openedApp,America/Bahia,1749129316.1180968,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749129743.1219292,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749129790.082824,1.5,youtube,False,breathingExercise,,Mensagem
openedApp,America/Bahia,1749129944.011932,1.5,instagram,False,breathingExercise,420.0,Mensagem
openedApp,America/Bahia,1749155451.1487498,1.5,twitter,False,breathingExercise,,Mensagem
openedApp,America/Bahia,1749155452.0659099,1.5,twitter,False,breathingExercise,,Mensagem
openedApp,America/Bahia,1749156776.7214909,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749156908.236953,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749157026.815434,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749161725.698693,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749164584.077414,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749165070.606782,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749165701.266305,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749165787.573638,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749165839.785955,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749167106.086746,1.5,youtube,False,breathingExercise,,Mensagem
dismissedAppOpening,America/Bahia,1749168782.238637,1.5,instagram,False,breathingExercise,,
openedApp,America/Bahia,1749168794.737165,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749168943.708358,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749169338.508892,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749169623.441719,1.5,instagram,False,breathingExercise,600.0,Mensagem
dismissedAppOpening,America/Bahia,1749169797.6530461,1.5,instagram,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1749169835.773454,1.5,instagram,False,breathingExercise,,
openedApp,America/Bahia,1749169902.989965,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749170307.265203,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749170961.3971748,1.5,instagram,False,breathingExercise,300.0,Mensagem
openedApp,America/Bahia,1749175052.218049,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749175504.926365,1.5,instagram,False,breathingExercise,600.0,Mensagem
dismissedAppOpening,America/Bahia,1749214042.3074288,1.5,instagram,False,breathingExercise,,
openedApp,America/Bahia,1749214146.733859,1.5,instagram,False,breathingExercise,420.0,Distração
openedApp,America/Bahia,1749244342.642704,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749264699.57324,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749268951.747853,1.5,tikTok,False,breathingExercise,,Ficar por dentro
openedApp,America/Bahia,1749269418.521663,1.5,tikTok,False,breathingExercise,,Mensagem
openedApp,America/Bahia,1749269576.189199,1.5,instagram,False,breathingExercise,600.0,Ficar por dentro
dismissedAppOpening,America/Bahia,1749269947.518326,1.5,instagram,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1749270519.847975,1.5,twitter,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1749270523.680057,1.5,twitter,False,breathingExercise,,
openedApp,America/Bahia,1749270724.706176,1.5,instagram,False,breathingExercise,600.0,Pesquisar informações
openedApp,America/Bahia,1749296901.9272919,1.5,tikTok,False,breathingExercise,,Entretenimento
openedApp,America/Bahia,1749297944.253168,1.5,tikTok,False,breathingExercise,,Distração
dismissedAppOpening,America/Bahia,1749298400.8546948,1.5,tikTok,False,breathingExercise,,
openedApp,America/Bahia,1749298425.445921,1.5,tikTok,False,breathingExercise,,Distração
openedApp,America/Bahia,1749298781.643948,1.5,tikTok,False,breathingExercise,,Mensagem
openedApp,America/Bahia,1749301030.411089,1.5,instagram,False,breathingExercise,600.0,Relaxar
openedApp,America/Bahia,1749301165.355216,1.5,instagram,False,breathingExercise,600.0,Relaxar
openedApp,America/Bahia,1749301444.330478,1.5,instagram,False,breathingExercise,360.0,Relaxar
openedApp,America/Bahia,1749301819.607281,1.5,instagram,True,breathingExercise,240.0,Mensagem
openedApp,America/Bahia,1749307011.195065,1.5,instagram,False,breathingExercise,120.0,Mensagem
openedApp,America/Bahia,1749307249.5419688,1.5,instagram,False,breathingExercise,360.0,Mensagem
openedApp,America/Bahia,1749307517.785287,1.5,instagram,False,breathingExercise,180.0,Mensagem
openedApp,America/Bahia,1749307615.7161388,1.5,instagram,False,breathingExercise,60.0,Mensagem
openedApp,America/Bahia,1749310002.7786942,1.5,instagram,False,breathingExercise,300.0,Distração
openedApp,America/Bahia,1749310057.338079,1.5,instagram,False,breathingExercise,300.0,Mensagem
dismissedAppOpening,America/Bahia,1749310490.002427,1.5,instagram,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1749310539.3625379,1.5,instagram,False,breathingExercise,,
openedApp,America/Bahia,1749310817.979597,1.5,instagram,False,breathingExercise,360.0,Mensagem
openedApp,America/Bahia,1749314012.9922,1.5,youtube,False,breathingExercise,,Ficar por dentro
openedApp,America/Bahia,1749319482.268583,1.5,youtube,False,breathingExercise,,Ficar por dentro
dismissedAppOpening,America/Bahia,1749321766.968814,1.5,instagram,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1749321781.207193,1.5,instagram,False,breathingExercise,,
openedApp,America/Bahia,1749321800.3114018,1.5,instagram,False,breathingExercise,360.0,Distração
openedApp,America/Bahia,1749322000.938788,1.5,instagram,False,breathingExercise,360.0,Ficar por dentro
openedApp,America/Bahia,1749322378.136149,1.5,instagram,True,breathingExercise,180.0,Ficar por dentro
openedApp,America/Bahia,1749322622.816042,1.5,instagram,False,breathingExercise,120.0,Mensagem
openedApp,America/Bahia,1749334706.928868,1.5,instagram,False,breathingExercise,600.0,Distração
openedApp,America/Bahia,1749335475.604021,1.5,instagram,False,breathingExercise,600.0,Distração
dismissedAppOpening,America/Bahia,1749336127.6713161,1.5,instagram,False,breathingExercise,,
openedApp,America/Bahia,1749338417.3837771,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749344382.440856,1.5,instagram,False,breathingExercise,420.0,Mensagem
openedApp,America/Bahia,1749344776.030498,1.5,instagram,False,breathingExercise,360.0,Mensagem
openedApp,America/Bahia,1749345330.7219229,1.5,instagram,False,breathingExercise,360.0,Mensagem
openedApp,America/Bahia,1749345357.140383,1.5,instagram,False,breathingExercise,600.0,Mensagem
dismissedAppOpening,America/Bahia,1749345462.472841,1.5,instagram,False,breathingExercise,,
openedApp,America/Bahia,1749353640.966395,1.5,instagram,False,breathingExercise,360.0,Mensagem
openedApp,America/Bahia,1749354015.6246061,1.5,instagram,True,breathingExercise,180.0,Mensagem
openedApp,America/Bahia,1749354204.231678,1.5,instagram,True,breathingExercise,120.0,Mensagem
openedApp,America/Bahia,1749360867.332818,1.5,youtube,False,breathingExercise,,Mensagem
openedApp,America/Bahia,1749401307.142716,1.5,instagram,False,breathingExercise,600.0,Entretenimento
openedApp,America/Bahia,1749401770.8131042,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749401986.746253,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749402327.0548291,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749403883.479835,1.5,youtube,False,breathingExercise,,Mensagem
openedApp,America/Bahia,1749404157.77309,1.5,instagram,False,breathingExercise,300.0,Mensagem
openedApp,America/Bahia,1749404469.875469,1.5,instagram,True,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749405992.979856,1.5,instagram,False,breathingExercise,360.0,Mensagem
openedApp,America/Bahia,1749406368.380258,1.5,instagram,True,breathingExercise,180.0,Ficar por dentro
openedApp,America/Bahia,1749406557.4174461,1.5,instagram,True,breathingExercise,120.0,Mensagem
openedApp,America/Bahia,1749416172.924083,1.5,tikTok,False,breathingExercise,,Mensagem
dismissedAppOpening,America/Bahia,1749417355.09542,1.5,tikTok,False,breathingExercise,,
openedApp,America/Bahia,1749417382.632107,1.5,tikTok,False,breathingExercise,,Mensagem
openedApp,America/Bahia,1749418472.938632,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749427941.655401,1.5,tikTok,False,breathingExercise,,Mensagem
openedApp,America/Bahia,1749428513.896967,1.5,tikTok,False,breathingExercise,,Mensagem
dismissedAppOpening,America/Bahia,1749429138.842149,1.5,youtube,False,breathingExercise,,
openedApp,America/Bahia,1749429152.695953,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749429825.405278,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749432459.887471,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749483893.604179,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749483922.040369,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749485728.250252,1.5,youtube,False,breathingExercise,,Mensagem
openedApp,America/Bahia,1749486688.477549,1.5,youtube,False,breathingExercise,,Pesquisar informações
openedApp,America/Bahia,1749503017.649235,1.5,youtube,False,breathingExercise,,Mensagem
openedApp,America/Bahia,1749513367.780906,1.5,twitter,False,breathingExercise,,Ficar por dentro
dismissedAppOpening,America/Bahia,1749513762.964865,1.5,youtube,False,breathingExercise,,
openedApp,America/Bahia,1749513796.524708,1.5,youtube,False,breathingExercise,,Distração
openedApp,America/Bahia,1749513820.6195312,1.5,youtube,False,breathingExercise,,Distração
openedApp,America/Bahia,1749513868.2044759,1.5,youtube,False,breathingExercise,,Distração
openedApp,America/Bahia,1749519208.513453,1.5,tikTok,False,breathingExercise,,Distração
openedApp,America/Bahia,1749521227.931203,1.5,instagram,False,breathingExercise,600.0,Distração
openedApp,America/Bahia,1749521847.296955,1.5,instagram,True,breathingExercise,300.0,Distração
openedApp,America/Bahia,1749522066.460662,1.5,youtube,False,breathingExercise,,Verificar curtidas
openedApp,America/Bahia,1749527661.829011,1.5,youtube,False,breathingExercise,,Ficar por dentro
openedApp,America/Bahia,1749534522.035984,1.5,instagram,False,breathingExercise,600.0,Sem sono
dismissedAppOpening,America/Bahia,1749534561.0866551,1.5,instagram,False,breathingExercise,,
openedApp,America/Bahia,1749534572.942692,1.5,youtube,False,breathingExercise,,Sem sono
openedApp,America/Bahia,1749534622.061672,1.5,instagram,False,breathingExercise,600.0,Sem sono
openedApp,America/Bahia,1749535239.0547562,1.5,instagram,True,breathingExercise,300.0,Sem sono
openedApp,America/Bahia,1749554113.247637,1.5,instagram,False,breathingExercise,600.0,Pesquisar informações
dismissedAppOpening,America/Bahia,1749555068.575039,1.5,instagram,True,breathingExercise,,
openedApp,America/Bahia,1749555096.824935,1.5,twitter,False,breathingExercise,,Distração
dismissedAppOpening,America/Bahia,1749568146.8087668,1.5,youtube,False,breathingExercise,,
openedApp,America/Bahia,1749568157.017541,1.5,youtube,False,breathingExercise,,Ficar por dentro
dismissedAppOpening,America/Bahia,1749571664.449843,1.5,youtube,False,breathingExercise,,
openedApp,America/Bahia,1749584149.28317,1.5,youtube,False,breathingExercise,,Mensagem
openedApp,America/Bahia,1749584623.012068,1.5,twitter,False,breathingExercise,,Ficar por dentro
openedApp,America/Bahia,1749586539.743912,1.5,youtube,False,breathingExercise,,Distração
openedApp,America/Bahia,1749588341.03352,1.5,youtube,False,breathingExercise,,Mensagem
openedApp,America/Bahia,1749599852.4924412,1.5,instagram,False,breathingExercise,480.0,Mensagem
openedApp,America/Bahia,1749602652.640425,1.5,instagram,False,breathingExercise,540.0,Stalkear a/o crush
openedApp,America/Bahia,1749603390.583554,1.5,instagram,False,breathingExercise,600.0,Stalkear a/o crush
openedApp,America/Bahia,1749603436.017509,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749604544.1082702,1.5,twitter,False,breathingExercise,,Mensagem
openedApp,America/Bahia,1749610290.10141,1.5,youtube,False,breathingExercise,,Stalkear a/o crush
openedApp,America/Bahia,1749641277.170627,1.5,instagram,False,breathingExercise,540.0,Mensagem
openedApp,America/Bahia,1749642172.4165,1.5,instagram,False,breathingExercise,600.0,Mensagem
dismissedAppOpening,America/Bahia,1749642302.848856,1.5,instagram,False,breathingExercise,,
openedApp,America/Bahia,1749649349.649284,1.5,instagram,False,breathingExercise,480.0,Mensagem
dismissedAppOpening,America/Bahia,1749650201.539054,1.5,instagram,True,breathingExercise,,
openedApp,America/Bahia,1749664249.9598699,1.5,instagram,False,breathingExercise,600.0,Mensagem
dismissedAppOpening,America/Recife,1749684266.2851892,1.5,youtube,False,breathingExercise,,
openedApp,America/Recife,1749685143.89658,1.5,instagram,False,breathingExercise,540.0,Sanitário
openedApp,America/Recife,1749685700.3787432,1.5,instagram,True,breathingExercise,300.0,Mensagem
openedApp,America/Recife,1749686010.0325642,1.5,instagram,True,breathingExercise,180.0,Mensagem
openedApp,America/Recife,1749686201.0935411,1.5,instagram,True,breathingExercise,60.0,Postar algo
openedApp,America/Recife,1749699891.201442,1.5,instagram,False,breathingExercise,600.0,Postar algo
openedApp,America/Bahia,1749711040.275309,1.5,instagram,False,breathingExercise,600.0,Sem sono
openedApp,America/Bahia,1749711659.291647,1.5,instagram,True,breathingExercise,300.0,Postar algo
openedApp,America/Bahia,1749711956.886739,1.5,instagram,True,breathingExercise,600.0,Postar algo
openedApp,America/Bahia,1749734790.706602,1.5,instagram,False,breathingExercise,180.0,Ficar por dentro
openedApp,America/Bahia,1749735160.366634,1.5,instagram,False,breathingExercise,240.0,Ficar por dentro
dismissedAppOpening,America/Bahia,1749738468.639906,1.5,instagram,False,breathingExercise,,
openedApp,America/Bahia,1749742085.8521628,1.5,instagram,False,breathingExercise,600.0,Ficar por dentro
dismissedAppOpening,America/Bahia,1749742737.630094,1.5,instagram,False,breathingExercise,,
openedApp,America/Bahia,1749742754.344423,1.5,instagram,False,breathingExercise,360.0,Entretenimento
dismissedAppOpening,America/Bahia,1749743231.219053,1.5,instagram,False,breathingExercise,,
openedApp,America/Bahia,1749743248.317501,1.5,instagram,False,breathingExercise,420.0,Pesquisar informações
openedApp,America/Bahia,1749743667.951326,1.5,instagram,False,breathingExercise,600.0,Postar algo
openedApp,America/Bahia,1749747598.198907,1.5,instagram,False,breathingExercise,600.0,Postar algo
openedApp,America/Bahia,1749747705.41715,1.5,instagram,False,breathingExercise,600.0,Sanitário
openedApp,America/Bahia,1749749964.188746,1.5,instagram,False,breathingExercise,480.0,Pesquisar informações
openedApp,America/Bahia,1749750242.403898,1.5,instagram,False,breathingExercise,600.0,Entretenimento
openedApp,America/Bahia,1749763690.657265,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749766512.762662,1.5,youtube,False,breathingExercise,,Mensagem
openedApp,America/Bahia,1749766570.917321,1.5,youtube,False,breathingExercise,,Ficar por dentro
openedApp,America/Bahia,1749769205.703268,1.5,youtube,False,breathingExercise,,Mensagem
openedApp,America/Bahia,1749769413.284749,1.5,youtube,False,breathingExercise,,Mensagem
openedApp,America/Bahia,1749771681.963749,1.5,instagram,False,breathingExercise,600.0,Entretenimento
openedApp,America/Bahia,1749772014.940288,1.5,instagram,False,breathingExercise,600.0,Entretenimento
openedApp,America/Bahia,1749776250.20957,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749780715.239007,1.5,instagram,False,breathingExercise,600.0,Verificar curtidas
openedApp,America/Bahia,1749783507.113552,1.5,instagram,False,breathingExercise,600.0,Entretenimento
openedApp,America/Bahia,1749826337.745197,1.5,youtube,False,breathingExercise,,Entediado
openedApp,America/Bahia,1749826865.516263,1.5,youtube,False,breathingExercise,,Distração
openedApp,America/Bahia,1749827180.254494,1.5,youtube,False,breathingExercise,,Ficar por dentro
openedApp,America/Bahia,1749827269.563544,1.5,youtube,False,breathingExercise,,Mensagem
openedApp,America/Fortaleza,1749846285.546242,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749851310.3959599,1.5,instagram,False,breathingExercise,600.0,Entretenimento
openedApp,America/Bahia,1749852335.067978,1.5,instagram,False,breathingExercise,600.0,Postar algo
dismissedAppOpening,America/Bahia,1749852671.3811312,1.5,instagram,False,breathingExercise,,
openedApp,America/Bahia,1749853594.718676,1.5,instagram,False,breathingExercise,600.0,Postar algo
openedApp,America/Bahia,1749853777.9244099,1.5,instagram,False,breathingExercise,240.0,Postar algo
openedApp,America/Bahia,1749853806.54265,1.5,instagram,False,breathingExercise,600.0,Postar algo
