purpose,isReIntervention,timestamp,resolution,app,interventionDuration,timezone,interventionType,timeIntervalUntilReIntervention
,False,1750751321.45387,closedApp,NOS,,Europe/Amsterdam,,
,False,1750751398.005888,closedApp,NOS,,Europe/Amsterdam,,
,False,1750751405.687244,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1750759758.202189,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1750760085.564371,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750760356.99862,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
,False,1750760558.231333,closedApp,NOS,,Europe/Amsterdam,,
,False,1750760656.396402,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750761205.9766378,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1750761713.5486012,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
,False,1750761996.808391,closedApp,NOS,,Europe/Amsterdam,,
,False,1750762500.715733,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
,False,1750762585.074161,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750762890.5235162,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750763150.5706701,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750763328.023594,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750763430.6457272,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1750764727.272928,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1750764909.132633,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750765192.564703,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750765242.7254791,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750765480.256493,closedApp,NOS,,Europe/Amsterdam,,
,False,1750765857.482554,closedApp,NOS,,Europe/Amsterdam,,
,False,1750765878.982884,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750765930.711586,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750766319.746809,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
,False,1750766538.986514,closedApp,NOS,,Europe/Amsterdam,,
,False,1750766750.572577,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
,False,1750767302.8852758,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750769213.98879,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1750769670.854065,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750771679.18629,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750771779.928578,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
,False,1750772572.466588,closedApp,NOS,,Europe/Amsterdam,,
,False,1750772634.074037,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750772885.6504579,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1750772969.7314692,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,True,1750773226.1069078,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,True,1750773426.849139,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
,False,1750776177.846253,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750776412.361155,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1750779936.435413,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750780464.912383,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750780633.86311,closedApp,NOS,,Europe/Amsterdam,,
,False,1750780754.088449,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750783857.016738,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750784004.687158,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1750785140.3756819,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750785167.735616,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750785204.7321382,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750788269.2900991,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750789186.934966,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750794057.1204271,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750795194.2898378,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750795297.80499,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1750795324.6897302,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750797232.747373,closedApp,youtube,,Europe/Amsterdam,,
,False,1750797366.1447868,closedApp,youtube,,Europe/Amsterdam,,
,False,1750795713.1710382,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750798678.0720649,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750799115.195956,closedApp,youtube,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750799191.920377,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Blijf in de lus,False,1750799402.415318,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750799628.092115,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750800511.753099,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Zoek informatie,False,1750800546.8963342,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1750800916.147968,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750802090.3037949,closedApp,youtube,,Europe/Amsterdam,,
,False,1750802300.319176,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750829868.7334929,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750831130.276453,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750831718.0273108,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1750831862.7609072,closedApp,NOS,,Europe/Amsterdam,,
,False,1750831893.913599,closedApp,NOS,,Europe/Amsterdam,,
,False,1750832172.845869,closedApp,NOS,,Europe/Amsterdam,,
,False,1750832613.540637,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750833270.09586,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750834784.1611161,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750834826.108025,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750834952.936852,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750837663.862107,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1750837846.6959891,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1750838003.724539,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1750839317.442717,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
,False,1750839622.019927,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1750843128.233408,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750843929.025951,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750844018.82404,closedApp,NOS,,Europe/Amsterdam,,
,False,1750844033.3108811,closedApp,NOS,,Europe/Amsterdam,,
,False,1750844061.9972901,closedApp,NOS,,Europe/Amsterdam,,
,False,1750844214.1939049,closedApp,NOS,,Europe/Amsterdam,,
,False,1750844251.8241591,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750844744.061672,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1750845237.7892761,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750845303.273034,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750848595.520855,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1750849314.408718,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
,False,1750849532.4157162,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750849725.100093,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750849854.239132,closedApp,NOS,,Europe/Amsterdam,,
,False,1750850298.454412,closedApp,NOS,,Europe/Amsterdam,,
,False,1750850522.526322,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750850826.931858,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,True,1750851031.890809,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,300.0
,False,1750851239.871604,closedApp,NOS,,Europe/Amsterdam,,
,False,1750851447.4856958,closedApp,NOS,,Europe/Amsterdam,,
,False,1750851487.536034,closedApp,NOS,,Europe/Amsterdam,,
,False,1750851493.701165,closedApp,NOS,,Europe/Amsterdam,,
Zoek informatie,False,1750851597.235026,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
,False,1750851774.84061,closedApp,NOS,,Europe/Amsterdam,,
,False,1750851892.971477,closedApp,NOS,,Europe/Amsterdam,,
,False,1750851895.157731,closedApp,NOS,,Europe/Amsterdam,,
,False,1750851906.312193,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750852710.464968,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750852752.530367,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750853308.619067,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750853526.759711,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750856946.729702,closedApp,NOS,,Europe/Amsterdam,,
,False,1750856981.74769,closedApp,NOS,,Europe/Amsterdam,,
,False,1750857008.927336,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750858512.907254,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750858991.323422,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1750859114.759393,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750859574.966955,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750861716.736959,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750861767.0165172,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1750863269.777044,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
,False,1750863277.898915,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750866113.617175,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,True,1750866264.614928,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1750866366.315994,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1750866409.1907601,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1750867044.203484,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750870451.675015,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750872059.090385,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750872185.448441,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,True,1750872388.853584,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
,False,1750872961.8593612,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750881436.633961,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750881506.893896,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750881728.61559,closedApp,NOS,,Europe/Amsterdam,,
,False,1750882347.370789,closedApp,NOS,,Europe/Amsterdam,,
,False,1750882402.827131,closedApp,NOS,,Europe/Amsterdam,,
,False,1750883034.151458,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
,False,1750883626.380045,closedApp,NOS,,Europe/Amsterdam,,
,False,1750885116.3040261,closedApp,NOS,,Europe/Amsterdam,,
,False,1750885122.7407188,closedApp,NOS,,Europe/Amsterdam,,
,False,1750885887.952867,closedApp,NOS,,Europe/Amsterdam,,
,False,1750886029.403245,closedApp,NOS,,Europe/Amsterdam,,
,False,1750886116.6244721,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750887411.011416,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Verveeld,False,1750904078.7284532,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Kan niet slapen,False,1750904113.024828,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750904209.254417,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1750922786.6089191,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750926650.001268,closedApp,shopifyShop,,Europe/Amsterdam,,
,False,1750926723.575801,closedApp,shopifyShop,,Europe/Amsterdam,,
,False,1750926748.7626882,closedApp,shopifyShop,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750926799.992405,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750927005.753617,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750927034.234624,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Zoek informatie,False,1750927669.2368789,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750928801.210867,closedApp,NOS,,Europe/Amsterdam,,
,False,1750928962.1698608,closedApp,NOS,,Europe/Amsterdam,,
,False,1750929067.702324,closedApp,NOS,,Europe/Amsterdam,,
,False,1750930181.463872,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1750930474.074544,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Blijf in de lus,False,1750932815.3266702,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750933010.11126,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750933190.94484,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1750936246.634766,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750937691.737338,closedApp,NOS,,Europe/Amsterdam,,
,False,1750937701.6672878,closedApp,NOS,,Europe/Amsterdam,,
,False,1750937705.242361,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750944231.0455132,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750946983.483449,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
,False,1750947022.629476,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750947324.620129,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Bericht,False,1750947443.994946,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750948174.6088061,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1750948355.5447521,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
,False,1750964602.784159,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1750966347.174014,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1750966498.427427,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750966705.749888,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1750967040.7802,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1750967134.120234,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
,False,1750967986.854505,closedApp,NOS,,Europe/Amsterdam,,
,False,1750968409.827909,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750971177.215538,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1750971800.3379068,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1750974113.609733,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750974200.6403189,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750998302.3501081,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751000047.05159,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751001640.212284,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1751001721.882674,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751001913.151149,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1751002031.6747742,closedApp,NOS,,Europe/Amsterdam,,
,False,1751002147.967321,closedApp,NOS,,Europe/Amsterdam,,
,False,1751002340.689776,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751004161.9039059,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751005262.9398332,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1751005362.745318,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751005470.597893,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751005603.9198952,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1751008197.179021,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
,False,1751008352.457086,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
,False,1751009045.6621552,closedApp,NOS,,Europe/Amsterdam,,
,False,1751009283.2025518,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751011161.643069,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Zoek informatie,False,1751016066.0690398,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751016270.8859448,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751017406.8096728,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,True,1751017550.017243,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751017669.126989,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751018083.11935,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751018915.086921,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751019075.656039,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1751019215.9294481,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1751019904.548697,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751023972.843583,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751024379.47055,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751024563.326329,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
Watercloset,False,1751025302.336519,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751025660.424304,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751031450.162404,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751035439.10432,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,True,1751035648.2359629,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1751036216.290631,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1751036298.5316029,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1751036377.850651,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1751038169.499593,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751038311.287942,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Bericht,False,1751038751.9904351,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Bericht,False,1751039365.4542031,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751039495.874696,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751039939.264581,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751039967.463856,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751040968.764092,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751041300.484699,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751041929.1151838,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1751041976.524469,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751043703.366468,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751043899.7098799,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751049790.281069,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751049892.763241,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751050184.047477,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
,False,1751050723.677414,closedApp,NOS,,Europe/Amsterdam,,
,False,1751051147.226873,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751056423.730545,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Bericht,True,1751056514.398562,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1751056659.608365,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,True,1751056988.583519,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1751057034.885346,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751058152.466903,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751059075.182414,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751059144.6219358,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1751092704.309113,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751092940.2791939,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751093847.197219,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751094081.9489799,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751094116.327224,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,True,1751094321.6054769,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1751097751.23679,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751097918.116212,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751099880.517675,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751107893.855957,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751107972.938678,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751111957.974918,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751111993.450572,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751113487.1091452,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751114916.1006541,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751114938.9973311,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751117700.102612,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751117973.762866,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751118017.089923,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751118860.8909678,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1751118967.0734339,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1751120078.127862,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751120283.6248689,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1751120555.575563,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
