purpose,isReIntervention,timestamp,resolution,app,interventionDuration,timezone,interventionType,timeIntervalUntilReIntervention
Nieuwsgierig ,False,1751926363.308162,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751952916.4176478,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751953701.5497751,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751953908.706599,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751954566.108284,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1751954626.8405972,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751954690.7055779,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,480.0
Nieuwsgierig ,False,1751954957.620013,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751956208.4803848,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751959091.269561,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751959315.951861,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,420.0
Nieuwsgierig ,False,1751961006.355129,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751961522.207911,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751961801.2983541,closedApp,NOS,,Europe/Amsterdam,,
,False,1751961835.917066,closedApp,NOS,,Europe/Amsterdam,,
,False,1751962035.3604732,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751967413.323807,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751967906.582813,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,True,1751968299.155988,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
,False,1751968829.0329561,closedApp,NOS,,Europe/Amsterdam,,
,False,1751969105.941077,closedApp,NOS,,Europe/Amsterdam,,
,False,1751969163.913443,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751969186.226723,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,360.0
,False,1751970156.511111,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751970175.158566,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751970629.814592,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751970654.4331079,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,True,1751970857.424593,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
,False,1751972646.974921,closedApp,NOS,,Europe/Amsterdam,,
,False,1751972651.451089,closedApp,NOS,,Europe/Amsterdam,,
,False,1751973223.266918,closedApp,NOS,,Europe/Amsterdam,,
,False,1751973225.188292,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751974889.0804949,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751975790.422526,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751976776.072812,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751977652.546993,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751978958.551196,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751980243.8615031,closedApp,NOS,,Europe/Amsterdam,,
,False,1751980253.6491141,closedApp,NOS,,Europe/Amsterdam,,
,False,1751980356.231075,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751982454.425457,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,420.0
Nieuwsgierig ,False,1751989085.313126,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,360.0
Nieuwsgierig ,False,1751989251.43158,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751991785.8132858,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1751992254.375993,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751992928.947829,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751995533.2695,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751999465.3640351,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1752000299.9757109,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1752001510.39112,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1752003842.488019,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,900.0
Nieuwsgierig ,False,1752004783.670089,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1752004816.995666,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,600.0
,False,1752005357.710902,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1752005374.521604,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1752005408.973267,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,480.0
Nieuwsgierig ,False,1752005886.197089,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1752006032.1227942,closedApp,NOS,,Europe/Amsterdam,,
,False,1752006074.483372,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1752006102.840116,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,540.0
Nieuwsgierig ,False,1752007050.5030332,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,420.0
,False,1752007246.982615,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
,False,1752007303.566309,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
,False,1752007670.2483659,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1752009099.625051,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,420.0
Nieuwsgierig ,False,1752009295.0092502,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,480.0
Nieuwsgierig ,False,1752009503.442276,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,600.0
Nieuwsgierig ,False,1752034267.2123408,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1752039610.25367,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1752039960.117142,closedApp,NOS,,Europe/Amsterdam,,
,False,1752039993.701336,closedApp,NOS,,Europe/Amsterdam,,
,False,1752040101.099884,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1752040432.362564,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1752040596.467427,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,540.0
Nieuwsgierig ,False,1752041839.813875,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1752041990.41894,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,480.0
Nieuwsgierig ,False,1752042168.254973,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1752042815.257053,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,360.0
Nieuwsgierig ,False,1752043323.699551,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1752045489.363235,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
,False,1752045509.886178,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1752045787.104478,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,420.0
Nieuwsgierig ,False,1752047043.941782,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,540.0
,False,1752047284.8944402,closedApp,NOS,,Europe/Amsterdam,,
,False,1752047346.702929,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1752047559.893765,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,540.0
Nieuwsgierig ,False,1752050344.499721,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1752052634.7421,closedApp,NOS,,Europe/Amsterdam,,
,False,1752053407.7534251,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1752053916.49667,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1752055787.069055,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1752055889.397438,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
,False,1752056002.5765672,closedApp,NOS,,Europe/Amsterdam,,
,False,1752056144.5119128,closedApp,NOS,,Europe/Amsterdam,,
,False,1752056355.18434,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1752056373.63653,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,540.0
,False,1752056524.4789162,closedApp,NOS,,Europe/Amsterdam,,
,False,1752056528.5206141,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1752056618.427491,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
,False,1752056903.883356,closedApp,NOS,,Europe/Amsterdam,,
,False,1752056926.713612,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1752059559.455195,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1752059583.86679,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,420.0
Nieuwsgierig ,False,1752061984.079694,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1752067772.1622,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1752067848.895553,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1752068120.0102592,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,420.0
Nieuwsgierig ,False,1752069946.28519,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1752072433.587095,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1752072513.122412,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,600.0
Nieuwsgierig ,False,1752072970.72738,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1752072998.316831,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,480.0
Nieuwsgierig ,False,1752073364.6931648,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1752073596.599399,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,360.0
,False,1752074016.16861,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
,False,1752079954.73984,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1752079983.61672,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,420.0
Nieuwsgierig ,False,1752080249.112215,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1752080362.062032,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,360.0
,False,1752080841.876082,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1752081585.387072,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,360.0
,False,1752083064.97949,closedApp,NOS,,Europe/Amsterdam,,
,False,1752083077.267631,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1752090276.4344258,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,600.0
Post iets,False,1752090609.165142,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,900.0
Nieuwsgierig ,False,1752093342.848366,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,540.0
Nieuwsgierig ,True,1752093912.40026,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,600.0
Nieuwsgierig ,False,1752094246.6382709,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1752094752.399541,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1752095309.694757,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1752098404.097038,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1752098692.666847,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,480.0
Nieuwsgierig ,False,1752127604.333688,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,420.0
,False,1752099408.821367,closedApp,NOS,,Europe/Amsterdam,,
,False,1752099592.800235,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1752130537.550521,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1752130750.012881,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,360.0
,False,1752132953.7615762,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1752133387.030867,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1752134135.518831,closedApp,NOS,,Europe/Amsterdam,,
,False,1752134487.1127539,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1752135388.5256991,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
,False,1752135983.690868,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1752139104.5235739,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1752139247.483289,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1752140233.693105,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,360.0
Nieuwsgierig ,False,1752141392.2521548,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,480.0
,False,1752141606.57308,closedApp,NOS,,Europe/Amsterdam,,
,False,1752141968.2394419,closedApp,NOS,,Europe/Amsterdam,,
,False,1752141981.2425241,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1752142977.752143,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1752143382.867703,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1752149215.674418,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1752149798.389379,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Bericht,False,1752149955.672769,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1752150871.747757,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1752151115.282505,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1752152122.494765,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,360.0
,False,1752154510.8048139,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1752154927.166332,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1752154955.561473,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1752157099.853071,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
,False,1752157147.608374,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1752160417.804671,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1752161026.967351,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1752163411.915532,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1752163503.1211329,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1752163606.617875,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1752163688.922157,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1752164301.8650851,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,480.0
Nieuwsgierig ,False,1752165130.2770119,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1752171752.7762752,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,540.0
Nieuwsgierig ,False,1752172318.678502,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1752172418.970636,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,720.0
Nieuwsgierig ,False,1752173021.1417189,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1752173353.413134,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1752174760.1120071,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1752175294.9431648,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1752177074.288611,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1752177589.478527,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1752177949.957711,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1752179058.700063,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,True,1752179274.367313,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,900.0
Nieuwsgierig ,False,1752180194.76052,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1752182827.829546,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,480.0
Nieuwsgierig ,False,1752183384.540337,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1752183473.691074,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1752213378.820946,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1752213687.911099,closedApp,NOS,,Europe/Amsterdam,,
,False,1752213784.994715,closedApp,NOS,,Europe/Amsterdam,,
,False,1752214524.190831,closedApp,NOS,,Europe/Amsterdam,,
,False,1752214940.6912131,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1752215007.8964782,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,660.0
Nieuwsgierig ,True,1752215690.936242,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,540.0
Nieuwsgierig ,False,1752216254.409748,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1752216805.2622771,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,True,1752216953.429659,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
,False,1752219641.144909,closedApp,NOS,,Europe/Amsterdam,,
,False,1752233385.641286,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1752235986.371753,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1752236008.188595,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1752237452.94812,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1752237754.382396,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1752248163.796974,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1752254382.8392549,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1752261830.3512821,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1752267283.321464,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1752269210.105084,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1752269371.215671,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,420.0
Nieuwsgierig ,False,1752270575.3661819,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,True,1752270848.70013,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,420.0
Nieuwsgierig ,False,1752271010.0274339,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,480.0
Nieuwsgierig ,False,1752271246.6457891,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1752271334.288877,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,480.0
Nieuwsgierig ,False,1752271404.3509622,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1752271760.160908,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1752272067.6045032,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,480.0
Nieuwsgierig ,False,1752273251.785876,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,420.0
