interventionDuration,resolution,timeIntervalUntilReIntervention,timezone,timestamp,app,interventionType,isReIntervention,purpose
6.0,openedApp,600.0,Europe/Kiev,1753964657.710269,pinterest,askForTimeLimit,False,
6.0,openedApp,600.0,Europe/Kiev,1753967455.9166598,telegram,askForTimeLimit,False,
6.0,openedApp,780.0,Europe/Kiev,1753967556.162053,telegram,askForTimeLimit,False,
6.0,openedApp,420.0,Europe/Kiev,1753967613.879492,telegram,askForTimeLimit,False,
6.0,openedApp,600.0,Europe/Kiev,1753968070.877243,telegram,breathingExercise,False,Stay In the Loop
6.0,openedApp,1200.0,Europe/Kiev,1753969258.893529,youtube,askForTimeLimit,False,
6.0,openedApp,180.0,Europe/Kiev,1753971510.170586,telegram,askForTimeLimit,False,
6.0,openedApp,420.0,Europe/Kiev,1753971720.2256498,telegram,breathingExercise,False,Message
6.0,openedApp,420.0,Europe/Kiev,1753972169.5715399,telegram,breathingExercise,True,Message
6.0,dismissedAppOpening,,Europe/Kiev,1753972799.5831861,telegram,askForTimeLimit,False,
6.0,openedApp,900.0,Europe/Kiev,1753972805.992995,youtube,askForTimeLimit,False,
6.0,openedApp,960.0,Europe/Kiev,1753973815.889258,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753978056.526363,telegram,askForTimeLimit,False,
6.0,openedApp,,Europe/Kiev,1753978522.626954,instagram,breathingExercise,False,Escape / Avoid
6.0,dismissedAppOpening,,Europe/Kiev,1753979365.756989,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753980040.499467,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753980349.250262,telegram,breathingExercise,False,
6.0,openedApp,1800.0,Europe/Kiev,1753980364.193928,telegram,breathingExercise,True,Message
6.0,openedApp,60.0,Europe/Kiev,1753981002.5904799,telegram,askForTimeLimit,False,
6.0,openedApp,600.0,Europe/Kiev,1753981480.7830129,telegram,askForTimeLimit,False,
6.0,openedApp,240.0,Europe/Kiev,1753981618.054576,telegram,askForTimeLimit,False,
6.0,openedApp,240.0,Europe/Kiev,1753982065.09278,telegram,askForTimeLimit,False,
6.0,openedApp,720.0,Europe/Kiev,1753982100.1867352,telegram,askForTimeLimit,False,
6.0,openedApp,1800.0,Europe/Kiev,1753982350.6978102,telegram,breathingExercise,True,Message
6.0,openedApp,240.0,Europe/Kiev,1753983174.606082,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753983317.3303661,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753983671.51234,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753985074.604754,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753985211.6104789,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753985304.616158,telegram,breathingExercise,True,Toilet
6.0,openedApp,1800.0,Europe/Kiev,1753985627.8532228,telegram,breathingExercise,True,Message
6.0,openedApp,2640.0,Europe/Kiev,1753986179.9903479,youtube,askForTimeLimit,False,
6.0,openedApp,,Europe/Kiev,1753987639.505537,instagram,breathingExercise,False,Post something
6.0,openedApp,360.0,Europe/Kiev,1753990070.588902,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753990917.439188,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753993251.570475,telegram,breathingExercise,True,Message
,openedApp,,Europe/Kiev,1753993045.9740958,telegram,,False,
,closedApp,,Europe/Kiev,1753993345.974097,telegram,,False,
,dismissedAppOpening,,Europe/Kiev,1753993345.974097,telegram,,False,
6.0,openedApp,60.0,Europe/Kiev,1753995299.6206632,telegram,askForTimeLimit,False,
6.0,openedApp,,Europe/Kiev,1753995322.469418,telegram,breathingExercise,False,Search Info
6.0,openedApp,60.0,Europe/Kiev,1753995609.545079,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753995682.6721811,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753995880.028617,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753995923.654089,telegram,askForTimeLimit,False,
6.0,openedApp,1260.0,Europe/Kiev,1753996082.940073,telegram,askForTimeLimit,False,
6.0,openedApp,240.0,Europe/Kiev,1753996171.387333,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753997158.810821,telegram,askForTimeLimit,False,
6.0,openedApp,240.0,Europe/Kiev,1753997227.4262428,youtube,askForTimeLimit,False,
6.0,openedApp,840.0,Europe/Kiev,1754001429.796145,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754002662.144133,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754004000.396401,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754004016.626235,telegram,breathingExercise,False,Message
6.0,dismissedAppOpening,,Europe/Kiev,1754004033.365269,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754004982.034419,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754006635.329989,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754006698.297258,threads,askForTimeLimit,False,
,openedApp,,Europe/Kiev,1754006716.729836,instagram,,False,
,closedApp,,Europe/Kiev,1754007016.729836,instagram,,False,
,dismissedAppOpening,,Europe/Kiev,1754007016.729836,instagram,,False,
6.0,openedApp,2700.0,Europe/Kiev,1754007170.706681,youtube,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754007708.10143,telegram,askForTimeLimit,False,
6.0,openedApp,2700.0,Europe/Kiev,1754007724.045642,youtube,askForTimeLimit,False,
6.0,openedApp,2700.0,Europe/Kiev,1754008880.291399,youtube,askForTimeLimit,False,
6.0,openedApp,240.0,Europe/Kiev,1754011595.1046062,telegram,askForTimeLimit,False,
6.0,openedApp,2700.0,Europe/Kiev,1754012014.423472,youtube,askForTimeLimit,False,
6.0,openedApp,540.0,Europe/Kiev,1754012553.15797,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754012898.618771,telegram,askForTimeLimit,False,
6.0,openedApp,2700.0,Europe/Kiev,1754012910.3177,youtube,askForTimeLimit,False,
6.0,openedApp,1560.0,Europe/Kiev,1754012929.7060928,telegram,askForTimeLimit,False,
6.0,openedApp,900.0,Europe/Kiev,1754013144.351521,youtube,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754026616.726461,telegram,askForTimeLimit,False,
6.0,openedApp,420.0,Europe/Kiev,1754026623.923699,youtube,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754026667.6986752,youtube,askForTimeLimit,False,
6.0,openedApp,240.0,Europe/Kiev,1754034320.183429,telegram,askForTimeLimit,False,
6.0,openedApp,660.0,Europe/Kiev,1754035434.7368,telegram,askForTimeLimit,False,
6.0,openedApp,600.0,Europe/Kiev,1754038167.130841,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754038962.2873368,telegram,askForTimeLimit,False,
6.0,openedApp,1380.0,Europe/Kiev,1754039164.449924,telegram,breathingExercise,True,Toilet
6.0,openedApp,360.0,Europe/Kiev,1754039540.22453,telegram,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1754039645.987587,youtube,askForTimeLimit,False,
6.0,openedApp,420.0,Europe/Kiev,1754039792.662959,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1754042876.886699,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1754043115.4782162,threads,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754043207.8206959,telegram,askForTimeLimit,False,
6.0,openedApp,120.0,Europe/Kiev,1754043245.90452,threads,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754043558.978477,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1754043947.318649,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1754045495.184332,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1754045561.5446591,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754045569.263712,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1754045600.288636,telegram,askForTimeLimit,False,
6.0,openedApp,480.0,Europe/Kiev,1754045622.607188,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754045768.490871,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1754046120.524395,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754046123.022053,youtube,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754046142.727024,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754046225.498053,telegram,breathingExercise,True,Post something
6.0,openedApp,60.0,Europe/Kiev,1754046462.35887,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1754046534.345468,telegram,breathingExercise,True,
6.0,openedApp,600.0,Europe/Kiev,1754046556.624181,telegram,breathingExercise,False,Post something
6.0,openedApp,300.0,Europe/Kiev,1754046771.48837,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754046840.2573419,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754047321.949672,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754047403.22525,telegram,askForTimeLimit,False,
6.0,openedApp,660.0,Europe/Kiev,1754047560.937387,telegram,breathingExercise,False,Search Info
6.0,dismissedAppOpening,,Europe/Kiev,1754049211.873423,telegram,askForTimeLimit,False,
,openedApp,,Europe/Kiev,1754048571.7565188,instagram,,False,
,closedApp,,Europe/Kiev,1754048871.7565188,instagram,,False,
,dismissedAppOpening,,Europe/Kiev,1754048871.7565188,instagram,,False,
6.0,openedApp,1020.0,Europe/Kiev,1754049221.563048,telegram,askForTimeLimit,False,
6.0,openedApp,480.0,Europe/Kiev,1754049262.556464,telegram,askForTimeLimit,False,
6.0,openedApp,480.0,Europe/Kiev,1754049587.062639,youtube,askForTimeLimit,False,
6.0,openedApp,780.0,Europe/Kiev,1754049674.455894,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1754050425.749471,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1754051127.209913,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1754051135.0304952,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754051272.2310781,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1754051320.964995,telegram,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1754051997.4094849,telegram,breathingExercise,False,Message
6.0,openedApp,60.0,Europe/Kiev,1754052398.624412,telegram,askForTimeLimit,False,
6.0,openedApp,180.0,Europe/Kiev,1754052457.0649629,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1754052659.422404,telegram,breathingExercise,True,Message
6.0,dismissedAppOpening,,Europe/Kiev,1754052965.594054,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754052968.090539,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1754053008.3701801,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754053285.8112988,telegram,askForTimeLimit,False,
6.0,openedApp,420.0,Europe/Kiev,1754055248.134798,telegram,askForTimeLimit,False,
6.0,openedApp,540.0,Europe/Kiev,1754056128.430799,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754056246.7741752,telegram,askForTimeLimit,False,
6.0,openedApp,600.0,Europe/Kiev,1754056899.4812899,telegram,breathingExercise,False,Message
6.0,dismissedAppOpening,,Europe/Kiev,1754056994.954139,telegram,askForTimeLimit,False,
6.0,openedApp,240.0,Europe/Kiev,1754056998.515637,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754057148.881227,telegram,askForTimeLimit,False,
6.0,openedApp,120.0,Europe/Kiev,1754057234.7832608,telegram,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1754058162.4872642,telegram,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1754058653.400063,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754059701.8567262,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1754060429.773443,telegram,breathingExercise,False,
6.0,openedApp,240.0,Europe/Kiev,1754062965.3592072,telegram,askForTimeLimit,False,
6.0,openedApp,420.0,Europe/Kiev,1754070399.056275,telegram,askForTimeLimit,False,
6.0,openedApp,480.0,Europe/Kiev,1754073062.4087071,telegram,breathingExercise,True,Message
6.0,openedApp,60.0,Europe/Kiev,1754073197.28232,telegram,askForTimeLimit,False,
6.0,openedApp,420.0,Europe/Kiev,1754081108.583641,telegram,askForTimeLimit,False,
6.0,openedApp,720.0,Europe/Kiev,1754082050.12392,telegram,askForTimeLimit,False,
6.0,openedApp,480.0,Europe/Kiev,1754082099.624934,telegram,askForTimeLimit,False,
6.0,openedApp,,Europe/Kiev,1754083868.568847,instagram,breathingExercise,False,Post something
6.0,openedApp,,Europe/Kiev,1754084697.693788,instagram,breathingExercise,False,Post something
6.0,openedApp,600.0,Europe/Kiev,1754085259.312899,threads,askForTimeLimit,False,
6.0,openedApp,600.0,Europe/Kiev,1754085586.8380609,threads,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1754087414.780229,threads,askForTimeLimit,False,
6.0,openedApp,2700.0,Europe/Kiev,1754087742.800194,youtube,askForTimeLimit,False,
6.0,openedApp,2700.0,Europe/Kiev,1754101050.59238,youtube,breathingExercise,True,Can’t sleep
6.0,dismissedAppOpening,,Europe/Kiev,1754121320.710772,youtube,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1754121324.971966,youtube,askForTimeLimit,False,
6.0,openedApp,480.0,Europe/Kiev,1754124422.097085,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1754124585.517148,telegram,askForTimeLimit,False,
6.0,openedApp,1200.0,Europe/Kiev,1754125197.1568232,telegram,askForTimeLimit,False,
6.0,openedApp,720.0,Europe/Kiev,1754126612.9133801,telegram,askForTimeLimit,False,
6.0,openedApp,,Europe/Kiev,1754127096.473802,instagram,breathingExercise,False,Escape / Avoid
6.0,openedApp,1620.0,Europe/Kiev,1754127253.4589949,telegram,askForTimeLimit,False,
6.0,openedApp,660.0,Europe/Kiev,1754130242.1362581,telegram,askForTimeLimit,False,
6.0,openedApp,2700.0,Europe/Kiev,1754131077.844516,telegram,breathingExercise,False,Message
6.0,openedApp,720.0,Europe/Kiev,1754132881.8156629,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1754133697.4565802,instagram,breathingExercise,False,
6.0,openedApp,,Europe/Kiev,1754133716.6778312,instagram,breathingExercise,False,Post something
6.0,openedApp,1200.0,Europe/Kiev,1754134984.782248,telegram,askForTimeLimit,False,
6.0,openedApp,660.0,Europe/Kiev,1754135185.711443,telegram,askForTimeLimit,False,
6.0,openedApp,,Europe/Kiev,1754137678.732544,instagram,breathingExercise,False,Post something
6.0,openedApp,540.0,Europe/Kiev,1754144025.678926,telegram,askForTimeLimit,False,
6.0,openedApp,540.0,Europe/Kiev,1754144741.485857,telegram,askForTimeLimit,False,
6.0,openedApp,1080.0,Europe/Kiev,1754145505.750263,telegram,askForTimeLimit,False,
6.0,openedApp,600.0,Europe/Kiev,1754145692.846066,telegram,askForTimeLimit,False,
6.0,openedApp,420.0,Europe/Kiev,1754146804.947215,telegram,askForTimeLimit,False,
6.0,openedApp,420.0,Europe/Kiev,1754147191.75071,youtube,askForTimeLimit,False,
6.0,openedApp,540.0,Europe/Kiev,1754147978.148398,telegram,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1754148012.5915341,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1754148198.628827,telegram,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1754148357.742713,telegram,askForTimeLimit,False,
6.0,openedApp,540.0,Europe/Kiev,1754148738.4800591,telegram,breathingExercise,True,Message
6.0,openedApp,1200.0,Europe/Kiev,1754149469.7011971,youtube,askForTimeLimit,False,
6.0,openedApp,180.0,Europe/Kiev,1754149625.1723871,threads,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1754149687.8553162,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754149702.137601,threads,askForTimeLimit,False,
6.0,openedApp,1500.0,Europe/Kiev,1754149775.169736,youtube,askForTimeLimit,False,
6.0,openedApp,2700.0,Europe/Kiev,1754151079.5502648,youtube,breathingExercise,True,Entertainment
6.0,openedApp,660.0,Europe/Kiev,1754152026.544856,telegram,askForTimeLimit,False,
6.0,openedApp,900.0,Europe/Kiev,1754152709.972672,telegram,breathingExercise,True,Message
6.0,openedApp,720.0,Europe/Kiev,1754153968.361872,telegram,askForTimeLimit,False,
6.0,openedApp,480.0,Europe/Kiev,1754154136.27145,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1754157012.328259,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1754158487.307482,instagram,breathingExercise,False,
6.0,openedApp,,Europe/Kiev,1754158510.389323,instagram,breathingExercise,False,Post something
6.0,openedApp,840.0,Europe/Kiev,1754165368.5831761,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754166168.047884,threads,askForTimeLimit,False,
6.0,openedApp,1080.0,Europe/Kiev,1754170389.470753,telegram,askForTimeLimit,False,
6.0,openedApp,2520.0,Europe/Kiev,1754171167.2521338,telegram,askForTimeLimit,False,
6.0,openedApp,600.0,Europe/Kiev,1754171275.401768,telegram,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1754171358.688417,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1754210974.541611,telegram,askForTimeLimit,False,
6.0,openedApp,540.0,Europe/Kiev,1754211093.215723,telegram,askForTimeLimit,False,
6.0,openedApp,600.0,Europe/Kiev,1754211648.5655131,telegram,askForTimeLimit,False,
6.0,openedApp,480.0,Europe/Kiev,1754212567.66481,telegram,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1754220331.138929,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1754224578.957247,telegram,askForTimeLimit,False,
6.0,openedApp,720.0,Europe/Kiev,1754229716.0525131,telegram,askForTimeLimit,False,
