interventionDuration,timestamp,isReIntervention,interventionType,timezone,app,resolution
6.0,1751980163.257802,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1751980452.496392,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1751983627.91397,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1751983656.891716,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1751986786.919701,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1751987393.0301661,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1751988832.327351,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1751989602.311049,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1751991644.9269419,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1751991980.1057959,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1751992171.220838,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1751994065.430439,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1751995419.0422769,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1751995661.510999,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1751997077.006065,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752025595.410249,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752030039.3431249,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752030154.2428632,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752036529.3294358,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752036878.5966082,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752044590.503963,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752047238.970866,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752050786.8306851,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752051541.873868,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752052753.192109,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752052946.28472,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752053912.79227,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752054557.612214,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752055797.3195782,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752055801.9418159,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752055967.415601,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752056856.012836,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752057022.027155,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752057028.491033,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752057030.957693,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752057047.14181,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752057089.042779,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752057104.9856482,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752057291.0851269,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752057837.441936,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752058151.448048,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752058163.4524012,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752058180.779005,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752058783.279077,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752061327.717169,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752064443.992429,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752064561.670892,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752065133.777653,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752065969.386955,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752066275.747993,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752067740.00202,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752069133.518272,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752069529.250253,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752070571.063476,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752070983.505803,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752071034.130014,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752071100.5523648,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752071141.89094,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752071277.012048,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752076849.641479,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752080165.432553,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752080571.1110349,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752081716.539264,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752082706.606833,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752105231.160456,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752116661.2419028,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752117758.5219889,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752119412.464826,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752128366.4255118,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752134983.336966,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752135398.517673,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752138241.284183,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752138423.664685,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752141128.040101,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752143307.133826,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752143587.5674992,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752145971.7751598,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752156281.52948,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752157960.6788,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752159598.204566,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752160180.722577,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752160517.737731,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752164965.813571,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752165834.991929,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752166384.811651,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752167407.314105,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752167932.694118,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752169469.358851,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752170566.105073,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752170749.9550881,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752171695.152781,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752172792.94156,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752173723.7785048,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752174077.922456,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752175554.261936,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752175690.670881,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752176540.4615989,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752205683.887429,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752209343.325963,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752215774.818316,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752216036.462102,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752216083.338749,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752216694.731588,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752219687.232979,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752220041.056868,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752223376.952663,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752223381.143081,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752225135.4409242,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752228962.611006,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752229208.3651881,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752235319.7132192,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752239318.2101321,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752239528.9163098,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752240561.065538,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752240845.64432,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752241396.0961351,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752245508.659418,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752245701.740985,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752245742.6848512,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752245758.22129,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752248478.3496718,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752249005.86406,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752249789.080617,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752252823.5997682,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752253430.562368,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752254641.567,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752254978.606092,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752255039.5482879,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752256759.511549,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752257192.9204268,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752257956.770277,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752258131.8603048,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752258871.709106,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752258906.539397,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752259183.5483,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752259409.8459969,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752260523.299727,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752261477.334056,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752261611.011167,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752261742.0726562,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752261897.176836,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752262059.632945,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752262781.525893,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752263984.884396,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752264453.2095861,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752265093.385118,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752265847.069922,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752270291.9450622,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752270490.731488,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752291547.451431,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752291874.2320929,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752292633.548201,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752292811.579115,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752293213.843152,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752293642.362424,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752293655.905313,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752293895.291342,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752294717.4758449,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752294852.733055,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752295441.013483,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752297694.57616,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752297838.069243,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752298706.451468,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752299469.952359,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752300035.0043468,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752300516.9515119,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1752301445.304167,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752302413.045677,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752302725.499367,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752303179.056179,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1752303219.522166,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
