timestamp,isReIntervention,resolution,app,timezone,interventionType,interventionDuration
1752078822.814986,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1752098406.656055,False,openedApp,youtube,Europe/Lisbon,,
1752098466.656056,False,closedApp,youtube,Europe/Lisbon,,
1752098466.656056,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1752134406.553927,False,openedApp,youtube,Europe/Lisbon,,
1752134466.553927,False,closedApp,youtube,Europe/Lisbon,,
1752134466.553927,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1752139879.287343,False,openedApp,youtube,Europe/Lisbon,breathingExercise,1.5
1752179366.088208,False,openedApp,youtube,Europe/Lisbon,,
1752179426.088208,False,closedApp,youtube,Europe/Lisbon,,
1752179426.088208,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1752318638.838575,False,openedApp,youtube,Europe/Lisbon,breathingExercise,1.5
1752319133.230682,False,openedApp,youtube,Europe/Lisbon,breathingExercise,1.5
1752420989.299481,False,openedApp,youtube,Europe/Lisbon,,
1752421049.299481,False,closedApp,youtube,Europe/Lisbon,,
1752421049.299481,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1752577321.3125129,False,openedApp,youtube,Europe/Lisbon,,
1752577381.3125138,False,closedApp,youtube,Europe/Lisbon,,
1752577381.3125138,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1752594771.511156,False,dismissedAppOpening,youtube,Europe/Lisbon,breathingExercise,6.0
1752619192.108237,False,openedApp,youtube,Europe/Lisbon,,
1752619252.108237,False,closedApp,youtube,Europe/Lisbon,,
1752619252.108237,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1752662412.915519,False,openedApp,youtube,Europe/Lisbon,breathingExercise,6.0
1752662838.033266,False,openedApp,youtube,Europe/Lisbon,,
1752662898.033266,False,closedApp,youtube,Europe/Lisbon,,
1752662898.033266,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1752745615.107378,False,openedApp,youtube,Europe/Lisbon,breathingExercise,6.0
1752749612.1727529,False,openedApp,youtube,Europe/Lisbon,,
1752749672.1727529,False,closedApp,youtube,Europe/Lisbon,,
1752749672.1727529,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1752763970.875521,False,openedApp,youtube,Europe/Lisbon,,
1752764030.8755221,False,closedApp,youtube,Europe/Lisbon,,
1752764030.8755221,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1752779086.176262,False,openedApp,youtube,Europe/Lisbon,,
1752779146.176262,False,closedApp,youtube,Europe/Lisbon,,
1752779146.176262,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1752783193.552861,False,openedApp,youtube,Europe/Lisbon,,
1752783253.552861,False,closedApp,youtube,Europe/Lisbon,,
1752783253.552861,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1752791886.629667,False,openedApp,youtube,Europe/Lisbon,,
1752791946.629667,False,closedApp,youtube,Europe/Lisbon,,
1752791946.629667,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1752801052.041616,False,openedApp,youtube,Europe/Lisbon,,
1752801112.041616,False,closedApp,youtube,Europe/Lisbon,,
1752801112.041616,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1752841089.338853,False,openedApp,youtube,Europe/Lisbon,breathingExercise,6.0
1752842440.745882,False,openedApp,youtube,Europe/Lisbon,,
1752842500.745882,False,closedApp,youtube,Europe/Lisbon,,
1752842500.745882,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1752929039.101207,False,openedApp,youtube,Europe/Lisbon,breathingExercise,6.0
1752943860.361368,False,openedApp,youtube,Europe/Lisbon,breathingExercise,6.0
1752944106.206921,False,openedApp,youtube,Europe/Lisbon,,
1752944166.206921,False,closedApp,youtube,Europe/Lisbon,,
1752944166.206921,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1752947785.4737082,False,openedApp,youtube,Europe/Lisbon,breathingExercise,6.0
1752948095.9041672,False,openedApp,youtube,Europe/Lisbon,breathingExercise,6.0
1752977894.819212,False,openedApp,youtube,Europe/Lisbon,breathingExercise,6.0
1753041790.0359159,False,openedApp,youtube,Europe/Lisbon,,
1753041850.035917,False,closedApp,youtube,Europe/Lisbon,,
1753041850.035917,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1753052632.372539,False,openedApp,youtube,Europe/Lisbon,,
1753052692.372539,False,closedApp,youtube,Europe/Lisbon,,
1753052692.372539,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1753096391.55693,False,openedApp,youtube,Europe/Lisbon,breathingExercise,6.0
1753131162.307427,False,openedApp,youtube,Europe/Lisbon,,
1753131222.307427,False,closedApp,youtube,Europe/Lisbon,,
1753131222.307427,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1753132297.5934792,False,openedApp,youtube,Europe/Lisbon,breathingExercise,6.0
1753193001.885117,False,openedApp,youtube,Europe/Lisbon,,
1753193061.885117,False,closedApp,youtube,Europe/Lisbon,,
1753193061.885117,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1753363400.155144,False,dismissedAppOpening,youtube,Europe/Lisbon,breathingExercise,6.0
1753376940.831946,False,openedApp,youtube,Europe/Lisbon,,
1753377000.831946,False,closedApp,youtube,Europe/Lisbon,,
1753377000.831946,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1753400375.531142,False,openedApp,youtube,Europe/Lisbon,,
1753400435.531142,False,closedApp,youtube,Europe/Lisbon,,
1753400435.531142,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1753400480.017945,False,openedApp,youtube,Europe/Lisbon,breathingExercise,6.0
1753447000.4358912,False,openedApp,youtube,Europe/Lisbon,,
1753447060.4358912,False,closedApp,youtube,Europe/Lisbon,,
1753447060.435892,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1753510403.7433162,False,openedApp,youtube,Europe/Lisbon,,
1753510463.7433162,False,closedApp,youtube,Europe/Lisbon,,
1753510463.7433162,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1753788251.42131,False,openedApp,youtube,Europe/Lisbon,,
1753788311.42131,False,closedApp,youtube,Europe/Lisbon,,
1753788311.421311,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1753788266.177462,False,openedApp,youtube,Europe/Lisbon,,
1753788326.177463,False,closedApp,youtube,Europe/Lisbon,,
1753788326.177463,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1753805210.07077,False,openedApp,youtube,Europe/Lisbon,breathingExercise,6.0
1753806632.470139,False,openedApp,youtube,Europe/Lisbon,,
1753806692.470139,False,closedApp,youtube,Europe/Lisbon,,
1753806692.470139,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1753819057.1965299,False,openedApp,youtube,Europe/Lisbon,,
1753819117.1965299,False,closedApp,youtube,Europe/Lisbon,,
1753819117.1965299,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1753957410.581274,False,openedApp,youtube,Europe/Lisbon,,
1753957470.581274,False,closedApp,youtube,Europe/Lisbon,,
1753957470.581274,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1754040883.693296,False,openedApp,youtube,Europe/Lisbon,breathingExercise,6.0
1754045537.29088,False,openedApp,youtube,Europe/Lisbon,,
1754045597.29088,False,closedApp,youtube,Europe/Lisbon,,
1754045597.29088,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1754132260.415121,False,openedApp,youtube,Europe/Lisbon,,
1754132320.415121,False,closedApp,youtube,Europe/Lisbon,,
1754132320.415121,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1754136850.774915,False,openedApp,youtube,Europe/Lisbon,breathingExercise,6.0
1754137464.087831,False,openedApp,youtube,Europe/Lisbon,,
1754137524.087831,False,closedApp,youtube,Europe/Lisbon,,
1754137524.087831,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1754196390.816654,False,openedApp,youtube,Europe/Lisbon,breathingExercise,6.0
1754247908.1439729,False,openedApp,youtube,Europe/Lisbon,breathingExercise,6.0
1754249731.328508,False,openedApp,youtube,Europe/Lisbon,breathingExercise,6.0
1754304274.1063762,False,openedApp,youtube,Europe/Lisbon,,
1754304334.1063762,False,closedApp,youtube,Europe/Lisbon,,
1754304334.1063762,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1754312031.95051,False,openedApp,youtube,Europe/Lisbon,,
1754312091.95051,False,closedApp,youtube,Europe/Lisbon,,
1754312091.95051,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1754315925.516501,False,openedApp,youtube,Europe/Lisbon,,
1754315985.516501,False,closedApp,youtube,Europe/Lisbon,,
1754315985.516501,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1754316151.6073751,False,openedApp,youtube,Europe/Lisbon,breathingExercise,6.0
1754317772.584566,False,openedApp,youtube,Europe/Lisbon,,
1754317832.584566,False,closedApp,youtube,Europe/Lisbon,,
1754317832.584566,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1754317875.93207,False,openedApp,youtube,Europe/Lisbon,,
1754317935.93207,False,closedApp,youtube,Europe/Lisbon,,
1754317935.93207,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1754328829.420923,False,openedApp,youtube,Europe/Lisbon,,
1754328889.420924,False,closedApp,youtube,Europe/Lisbon,,
1754328889.420924,False,dismissedAppOpening,youtube,Europe/Lisbon,,
1754359284.353095,False,openedApp,youtube,Europe/Lisbon,breathingExercise,6.0
1754360145.849211,False,openedApp,youtube,Europe/Lisbon,breathingExercise,6.0
