app,interventionType,timestamp,resolution,isReIntervention,interventionDuration,timezone
facebook,breathingExercise,1750879283.802177,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1750879309.87819,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1750879333.839653,dismissedAppOpening,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1750879345.121242,dismissedAppOpening,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1750879349.433569,dismissedAppOpening,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1750911070.948978,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1750911160.3167381,dismissedAppOpening,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1750912451.735028,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1750922595.6078491,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1750922804.144874,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1750949404.759673,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1750960206.234581,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1750962269.660406,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1750962497.341226,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1750963259.082786,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1750964336.9983811,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1750964857.3936338,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1750965459.622171,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751000625.798074,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751006993.683385,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751014189.56679,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751016239.397074,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751016540.736495,dismissedAppOpening,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751027865.4346318,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751033879.45738,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751034182.440723,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751035496.60798,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751035720.152524,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751036340.772863,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751037803.192154,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751040619.53267,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751042573.195222,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751042991.17971,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751043325.036889,dismissedAppOpening,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751046876.815741,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751049582.8046641,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751051336.7032719,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751053723.228866,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751088300.881863,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751088351.454149,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751117739.9567509,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751117924.899784,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751134016.46889,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751134063.606577,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751170956.381102,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751172783.581523,dismissedAppOpening,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751174492.228732,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751207966.764353,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751214458.7423348,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751225554.571651,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751286308.445486,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751301654.994122,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751306033.157517,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751308848.077106,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751309340.57778,dismissedAppOpening,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751309489.471746,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751344906.511244,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751355489.561771,dismissedAppOpening,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751387962.182193,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751391214.602067,dismissedAppOpening,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751393615.05526,dismissedAppOpening,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751394463.437729,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751396444.783687,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751396511.7379742,dismissedAppOpening,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751443921.557493,dismissedAppOpening,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751448520.5884051,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751448769.303608,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751476657.863522,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751482564.8343558,openedApp,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751524660.261139,dismissedAppOpening,False,1.5,Europe/Copenhagen
facebook,breathingExercise,1751558406.660921,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751570654.3149772,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751570724.1709728,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751571022.156951,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751612535.538886,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751632581.6115189,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751633051.404186,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751634799.607878,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751641916.422159,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751648649.948555,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751655981.452691,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751658304.085005,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751695884.830045,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751695929.4553552,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751724139.081322,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751726595.684809,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751740440.840732,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751741522.6571,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751803580.988663,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751816625.636094,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751820841.48753,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751823744.9323258,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751823829.8891659,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751824849.495895,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751863574.7225308,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751880376.292128,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751895220.600862,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751911555.858696,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751915115.239054,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751955190.563715,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751956408.151785,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751963646.049344,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1751994624.5221639,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752064109.246585,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752080664.863399,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752086157.669263,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752137869.09203,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752157435.2602758,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752207933.628526,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752240329.281574,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752240399.057332,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752261381.224015,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752297789.75178,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752298032.71967,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752298161.507722,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752327207.88875,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752327236.3495631,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752385269.225276,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752386763.369101,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752387738.31325,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752387742.075937,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752404654.3308558,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752433839.82755,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752436462.0002298,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752468696.836813,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752489115.8707771,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752510624.525618,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752558805.845621,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752572245.707267,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752574602.34323,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752579990.40246,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752581429.811205,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752583242.248193,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752585857.549255,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752592736.10039,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752597106.4875588,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752602932.83498,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752647639.375612,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752647797.561724,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752649891.773668,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752653000.038148,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752653902.276011,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752655867.582716,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752666297.1250129,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752666959.890514,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752667117.658942,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752699385.574754,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752740756.8132749,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752783166.443238,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752783763.369839,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752825325.264328,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752854363.4139252,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752903003.5458121,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752904641.715091,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752910708.83712,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752915250.815342,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752929208.322561,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752929418.09845,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1752966490.1772099,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753030748.055639,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753040072.973644,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753085323.956703,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753088575.7563539,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753091015.153172,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753106228.061661,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753107686.3273911,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753114692.71146,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753120080.938899,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753122911.495582,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753188556.777629,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753195519.662579,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753281584.520743,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753289041.0742478,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753289967.557492,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753298095.199306,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753298365.4818459,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753298369.5401611,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753339202.631782,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753364720.878365,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753372473.9909081,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753373440.357277,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753383387.473969,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753386135.195113,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753453830.972636,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753453889.417376,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753510954.336014,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753551904.965564,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753551971.0250149,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753552075.916076,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753553779.409258,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753553815.249788,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753599820.766155,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753623685.774162,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753623864.3442779,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753629531.771401,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753635218.762282,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753703987.655939,dismissedAppOpening,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753709033.8552132,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753778657.994734,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753796463.5343962,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753807594.0067658,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753809776.166043,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753809934.8626719,openedApp,False,6.0,Europe/Copenhagen
facebook,breathingExercise,1753810264.206644,openedApp,False,6.0,Europe/Copenhagen
