interventionDuration,timestamp,timezone,app,isReIntervention,resolution,interventionType,purpose
1.5,1754461807.907058,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754462555.9689178,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754463688.6333961,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754463705.579066,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754465819.370822,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754465849.2887878,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754466872.517657,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1754467022.8661451,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754468589.785905,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754468595.7776499,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754468873.9430861,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754468876.420782,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754468882.557629,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754469348.070709,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
