timestamp,interventionDuration,timezone,app,resolution,interventionType,isReIntervention
1753416302.4758039,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753416572.170285,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753416871.243967,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753416920.121145,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753417576.4767962,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753418721.0324259,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753419977.872586,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753421233.1194592,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753421664.6630201,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753421954.8310652,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753423567.899519,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753446491.305191,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753448455.665447,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753450913.3778582,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753454250.3422241,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753457012.761631,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753458305.7338228,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753496636.9042659,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753497013.76256,1.5,America/Mexico_City,tikTok,dismissedAppOpening,breathingExercise,False
1753498974.31538,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753499344.2336159,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753501442.0715709,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753508186.659945,1.5,America/Mexico_City,tikTok,dismissedAppOpening,breathingExercise,False
1753540012.545557,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753550322.733283,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753550467.269701,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753550641.895191,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753552471.868729,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753552606.38217,1.5,America/Mexico_City,tikTok,dismissedAppOpening,breathingExercise,False
1753558869.906989,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753558915.5550818,1.5,America/Mexico_City,tikTok,dismissedAppOpening,breathingExercise,False
1753558917.947085,1.5,America/Mexico_City,tikTok,dismissedAppOpening,breathingExercise,False
1753558922.765652,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753559260.903811,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753560435.359297,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753561535.187418,1.5,America/Mexico_City,tikTok,dismissedAppOpening,breathingExercise,False
1753562173.082896,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753563479.048368,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753563737.501978,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753563945.006707,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753564147.811213,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753564228.500077,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753564359.965657,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753564547.00286,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753564869.6617332,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753565118.287187,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753565234.557681,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753565344.118823,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753565408.121908,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753565597.153574,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753566147.651926,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753567597.153479,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753572094.12332,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753572221.398751,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753576272.773872,1.5,America/Mexico_City,tikTok,dismissedAppOpening,breathingExercise,False
1753594932.514699,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753595818.6955671,1.5,America/Mexico_City,tikTok,dismissedAppOpening,breathingExercise,False
1753628818.6123118,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753629735.585233,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753635809.925181,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753636668.1648111,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753637202.301214,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753640661.787889,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753641226.035139,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753656383.801543,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753656603.651842,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753659165.219821,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753661991.419646,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753663981.947438,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753670348.2627292,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753671206.322442,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753672122.992589,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753672614.137815,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753680424.3893971,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753758594.931147,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753764855.295887,1.5,America/Mexico_City,tikTok,dismissedAppOpening,breathingExercise,False
1753764983.15926,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753798488.362622,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753799482.333043,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753799666.580354,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753800075.853533,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753801386.56658,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753801439.3884768,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753802127.6065102,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753842591.2630172,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753843303.767058,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753843397.022187,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753843445.263335,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753843795.0704842,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753844610.727514,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753848783.218977,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753925895.7108068,1.5,America/Mexico_City,tikTok,dismissedAppOpening,breathingExercise,False
1753927536.5261002,1.5,America/Mexico_City,tikTok,dismissedAppOpening,breathingExercise,False
1753927569.313857,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753927647.817502,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753929827.455585,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753932924.444264,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753933379.0086942,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753934024.261545,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753934242.029288,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753934632.328864,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753941257.9060469,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753942665.982837,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753974637.6242728,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753975162.493547,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1753975257.401499,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754023121.69957,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754023493.2615871,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754023606.1267939,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754024550.0911422,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754054412.893698,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754057034.864958,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754057222.5018492,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754058020.1875648,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754061398.004221,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754065033.853181,1.5,America/Mexico_City,tikTok,dismissedAppOpening,breathingExercise,False
1754112784.7342582,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754113087.456799,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754114539.139007,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754159007.2055569,1.5,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754160258.6962938,3.0,America/Mexico_City,tikTok,dismissedAppOpening,breathingExercise,False
1754196960.260778,3.0,America/Mexico_City,tikTok,dismissedAppOpening,breathingExercise,False
1754197070.0033379,3.0,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754199894.5741549,3.0,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754233357.376083,3.0,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754233515.504339,3.0,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754238109.779601,3.0,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754249752.080618,3.0,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754250423.013392,3.0,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754251018.025159,3.0,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754251395.765997,3.0,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754263309.1601171,3.0,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754267130.226579,3.0,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754268729.357322,3.0,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754273701.0338268,3.0,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754274798.048692,3.0,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754275291.127351,3.0,America/Mexico_City,tikTok,openedApp,breathingExercise,False
1754275417.60532,3.0,America/Mexico_City,tikTok,openedApp,breathingExercise,False
