timezone,isReIntervention,interventionType,timestamp,resolution,interventionDuration,app
Europe/Berlin,False,breathingExercise,1750756527.419313,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750756628.909147,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750760466.5078712,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750760513.705169,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750761428.295158,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750763803.597897,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750769027.704949,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750769052.919807,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750769060.4229422,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750771995.611134,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750772587.0890288,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750772858.9489942,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750772903.1838179,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750773180.1358929,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750787526.8165832,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750787577.0473309,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750787662.0137959,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750787669.6717138,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750788747.599084,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750788921.2928371,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750788928.738052,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750789249.536984,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1750789868.111793,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750790382.8292599,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750790394.3514419,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750794583.821333,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1750794591.9053779,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750796483.514153,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750796948.958142,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750796956.366786,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750798257.079393,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750798317.288395,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750799416.738243,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750799473.97013,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1750799477.790292,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1750799481.2634,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1750801463.477035,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750825342.202039,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750826250.224875,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750826337.79388,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750826589.7235389,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750826620.897493,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750826765.2234092,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750838643.485927,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750847375.302186,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750849595.611117,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750852596.8552852,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750853101.952839,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750853565.799294,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750853571.861162,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750855572.560903,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750855633.46578,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750855657.358872,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750855662.8907619,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750855709.503825,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750855715.117138,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1750855724.5345778,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750855882.7443938,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750856178.4548202,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750863715.3378391,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750865137.242289,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750865206.12929,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750873233.0000138,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750873587.572984,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750873710.026617,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750875609.322383,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750875975.2542272,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750878232.210153,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750881664.379431,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750881688.2132258,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750881694.2266312,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750881699.1257892,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750881704.560344,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1750882388.6999269,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750882870.297103,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750912615.527452,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750913185.442637,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750914003.328539,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750946281.225617,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1750946285.942675,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750956019.2483702,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750957515.854258,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750957568.490584,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750958002.0682678,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750958058.236518,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750958997.265584,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750959231.0684829,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750963381.905682,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750966390.54803,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750966418.096102,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750998933.7131572,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750998951.2688398,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750999189.2118711,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750999308.555153,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1750999357.655387,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1750999970.383923,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751000355.9174042,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751002264.321259,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751002268.402763,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751002271.07482,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751012082.6851969,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751019256.127728,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751019477.451962,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751019482.977696,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751019487.986563,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751019714.061586,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751019972.029409,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751020071.3415132,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751022480.363751,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751023317.0978599,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751023338.942813,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751026484.584505,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751026985.353689,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751027375.874786,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751031149.330947,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751042918.356291,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751042926.12852,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751042951.504255,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751042958.67338,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751048080.320417,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751048087.905935,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751048336.2220268,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751052264.6646829,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751052279.786089,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751052289.4756951,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751056920.837031,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751057153.0080252,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751057168.341676,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751057169.7023091,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751059184.115847,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751061234.6311579,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751061511.477766,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751061673.467125,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751061771.744409,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751062106.124013,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751062222.166878,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751062421.440233,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751099976.7300138,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751100032.4886131,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751100043.4163241,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751105144.811246,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751105161.4421191,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751105464.496351,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751105471.949483,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751109209.3519158,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751109218.528658,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751109341.348407,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751109373.741558,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751109407.987293,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751111136.895479,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751111753.5858688,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751111884.932476,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751112108.630914,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751112171.863272,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751112457.752596,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751116964.748364,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751118866.880435,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751122310.647746,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751122326.400593,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751126182.57288,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751127210.601336,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751135819.843003,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751138119.401713,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751138142.0174341,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751139787.80233,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751144240.831152,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751144311.3679419,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751146141.7475061,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751146249.74888,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751146995.4802399,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751147003.27144,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751149299.677726,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751181730.128145,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751181785.748883,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751181853.88159,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751182928.035965,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751183084.845326,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751183096.038604,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751183311.018763,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751183884.18499,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751203385.675844,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751210437.367351,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751210772.543895,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751212132.558281,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751212792.309248,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751213473.910841,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751216967.326364,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751219846.552809,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751222532.4065819,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751222760.70162,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751223342.589895,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751223495.802016,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751225530.7938008,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751225564.88533,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751225598.518526,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751225967.383131,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751225999.962925,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751229052.635792,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751229247.41581,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751233851.8762522,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751234329.6657681,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751265344.7081509,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751265398.2812219,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751267358.183341,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751267678.217864,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751269999.8026829,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751271488.435992,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751271835.180842,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751271842.310473,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751278638.808058,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751280409.188945,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751282741.1404161,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751282759.7770228,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751282770.988433,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751284620.050286,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751288035.988785,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751288895.387315,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751291234.999596,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751291288.872493,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751291965.911182,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751295929.457464,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751297308.502837,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751302520.9942322,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751302746.170753,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751303430.969209,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751305291.7372289,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751306499.163083,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751306512.207656,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751306767.0946832,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751306812.2243772,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751306918.256716,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751307082.764895,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751308472.801162,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751308556.02733,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751308609.1802769,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751315991.902211,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751318816.1507869,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751318871.758216,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751318938.433498,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751319704.465765,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751319917.851785,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751320019.996611,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751320024.346442,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751320657.037572,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751353229.1492271,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751365169.61321,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751365248.718755,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751365271.5820599,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751365788.9801831,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751367393.9723191,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751370274.2890491,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751370296.458544,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751371683.555316,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751372497.68954,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751372873.088049,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751377343.005186,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751377352.679566,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751377471.930474,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751379930.172113,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751379946.5396872,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751390020.750484,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751390453.8927522,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751390527.8870049,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751392128.289804,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751392159.037035,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751392218.152629,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751393924.3932672,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751393930.08745,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751398395.338629,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751398403.714332,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751399570.889776,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751399575.002856,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751400229.495992,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751405053.917968,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751405284.0475469,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751431485.612524,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751432434.0392141,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751432664.209892,openedApp,1.5,tikTok
