timestamp,app,timezone,isReIntervention,interventionDuration,resolution,interventionType
1753702756.535239,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753766898.541209,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753771223.8315191,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753776620.081849,instagram,Pacific/Auckland,False,1.5,dismissedAppOpening,breathingExercise
1753777205.085629,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753778336.411912,instagram,Pacific/Auckland,False,1.5,dismissedAppOpening,breathingExercise
1753778668.4313312,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753778951.3395948,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753780785.699714,instagram,Pacific/Auckland,False,1.5,dismissedAppOpening,breathingExercise
1753780910.362459,instagram,Pacific/Auckland,False,1.5,dismissedAppOpening,breathingExercise
1753782765.542028,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753783823.224032,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753783979.277534,instagram,Pacific/Auckland,False,1.5,dismissedAppOpening,breathingExercise
1753784028.005766,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753784449.925067,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753785069.372601,instagram,Pacific/Auckland,False,1.5,dismissedAppOpening,breathingExercise
1753785097.6128411,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753785657.036334,instagram,Pacific/Auckland,False,1.5,dismissedAppOpening,breathingExercise
1753785726.755131,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753818867.630835,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753819481.678845,instagram,Pacific/Auckland,False,1.5,dismissedAppOpening,breathingExercise
1753819519.5174131,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753821043.00345,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753822492.655271,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753835386.875143,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753841389.290821,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753841505.566338,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753841633.917902,instagram,Pacific/Auckland,False,1.5,dismissedAppOpening,breathingExercise
1753842933.2083611,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753844726.445029,instagram,Pacific/Auckland,False,1.5,dismissedAppOpening,breathingExercise
1753855058.40314,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753879089.868047,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753909679.7750769,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753911815.83974,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753917598.9448571,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753917938.594967,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753927274.938229,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753927432.14821,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753929060.076054,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753933153.02984,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753945590.898706,instagram,Pacific/Auckland,False,1.5,dismissedAppOpening,breathingExercise
1753955975.7935739,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753956013.278596,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753958772.417269,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753960201.909426,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753963337.564899,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753992641.48981,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1753999766.281487,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754000839.006538,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754002361.923223,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754019845.116037,instagram,Pacific/Auckland,False,1.5,dismissedAppOpening,breathingExercise
1754020786.163559,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754023814.348352,instagram,Pacific/Auckland,False,1.5,dismissedAppOpening,breathingExercise
1754025318.904253,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754034268.987143,instagram,Pacific/Auckland,False,1.5,dismissedAppOpening,breathingExercise
1754034363.1128821,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754038205.9418511,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754038353.692934,instagram,Pacific/Auckland,False,1.5,dismissedAppOpening,breathingExercise
1754038420.0005112,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754041803.4258919,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754043024.609164,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754087678.4511971,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754088182.939859,instagram,Pacific/Auckland,False,1.5,dismissedAppOpening,breathingExercise
1754088884.250835,instagram,Pacific/Auckland,False,1.5,dismissedAppOpening,breathingExercise
1754088932.513657,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754089069.622163,instagram,Pacific/Auckland,False,1.5,dismissedAppOpening,breathingExercise
1754089579.107123,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754093999.162957,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754095927.380852,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754095966.379365,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754098167.137889,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754100174.602359,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754101330.720902,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754103699.884266,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754107072.462514,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754113356.333317,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754114057.628494,instagram,Pacific/Auckland,False,1.5,dismissedAppOpening,breathingExercise
1754114808.19038,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754124699.245332,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754167613.873187,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754169478.845535,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754170007.319298,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754170455.867581,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754173912.008689,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754176716.95543,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754180569.981785,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754184550.3699188,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754190166.300143,instagram,Pacific/Auckland,False,1.5,dismissedAppOpening,breathingExercise
1754192422.416472,instagram,Pacific/Auckland,False,1.5,dismissedAppOpening,breathingExercise
1754192528.807054,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754193635.5716128,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754201772.929707,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754205068.116638,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754205641.69521,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754211142.756628,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754213814.666232,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754213912.603981,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754219555.765579,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754220280.1398869,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754255339.6005,instagram,Pacific/Auckland,False,1.5,dismissedAppOpening,breathingExercise
1754256408.596095,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754256437.399963,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754256856.927431,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754258168.552654,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754258545.2117782,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754258703.74897,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754258992.0194101,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754264011.3397532,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
1754266796.493366,instagram,Pacific/Auckland,False,1.5,openedApp,breathingExercise
