timestamp,timezone,app,interventionType,resolution,isReIntervention,interventionDuration
1749636458.897946,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749636461.0576391,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749636476.0131168,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749642235.577028,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749651028.882207,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749651261.929894,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749651360.7613502,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749652160.764223,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749658598.446012,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749666287.9383721,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749670973.247974,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749699254.89488,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749699590.3735828,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749701036.41311,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749705545.882063,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749705816.766622,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749706751.7687612,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749706837.02874,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749706913.931994,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749708336.199131,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749716825.5435472,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749716852.101742,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749716887.9960299,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749717013.523954,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749721300.299872,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749721730.700567,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749721804.106605,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749722352.404574,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749726145.2961578,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749742422.894127,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749742985.866888,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749743889.018173,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749744730.98769,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749751240.974546,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749754416.9221668,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749754657.82317,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749754817.451977,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749755105.678247,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749756078.523071,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749756093.995243,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749784497.714944,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749786877.832638,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749787093.994224,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749787415.205972,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749793352.7779732,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749801462.590724,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749803684.050105,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749803983.75542,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749804723.164044,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749805424.787446,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749805428.88096,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749805564.618462,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749805686.1958752,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749807445.491356,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749807528.049974,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749807532.553975,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749808216.861378,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749809114.9860969,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749809352.88691,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749809542.331501,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749810021.335888,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749810732.403414,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749813771.063387,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749813803.024097,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749813846.430588,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749814090.437372,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749814092.7569041,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749814095.190977,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749814110.3996968,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749814379.806155,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749814392.550568,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749818281.6942549,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749818343.4356651,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749818399.884976,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749819693.870584,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749819720.521766,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749821720.1614761,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749821837.348987,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749821852.47687,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749821994.790255,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749826273.063031,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749827571.483274,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749830381.894188,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749842586.412725,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749887809.0390592,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749888098.1474562,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749896699.17255,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749902178.362041,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749902210.513222,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749902226.072297,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749906137.417073,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749908819.521106,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749910946.4972181,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749911084.012775,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749914281.939359,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749914319.363663,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749914648.781907,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749914695.654451,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749914905.0424309,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749914922.9228868,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749915605.0055962,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749920572.0266051,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749934393.677803,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749934473.134357,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749937401.5759149,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749939926.378881,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749947562.3062239,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749947577.965112,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749980624.508521,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749984588.438754,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749987329.138863,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749987697.59061,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749987884.8319778,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1749988126.420311,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749991771.957106,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1749991804.4553308,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750010750.602355,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750011008.9954739,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750013430.107394,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750015686.8234801,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750015757.81971,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750020871.910387,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750023583.269679,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750047642.844199,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750048429.1159081,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750048434.2277632,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750048439.602526,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750048458.960608,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750052270.237721,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750052293.932907,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750052379.257894,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750063008.6694841,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750063238.110396,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750063426.098034,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750063575.13381,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750063822.865387,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750067716.1325731,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750067845.805777,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750067994.3954701,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750069346.2520928,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750069851.5014548,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750070234.45592,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750070419.503199,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750070727.756505,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750070822.911835,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750072159.545743,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750072211.19422,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750072479.872343,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750072593.980089,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750073185.1335812,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750075583.219851,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750075807.722264,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750083428.019069,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750089607.152615,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750091200.352988,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750093810.302597,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750096113.721387,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750098247.497274,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750098590.177813,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750098610.263977,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750098626.946878,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750107904.9349542,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750139773.4342508,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750140923.125593,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750141179.943018,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750141644.6680632,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750141685.85919,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750143114.5920959,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750144767.486449,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750147114.4606261,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750150111.713592,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750151970.778009,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750151984.3962379,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750152515.8060021,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750160901.031328,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750164063.176111,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750164141.717183,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750169037.2814012,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750169652.361395,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750169707.641755,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750169790.153085,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750169825.3145041,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750169913.967649,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750170154.8623462,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750191776.4011989,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750192419.00491,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750192482.866961,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750194994.989218,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750195073.6806579,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750195217.010458,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750195249.593872,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750195269.5911689,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750195506.699167,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750218694.4753041,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750218773.343596,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750219423.274483,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750221866.00413,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750221882.606323,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750222257.364387,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750222261.5658832,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750222315.088749,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750222415.03307,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750222828.731763,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750222833.045753,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750222844.328023,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750224291.782724,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750225084.0551848,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750235107.7086868,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750243176.792135,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750243435.403801,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750244869.7132812,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750249255.813573,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750249701.601574,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750250638.6499739,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750251449.415783,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750255414.91663,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750255788.3877978,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750273974.2899199,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750277175.766319,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750279625.9839702,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750280031.6930661,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750304993.565539,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750305346.718853,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750319943.494921,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750320391.615399,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750323495.0698361,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750330213.019184,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750339978.733076,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750340446.876518,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750340505.4843411,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750340587.701086,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750340590.11911,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750340591.779564,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750340598.243819,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750341667.086022,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750342049.783136,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750344131.050766,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750345264.367029,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750345321.49459,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750351469.749088,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750355892.954033,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750357644.774932,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750357793.558498,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750409458.94026,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750409475.4793239,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750409736.933556,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750409798.9305491,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750410650.865118,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750418712.86847,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750424813.715814,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750425009.141992,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750425233.961375,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750437650.101488,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750437712.300952,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750441356.088152,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750450520.885309,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750452994.9883618,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750454425.8468652,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750469129.8834171,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750582993.080478,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750583041.479107,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750583204.3016338,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750603879.6273441,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750603925.287332,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750604073.992,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750624292.504766,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750624428.7909431,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750712715.7545,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750712758.850109,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750722677.531966,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750724074.299871,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750728808.241455,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750729163.4258099,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750729214.161107,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750746359.384687,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750752072.965617,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750752196.26117,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750752292.359664,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750752510.805481,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750753751.717665,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750755556.510426,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750758752.005394,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750762144.042585,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750771539.742033,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750785318.8623729,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750785901.0755959,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750785968.4123259,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750785972.43019,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750786030.627986,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750786301.7451901,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750786303.767014,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750786568.273841,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750786716.784497,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750786718.9324322,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750786753.440518,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750786866.66293,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750786895.776434,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750786991.5855532,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750787728.819258,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750789851.215008,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750792790.71272,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750793024.067079,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750793368.8005428,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750793616.14922,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750853338.615542,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750863795.41062,Europe/Riga,instagram,breathingExercise,openedApp,False,6
