timestamp,timezone,app,interventionType,resolution,isReIntervention,interventionDuration
1752775912.009877,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752778573.086845,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752778684.000665,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752781268.4749742,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752781515.105249,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752781528.69354,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752789328.428484,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752821599.63762,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752824347.69256,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752837830.412462,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752859329.3939419,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752871184.730197,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752871943.693009,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752900248.636022,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752914772.3891401,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752954030.121179,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752955596.6487021,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752956087.750146,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752956605.7282991,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752983192.28024,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1753030351.4255419,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1753030622.537806,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1753032211.672279,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1753041980.034649,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1753042874.029811,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1753042945.7005749,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1753043207.273349,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1753043445.0541701,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1753043658.152669,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1753044107.644349,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1753044109.5713239,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1753073857.3392448,Europe/Riga,instagram,breathingExercise,openedApp,False,6
