interventionType,timestamp,resolution,timezone,app,isReIntervention,interventionDuration,purpose
,1750662458.121464,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750663085.3572621,openedApp,Europe/Berlin,tikTok,False,6.0,Ablenkung
,1750663297.0330992,closedApp,Europe/Berlin,tikTok,False,,
,1750663435.192285,closedApp,Europe/Berlin,tikTok,False,,
,1750663747.616356,closedApp,Europe/Berlin,tikTok,False,,
,1750664308.535434,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750664644.162575,openedApp,Europe/Berlin,tikTok,False,6.0,Unterhaltung
,1750664810.038908,closedApp,Europe/Berlin,tikTok,False,,
,1750666264.703964,closedApp,Europe/Berlin,tikTok,False,,
,1750666392.588012,closedApp,Europe/Berlin,tikTok,False,,
,1750666632.651917,closedApp,Europe/Berlin,tikTok,False,,
,1750666865.818414,closedApp,Europe/Berlin,tikTok,False,,
,1750666961.077585,closedApp,Europe/Berlin,tikTok,False,,
,1750667121.1619081,closedApp,Europe/Berlin,tikTok,False,,
,1750667239.668251,closedApp,Europe/Berlin,tikTok,False,,
,1750667531.95181,closedApp,Europe/Berlin,tikTok,False,,
,1750667685.546712,closedApp,Europe/Berlin,tikTok,False,,
,1750668064.4308882,closedApp,Europe/Berlin,tikTok,False,,
,1750670240.7038898,closedApp,Europe/Berlin,tikTok,False,,
,1750670369.4422,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750670798.8993049,openedApp,Europe/Berlin,tikTok,False,6.0,Unterhaltung
,1750670827.108348,closedApp,Europe/Berlin,tikTok,False,,
,1750671134.490354,closedApp,Europe/Berlin,tikTok,False,,
,1750671178.7423248,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750671570.0803452,openedApp,Europe/Berlin,tikTok,False,6.0,Unterhaltung
,1750673229.627569,closedApp,Europe/Berlin,tikTok,False,,
,1750673472.262665,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750675369.7166061,openedApp,Europe/Berlin,tikTok,False,6.0,Unterhaltung
,1750675588.84753,closedApp,Europe/Berlin,tikTok,False,,
,1750675708.189005,closedApp,Europe/Berlin,tikTok,False,,
,1750675896.269717,closedApp,Europe/Berlin,tikTok,False,,
,1750675982.368483,closedApp,Europe/Berlin,tikTok,False,,
,1750676254.564733,closedApp,Europe/Berlin,tikTok,False,,
,1750677335.78997,closedApp,Europe/Berlin,tikTok,False,,
,1750677387.911088,closedApp,Europe/Berlin,tikTok,False,,
,1750677720.0684218,closedApp,Europe/Berlin,tikTok,False,,
,1750678401.2192059,closedApp,Europe/Berlin,tikTok,False,,
,1750678803.734291,closedApp,Europe/Berlin,tikTok,False,,
,1750678996.810563,closedApp,Europe/Berlin,tikTok,False,,
,1750679132.455041,closedApp,Europe/Berlin,tikTok,False,,
,1750679619.103424,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750686632.1105042,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1750686818.073663,openedApp,Europe/Berlin,tikTok,False,6.0,Ablenkung
,1750687251.441545,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750687882.008595,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1750688440.8351111,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750690375.8481212,openedApp,Europe/Berlin,tikTok,False,6.0,Unterhaltung
,1750690964.092551,closedApp,Europe/Berlin,tikTok,False,,
,1750694916.596719,closedApp,Europe/Berlin,tikTok,False,,
,1750695521.5349941,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750695883.907892,openedApp,Europe/Berlin,tikTok,False,6.0,Klo
,1750696426.830967,closedApp,Europe/Berlin,tikTok,False,,
,1750696532.000458,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750705995.314619,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1750706125.317196,closedApp,Europe/Berlin,tikTok,False,,
,1750706356.344338,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750709687.123044,openedApp,Europe/Berlin,tikTok,False,6.0,Klo
,1750715876.008651,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750720475.730428,openedApp,Europe/Berlin,youtube,False,6.0,Ablenkung
breathingExercise,1750762290.89892,openedApp,Europe/Berlin,tikTok,False,6.0,Unterhaltung
,1750765812.288577,closedApp,Europe/Berlin,tikTok,False,,
,1750765950.8571548,closedApp,Europe/Berlin,tikTok,False,,
,1750766034.1949182,closedApp,Europe/Berlin,tikTok,False,,
,1750766102.500536,closedApp,Europe/Berlin,tikTok,False,,
,1750766753.5382571,closedApp,Europe/Berlin,tikTok,False,,
,1750767394.846616,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750768010.846332,openedApp,Europe/Berlin,tikTok,False,6.0,Klo
,1750769719.1681771,closedApp,Europe/Berlin,tikTok,False,,
,1750771111.1378531,closedApp,Europe/Berlin,tikTok,False,,
,1750773650.9593449,closedApp,Europe/Berlin,tikTok,False,,
,1750773678.240453,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750774653.9068599,openedApp,Europe/Berlin,tikTok,False,6.0,Ablenkung
,1750775110.423307,closedApp,Europe/Berlin,tikTok,False,,
,1750775130.7779942,closedApp,Europe/Berlin,tikTok,False,,
,1750775544.900969,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750775963.6868281,openedApp,Europe/Berlin,tikTok,False,6.0,Langeweile
,1750776205.774744,closedApp,Europe/Berlin,tikTok,False,,
,1750777638.797412,closedApp,Europe/Berlin,tikTok,False,,
,1750778149.478529,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750778152.72047,dismissedAppOpening,Europe/Berlin,youtube,False,6.0,
,1750778468.4305182,closedApp,Europe/Berlin,tikTok,False,,
,1750780833.41963,closedApp,Europe/Berlin,tikTok,False,,
,1750786773.589055,closedApp,Europe/Berlin,tikTok,False,,
,1750787339.607341,closedApp,Europe/Berlin,tikTok,False,,
,1750787544.997606,closedApp,Europe/Berlin,tikTok,False,,
,1750789377.336539,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750790157.267394,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1750790201.936161,openedApp,Europe/Berlin,youtube,False,6.0,Entspannung
,1750790422.202621,closedApp,Europe/Berlin,youtube,False,,
breathingExercise,1750790439.546325,openedApp,Europe/Berlin,tikTok,False,6.0,Crush stalken
,1750791721.407987,closedApp,Europe/Berlin,tikTok,False,,
,1750791907.735506,closedApp,Europe/Berlin,tikTok,False,,
,1750792000.8848,closedApp,Europe/Berlin,tikTok,False,,
,1750793040.413258,closedApp,Europe/Berlin,tikTok,False,,
,1750793681.959886,closedApp,Europe/Berlin,tikTok,False,,
,1750793810.3900928,closedApp,Europe/Berlin,tikTok,False,,
,1750794086.253213,closedApp,Europe/Berlin,tikTok,False,,
,1750794300.316965,closedApp,Europe/Berlin,tikTok,False,,
,1750794668.2597399,closedApp,Europe/Berlin,tikTok,False,,
,1750794928.423296,closedApp,Europe/Berlin,tikTok,False,,
,1750796424.918824,closedApp,Europe/Berlin,tikTok,False,,
,1750797740.099329,closedApp,Europe/Berlin,tikTok,False,,
,1750798015.482122,closedApp,Europe/Berlin,tikTok,False,,
,1750798511.7728791,closedApp,Europe/Berlin,tikTok,False,,
,1750799000.537684,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750806041.4469972,openedApp,Europe/Berlin,tikTok,False,6.0,Klo
,1750808413.3099542,closedApp,Europe/Berlin,tikTok,False,,
,1750809502.966742,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750837632.4734678,openedApp,Europe/Berlin,tikTok,False,6.0,Klo
,1750838659.4597821,closedApp,Europe/Berlin,tikTok,False,,
,1750840263.88271,closedApp,Europe/Berlin,tikTok,False,,
,1750842115.946816,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750842637.198481,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1750844268.599318,openedApp,Europe/Berlin,tikTok,False,6.0,Klo
,1750844968.774596,closedApp,Europe/Berlin,tikTok,False,,
,1750845277.199844,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750845646.0065022,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1750851230.63452,openedApp,Europe/Berlin,tikTok,False,6.0,Klo
,1750854291.36931,closedApp,Europe/Berlin,tikTok,False,,
,1750854448.865574,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750855003.070163,openedApp,Europe/Berlin,tikTok,False,6.0,Klo
,1750855377.145934,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750856246.440675,openedApp,Europe/Berlin,tikTok,False,6.0,Klo
,1750856421.169742,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750856787.631289,openedApp,Europe/Berlin,tikTok,False,6.0,Klo
,1750857052.834375,closedApp,Europe/Berlin,tikTok,False,,
,1750857122.743178,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750857649.628864,openedApp,Europe/Berlin,tikTok,False,6.0,Klo
,1750857829.35267,closedApp,Europe/Berlin,tikTok,False,,
,1750858455.411147,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750859065.3499908,openedApp,Europe/Berlin,tikTok,False,6.0,Unterhaltung
,1750859123.089932,closedApp,Europe/Berlin,tikTok,False,,
,1750859313.105414,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750860393.912925,openedApp,Europe/Berlin,tikTok,False,6.0,Unterhaltung
,1750860446.095735,closedApp,Europe/Berlin,tikTok,False,,
,1750860482.631576,closedApp,Europe/Berlin,tikTok,False,,
,1750860576.545014,closedApp,Europe/Berlin,tikTok,False,,
,1750860899.589518,closedApp,Europe/Berlin,tikTok,False,,
,1750861191.874115,closedApp,Europe/Berlin,tikTok,False,,
,1750865794.02267,closedApp,Europe/Berlin,tikTok,False,,
,1750866887.340667,closedApp,Europe/Berlin,tikTok,False,,
,1750867781.661875,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750868212.760672,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1750868689.706825,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750882619.61781,openedApp,Europe/Berlin,tikTok,False,6.0,Unterhaltung
breathingExercise,1750886275.5472732,openedApp,Europe/Berlin,tikTok,False,6.0,Unterhaltung
,1750887327.216137,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750889170.269473,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1750889182.781784,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750899666.5798469,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1750899919.057757,closedApp,Europe/Berlin,tikTok,False,,
,1750900940.0881271,closedApp,Europe/Berlin,tikTok,False,,
,1750903041.611116,closedApp,Europe/Berlin,tikTok,False,,
,1750903253.948956,closedApp,Europe/Berlin,tikTok,False,,
,1750904608.6940088,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750927227.429455,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1750927421.17397,closedApp,Europe/Berlin,tikTok,False,,
,1750928130.517056,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750932178.5408978,openedApp,Europe/Berlin,tikTok,False,6.0,Klo
,1750932263.704623,closedApp,Europe/Berlin,tikTok,False,,
,1750938903.722369,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1750944739.886086,openedApp,Europe/Berlin,youtube,False,6.0,Auf dem Laufenden bleiben
,1750945470.505461,closedApp,Europe/Berlin,youtube,False,,
,1750945550.011784,closedApp,Europe/Berlin,youtube,False,,
,1750945732.779722,closedApp,Europe/Berlin,youtube,False,,
,1750945935.191369,closedApp,Europe/Berlin,youtube,False,,
,1750946087.371134,closedApp,Europe/Berlin,youtube,False,,
breathingExercise,1750965921.1696181,openedApp,Europe/Berlin,youtube,False,6.0,Klo
,1750967755.8510342,closedApp,Europe/Berlin,youtube,False,,
,1750968006.862303,closedApp,Europe/Berlin,youtube,False,,
,1750969564.9095469,closedApp,Europe/Berlin,youtube,False,,
breathingExercise,1750969579.754764,openedApp,Europe/Berlin,tikTok,False,6.0,Unterhaltung
,1750970112.671588,closedApp,Europe/Berlin,tikTok,False,,
,1750971319.5133982,closedApp,Europe/Berlin,tikTok,False,,
,1750972044.738342,closedApp,Europe/Berlin,tikTok,False,,
,1750972103.9035568,closedApp,Europe/Berlin,tikTok,False,,
,1750972671.409584,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751016340.0021229,openedApp,Europe/Berlin,tikTok,False,6.0,Klo
,1751017568.20221,closedApp,Europe/Berlin,tikTok,False,,
,1751017609.223541,closedApp,Europe/Berlin,tikTok,False,,
,1751019326.342324,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751025435.217665,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1751029902.808972,closedApp,Europe/Berlin,tikTok,False,,
,1751031193.530901,closedApp,Europe/Berlin,tikTok,False,,
,1751037204.076132,closedApp,Europe/Berlin,tikTok,False,,
,1751038564.406424,closedApp,Europe/Berlin,tikTok,False,,
,1751039505.760098,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751050831.9245749,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751061573.673223,openedApp,Europe/Berlin,tikTok,False,6.0,Ablenkung
,1751065495.6033978,closedApp,Europe/Berlin,tikTok,False,,
,1751071565.0830588,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751072981.195025,openedApp,Europe/Berlin,tikTok,False,6.0,Unterhaltung
,1751075948.219253,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751076623.126576,openedApp,Europe/Berlin,tikTok,False,6.0,Crush stalken
,1751076805.5504599,closedApp,Europe/Berlin,tikTok,False,,
,1751076898.2036,closedApp,Europe/Berlin,tikTok,False,,
,1751076971.9311461,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751105031.0162091,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751108789.736541,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1751109083.7137542,closedApp,Europe/Berlin,tikTok,False,,
,1751113355.071786,closedApp,Europe/Berlin,tikTok,False,,
,1751113608.919438,closedApp,Europe/Berlin,tikTok,False,,
,1751113722.8515,closedApp,Europe/Berlin,tikTok,False,,
,1751114116.8924332,closedApp,Europe/Berlin,tikTok,False,,
,1751116676.50176,closedApp,Europe/Berlin,tikTok,False,,
,1751119615.108234,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751120358.527485,openedApp,Europe/Berlin,tikTok,False,6.0,Klo
,1751121122.075656,closedApp,Europe/Berlin,tikTok,False,,
,1751121571.200994,closedApp,Europe/Berlin,tikTok,False,,
,1751121715.047872,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751122971.450656,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751123705.41875,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751132921.529393,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751133332.3328938,closedApp,Europe/Berlin,tikTok,False,,
,1751134088.969954,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751134511.7668262,openedApp,Europe/Berlin,tikTok,False,6.0,Klo
,1751135225.698251,closedApp,Europe/Berlin,tikTok,False,,
,1751135357.7135549,closedApp,Europe/Berlin,tikTok,False,,
,1751135402.925667,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751136271.835106,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1751136424.253491,closedApp,Europe/Berlin,tikTok,False,,
,1751137347.5029202,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751139493.76523,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1751140269.965352,closedApp,Europe/Berlin,tikTok,False,,
,1751142489.497818,closedApp,Europe/Berlin,tikTok,False,,
,1751142614.912102,closedApp,Europe/Berlin,tikTok,False,,
,1751142831.3410459,closedApp,Europe/Berlin,tikTok,False,,
,1751142924.3370318,closedApp,Europe/Berlin,tikTok,False,,
,1751144081.2387528,closedApp,Europe/Berlin,tikTok,False,,
,1751144357.490818,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751147047.707141,openedApp,Europe/Berlin,tikTok,False,6.0,Crush stalken
,1751147186.829489,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751147551.580123,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1751148451.224732,closedApp,Europe/Berlin,tikTok,False,,
,1751148513.077201,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751150024.973507,openedApp,Europe/Berlin,tikTok,False,6.0,Klo
,1751156051.123643,closedApp,Europe/Berlin,tikTok,False,,
,1751156872.341003,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751198857.723705,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1751201208.3242269,closedApp,Europe/Berlin,tikTok,False,,
,1751201691.75913,closedApp,Europe/Berlin,tikTok,False,,
,1751202089.2417622,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751203158.845385,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1751203232.54755,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751203606.266788,openedApp,Europe/Berlin,tikTok,False,6.0,Klo
,1751203791.902914,closedApp,Europe/Berlin,tikTok,False,,
,1751204071.863347,closedApp,Europe/Berlin,tikTok,False,,
,1751204190.362303,closedApp,Europe/Berlin,tikTok,False,,
,1751204963.770907,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751205542.1668081,openedApp,Europe/Berlin,tikTok,False,6.0,Klo
,1751207591.090152,closedApp,Europe/Berlin,tikTok,False,,
,1751212139.3828049,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751212153.732283,openedApp,Europe/Berlin,youtube,False,6.0,Klo
,1751212623.957693,closedApp,Europe/Berlin,youtube,False,,
breathingExercise,1751212637.684987,openedApp,Europe/Berlin,tikTok,False,6.0,Ablenkung
,1751213604.200261,closedApp,Europe/Berlin,youtube,False,,
,1751213712.8478022,closedApp,Europe/Berlin,youtube,False,,
,1751214066.9733229,closedApp,Europe/Berlin,youtube,False,,
,1751216221.7936149,closedApp,Europe/Berlin,youtube,False,,
,1751216480.344172,closedApp,Europe/Berlin,youtube,False,,
breathingExercise,1751216792.680752,openedApp,Europe/Berlin,tikTok,False,6.0,Klo
,1751218086.207467,closedApp,Europe/Berlin,tikTok,False,,
,1751218189.34943,closedApp,Europe/Berlin,tikTok,False,,
,1751219155.847457,closedApp,Europe/Berlin,tikTok,False,,
,1751219434.804502,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751220628.619069,openedApp,Europe/Berlin,tikTok,False,6.0,Crush stalken
,1751221889.769754,closedApp,Europe/Berlin,tikTok,False,,
,1751223381.3290691,closedApp,Europe/Berlin,tikTok,False,,
,1751225253.6257339,closedApp,Europe/Berlin,tikTok,False,,
,1751225510.675956,closedApp,Europe/Berlin,tikTok,False,,
,1751225867.203898,closedApp,Europe/Berlin,tikTok,False,,
,1751226065.518455,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751226702.1954532,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751226755.231694,closedApp,Europe/Berlin,tikTok,False,,
,1751233683.017507,closedApp,Europe/Berlin,tikTok,False,,
,1751233982.2672858,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751234667.379622,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1751235568.745737,closedApp,Europe/Berlin,tikTok,False,,
,1751235934.223021,closedApp,Europe/Berlin,tikTok,False,,
,1751236218.806449,closedApp,Europe/Berlin,tikTok,False,,
,1751240840.59199,closedApp,Europe/Berlin,tikTok,False,,
,1751241995.582971,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751267211.05832,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1751267504.8350239,closedApp,Europe/Berlin,tikTok,False,,
,1751268001.58306,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751269673.9023561,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751273482.551693,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
