interventionType,timestamp,resolution,timezone,app,isReIntervention,interventionDuration,purpose
,1751921398.5930672,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751922043.868579,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751922064.788717,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751925220.005403,closedApp,Europe/Berlin,tikTok,False,,
,1751925547.545474,closedApp,Europe/Berlin,tikTok,False,,
,1751927457.400076,closedApp,Europe/Berlin,tikTok,False,,
,1751927857.081553,closedApp,Europe/Berlin,tikTok,False,,
,1751928116.63675,closedApp,Europe/Berlin,tikTok,False,,
,1751928889.378583,closedApp,Europe/Berlin,tikTok,False,,
,1751929252.4760098,closedApp,Europe/Berlin,tikTok,False,,
,1751930624.9312968,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751969650.295496,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751970779.492159,closedApp,Europe/Berlin,tikTok,False,,
,1751972820.5058079,closedApp,Europe/Berlin,tikTok,False,,
,1751973737.727024,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751974305.088712,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751977317.641223,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751978546.47687,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751979426.438931,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751979681.081205,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751984051.173347,openedApp,Europe/Berlin,tikTok,False,6.0,Unterhaltung
,1751988915.582118,closedApp,Europe/Berlin,tikTok,False,,
,1751989947.331641,closedApp,Europe/Berlin,tikTok,False,,
,1751991624.218927,closedApp,Europe/Berlin,tikTok,False,,
,1751991682.763263,closedApp,Europe/Berlin,tikTok,False,,
,1751993473.79924,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751993834.878551,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751994004.6431231,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751994056.105381,closedApp,Europe/Berlin,tikTok,False,,
,1751996053.004812,closedApp,Europe/Berlin,tikTok,False,,
,1751997948.433814,closedApp,Europe/Berlin,tikTok,False,,
,1751998161.901968,closedApp,Europe/Berlin,tikTok,False,,
,1751999727.061609,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1752005564.270575,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1752005827.832737,closedApp,Europe/Berlin,tikTok,False,,
,1752005921.5757089,closedApp,Europe/Berlin,tikTok,False,,
,1752006877.12919,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1752008626.848699,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
