app,timestamp,resolution,isReIntervention,timezone,interventionDuration,interventionType
instagram,1753733707.340342,closedApp,False,Europe/Oslo,,
instagram,1753737070.1897302,closedApp,False,Europe/Oslo,,
tikTok,1753738001.795055,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753738005.0865579,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753738007.999232,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753738031.417976,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753738172.666004,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753738930.4658918,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753773246.130332,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753739933.014009,closedApp,False,Europe/Oslo,,
instagram,1753740633.612801,closedApp,False,Europe/Oslo,,
tikTok,1753773441.0639749,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753773462.449092,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753780376.711988,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753782776.2407641,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753783823.318717,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753784674.469738,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753785093.3024158,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753785134.572247,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753786186.7836452,closedApp,False,Europe/Oslo,,
instagram,1753786443.915411,closedApp,False,Europe/Oslo,,
instagram,1753792750.618145,closedApp,False,Europe/Oslo,,
tikTok,1753809441.491396,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753816647.179805,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753818121.086639,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753818133.656987,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753818166.2203941,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753821114.821677,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753822516.937505,closedApp,False,Europe/Oslo,,
instagram,1753822868.346411,closedApp,False,Europe/Oslo,,
tikTok,1753875861.7188048,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753875882.5323691,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753889367.062943,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753889414.037801,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753893064.0490751,closedApp,False,Europe/Oslo,,
instagram,1753893266.32646,closedApp,False,Europe/Oslo,,
instagram,1753893306.0401158,closedApp,False,Europe/Oslo,,
instagram,1753893403.978579,closedApp,False,Europe/Oslo,,
instagram,1753893405.351314,closedApp,False,Europe/Oslo,,
instagram,1753893406.709127,closedApp,False,Europe/Oslo,,
instagram,1753893407.507822,closedApp,False,Europe/Oslo,,
instagram,1753893430.234418,closedApp,False,Europe/Oslo,,
instagram,1753893580.8801699,closedApp,False,Europe/Oslo,,
tikTok,1753894306.43805,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753896690.4738832,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753897659.783114,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753898815.7683501,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753901520.747741,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753900310.978306,closedApp,False,Europe/Oslo,,
tikTok,1753904308.618789,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753904475.7172198,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753904540.099051,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753906831.574379,closedApp,False,Europe/Oslo,,
instagram,1753907436.297852,closedApp,False,Europe/Oslo,,
tikTok,1753907457.776177,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753908392.5481172,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753943994.37286,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753909464.289205,closedApp,False,Europe/Oslo,,
instagram,1753909898.467305,closedApp,False,Europe/Oslo,,
instagram,1753910189.226754,closedApp,False,Europe/Oslo,,
tikTok,1753944934.91524,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753954197.571327,closedApp,False,Europe/Oslo,,
instagram,1753954298.332601,closedApp,False,Europe/Oslo,,
instagram,1753954299.49396,closedApp,False,Europe/Oslo,,
instagram,1753954406.506885,closedApp,False,Europe/Oslo,,
instagram,1753954728.566745,closedApp,False,Europe/Oslo,,
tikTok,1753956107.873282,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753957307.3127909,closedApp,False,Europe/Oslo,,
tikTok,1753957695.28018,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
instagram,1753958913.674814,closedApp,False,Europe/Oslo,,
instagram,1753960688.432051,closedApp,False,Europe/Oslo,,
tikTok,1753965573.2350512,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753966091.745534,closedApp,False,Europe/Oslo,,
instagram,1753969654.852572,closedApp,False,Europe/Oslo,,
instagram,1753969692.954153,closedApp,False,Europe/Oslo,,
instagram,1753970435.498425,closedApp,False,Europe/Oslo,,
instagram,1753970750.644011,closedApp,False,Europe/Oslo,,
instagram,1753970992.310215,closedApp,False,Europe/Oslo,,
instagram,1753977531.1015081,closedApp,False,Europe/Oslo,,
instagram,1753977616.963212,closedApp,False,Europe/Oslo,,
instagram,1753977659.077348,closedApp,False,Europe/Oslo,,
instagram,1753977805.4846249,closedApp,False,Europe/Oslo,,
instagram,1753978920.365501,closedApp,False,Europe/Oslo,,
instagram,1753979137.669094,closedApp,False,Europe/Oslo,,
instagram,1753979317.6735,closedApp,False,Europe/Oslo,,
instagram,1753979704.7928271,closedApp,False,Europe/Oslo,,
instagram,1753979725.47218,closedApp,False,Europe/Oslo,,
tikTok,1753987258.0217528,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753989217.951324,closedApp,False,Europe/Oslo,,
instagram,1753989404.510134,closedApp,False,Europe/Oslo,,
tikTok,1753990738.624696,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753991012.321765,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
instagram,1753991464.877645,closedApp,False,Europe/Oslo,,
instagram,1753991722.9821901,closedApp,False,Europe/Oslo,,
instagram,1753992414.230571,closedApp,False,Europe/Oslo,,
instagram,1753992609.02085,closedApp,False,Europe/Oslo,,
tikTok,1753992624.8684158,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753994277.5574799,closedApp,False,Europe/Oslo,,
tikTok,1753994309.784745,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753995567.915288,closedApp,False,Europe/Oslo,,
instagram,1753995698.337397,closedApp,False,Europe/Oslo,,
instagram,1753996349.679688,closedApp,False,Europe/Oslo,,
instagram,1753996428.001843,closedApp,False,Europe/Oslo,,
tikTok,1753997397.575148,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753997717.398128,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754031405.949187,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754032331.571351,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1754033039.40376,closedApp,False,Europe/Oslo,,
instagram,1754033076.86345,closedApp,False,Europe/Oslo,,
instagram,1754033110.2483091,closedApp,False,Europe/Oslo,,
instagram,1754033368.088163,closedApp,False,Europe/Oslo,,
instagram,1754033376.665174,closedApp,False,Europe/Oslo,,
tikTok,1754034160.966032,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754038449.527025,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1754064188.324728,closedApp,False,Europe/Oslo,,
instagram,1754064216.92597,closedApp,False,Europe/Oslo,,
instagram,1754064360.574816,closedApp,False,Europe/Oslo,,
instagram,1754068818.125802,closedApp,False,Europe/Oslo,,
tikTok,1754069071.186336,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754069693.957501,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754072373.7133,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754072477.75008,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754072948.9248362,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754073773.47069,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754084792.344094,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754084875.979826,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754084878.637861,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754084961.681916,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754085351.397574,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754113595.515522,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754113624.335394,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754115970.686935,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754131494.381185,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754132387.830704,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754132462.803224,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754133843.126023,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754151848.657069,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754152385.841954,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754152403.725177,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754153339.436253,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754154357.672056,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754154855.704016,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754155259.187001,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754164133.570663,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754165301.933776,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754169209.2207851,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754171498.942853,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754172051.8274941,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754205533.945596,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754222228.17213,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754222358.08623,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754228499.762673,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754229130.410527,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754231600.075077,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754234009.6892571,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754236967.7898521,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754237106.6835961,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754239898.428056,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754240189.609568,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754241862.480727,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754252998.7688541,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754254854.122597,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754290449.633041,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754315566.07284,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754315572.1901011,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754315592.646126,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754315596.045545,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754315676.173156,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754316244.659851,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754316260.036015,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754318022.348421,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754318877.3421311,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754330069.524815,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754330887.509963,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754330912.235081,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754331456.5003572,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754332525.203815,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1754334725.829671,openedApp,False,Europe/Oslo,6.0,breathingExercise
