app,timestamp,resolution,isReIntervention,timezone,interventionDuration,interventionType
instagram,1751893517.4664068,closedApp,False,Europe/Oslo,,
instagram,1751893570.317534,closedApp,False,Europe/Oslo,,
instagram,1751894050.3026,closedApp,False,Europe/Oslo,,
instagram,1751900991.227295,closedApp,False,Europe/Oslo,,
instagram,1751901009.047194,closedApp,False,Europe/Oslo,,
instagram,1751906130.0970159,closedApp,False,Europe/Oslo,,
instagram,1751906642.941364,closedApp,False,Europe/Oslo,,
instagram,1751906768.818043,closedApp,False,Europe/Oslo,,
instagram,1751906848.412363,closedApp,False,Europe/Oslo,,
tikTok,1751907184.5199509,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1751909258.8621922,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1751913073.906343,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1751916634.635123,closedApp,False,Europe/Oslo,,
instagram,1751917855.1417751,closedApp,False,Europe/Oslo,,
tikTok,1751918604.4900122,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1751918960.6780481,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1751919173.299829,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1751919748.59296,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1751922075.678736,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1751923066.917931,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1751953749.380522,openedApp,False,Europe/Oslo,6.0,breathingExercise
payPal,1751962826.930499,closedApp,False,Europe/Oslo,,
payPal,1751962855.476336,closedApp,False,Europe/Oslo,,
payPal,1751962870.7103271,closedApp,False,Europe/Oslo,,
payPal,1751962873.1381788,closedApp,False,Europe/Oslo,,
payPal,1751962895.319652,closedApp,False,Europe/Oslo,,
tikTok,1751963783.929055,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1751964424.7145948,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1751965693.9119902,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1751966690.950086,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1751967176.115096,closedApp,False,Europe/Oslo,,
instagram,1751967180.211477,closedApp,False,Europe/Oslo,,
instagram,1751967185.670676,closedApp,False,Europe/Oslo,,
instagram,1751967195.941689,closedApp,False,Europe/Oslo,,
tikTok,1751969085.86135,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1751971690.517644,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1751974818.064258,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1751977406.330795,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1751999283.998297,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752002134.481971,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752003399.201175,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752003929.141985,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752004305.1515589,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752006016.146512,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752006122.35484,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752007078.556031,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752007574.319789,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752010659.173032,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
instagram,1752011856.0793371,closedApp,False,Europe/Oslo,,
tikTok,1752011879.744571,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752013046.942914,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752013268.0201511,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752048157.7040749,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752048182.074832,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752048199.445068,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752050258.0082002,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752051814.180238,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752053666.484232,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752054743.6694322,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752054743.820425,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752055003.826083,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752055007.0377421,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
instagram,1752079322.364048,closedApp,False,Europe/Oslo,,
instagram,1752079426.7272,closedApp,False,Europe/Oslo,,
instagram,1752079462.143517,closedApp,False,Europe/Oslo,,
instagram,1752085145.4426122,closedApp,False,Europe/Oslo,,
instagram,1752086002.1543741,closedApp,False,Europe/Oslo,,
instagram,1752088144.610219,closedApp,False,Europe/Oslo,,
instagram,1752089211.965077,closedApp,False,Europe/Oslo,,
instagram,1752089425.824656,closedApp,False,Europe/Oslo,,
instagram,1752089492.729048,closedApp,False,Europe/Oslo,,
instagram,1752089552.305351,closedApp,False,Europe/Oslo,,
instagram,1752091180.075986,closedApp,False,Europe/Oslo,,
instagram,1752091203.840856,closedApp,False,Europe/Oslo,,
instagram,1752092525.10008,closedApp,False,Europe/Oslo,,
instagram,1752092762.8330832,closedApp,False,Europe/Oslo,,
instagram,1752093010.643694,closedApp,False,Europe/Oslo,,
instagram,1752093639.309258,closedApp,False,Europe/Oslo,,
instagram,1752093643.174447,closedApp,False,Europe/Oslo,,
instagram,1752093831.886946,closedApp,False,Europe/Oslo,,
instagram,1752093918.298338,closedApp,False,Europe/Oslo,,
tikTok,1752094047.290137,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752094070.700715,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752095723.991596,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752095993.376689,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752096011.006223,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752097154.513072,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752100807.223732,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752097419.6148748,closedApp,False,Europe/Oslo,,
tikTok,1752101148.111175,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752138086.668035,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752140519.3959022,closedApp,False,Europe/Oslo,,
instagram,1752140929.345797,closedApp,False,Europe/Oslo,,
instagram,1752142451.661545,closedApp,False,Europe/Oslo,,
instagram,1752145865.354327,closedApp,False,Europe/Oslo,,
instagram,1752145866.298028,closedApp,False,Europe/Oslo,,
instagram,1752145990.086012,closedApp,False,Europe/Oslo,,
instagram,1752145993.8505058,closedApp,False,Europe/Oslo,,
instagram,1752148006.522044,closedApp,False,Europe/Oslo,,
instagram,1752148019.279192,closedApp,False,Europe/Oslo,,
instagram,1752148253.6020122,closedApp,False,Europe/Oslo,,
instagram,1752148909.5063481,closedApp,False,Europe/Oslo,,
instagram,1752148993.0557451,closedApp,False,Europe/Oslo,,
instagram,1752149804.299461,closedApp,False,Europe/Oslo,,
instagram,1752149878.647361,closedApp,False,Europe/Oslo,,
instagram,1752149999.088054,closedApp,False,Europe/Oslo,,
instagram,1752150273.258821,closedApp,False,Europe/Oslo,,
instagram,1752150288.648543,closedApp,False,Europe/Oslo,,
instagram,1752150498.5716782,closedApp,False,Europe/Oslo,,
tikTok,1752151620.035738,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752153082.4049501,closedApp,False,Europe/Oslo,,
instagram,1752156226.5021238,closedApp,False,Europe/Oslo,,
instagram,1752163338.008479,closedApp,False,Europe/Oslo,,
instagram,1752167259.745389,closedApp,False,Europe/Oslo,,
instagram,1752170219.2128391,closedApp,False,Europe/Oslo,,
tikTok,1752172805.274622,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752174566.6437159,closedApp,False,Europe/Oslo,,
instagram,1752175057.766306,closedApp,False,Europe/Oslo,,
instagram,1752175063.711842,closedApp,False,Europe/Oslo,,
instagram,1752175222.504064,closedApp,False,Europe/Oslo,,
tikTok,1752176126.0663362,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752179492.8791718,closedApp,False,Europe/Oslo,,
tikTok,1752179544.594232,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752181185.027636,closedApp,False,Europe/Oslo,,
instagram,1752181244.2241402,closedApp,False,Europe/Oslo,,
tikTok,1752181381.839906,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752258684.528201,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752182813.304858,closedApp,False,Europe/Oslo,,
instagram,1752182989.37586,closedApp,False,Europe/Oslo,,
instagram,1752220264.060708,closedApp,False,Europe/Oslo,,
instagram,1752240024.6173959,closedApp,False,Europe/Oslo,,
instagram,1752240886.4126968,closedApp,False,Europe/Oslo,,
tikTok,1752259036.524811,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752261897.149414,closedApp,False,Europe/Oslo,,
instagram,1752262059.163406,closedApp,False,Europe/Oslo,,
instagram,1752262069.139618,closedApp,False,Europe/Oslo,,
instagram,1752262668.861827,closedApp,False,Europe/Oslo,,
instagram,1752262850.989602,closedApp,False,Europe/Oslo,,
instagram,1752263092.8827848,closedApp,False,Europe/Oslo,,
instagram,1752263217.3799381,closedApp,False,Europe/Oslo,,
tikTok,1752263304.930561,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752264369.559341,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752265026.4575648,closedApp,False,Europe/Oslo,,
instagram,1752265141.61078,closedApp,False,Europe/Oslo,,
instagram,1752265706.50194,closedApp,False,Europe/Oslo,,
tikTok,1752265939.339271,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752267195.483563,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752303229.569652,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752303278.944995,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752303356.362578,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752303220.8134499,closedApp,False,Europe/Oslo,,
instagram,1752303296.2737808,closedApp,False,Europe/Oslo,,
tikTok,1752304171.3948321,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752307932.984624,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752308063.754504,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752314755.2615361,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752318034.4260821,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752351790.391166,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752352367.4560199,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752354661.437046,closedApp,False,Europe/Oslo,,
instagram,1752354758.3889508,closedApp,False,Europe/Oslo,,
tikTok,1752354998.426774,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752358573.2752771,closedApp,False,Europe/Oslo,,
tikTok,1752393640.550772,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752397172.9290009,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752406846.685257,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752407059.662346,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752439396.193548,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752439435.6995,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752439646.144172,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752440315.979896,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752442874.4916248,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752442882.717001,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752480940.85709,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752482002.226962,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752487413.7905731,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752495153.877674,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752497305.3838181,closedApp,False,Europe/Oslo,,
instagram,1752497495.589301,closedApp,False,Europe/Oslo,,
instagram,1752498031.919039,closedApp,False,Europe/Oslo,,
instagram,1752504713.119601,closedApp,False,Europe/Oslo,,
tikTok,1752506377.521562,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752511400.5137482,closedApp,False,Europe/Oslo,,
instagram,1752511742.866109,closedApp,False,Europe/Oslo,,
instagram,1752512789.626426,closedApp,False,Europe/Oslo,,
tikTok,1752514334.100097,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752515333.569796,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752516273.3874722,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752518088.536411,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752518494.591689,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752519839.179215,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752520118.2152328,closedApp,False,Europe/Oslo,,
instagram,1752520153.663307,closedApp,False,Europe/Oslo,,
instagram,1752521100.56798,closedApp,False,Europe/Oslo,,
instagram,1752521133.124958,closedApp,False,Europe/Oslo,,
instagram,1752523031.8024979,closedApp,False,Europe/Oslo,,
instagram,1752523053.3677058,closedApp,False,Europe/Oslo,,
instagram,1752523162.8892841,closedApp,False,Europe/Oslo,,
instagram,1752523290.944717,closedApp,False,Europe/Oslo,,
instagram,1752523315.251326,closedApp,False,Europe/Oslo,,
instagram,1752523574.299227,closedApp,False,Europe/Oslo,,
instagram,1752523672.206287,closedApp,False,Europe/Oslo,,
instagram,1752524632.70406,closedApp,False,Europe/Oslo,,
instagram,1752524662.7370539,closedApp,False,Europe/Oslo,,
instagram,1752524760.0203738,closedApp,False,Europe/Oslo,,
instagram,1752524820.42797,closedApp,False,Europe/Oslo,,
instagram,1752524825.359132,closedApp,False,Europe/Oslo,,
instagram,1752524826.449247,closedApp,False,Europe/Oslo,,
quora,1752524678.877222,closedApp,False,Europe/Oslo,,
tikTok,1752527225.454914,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752527243.173393,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752527726.84744,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752527859.601412,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
instagram,1752564917.8330278,closedApp,False,Europe/Oslo,,
instagram,1752571547.535286,closedApp,False,Europe/Oslo,,
instagram,1752571850.57563,closedApp,False,Europe/Oslo,,
instagram,1752572535.765065,closedApp,False,Europe/Oslo,,
instagram,1752573086.951971,closedApp,False,Europe/Oslo,,
instagram,1752573093.933461,closedApp,False,Europe/Oslo,,
instagram,1752573292.2971249,closedApp,False,Europe/Oslo,,
instagram,1752573378.0079288,closedApp,False,Europe/Oslo,,
instagram,1752573930.873266,closedApp,False,Europe/Oslo,,
tikTok,1752590949.633465,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752592494.056837,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752593114.565009,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752593131.8309488,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752604613.85785,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
instagram,1752597140.716731,closedApp,False,Europe/Oslo,,
instagram,1752597306.838496,closedApp,False,Europe/Oslo,,
instagram,1752600985.070297,closedApp,False,Europe/Oslo,,
tikTok,1752604742.06946,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752606443.356703,closedApp,False,Europe/Oslo,,
tikTok,1752606464.342073,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752607471.757156,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752608348.7428632,closedApp,False,Europe/Oslo,,
tikTok,1752608379.7559052,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752609403.279455,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752610161.9611192,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752650237.2007089,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752610348.963428,closedApp,False,Europe/Oslo,,
instagram,1752611181.312388,closedApp,False,Europe/Oslo,,
instagram,1752650158.67481,closedApp,False,Europe/Oslo,,
instagram,1752650168.1797771,closedApp,False,Europe/Oslo,,
tikTok,1752659238.267587,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752660475.561918,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752663905.485332,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752663935.143087,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752666629.6886,closedApp,False,Europe/Oslo,,
instagram,1752666767.45784,closedApp,False,Europe/Oslo,,
instagram,1752668476.547505,closedApp,False,Europe/Oslo,,
tikTok,1752668482.0974588,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752669640.756184,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752674612.604178,closedApp,False,Europe/Oslo,,
instagram,1752674716.9650102,closedApp,False,Europe/Oslo,,
instagram,1752674795.2076778,closedApp,False,Europe/Oslo,,
instagram,1752675149.9067302,closedApp,False,Europe/Oslo,,
instagram,1752675269.992549,closedApp,False,Europe/Oslo,,
instagram,1752675304.277168,closedApp,False,Europe/Oslo,,
instagram,1752675716.48275,closedApp,False,Europe/Oslo,,
instagram,1752676009.606748,closedApp,False,Europe/Oslo,,
tikTok,1752678578.412915,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752679260.763444,closedApp,False,Europe/Oslo,,
tikTok,1752691394.232705,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752749168.256423,closedApp,False,Europe/Oslo,,
instagram,1752749176.4707398,closedApp,False,Europe/Oslo,,
instagram,1752749270.343446,closedApp,False,Europe/Oslo,,
instagram,1752749404.554397,closedApp,False,Europe/Oslo,,
instagram,1752749407.851609,closedApp,False,Europe/Oslo,,
tikTok,1752764210.921438,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752764369.58294,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752777891.781406,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
instagram,1752768605.750026,closedApp,False,Europe/Oslo,,
instagram,1752768743.719404,closedApp,False,Europe/Oslo,,
instagram,1752771321.964964,closedApp,False,Europe/Oslo,,
tikTok,1752777909.885738,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752778552.4572902,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752779052.0805678,closedApp,False,Europe/Oslo,,
tikTok,1752779316.608615,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752781107.533906,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752784532.8734741,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752785446.581819,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752786752.961132,closedApp,False,Europe/Oslo,,
tikTok,1752786838.2161388,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752789891.3918161,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752787570.4516559,closedApp,False,Europe/Oslo,,
tikTok,1752792292.722917,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752795514.202379,closedApp,False,Europe/Oslo,,
instagram,1752817644.418357,closedApp,False,Europe/Oslo,,
instagram,1752822259.216687,closedApp,False,Europe/Oslo,,
tikTok,1752822293.0399861,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752829977.8597,closedApp,False,Europe/Oslo,,
tikTok,1752831085.642416,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752835419.876748,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752842472.4453192,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752843719.349276,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752843810.840447,openedApp,False,Europe/Oslo,6.0,breathingExercise
