timezone,interventionType,app,resolution,timestamp,interventionDuration,isReIntervention
Europe/Berlin,breathingExercise,youtube,openedApp,1749347910.6336389,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749349119.854762,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749351528.501662,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749367344.696155,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749406243.787677,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749406684.2352362,6,False
Europe/Berlin,breathingExercise,youtube,dismissedAppOpening,1749410358.344058,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749410380.738893,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749422927.5847812,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749457061.7518249,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749457316.097378,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749460080.6320472,6,False
Europe/Berlin,breathingExercise,instagram,dismissedAppOpening,1749464731.7544389,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749464749.427133,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749464956.8015308,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749478265.8520942,6,False
Europe/Berlin,breathingExercise,youtube,dismissedAppOpening,1749482442.728498,6,False
Europe/Berlin,breathingExercise,youtube,dismissedAppOpening,1749483261.140012,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749485890.5492702,6,False
Europe/Berlin,breathingExercise,youtube,dismissedAppOpening,1749486887.614939,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749486905.700305,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749501960.4139209,6,False
Europe/Berlin,breathingExercise,snapchat,openedApp,1749536819.6931,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749536962.529331,6,False
Europe/Berlin,breathingExercise,youtube,dismissedAppOpening,1749545836.582161,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749548173.8833961,6,False
Europe/Berlin,breathingExercise,snapchat,openedApp,1749549142.074691,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749560971.269754,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749562375.585165,6,False
Europe/Berlin,breathingExercise,instagram,dismissedAppOpening,1749562425.9551811,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749562443.141642,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749563252.99891,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749590397.361619,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749593304.3170419,6,False
Europe/Berlin,breathingExercise,instagram,dismissedAppOpening,1749593534.558453,6,False
Europe/Berlin,breathingExercise,youtube,dismissedAppOpening,1749593550.017918,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749593569.746787,6,False
Europe/Berlin,breathingExercise,youtube,dismissedAppOpening,1749640123.195216,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749640140.802841,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749643763.810738,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749643789.060655,6,False
Europe/Berlin,breathingExercise,youtube,dismissedAppOpening,1749645207.753089,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749645226.9453459,6,False
Europe/Berlin,breathingExercise,youtube,dismissedAppOpening,1749645862.145472,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749645926.119616,6,False
Europe/Berlin,breathingExercise,youtube,dismissedAppOpening,1749646693.603187,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749652492.727534,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749653606.614902,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749657336.8451262,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749657538.119067,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749659236.7978191,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749733052.4854789,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749736674.9496322,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749743515.62774,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749753260.8848538,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749761447.460651,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749789964.930469,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749811118.47685,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749811316.701252,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749812556.6520529,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749823030.352164,6,False
Europe/Berlin,breathingExercise,youtube,dismissedAppOpening,1749825131.4393458,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749825284.3983421,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749851142.833232,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749898336.378048,6,False
Europe/Berlin,breathingExercise,instagram,dismissedAppOpening,1749898420.068728,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749898438.059093,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749898901.134587,6,False
Europe/Berlin,breathingExercise,youtube,dismissedAppOpening,1749902734.987774,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749902760.099376,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749902928.861373,6,False
Europe/Berlin,breathingExercise,pinterest,dismissedAppOpening,1749911323.371052,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749933107.521885,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749933177.121958,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749933747.168449,6,False
Europe/Berlin,breathingExercise,instagram,dismissedAppOpening,1749934529.704327,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749934890.397441,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749936017.7013521,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749936723.941865,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749936893.6286411,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749936998.0859199,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749937148.610136,6,False
Europe/Berlin,breathingExercise,snapchat,openedApp,1749978169.9740062,6,False
Europe/Berlin,breathingExercise,instagram,dismissedAppOpening,1749978418.265236,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1749979374.8799992,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1749989300.504559,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750003146.566735,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750009409.8125792,6,False
Europe/Berlin,breathingExercise,youtube,dismissedAppOpening,1750011670.373863,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750050679.451602,6,False
Europe/Berlin,breathingExercise,snapchat,openedApp,1750082670.391473,6,False
Europe/Berlin,breathingExercise,instagram,dismissedAppOpening,1750082693.6699781,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750082708.7076612,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750083177.938206,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750090229.171967,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750097596.29781,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750098978.714273,6,False
Europe/Berlin,breathingExercise,youtube,dismissedAppOpening,1750099960.796173,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750165737.596843,6,False
Europe/Berlin,breathingExercise,instagram,dismissedAppOpening,1750172064.996902,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750172080.8554611,6,False
Europe/Berlin,breathingExercise,youtube,dismissedAppOpening,1750178463.436333,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750178551.930134,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750179220.752001,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1750179924.8469582,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750184201.446859,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1750194150.707672,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750222493.967634,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750256525.138279,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750263031.4342341,6,False
Europe/Berlin,breathingExercise,instagram,dismissedAppOpening,1750264900.828536,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1750265806.514628,6,False
Europe/Berlin,breathingExercise,snapchat,openedApp,1750269280.336094,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750273455.218636,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1750276146.0090451,6,False
Europe/Berlin,breathingExercise,pinterest,openedApp,1750279042.825444,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750330249.680173,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1750331472.1375089,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750331839.726979,6,False
Europe/Berlin,breathingExercise,pinterest,openedApp,1750332274.041408,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750332421.139924,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1750333057.145279,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750348668.640882,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750350515.82023,6,False
Europe/Berlin,breathingExercise,instagram,dismissedAppOpening,1750368998.707607,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750410914.9561028,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1750424587.295608,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750447170.029799,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750447631.1836948,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750457646.320236,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750491768.335052,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750501945.113451,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1750502922.96875,6,False
Europe/Berlin,breathingExercise,instagram,dismissedAppOpening,1750504118.413768,6,False
Europe/Berlin,breathingExercise,youtube,dismissedAppOpening,1750512225.664681,6,False
Europe/Berlin,breathingExercise,instagram,dismissedAppOpening,1750512237.356386,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750512280.9591398,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750523700.163022,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750523822.1634889,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750540013.6306229,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750540863.574809,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750613113.133515,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750615705.421054,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750626485.212564,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750655624.3505778,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750693241.455981,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750702575.552267,6,False
Europe/Berlin,breathingExercise,instagram,dismissedAppOpening,1750712051.629255,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750712219.567641,6,False
Europe/Berlin,breathingExercise,snapchat,openedApp,1750741290.944694,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750770896.4777021,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1750772076.372864,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750774563.650178,6,False
Europe/Berlin,breathingExercise,youtube,dismissedAppOpening,1750776019.2212849,6,False
Europe/Berlin,breathingExercise,snapchat,openedApp,1750776040.462374,6,False
Europe/Berlin,breathingExercise,youtube,dismissedAppOpening,1750777437.269778,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1750777502.706981,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1750777962.678172,6,False
Europe/Berlin,breathingExercise,instagram,dismissedAppOpening,1750798723.185507,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750831148.454845,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750857096.69579,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750857525.164077,6,False
Europe/Berlin,breathingExercise,youtube,dismissedAppOpening,1750857907.189165,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1750858078.9565969,6,False
Europe/Berlin,breathingExercise,youtube,dismissedAppOpening,1750862949.2295399,6,False
Europe/Berlin,breathingExercise,pinterest,dismissedAppOpening,1750867802.867239,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750867888.335319,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1750887277.5245829,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750927081.4019442,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1750938365.8178082,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750939555.7903662,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1750942131.1779351,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1750959969.239625,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751016345.820574,6,False
Europe/Berlin,breathingExercise,youtube,dismissedAppOpening,1751018409.64341,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751128128.6486459,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751128364.298486,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751131116.48717,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751134598.7072759,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751142955.902247,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751183400.247098,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751188736.449888,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1751190942.258226,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751192269.478801,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1751193023.988404,6,False
Europe/Berlin,breathingExercise,snapchat,openedApp,1751258537.2562819,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751258581.799346,6,False
Europe/Paris,breathingExercise,snapchat,openedApp,1751282335.7149959,6,False
Europe/Paris,breathingExercise,snapchat,openedApp,1751282469.502517,6,False
Europe/Paris,breathingExercise,instagram,openedApp,1751282973.243664,6,False
Europe/Paris,breathingExercise,instagram,openedApp,1751285117.8487492,6,False
Europe/Paris,breathingExercise,pinterest,openedApp,1751286606.838914,6,False
Europe/Paris,breathingExercise,snapchat,dismissedAppOpening,1751288013.465976,6,False
Europe/Paris,breathingExercise,snapchat,openedApp,1751288029.980867,6,False
Europe/Paris,breathingExercise,instagram,openedApp,1751320965.43939,6,False
Europe/Paris,breathingExercise,instagram,dismissedAppOpening,1751322762.035176,6,False
Europe/Paris,breathingExercise,pinterest,openedApp,1751450258.65751,6,False
Europe/Paris,breathingExercise,instagram,openedApp,1751466662.3103309,6,False
Europe/Paris,breathingExercise,instagram,openedApp,1751474119.75583,6,False
Europe/Paris,breathingExercise,instagram,openedApp,1751491316.34572,6,False
Europe/Paris,breathingExercise,instagram,openedApp,1751492365.2971,6,False
Europe/Paris,breathingExercise,instagram,openedApp,1751537754.7491388,6,False
Europe/Paris,breathingExercise,instagram,openedApp,1751538779.539915,6,False
Europe/Paris,breathingExercise,instagram,openedApp,1751539233.8391151,6,False
Europe/Paris,breathingExercise,instagram,openedApp,1751579487.667855,6,False
Europe/Paris,breathingExercise,instagram,openedApp,1751580408.132348,6,False
Europe/Paris,breathingExercise,instagram,openedApp,1751580502.1302009,6,False
Europe/Paris,breathingExercise,instagram,openedApp,1751580684.991057,6,False
Europe/Paris,breathingExercise,instagram,openedApp,1751616245.877815,6,False
Europe/Paris,breathingExercise,instagram,openedApp,1751619682.475093,6,False
Europe/Paris,breathingExercise,instagram,dismissedAppOpening,1751619927.68664,6,False
Europe/Paris,breathingExercise,instagram,dismissedAppOpening,1751636013.747223,6,False
Europe/Paris,breathingExercise,instagram,openedApp,1751636073.487214,6,False
Europe/Paris,breathingExercise,youtube,openedApp,1751637415.653965,6,False
Europe/Paris,breathingExercise,instagram,openedApp,1751643131.813181,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751645866.2145839,6,False
Europe/Berlin,breathingExercise,snapchat,openedApp,1751647732.046749,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751658497.963056,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751709027.1323261,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751709368.946096,6,False
Europe/Berlin,breathingExercise,instagram,dismissedAppOpening,1751709764.503118,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751709988.6480088,6,False
Europe/Berlin,breathingExercise,pinterest,openedApp,1751710707.886394,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751726208.746727,6,False
Europe/Berlin,breathingExercise,snapchat,openedApp,1751726227.8714108,6,False
Europe/Berlin,breathingExercise,pinterest,dismissedAppOpening,1751728446.775603,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1751735447.901795,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751741900.796659,6,False
Europe/Berlin,breathingExercise,instagram,dismissedAppOpening,1751742340.697194,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751742398.0516438,6,False
Europe/Berlin,breathingExercise,instagram,dismissedAppOpening,1751742660.87145,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751742679.753681,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751744979.084959,6,False
Europe/Berlin,breathingExercise,pinterest,openedApp,1751748970.619173,6,False
Europe/Berlin,breathingExercise,snapchat,openedApp,1751749130.886229,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751799165.770063,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1751800130.305341,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751816004.919812,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751827875.288886,6,False
Europe/Berlin,breathingExercise,instagram,dismissedAppOpening,1751837330.6219912,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751837376.881473,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751881039.2998672,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751884777.4624162,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751885838.626481,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751885875.67518,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751896907.1933799,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751896986.6552172,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1751898056.6042929,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1751899204.099646,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1751899378.944264,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751905155.031736,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1751906941.504844,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751982190.9167361,6,False
Europe/Berlin,breathingExercise,instagram,dismissedAppOpening,1751982446.074311,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751982466.128325,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1751997005.743586,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752002516.6904988,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752003084.4948602,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1752006886.538368,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752046639.434772,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752049841.419714,6,False
Europe/Berlin,breathingExercise,pinterest,openedApp,1752050159.07413,6,False
Europe/Berlin,breathingExercise,pinterest,openedApp,1752050237.5283442,6,False
Europe/Berlin,breathingExercise,pinterest,dismissedAppOpening,1752050516.978787,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752059613.2220669,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752082109.035867,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752082370.312666,6,False
Europe/Berlin,breathingExercise,instagram,dismissedAppOpening,1752136652.8942208,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752136849.331088,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752146401.940151,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752152239.521799,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752163990.002928,6,False
Europe/Berlin,breathingExercise,snapchat,openedApp,1752166217.6769118,6,False
Europe/Berlin,breathingExercise,snapchat,dismissedAppOpening,1752166410.836866,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752172841.252996,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752232080.410743,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752232230.758134,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752257809.533541,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752269045.71527,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752308320.475682,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752316522.116288,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752316665.6310139,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752320728.703951,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752349759.11137,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752351455.06444,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1752351638.107434,6,False
Europe/Berlin,breathingExercise,youtube,openedApp,1752351740.187407,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752353912.537685,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752354135.2816381,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752418321.285564,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752501349.129776,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752515278.633234,6,False
Europe/Berlin,breathingExercise,instagram,openedApp,1752516505.1098828,6,False
