app,interventionType,timezone,resolution,timestamp,isReIntervention,interventionDuration,purpose
tikTok,breathingExercise,Europe/Stockholm,openedApp,1749986475.399009,False,6.0,Uttråkad
tikTok,breathingExercise,Europe/Stockholm,dismissedAppOpening,1749986656.478122,False,6.0,
tikTok,breathingExercise,Europe/Stockholm,openedApp,1749986678.742937,False,6.0,Uttråkad
tikTok,,Europe/Stockholm,closedApp,1749986876.5936642,False,,
tikTok,,Europe/Stockholm,closedApp,1749987239.174481,False,,
tikTok,breathingExercise,Europe/Stockholm,dismissedAppOpening,1749987362.3884501,False,6.0,
tikTok,breathingExercise,Europe/Stockholm,openedApp,1749987391.204992,False,6.0,Uttråkad
tikTok,,Europe/Stockholm,closedApp,1749988838.104146,False,,
tikTok,,Europe/Stockholm,closedApp,1749988947.937982,False,,
tikTok,breathingExercise,Europe/Stockholm,dismissedAppOpening,1749989114.4655461,False,6.0,
tikTok,breathingExercise,Europe/Stockholm,openedApp,1749989342.694087,False,6.0,Uttråkad
tikTok,,Europe/Stockholm,closedApp,1749990063.1934,False,,
tikTok,,Europe/Stockholm,closedApp,1749990221.0098882,False,,
tikTok,,Europe/Stockholm,closedApp,1749992168.377876,False,,
tikTok,,Europe/Stockholm,closedApp,1749995271.553832,False,,
tikTok,breathingExercise,Europe/Stockholm,dismissedAppOpening,1749995477.204472,False,6.0,
tikTok,breathingExercise,Europe/Stockholm,openedApp,1749999783.4875898,False,6.0,Söka information
tikTok,,Europe/Stockholm,closedApp,1749999831.692869,False,,
tikTok,breathingExercise,Europe/Stockholm,openedApp,1750010581.499401,False,6.0,Toalett
tikTok,,Europe/Stockholm,closedApp,1750010734.81816,False,,
tikTok,,Europe/Stockholm,closedApp,1750011048.372885,False,,
tikTok,breathingExercise,Europe/Stockholm,openedApp,1750011131.969513,False,6.0,Toalett
tikTok,,Europe/Stockholm,closedApp,1750011178.5990062,False,,
tikTok,breathingExercise,Europe/Stockholm,openedApp,1750011411.5415049,False,6.0,Toalett
tikTok,,Europe/Stockholm,closedApp,1750011582.1544409,False,,
tikTok,breathingExercise,Europe/Stockholm,openedApp,1750011986.848443,False,6.0,Toalett
tikTok,,Europe/Stockholm,closedApp,1750012398.9914188,False,,
tikTok,breathingExercise,Europe/Stockholm,dismissedAppOpening,1750017873.212103,False,6.0,
tikTok,breathingExercise,Europe/Stockholm,openedApp,1750017890.25907,False,6.0,Uttråkad
tikTok,,Europe/Stockholm,closedApp,1750017927.917583,False,,
tikTok,,Europe/Stockholm,closedApp,1750018379.871035,False,,
tikTok,,Europe/Stockholm,closedApp,1750019401.786505,False,,
tikTok,,Europe/Stockholm,closedApp,1750019575.04993,False,,
tikTok,,Europe/Stockholm,closedApp,1750019656.877661,False,,
tikTok,,Europe/Stockholm,closedApp,1750020111.0198522,False,,
tikTok,,Europe/Stockholm,closedApp,1750020474.9430861,False,,
tikTok,,Europe/Stockholm,closedApp,1750021723.894592,False,,
tikTok,breathingExercise,Europe/Stockholm,openedApp,1750022750.6387548,False,6.0,Uttråkad
tikTok,,Europe/Stockholm,closedApp,1750022964.607086,False,,
tikTok,,Europe/Stockholm,closedApp,1750023151.6158829,False,,
tikTok,breathingExercise,Europe/Stockholm,dismissedAppOpening,1750052396.399413,False,6.0,
tikTok,breathingExercise,Europe/Stockholm,openedApp,1750052650.616339,False,6.0,Uttråkad
tikTok,,Europe/Stockholm,closedApp,1750053043.7945771,False,,
tikTok,breathingExercise,Europe/Stockholm,openedApp,1750053262.812346,False,6.0,Uttråkad
tikTok,,Europe/Stockholm,closedApp,1750053369.589294,False,,
tikTok,breathingExercise,Europe/Stockholm,dismissedAppOpening,1750053471.377485,False,6.0,
tikTok,breathingExercise,Europe/Stockholm,openedApp,1750053701.662643,False,6.0,Uttråkad
tikTok,,Europe/Stockholm,closedApp,1750054800.1011028,False,,
tikTok,breathingExercise,Europe/Stockholm,dismissedAppOpening,1750054865.819226,False,6.0,
tikTok,breathingExercise,Europe/Stockholm,dismissedAppOpening,1750054897.880838,False,6.0,
tikTok,breathingExercise,Europe/Stockholm,dismissedAppOpening,1750055209.8877459,False,6.0,
tikTok,breathingExercise,Europe/Stockholm,openedApp,1750055252.5652099,False,6.0,Uttråkad
tikTok,,Europe/Stockholm,closedApp,1750056144.676862,False,,
tikTok,,Europe/Stockholm,closedApp,1750057004.6543999,False,,
tikTok,breathingExercise,Europe/Stockholm,openedApp,1750058885.859247,False,6.0,Uttråkad
tikTok,,Europe/Stockholm,closedApp,1750060110.503491,False,,
tikTok,,Europe/Stockholm,closedApp,1750060317.171412,False,,
tikTok,,Europe/Stockholm,closedApp,1750060407.607095,False,,
tikTok,,Europe/Stockholm,closedApp,1750060434.930789,False,,
tikTok,breathingExercise,Europe/Stockholm,dismissedAppOpening,1750060614.5580611,False,6.0,
tikTok,breathingExercise,Europe/Stockholm,openedApp,1750060633.423151,False,6.0,Uttråkad
tikTok,,Europe/Stockholm,closedApp,1750060935.323379,False,,
tikTok,,Europe/Stockholm,closedApp,1750060953.5227308,False,,
tikTok,,Europe/Stockholm,closedApp,1750062810.857751,False,,
tikTok,,Europe/Stockholm,closedApp,1750062911.717157,False,,
tikTok,,Europe/Stockholm,closedApp,1750063312.807732,False,,
tikTok,,Europe/Stockholm,closedApp,1750063736.559527,False,,
tikTok,breathingExercise,Europe/Stockholm,openedApp,1750065343.952662,False,6.0,Uttråkad
tikTok,,Europe/Stockholm,closedApp,1750065406.374744,False,,
tikTok,,Europe/Stockholm,closedApp,1750065834.9116101,False,,
tikTok,,Europe/Stockholm,closedApp,1750065964.905824,False,,
tikTok,,Europe/Stockholm,closedApp,1750066438.006887,False,,
tikTok,breathingExercise,Europe/Stockholm,dismissedAppOpening,1750079581.561095,False,6.0,
tikTok,breathingExercise,Europe/Stockholm,openedApp,1750079598.796915,False,6.0,Uttråkad
tikTok,breathingExercise,Europe/Stockholm,dismissedAppOpening,1750080988.9512892,False,6.0,
tikTok,,Europe/Stockholm,closedApp,1750079652.839328,False,,
tikTok,,Europe/Stockholm,closedApp,1750079703.955662,False,,
tikTok,breathingExercise,Europe/Stockholm,openedApp,1750081164.913336,False,6.0,Uttråkad
tikTok,,Europe/Stockholm,closedApp,1750081187.1933498,False,,
tikTok,,Europe/Stockholm,closedApp,1750081253.7856522,False,,
tikTok,,Europe/Stockholm,closedApp,1750081297.1220489,False,,
tikTok,breathingExercise,Europe/Stockholm,dismissedAppOpening,1750081661.51897,False,6.0,
tikTok,breathingExercise,Europe/Stockholm,openedApp,1750081678.73112,False,6.0,Uttråkad
tikTok,,Europe/Stockholm,closedApp,1750082766.935087,False,,
tikTok,,Europe/Stockholm,closedApp,1750082906.945174,False,,
tikTok,breathingExercise,Europe/Stockholm,openedApp,1750083294.17255,False,6.0,Uttråkad
tikTok,breathingExercise,Europe/Stockholm,dismissedAppOpening,1750083374.265513,False,6.0,
tikTok,breathingExercise,Europe/Stockholm,openedApp,1750083415.274301,False,6.0,Uttråkad
tikTok,,Europe/Copenhagen,closedApp,1750083428.966177,False,,
tikTok,,Europe/Copenhagen,closedApp,1750083828.837988,False,,
tikTok,breathingExercise,Europe/Copenhagen,openedApp,1750097331.590819,False,6.0,Uttråkad
tikTok,,Europe/Copenhagen,closedApp,1750097345.441918,False,,
tikTok,breathingExercise,Europe/Copenhagen,dismissedAppOpening,1750107172.756219,False,6.0,
tikTok,breathingExercise,Europe/Copenhagen,dismissedAppOpening,1750108938.29245,False,6.0,
tikTok,breathingExercise,Europe/Madrid,openedApp,1750121185.591253,False,6.0,Uttråkad
tikTok,,Europe/Madrid,closedApp,1750121225.1544619,False,,
tikTok,breathingExercise,Europe/Madrid,dismissedAppOpening,1750121352.7440128,False,6.0,
tikTok,breathingExercise,Europe/Madrid,dismissedAppOpening,1750121355.27101,False,6.0,
tikTok,breathingExercise,Europe/Madrid,openedApp,1750121410.561666,False,6.0,Uttråkad
tikTok,,Europe/Madrid,closedApp,1750121607.443047,False,,
tikTok,,Europe/Madrid,closedApp,1750121614.332015,False,,
tikTok,breathingExercise,Europe/Madrid,dismissedAppOpening,1750143483.603887,False,6.0,
tikTok,breathingExercise,Europe/Madrid,dismissedAppOpening,1750143591.049487,False,6.0,
tikTok,breathingExercise,Europe/Madrid,dismissedAppOpening,1750143607.946995,False,6.0,
tikTok,breathingExercise,Europe/Madrid,dismissedAppOpening,1750145246.8936,False,6.0,
tikTok,breathingExercise,Europe/Madrid,dismissedAppOpening,1750145382.608436,False,6.0,
tikTok,breathingExercise,Europe/Madrid,openedApp,1750153397.849606,False,6.0,Uttråkad
tikTok,,Europe/Madrid,closedApp,1750153429.779307,False,,
tikTok,,Europe/Madrid,closedApp,1750153460.9453158,False,,
tikTok,breathingExercise,Europe/Madrid,dismissedAppOpening,1750161571.562721,False,6.0,
tikTok,breathingExercise,Europe/Madrid,openedApp,1750181288.441773,False,6.0,Uttråkad
tikTok,breathingExercise,Europe/Madrid,dismissedAppOpening,1750181683.078701,False,6.0,
tikTok,breathingExercise,Europe/Madrid,dismissedAppOpening,1750181685.301728,False,6.0,
tikTok,breathingExercise,Europe/Madrid,openedApp,1750181704.403462,False,6.0,Söka information
tikTok,,Europe/Madrid,closedApp,1750181761.781105,False,,
tikTok,,Europe/Madrid,closedApp,1750181837.240339,False,,
tikTok,breathingExercise,Europe/Madrid,dismissedAppOpening,1750185530.262134,False,6.0,
tikTok,breathingExercise,Europe/Madrid,dismissedAppOpening,1750185531.735039,False,6.0,
tikTok,breathingExercise,Europe/Madrid,openedApp,1750187633.5420399,False,6.0,Söka information
tikTok,breathingExercise,Europe/Madrid,openedApp,1750187720.8809772,False,6.0,Söka information
tikTok,,Europe/Madrid,closedApp,1750187754.5682158,False,,
tikTok,,Europe/Madrid,closedApp,1750187773.5349731,False,,
tikTok,breathingExercise,Europe/Madrid,openedApp,1750188011.530729,False,6.0,Uttråkad
tikTok,,Europe/Madrid,closedApp,1750188066.487831,False,,
tikTok,,Europe/Madrid,closedApp,1750188128.665237,False,,
tikTok,,Europe/Madrid,closedApp,1750188189.165283,False,,
tikTok,,Europe/Madrid,closedApp,1750188370.3864288,False,,
tikTok,,Europe/Madrid,closedApp,1750188724.2634768,False,,
tikTok,breathingExercise,Europe/Madrid,dismissedAppOpening,1750188809.0124822,False,6.0,
tikTok,breathingExercise,Europe/Madrid,dismissedAppOpening,1750190238.2067251,False,6.0,
tikTok,breathingExercise,Europe/Madrid,dismissedAppOpening,1750190241.183642,False,6.0,
tikTok,breathingExercise,Europe/Madrid,dismissedAppOpening,1750196328.840983,False,6.0,
tikTok,breathingExercise,Europe/Madrid,dismissedAppOpening,1750196909.623276,False,6.0,
tikTok,breathingExercise,Europe/Madrid,openedApp,1750196927.599976,False,6.0,Toalett
tikTok,,Europe/Madrid,closedApp,1750197381.8302631,False,,
tikTok,,Europe/Madrid,closedApp,1750197416.861806,False,,
tikTok,,Europe/Madrid,closedApp,1750197524.052806,False,,
tikTok,,Europe/Madrid,closedApp,1750197927.182506,False,,
tikTok,,Europe/Madrid,closedApp,1750197947.078481,False,,
tikTok,,Europe/Madrid,closedApp,1750198041.3476648,False,,
tikTok,breathingExercise,Europe/Madrid,openedApp,1750198137.44645,False,6.0,Uttråkad
tikTok,,Europe/Madrid,closedApp,1750198727.3029718,False,,
tikTok,breathingExercise,Europe/Madrid,dismissedAppOpening,1750201833.399821,False,6.0,
tikTok,breathingExercise,Europe/Madrid,openedApp,1750201858.536982,False,6.0,Uttråkad
