resolution,app,interventionType,isReIntervention,interventionDuration,timezone,timestamp
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752941124.493485
closedApp,instagram,,False,,Europe/Bucharest,1752941219.5022058
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752941268.827705
closedApp,instagram,,False,,Europe/Bucharest,1752941361.5835571
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752941391.2518082
closedApp,instagram,,False,,Europe/Bucharest,1752941469.535402
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752941631.818328
closedApp,instagram,,False,,Europe/Bucharest,1752942121.575636
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752942164.646891
closedApp,instagram,,False,,Europe/Bucharest,1752942264.3308768
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752942284.439447
closedApp,instagram,,False,,Europe/Bucharest,1752942883.520586
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752942926.834269
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752942951.060298
closedApp,instagram,,False,,Europe/Bucharest,1752943031.821086
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752943135.764308
closedApp,instagram,,False,,Europe/Bucharest,1752943321.46755
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752943383.840989
closedApp,instagram,,False,,Europe/Bucharest,1752943782.742028
closedApp,instagram,,False,,Europe/Bucharest,1752944210.163971
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752944298.907567
closedApp,instagram,,False,,Europe/Bucharest,1752944477.447743
closedApp,instagram,,False,,Europe/Bucharest,1752945079.566324
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752945098.812498
closedApp,instagram,,False,,Europe/Bucharest,1752945137.981728
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752945166.921138
closedApp,instagram,,False,,Europe/Bucharest,1752945433.655201
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752945468.844403
closedApp,instagram,,False,,Europe/Bucharest,1752945513.3303819
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752945550.175941
closedApp,instagram,,False,,Europe/Bucharest,1752946205.5598822
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752946223.920226
closedApp,instagram,,False,,Europe/Bucharest,1752946601.730902
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752946634.331634
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752947808.58033
closedApp,instagram,,False,,Europe/Bucharest,1752947886.535781
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752948040.595375
closedApp,instagram,,False,,Europe/Bucharest,1752948984.083722
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752949111.73365
closedApp,instagram,,False,,Europe/Bucharest,1752949373.207906
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752949410.7684798
closedApp,instagram,,False,,Europe/Bucharest,1752950452.4461021
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752950496.870524
closedApp,instagram,,False,,Europe/Bucharest,1752950749.864712
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752951134.296173
closedApp,instagram,,False,,Europe/Bucharest,1752952542.258826
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752952945.98206
closedApp,instagram,,False,,Europe/Bucharest,1752952987.4353008
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752953185.057407
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752953336.335912
closedApp,instagram,,False,,Europe/Bucharest,1752953423.383378
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752955973.744104
closedApp,instagram,,False,,Europe/Bucharest,1752956425.398035
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752957213.542996
closedApp,instagram,,False,,Europe/Bucharest,1752957281.770659
closedApp,instagram,,False,,Europe/Bucharest,1752957478.7627811
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752957611.0271502
closedApp,instagram,,False,,Europe/Bucharest,1752957692.379396
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752957822.3764172
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752957870.340613
closedApp,instagram,,False,,Europe/Bucharest,1752957950.689786
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752958653.869954
closedApp,instagram,,False,,Europe/Bucharest,1752958745.6148992
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752958857.194045
closedApp,instagram,,False,,Europe/Bucharest,1752959551.092822
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752959571.721929
closedApp,instagram,,False,,Europe/Bucharest,1752960198.7708302
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752960286.0336099
closedApp,instagram,,False,,Europe/Bucharest,1752960330.454543
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752960445.0848851
closedApp,instagram,,False,,Europe/Bucharest,1752960552.714902
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752960595.597632
closedApp,instagram,,False,,Europe/Bucharest,1752960634.132448
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752960668.914719
closedApp,instagram,,False,,Europe/Bucharest,1752961358.8163471
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752961394.655947
closedApp,instagram,,False,,Europe/Bucharest,1752962738.600995
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752962762.16379
closedApp,instagram,,False,,Europe/Bucharest,1752964423.874816
closedApp,instagram,,False,,Europe/Bucharest,1752964425.972468
closedApp,instagram,,False,,Europe/Bucharest,1752964597.8895001
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752965689.590584
closedApp,instagram,,False,,Europe/Bucharest,1752965725.247575
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752966086.9761271
closedApp,instagram,,False,,Europe/Bucharest,1752966180.4058409
closedApp,instagram,,False,,Europe/Bucharest,1752966908.275375
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752993403.116329
closedApp,instagram,,False,,Europe/Bucharest,1752993493.8754802
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752995832.166534
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752996222.5202498
closedApp,instagram,,False,,Europe/Bucharest,1752996267.632944
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752996284.5594702
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1752997265.312628
closedApp,instagram,,False,,Europe/Bucharest,1752997380.517669
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753000363.7331061
closedApp,instagram,,False,,Europe/Bucharest,1753002116.4516191
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753002137.42886
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753004217.5400882
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753004234.174955
closedApp,instagram,,False,,Europe/Bucharest,1753004274.192672
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753004294.235606
closedApp,instagram,,False,,Europe/Bucharest,1753004373.116308
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753007085.9829721
closedApp,instagram,,False,,Europe/Bucharest,1753008047.549222
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753008187.681981
closedApp,instagram,,False,,Europe/Bucharest,1753008235.703901
closedApp,instagram,,False,,Europe/Bucharest,1753008451.309232
closedApp,instagram,,False,,Europe/Bucharest,1753009032.639425
closedApp,instagram,,False,,Europe/Bucharest,1753009392.569484
closedApp,instagram,,False,,Europe/Bucharest,1753009455.57979
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753011288.038338
closedApp,instagram,,False,,Europe/Bucharest,1753011517.509846
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753014251.6885362
closedApp,instagram,,False,,Europe/Bucharest,1753014368.837946
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753014426.4441528
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753014446.269052
closedApp,instagram,,False,,Europe/Bucharest,1753014474.337863
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753014525.106196
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753014543.079848
closedApp,instagram,,False,,Europe/Bucharest,1753014603.569308
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753014616.1231399
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753014617.981392
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753014713.3782
closedApp,instagram,,False,,Europe/Bucharest,1753014795.813432
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753015007.713367
closedApp,instagram,,False,,Europe/Bucharest,1753015089.201633
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753015204.508131
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753015223.3068252
closedApp,instagram,,False,,Europe/Bucharest,1753015264.4666328
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753015286.789641
closedApp,instagram,,False,,Europe/Bucharest,1753015568.038793
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753015590.523203
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753015620.2234879
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753015658.6595721
closedApp,instagram,,False,,Europe/Bucharest,1753015787.550514
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753015998.8455482
closedApp,instagram,,False,,Europe/Bucharest,1753016745.548737
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753018995.013941
closedApp,instagram,,False,,Europe/Bucharest,1753019206.007541
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753019231.767184
closedApp,instagram,,False,,Europe/Bucharest,1753019323.595749
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753019533.206392
closedApp,instagram,,False,,Europe/Bucharest,1753019590.081608
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753022709.4848661
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753022732.809101
closedApp,instagram,,False,,Europe/Bucharest,1753022784.4718409
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753022855.846727
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753023587.8044438
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753024672.010958
closedApp,instagram,,False,,Europe/Bucharest,1753022899.002747
closedApp,instagram,,False,,Europe/Bucharest,1753023426.7558
closedApp,instagram,,False,,Europe/Bucharest,1753023539.386444
closedApp,instagram,,False,,Europe/Bucharest,1753023709.1271892
closedApp,instagram,,False,,Europe/Bucharest,1753023899.622591
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753024915.2272558
closedApp,instagram,,False,,Europe/Bucharest,1753024979.286155
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753025151.654032
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753025168.4495249
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753025183.056735
closedApp,instagram,,False,,Europe/Bucharest,1753025228.892914
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753025692.101297
closedApp,instagram,,False,,Europe/Bucharest,1753025718.062073
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753026110.94752
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753026862.341445
closedApp,instagram,,False,,Europe/Bucharest,1753026892.033073
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753027351.688363
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753027450.137326
closedApp,instagram,,False,,Europe/Bucharest,1753027466.695647
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753027719.663797
closedApp,instagram,,False,,Europe/Bucharest,1753027745.2428079
closedApp,instagram,,False,,Europe/Bucharest,1753027875.062011
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753027896.095473
closedApp,instagram,,False,,Europe/Bucharest,1753027936.444687
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753027980.958311
closedApp,instagram,,False,,Europe/Bucharest,1753027998.8676748
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753030343.6433249
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753030459.877564
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753032110.124436
closedApp,instagram,,False,,Europe/Bucharest,1753030503.977272
closedApp,instagram,,False,,Europe/Bucharest,1753032101.2438579
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753032125.78163
closedApp,instagram,,False,,Europe/Bucharest,1753032152.483127
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753032315.226753
closedApp,instagram,,False,,Europe/Bucharest,1753032330.525848
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753032385.26998
closedApp,instagram,,False,,Europe/Bucharest,1753032408.339879
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753032609.4909592
closedApp,instagram,,False,,Europe/Bucharest,1753032653.94803
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753032895.663704
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753033053.878292
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753033780.0809941
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753033850.249312
closedApp,instagram,,False,,Europe/Bucharest,1753033889.070926
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753034972.205203
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753035009.060627
closedApp,instagram,,False,,Europe/Bucharest,1753035035.79538
closedApp,instagram,,False,,Europe/Bucharest,1753035220.257639
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753038646.086183
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753039832.399827
closedApp,instagram,,False,,Europe/Bucharest,1753039854.390398
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753039899.2419581
closedApp,instagram,,False,,Europe/Bucharest,1753039949.988322
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753039971.0016088
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753040139.448369
closedApp,instagram,,False,,Europe/Bucharest,1753040165.315219
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753040366.793742
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753040387.3582258
closedApp,instagram,,False,,Europe/Bucharest,1753040428.445915
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753040569.762097
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753041271.8168612
closedApp,instagram,,False,,Europe/Bucharest,1753041409.745728
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753041646.821773
closedApp,instagram,,False,,Europe/Bucharest,1753041816.157758
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753041918.6611462
closedApp,instagram,,False,,Europe/Bucharest,1753042008.7566571
closedApp,instagram,,False,,Europe/Bucharest,1753042037.742663
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753042137.7665129
closedApp,instagram,,False,,Europe/Bucharest,1753042481.457186
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753042525.290793
closedApp,instagram,,False,,Europe/Bucharest,1753042543.997479
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753042592.699551
closedApp,instagram,,False,,Europe/Bucharest,1753042985.0238318
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753043066.594122
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753043173.013156
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753044212.907083
closedApp,instagram,,False,,Europe/Bucharest,1753044039.812264
closedApp,instagram,,False,,Europe/Bucharest,1753045067.5311232
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753045113.9323192
closedApp,instagram,,False,,Europe/Bucharest,1753045264.724029
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753045318.396359
closedApp,instagram,,False,,Europe/Bucharest,1753045457.0444431
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753045722.977024
closedApp,instagram,,False,,Europe/Bucharest,1753045841.039503
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753046051.307457
closedApp,instagram,,False,,Europe/Bucharest,1753046111.2495499
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753046226.914633
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753046251.093962
closedApp,instagram,,False,,Europe/Bucharest,1753046323.495451
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753046595.0355802
closedApp,instagram,,False,,Europe/Bucharest,1753046703.179106
closedApp,instagram,,False,,Europe/Bucharest,1753046781.436068
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753046854.958562
closedApp,instagram,,False,,Europe/Bucharest,1753046947.788717
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753048394.94256
closedApp,instagram,,False,,Europe/Bucharest,1753048502.315417
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753048516.251534
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753048539.882213
closedApp,instagram,,False,,Europe/Bucharest,1753048747.213757
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753048844.168491
closedApp,instagram,,False,,Europe/Bucharest,1753049009.326668
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753049184.7571359
closedApp,instagram,,False,,Europe/Bucharest,1753049239.949811
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753049354.403144
closedApp,instagram,,False,,Europe/Bucharest,1753049386.811846
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753050088.402357
closedApp,instagram,,False,,Europe/Bucharest,1753050163.642443
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753050490.7823138
closedApp,instagram,,False,,Europe/Bucharest,1753050626.810812
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753083059.155497
closedApp,instagram,,False,,Europe/Bucharest,1753083309.113899
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753086899.90921
closedApp,instagram,,False,,Europe/Bucharest,1753087728.493094
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753088078.375695
closedApp,instagram,,False,,Europe/Bucharest,1753088270.53708
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753088351.479171
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753088632.587678
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753088895.084748
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753089236.693527
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753089905.975076
closedApp,instagram,,False,,Europe/Bucharest,1753088377.422972
closedApp,instagram,,False,,Europe/Bucharest,1753088707.364544
closedApp,instagram,,False,,Europe/Bucharest,1753088729.8323998
closedApp,instagram,,False,,Europe/Bucharest,1753088945.137147
closedApp,instagram,,False,,Europe/Bucharest,1753089278.39086
closedApp,instagram,,False,,Europe/Bucharest,1753090061.848878
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753092104.406127
closedApp,instagram,,False,,Europe/Bucharest,1753092504.265585
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753093281.3251119
closedApp,instagram,,False,,Europe/Bucharest,1753093300.079586
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753094114.739299
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753094181.249069
closedApp,instagram,,False,,Europe/Bucharest,1753094205.23205
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753095384.9519749
closedApp,instagram,,False,,Europe/Bucharest,1753095472.685499
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753095636.841795
closedApp,instagram,,False,,Europe/Bucharest,1753095701.762809
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753096141.130106
closedApp,instagram,,False,,Europe/Bucharest,1753096359.311204
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753096490.807117
closedApp,instagram,,False,,Europe/Bucharest,1753096547.196358
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753100356.0357509
closedApp,instagram,,False,,Europe/Bucharest,1753100634.6439672
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753103682.9557118
closedApp,instagram,,False,,Europe/Bucharest,1753103743.560113
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753104049.802571
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753104339.410433
closedApp,instagram,,False,,Europe/Bucharest,1753104470.6522079
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753104494.433286
closedApp,instagram,,False,,Europe/Bucharest,1753104513.246428
closedApp,instagram,,False,,Europe/Bucharest,1753104746.934083
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753106986.87554
closedApp,instagram,,False,,Europe/Bucharest,1753107007.653811
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753107629.8153481
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753107767.137924
closedApp,instagram,,False,,Europe/Bucharest,1753107828.4331288
closedApp,instagram,,False,,Europe/Bucharest,1753108918.536098
closedApp,instagram,,False,,Europe/Bucharest,1753109208.310295
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753109706.074228
closedApp,instagram,,False,,Europe/Bucharest,1753109725.195461
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753109843.178191
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753110642.075444
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753110775.628623
closedApp,instagram,,False,,Europe/Bucharest,1753111102.334266
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753111193.453394
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753111521.65516
closedApp,instagram,,False,,Europe/Bucharest,1753111798.9490461
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753111868.705658
closedApp,instagram,,False,,Europe/Bucharest,1753111964.057479
closedApp,instagram,,False,,Europe/Bucharest,1753112006.951936
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753113078.186092
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753118703.362148
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753118779.4894938
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753118793.210613
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753119593.116595
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753121777.848944
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753121820.758502
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753122831.375661
closedApp,instagram,,False,,Europe/Bucharest,1753123019.11618
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753124056.435468
closedApp,instagram,,False,,Europe/Bucharest,1753124088.876093
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753124228.784363
closedApp,instagram,,False,,Europe/Bucharest,1753124258.798088
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753124406.687899
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753125022.570475
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753125148.216891
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753125375.629675
closedApp,instagram,,False,,Europe/Bucharest,1753125415.791048
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753126706.840763
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753126765.6330981
closedApp,instagram,,False,,Europe/Bucharest,1753126907.2891831
closedApp,instagram,,False,,Europe/Bucharest,1753127005.5378618
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753127064.2846231
closedApp,instagram,,False,,Europe/Bucharest,1753127203.8378038
closedApp,instagram,,False,,Europe/Bucharest,1753127448.20906
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753128622.837977
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753128767.336663
closedApp,instagram,,False,,Europe/Bucharest,1753128817.620336
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753128858.362855
closedApp,instagram,,False,,Europe/Bucharest,1753128941.956448
closedApp,instagram,,False,,Europe/Bucharest,1753129000.101472
closedApp,instagram,,False,,Europe/Bucharest,1753129007.022283
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753129143.6678782
closedApp,instagram,,False,,Europe/Bucharest,1753129213.563682
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753129242.3626862
closedApp,instagram,,False,,Europe/Bucharest,1753129286.283856
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753129306.80518
closedApp,instagram,,False,,Europe/Bucharest,1753129386.118921
closedApp,instagram,,False,,Europe/Bucharest,1753129463.12078
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753129537.97663
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753130201.616374
closedApp,instagram,,False,,Europe/Bucharest,1753130426.6477761
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753130468.0548491
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753130532.714127
closedApp,instagram,,False,,Europe/Bucharest,1753130600.134275
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753130864.0559092
closedApp,instagram,,False,,Europe/Bucharest,1753131211.852431
closedApp,instagram,,False,,Europe/Bucharest,1753131296.203683
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753131744.4417
closedApp,instagram,,False,,Europe/Bucharest,1753131792.442692
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753131818.709935
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753132683.4654012
closedApp,instagram,,False,,Europe/Bucharest,1753132769.644856
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753132813.6592531
closedApp,instagram,,False,,Europe/Bucharest,1753132853.048552
dismissedAppOpening,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753132907.3273392
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753133031.629343
closedApp,instagram,,False,,Europe/Bucharest,1753133154.943921
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753133178.9815311
closedApp,instagram,,False,,Europe/Bucharest,1753133312.679466
openedApp,instagram,breathingExercise,False,6.0,Europe/Bucharest,1753133611.113436
closedApp,instagram,,False,,Europe/Bucharest,1753133685.502339
