resolution,interventionDuration,timestamp,interventionType,timezone,isReIntervention,app,purpose,timeIntervalUntilReIntervention,terminationReason
dismissedAppOpening,3.0,1749490922.1278481,donatusStudy,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749494440.4674659,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749516422.371368,donatusStudy,Asia/Kolkata,0.0,youtube,Message,,
closedApp,,1749516469.034848,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749519578.73903,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749523165.56949,,Asia/Kolkata,0.0,youtube,,,
dismissedAppOpening,3.0,1749525639.389235,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749527655.178187,donatusStudy,Asia/Kolkata,0.0,youtube,Message,,
closedApp,,1749527863.0759711,,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749529236.589769,donatusStudy,Asia/Kolkata,0.0,youtube,Search Info,,
closedApp,,1749529750.379983,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749530213.47093,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749532270.887003,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749532623.623615,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749533923.3837981,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749534105.6402369,,Asia/Kolkata,0.0,youtube,,,
dismissedAppOpening,3.0,1749537441.771013,donatusStudy,Asia/Kolkata,0.0,youtube,,,
dismissedAppOpening,3.0,1749537553.323528,donatusStudy,Asia/Kolkata,0.0,youtube,,,
dismissedByStructuredIntervention,,1749539377.383827,structured,Asia/Kolkata,0.0,youtube,,,
dismissedByStructuredIntervention,,1749539380.773254,structured,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749539413.617069,donatusStudy,Asia/Kolkata,0.0,youtube,Message,,
dismissedByStructuredIntervention,,1749539413.753149,structured,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749539705.245285,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749542583.18499,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749543089.371675,,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749543101.681306,donatusStudy,Asia/Kolkata,0.0,instagram,Can’t sleep,1800.0,
openedApp,3.0,1749543113.7361789,donatusStudy,Asia/Kolkata,0.0,instagram,Toilet,,
closedApp,,1749544875.6829839,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749544894.014193,donatusStudy,Asia/Kolkata,0.0,instagram,Message,,
openedApp,3.0,1749544918.386609,donatusStudy,Asia/Kolkata,1.0,instagram,Toilet,1800.0,
dismissedByStructuredIntervention,,1749552720.569907,structured,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749545336.9126902,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749552740.8627548,donatusStudy,Asia/Kolkata,0.0,instagram,Message,1800.0,
dismissedByStructuredIntervention,,1749552741.0861712,structured,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749553321.54073,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749553536.391827,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749553920.9055839,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749553926.9716191,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749553999.5400538,donatusStudy,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749554174.844753,donatusStudy,Asia/Kolkata,0.0,instagram,Message,1800.0,
closedApp,,1749554287.0973802,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749554485.698104,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749554578.654917,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749554587.5032392,donatusStudy,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749554791.117163,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749554802.300178,donatusStudy,Asia/Kolkata,0.0,instagram,Message,,
closedApp,,1749554873.118579,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749555071.765497,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749555802.576357,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749561522.088444,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749561531.545682,donatusStudy,Asia/Kolkata,0.0,instagram,Message,,
closedApp,,1749561726.8974109,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749562329.539973,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749562380.971636,donatusStudy,Asia/Kolkata,0.0,youtube,Message,,
closedApp,,1749562423.798524,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749562926.528791,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749563464.0709372,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749565355.333294,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749565507.1802511,,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749565879.7653332,donatusStudy,Asia/Kolkata,0.0,instagram,Search Info,,
closedApp,,1749565909.469819,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749565911.713087,donatusStudy,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749565947.308631,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749566075.79284,donatusStudy,Asia/Kolkata,0.0,instagram,Message,1800.0,
closedApp,,1749566117.171865,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749566144.424193,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749570380.150578,donatusStudy,Asia/Kolkata,0.0,instagram,Message,900.0,
closedApp,,1749570398.826721,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749570433.336409,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749574630.326215,donatusStudy,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749577294.760592,donatusStudy,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749577320.073121,donatusStudy,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749577419.076645,donatusStudy,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749598399.418137,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749603560.7987561,donatusStudy,Asia/Kolkata,0.0,instagram,Message,1800.0,
openedApp,3.0,1749603575.468083,donatusStudy,Asia/Kolkata,0.0,instagram,Message,,
openedApp,3.0,1749603703.376596,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,1800.0,
closedApp,,1749603604.960752,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749603820.789578,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749605067.8770862,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749605353.3219218,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749605365.7511601,donatusStudy,Asia/Kolkata,0.0,instagram,Message,1800.0,
closedApp,,1749606010.188363,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749606021.935421,donatusStudy,Asia/Kolkata,0.0,youtube,Escape / Avoid,,
closedApp,,1749606230.901772,,Asia/Kolkata,0.0,youtube,,,
dismissedAppOpening,3.0,1749606957.074214,donatusStudy,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749612431.460227,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749612453.1169472,donatusStudy,Asia/Kolkata,0.0,instagram,Message,1800.0,
closedApp,,1749612963.1243892,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749618454.427731,donatusStudy,Asia/Kolkata,0.0,instagram,Toilet,1740.0,
closedApp,,1749618517.26719,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749621204.1117191,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749622150.300037,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749622310.045731,donatusStudy,Asia/Kolkata,0.0,instagram,Message,1800.0,
closedApp,,1749622374.441407,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749622384.02309,donatusStudy,Asia/Kolkata,0.0,youtube,Toilet,,
closedApp,,1749622758.164599,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749623036.775228,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749623251.931058,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749623382.7518358,,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749623593.460366,donatusStudy,Asia/Kolkata,0.0,youtube,Relax,,
closedApp,,1749626131.107243,,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749626253.993521,donatusStudy,Asia/Kolkata,0.0,instagram,Search Info,1800.0,
closedApp,,1749627078.29527,,Asia/Kolkata,0.0,instagram,,,
openedApp,,1749627017.233467,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749627077.233468,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,,1749627077.233468,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749628111.662743,donatusStudy,Asia/Kolkata,0.0,instagram,Message,420.0,
openedApp,3.0,1749628126.003263,donatusStudy,Asia/Kolkata,0.0,instagram,Search Info,,
closedApp,,1749628153.982141,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749628436.235007,donatusStudy,Asia/Kolkata,0.0,youtube,Entertainment,,
closedApp,,1749628469.4108639,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749634842.5070481,,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749634893.022084,donatusStudy,Asia/Kolkata,0.0,instagram,Message,,
closedApp,,1749638964.5499601,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749640513.272629,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749648242.7518501,donatusStudy,Asia/Kolkata,0.0,instagram,Message,420.0,
closedApp,,1749648298.779628,,Asia/Kolkata,0.0,instagram,,,
openedApp,,1749648237.658771,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749648297.658771,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,,1749648297.658771,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749648369.5700278,donatusStudy,Asia/Kolkata,0.0,instagram,Entertainment,1800.0,
openedApp,3.0,1749648382.359108,donatusStudy,Asia/Kolkata,0.0,instagram,Relax,,
closedApp,,1749648428.387752,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749648785.297616,donatusStudy,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749649010.013363,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749654644.556355,donatusStudy,Asia/Kolkata,0.0,youtube,Message,,
closedApp,,1749654708.773981,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749655383.872896,,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749655618.871762,donatusStudy,Asia/Kolkata,0.0,instagram,Message,1800.0,
closedApp,,1749655689.6258612,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749655693.2822099,donatusStudy,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749686929.969065,donatusStudy,Asia/Kolkata,0.0,instagram,Message,1800.0,
closedApp,,1749686950.6904202,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749687371.799646,donatusStudy,Asia/Kolkata,0.0,youtube,Message,,
closedApp,,1749687912.948752,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749688649.557701,,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749689068.607897,donatusStudy,Asia/Kolkata,0.0,youtube,Escape / Avoid,,
closedApp,,1749689454.910235,,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749689488.2532,donatusStudy,Asia/Kolkata,0.0,instagram,Message,600.0,
closedApp,,1749689892.319628,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749689902.783492,donatusStudy,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749690527.6636062,donatusStudy,Asia/Kolkata,0.0,instagram,Message,420.0,
dismissedAppOpening,3.0,1749691032.052472,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749692133.705281,donatusStudy,Asia/Kolkata,0.0,instagram,Message,360.0,
closedApp,,1749692185.598792,,Asia/Kolkata,0.0,instagram,,,
openedApp,,1749692124.762107,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749692184.7621078,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,,1749692184.7621078,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749692188.099427,donatusStudy,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749692200.542697,donatusStudy,Asia/Kolkata,0.0,youtube,Message,,
closedApp,,1749692617.954237,,Asia/Kolkata,0.0,youtube,,,
dismissedAppOpening,3.0,1749692731.1615782,donatusStudy,Asia/Kolkata,0.0,youtube,,,
dismissedAppOpening,3.0,1749692738.643894,donatusStudy,Asia/Kolkata,0.0,youtube,,,
,,1749692779.495846,,,,,,,terminatedByUser
