isReIntervention,resolution,app,timezone,timestamp,purpose,interventionDuration,interventionType
False,closedApp,linkedin,Europe/Brussels,1750667438.687428,,,
False,closedApp,linkedin,Europe/Brussels,1750667443.981848,,,
False,dismissedAppOpening,microsoftTeams,Europe/Brussels,1750670263.703584,,3.0,breathingExercise
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1750674574.612173,,,structured
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1750677980.374916,,,structured
False,dismissedAppOpening,microsoftTeams,Europe/Brussels,1750680275.1223521,,3.0,breathingExercise
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1750681903.1714911,,,structured
False,closedApp,linkedin,Europe/Brussels,1750680702.477557,,,
False,closedApp,linkedin,Europe/Brussels,1750680707.040508,,,
False,closedApp,linkedin,Europe/Brussels,1750680713.617763,,,
False,closedApp,linkedin,Europe/Brussels,1750680720.6745129,,,
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1750681906.122128,,,structured
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1750695410.77229,,,structured
False,dismissedAppOpening,microsoftTeams,Europe/Brussels,1750696012.963589,,3.0,breathingExercise
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1750696013.009224,,,structured
False,openedApp,microsoftTeams,Europe/Brussels,1750704362.864815,Bericht,3.0,breathingExercise
False,closedApp,linkedin,Europe/Brussels,1750705463.957464,,,
False,openedApp,microsoftTeams,Europe/Brussels,1750710218.685262,Bericht,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1750738074.542718,Bericht,3.0,breathingExercise
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1750775486.63699,,,structured
False,openedApp,microsoftTeams,Europe/Brussels,1750775503.946501,Bericht,3.0,breathingExercise
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1750775504.044004,,,structured
False,openedApp,microsoftTeams,Europe/Brussels,1750775848.763663,Bericht,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1750775986.127861,Bericht,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1750776104.687532,Bericht,3.0,breathingExercise
False,closedApp,linkedin,Europe/Brussels,1750776309.499837,,,
False,closedApp,linkedin,Europe/Brussels,1750776331.081475,,,
False,closedApp,linkedin,Europe/Brussels,1750776342.072633,,,
False,openedApp,microsoftTeams,Europe/Brussels,1750776603.5083709,Bericht,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1750777510.574243,Bericht,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1750778212.9727612,Bericht,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1750778813.761147,Bericht,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1750780685.9684892,Blijf in de lus,3.0,breathingExercise
False,closedApp,linkedin,Europe/Brussels,1750780712.284226,,,
False,closedApp,linkedin,Europe/Brussels,1750780715.2896109,,,
False,closedApp,linkedin,Europe/Brussels,1750780777.197336,,,
False,closedApp,linkedin,Europe/Brussels,1750780844.759661,,,
False,closedApp,linkedin,Europe/Brussels,1750783394.666636,,,
False,closedApp,linkedin,Europe/Brussels,1750783400.8997211,,,
False,closedApp,linkedin,Europe/Brussels,1750783488.2421288,,,
False,closedApp,linkedin,Europe/Brussels,1750783531.2037559,,,
False,closedApp,linkedin,Europe/Brussels,1750783563.640419,,,
False,openedApp,microsoftTeams,Europe/Brussels,1750785061.340959,Post iets,3.0,breathingExercise
False,closedApp,linkedin,Europe/Brussels,1750785145.0075722,,,
False,dismissedAppOpening,microsoftTeams,Europe/Brussels,1750786032.454852,,3.0,breathingExercise
False,closedApp,linkedin,Europe/Brussels,1750786055.609112,,,
False,closedApp,linkedin,Europe/Brussels,1750786058.619498,,,
False,closedApp,linkedin,Europe/Brussels,1750786242.538821,,,
False,closedApp,linkedin,Europe/Brussels,1750786290.428746,,,
False,closedApp,linkedin,Europe/Brussels,1750787655.6993,,,
False,closedApp,linkedin,Europe/Brussels,1750790905.35466,,,
False,openedApp,microsoftTeams,Europe/Brussels,1750793395.774472,Bericht,3.0,breathingExercise
False,closedApp,linkedin,Europe/Brussels,1750823980.113158,,,
False,closedApp,linkedin,Europe/Brussels,1750823981.9256492,,,
False,closedApp,linkedin,Europe/Brussels,1750824002.567857,,,
False,dismissedAppOpening,microsoftTeams,Europe/Brussels,1750824199.0989609,,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1750824221.709118,Blijf in de lus,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1750826396.2959142,Blijf in de lus,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1750827504.536165,Bericht,3.0,breathingExercise
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1750857186.4724278,,,structured
False,closedApp,linkedin,Europe/Brussels,1750841653.8264542,,,
False,closedApp,linkedin,Europe/Brussels,1750841661.717483,,,
False,openedApp,microsoftTeams,Europe/Brussels,1750865802.463873,Bericht,3.0,breathingExercise
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1750865802.5764809,,,structured
False,openedApp,microsoftTeams,Europe/Brussels,1750884982.723401,Bericht,3.0,breathingExercise
False,closedApp,linkedin,Europe/Brussels,1750885089.904094,,,
False,closedApp,linkedin,Europe/Brussels,1750885092.1096091,,,
False,openedApp,microsoftTeams,Europe/Brussels,1750885999.414726,Kan niet slapen,3.0,breathingExercise
False,dismissedAppOpening,microsoftTeams,Europe/Brussels,1750886498.9070458,,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1750913672.786744,Bericht,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1750920096.400862,Watercloset,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1750920096.434394,Verken je crush,3.0,breathingExercise
False,closedApp,linkedin,Europe/Brussels,1750913833.398953,,,
False,closedApp,linkedin,Europe/Brussels,1750913836.402657,,,
False,closedApp,linkedin,Europe/Brussels,1750913891.098476,,,
False,closedApp,linkedin,Europe/Brussels,1750913967.153036,,,
False,closedApp,linkedin,Europe/Brussels,1750913986.818021,,,
False,closedApp,linkedin,Europe/Brussels,1750914280.581942,,,
False,openedApp,microsoftTeams,Europe/Brussels,1750920447.079792,Bericht,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1750921122.337925,Bericht,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1750921704.3898501,Bericht,3.0,breathingExercise
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1750923031.605396,,,structured
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1750931908.316674,,,structured
False,openedApp,microsoftTeams,Europe/Brussels,1750933681.771311,Bericht,3.0,breathingExercise
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1750933681.873375,,,structured
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1750933814.149046,,,structured
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1750933822.5330691,,,structured
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1750933846.0196629,,,structured
False,openedApp,microsoftTeams,Europe/Brussels,1750933867.585877,Bericht,3.0,breathingExercise
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1750933867.6931129,,,structured
False,openedApp,microsoftTeams,Europe/Brussels,1750934384.043504,Bericht,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1750934664.810888,Bericht,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1750941998.336498,Bericht,3.0,breathingExercise
False,closedApp,linkedin,Europe/Brussels,1750945476.200675,,,
False,closedApp,linkedin,Europe/Brussels,1750945479.92486,,,
False,closedApp,linkedin,Europe/Brussels,1750945502.881071,,,
False,closedApp,linkedin,Europe/Brussels,1750945518.640374,,,
False,closedApp,linkedin,Europe/Brussels,1750945526.306483,,,
False,closedApp,linkedin,Europe/Brussels,1750945532.693471,,,
False,closedApp,linkedin,Europe/Brussels,1750945569.985334,,,
False,closedApp,linkedin,Europe/Brussels,1750945590.74713,,,
False,closedApp,linkedin,Europe/Brussels,1750945601.873327,,,
False,openedApp,microsoftTeams,Europe/Brussels,1750948337.099671,Bericht,3.0,breathingExercise
False,closedApp,linkedin,Europe/Brussels,1750948711.793919,,,
False,openedApp,microsoftTeams,Europe/Brussels,1750948802.395963,Bericht,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1750955070.079057,Bericht,3.0,breathingExercise
False,dismissedAppOpening,microsoftTeams,Europe/Brussels,1750955163.66978,,3.0,breathingExercise
False,closedApp,linkedin,Europe/Brussels,1750964646.958482,,,
False,closedApp,linkedin,Europe/Brussels,1750964650.254844,,,
False,closedApp,linkedin,Europe/Brussels,1750964663.858577,,,
False,closedApp,linkedin,Europe/Brussels,1750964673.534503,,,
False,closedApp,linkedin,Europe/Brussels,1750964680.94683,,,
False,closedApp,linkedin,Europe/Brussels,1750964686.0116072,,,
False,closedApp,linkedin,Europe/Brussels,1750965286.152055,,,
False,closedApp,linkedin,Europe/Brussels,1750965289.1974049,,,
False,closedApp,linkedin,Europe/Brussels,1750965319.21965,,,
False,closedApp,linkedin,Europe/Brussels,1750965375.672927,,,
False,closedApp,linkedin,Europe/Brussels,1750965405.535615,,,
False,closedApp,linkedin,Europe/Brussels,1750965945.208034,,,
False,closedApp,linkedin,Europe/Brussels,1750967837.2893329,,,
False,openedApp,microsoftTeams,Europe/Brussels,1750967851.486833,Vind-ik-leuks controleren,3.0,breathingExercise
False,closedApp,linkedin,Europe/Brussels,1750967841.856844,,,
False,closedApp,linkedin,Europe/Brussels,1750967845.163068,,,
False,closedApp,linkedin,Europe/Brussels,1750967845.405058,,,
False,closedApp,linkedin,Europe/Brussels,1750969021.2410579,,,
False,closedApp,linkedin,Europe/Brussels,1750969024.308021,,,
False,closedApp,linkedin,Europe/Brussels,1750969031.747788,,,
False,closedApp,linkedin,Europe/Brussels,1750969037.5576901,,,
False,closedApp,linkedin,Europe/Brussels,1750969073.359622,,,
False,closedApp,linkedin,Europe/Brussels,1750969278.3586621,,,
False,closedApp,linkedin,Europe/Brussels,1750969286.602172,,,
False,closedApp,linkedin,Europe/Brussels,1750970456.114686,,,
False,closedApp,linkedin,Europe/Brussels,1750971031.736741,,,
False,closedApp,linkedin,Europe/Brussels,1750971033.418371,,,
False,closedApp,linkedin,Europe/Brussels,1750971035.909004,,,
False,closedApp,linkedin,Europe/Brussels,1750971046.011167,,,
False,closedApp,linkedin,Europe/Brussels,1750971161.679533,,,
False,closedApp,linkedin,Europe/Brussels,1750971164.645117,,,
False,closedApp,linkedin,Europe/Brussels,1750971185.6521811,,,
False,closedApp,linkedin,Europe/Brussels,1750971192.6012921,,,
False,closedApp,linkedin,Europe/Brussels,1750971252.417074,,,
False,closedApp,linkedin,Europe/Brussels,1750971463.459976,,,
False,openedApp,microsoftTeams,Europe/Brussels,1750971902.079668,Bericht,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1750972393.458434,Bericht,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1750974056.8931541,Bericht,3.0,breathingExercise
False,closedApp,linkedin,Europe/Brussels,1750980842.0951838,,,
False,closedApp,linkedin,Europe/Brussels,1750980846.972985,,,
False,closedApp,linkedin,Europe/Brussels,1750980861.2704759,,,
False,closedApp,linkedin,Europe/Brussels,1750981031.564238,,,
False,closedApp,linkedin,Europe/Brussels,1750981315.587548,,,
False,closedApp,linkedin,Europe/Brussels,1750981326.049397,,,
False,openedApp,microsoftTeams,Europe/Brussels,1750981410.464213,Bericht,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1750981449.858861,Zoek informatie,3.0,breathingExercise
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1751002196.1638598,,,structured
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1751015329.411648,,,structured
False,openedApp,microsoftTeams,Europe/Brussels,1751016921.774224,Bericht,3.0,breathingExercise
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1751016921.893766,,,structured
False,closedApp,linkedin,Europe/Brussels,1751017042.333575,,,
False,closedApp,linkedin,Europe/Brussels,1751017045.999474,,,
False,closedApp,linkedin,Europe/Brussels,1751017074.356069,,,
False,closedApp,linkedin,Europe/Brussels,1751017077.5403152,,,
False,closedApp,linkedin,Europe/Brussels,1751017081.3927898,,,
False,closedApp,linkedin,Europe/Brussels,1751017280.333683,,,
False,openedApp,microsoftTeams,Europe/Brussels,1751017290.4164019,Bericht,3.0,breathingExercise
False,closedApp,linkedin,Europe/Brussels,1751026066.167676,,,
False,openedApp,microsoftTeams,Europe/Brussels,1751030577.665302,Bericht,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1751041396.138957,Bericht,3.0,breathingExercise
False,closedApp,linkedin,Europe/Brussels,1751041426.2700238,,,
False,closedApp,linkedin,Europe/Brussels,1751041431.943956,,,
False,closedApp,linkedin,Europe/Brussels,1751041439.8237062,,,
False,closedApp,linkedin,Europe/Brussels,1751041446.5257158,,,
False,closedApp,linkedin,Europe/Brussels,1751041449.1092339,,,
False,closedApp,linkedin,Europe/Brussels,1751041489.561651,,,
False,closedApp,linkedin,Europe/Brussels,1751041490.6260471,,,
False,closedApp,linkedin,Europe/Brussels,1751041492.066739,,,
False,closedApp,linkedin,Europe/Brussels,1751041517.2319422,,,
False,closedApp,linkedin,Europe/Brussels,1751041894.3780499,,,
False,closedApp,linkedin,Europe/Brussels,1751048940.0808601,,,
False,closedApp,linkedin,Europe/Brussels,1751048942.045164,,,
False,closedApp,linkedin,Europe/Brussels,1751048944.483592,,,
False,closedApp,linkedin,Europe/Brussels,1751048948.451374,,,
False,closedApp,linkedin,Europe/Brussels,1751049004.386652,,,
False,closedApp,linkedin,Europe/Brussels,1751049160.5347881,,,
False,closedApp,linkedin,Europe/Brussels,1751049169.352859,,,
False,closedApp,linkedin,Europe/Brussels,1751057150.179109,,,
False,closedApp,linkedin,Europe/Brussels,1751057154.243052,,,
False,closedApp,linkedin,Europe/Brussels,1751057167.231226,,,
False,closedApp,linkedin,Europe/Brussels,1751057195.705544,,,
False,closedApp,linkedin,Europe/Brussels,1751089516.008967,,,
False,closedApp,linkedin,Europe/Brussels,1751089521.094224,,,
False,closedApp,linkedin,Europe/Brussels,1751089541.1994019,,,
False,closedApp,linkedin,Europe/Brussels,1751089548.661478,,,
False,closedApp,linkedin,Europe/Brussels,1751102960.4975371,,,
False,closedApp,linkedin,Europe/Brussels,1751102969.703049,,,
False,closedApp,linkedin,Europe/Brussels,1751102979.635548,,,
False,closedApp,linkedin,Europe/Brussels,1751102982.504955,,,
False,closedApp,linkedin,Europe/Brussels,1751102987.729828,,,
False,closedApp,linkedin,Europe/Brussels,1751102992.058772,,,
False,closedApp,linkedin,Europe/Brussels,1751103120.5665622,,,
False,closedApp,linkedin,Europe/Brussels,1751103123.0061579,,,
False,closedApp,linkedin,Europe/Brussels,1751104518.1919742,,,
False,closedApp,linkedin,Europe/Brussels,1751104521.021638,,,
False,closedApp,linkedin,Europe/Brussels,1751104538.907795,,,
False,closedApp,linkedin,Europe/Brussels,1751104955.1381922,,,
False,closedApp,linkedin,Europe/Brussels,1751105007.980022,,,
False,closedApp,linkedin,Europe/Brussels,1751113919.579084,,,
False,closedApp,linkedin,Europe/Brussels,1751113924.8683429,,,
False,closedApp,linkedin,Europe/Brussels,1751119604.55542,,,
False,closedApp,linkedin,Europe/Brussels,1751119607.244359,,,
False,closedApp,linkedin,Europe/Brussels,1751119629.973933,,,
False,closedApp,linkedin,Europe/Brussels,1751119856.466872,,,
False,closedApp,linkedin,Europe/Brussels,1751120113.037915,,,
False,closedApp,linkedin,Europe/Brussels,1751120122.739084,,,
False,closedApp,linkedin,Europe/Brussels,1751120128.5900931,,,
False,closedApp,linkedin,Europe/Brussels,1751120146.249574,,,
False,closedApp,linkedin,Europe/Brussels,1751122885.619039,,,
False,closedApp,linkedin,Europe/Brussels,1751122888.1511059,,,
False,closedApp,linkedin,Europe/Brussels,1751122891.856443,,,
False,closedApp,linkedin,Europe/Brussels,1751123299.1170192,,,
False,closedApp,linkedin,Europe/Brussels,1751123300.943676,,,
False,closedApp,linkedin,Europe/Brussels,1751123306.471482,,,
False,closedApp,linkedin,Europe/Brussels,1751123310.1246362,,,
False,closedApp,linkedin,Europe/Brussels,1751123730.574007,,,
False,closedApp,linkedin,Europe/Brussels,1751123797.261901,,,
False,closedApp,linkedin,Europe/Brussels,1751123801.67696,,,
False,closedApp,linkedin,Europe/Brussels,1751123833.094729,,,
False,closedApp,linkedin,Europe/Brussels,1751123834.744926,,,
False,closedApp,linkedin,Europe/Brussels,1751123851.7414498,,,
False,closedApp,linkedin,Europe/Brussels,1751123854.199943,,,
False,closedApp,linkedin,Europe/Brussels,1751123864.634213,,,
False,closedApp,linkedin,Europe/Brussels,1751128533.9901872,,,
False,closedApp,linkedin,Europe/Brussels,1751128537.395205,,,
False,closedApp,linkedin,Europe/Brussels,1751128546.395527,,,
False,closedApp,linkedin,Europe/Brussels,1751128549.582623,,,
False,closedApp,linkedin,Europe/Brussels,1751128551.171191,,,
False,closedApp,linkedin,Europe/Brussels,1751128593.323885,,,
False,closedApp,linkedin,Europe/Brussels,1751128659.641922,,,
False,closedApp,linkedin,Europe/Brussels,1751128686.721644,,,
False,closedApp,linkedin,Europe/Brussels,1751136164.404807,,,
False,closedApp,linkedin,Europe/Brussels,1751136168.811842,,,
False,closedApp,linkedin,Europe/Brussels,1751136185.3636398,,,
False,closedApp,linkedin,Europe/Brussels,1751136188.2333798,,,
False,closedApp,linkedin,Europe/Brussels,1751136192.453148,,,
False,closedApp,linkedin,Europe/Brussels,1751136198.747999,,,
False,closedApp,linkedin,Europe/Brussels,1751136211.783492,,,
False,closedApp,linkedin,Europe/Brussels,1751136308.7799459,,,
False,closedApp,linkedin,Europe/Brussels,1751139357.453227,,,
False,closedApp,linkedin,Europe/Brussels,1751139363.584923,,,
False,closedApp,linkedin,Europe/Brussels,1751139368.500371,,,
False,closedApp,linkedin,Europe/Brussels,1751145774.050457,,,
False,closedApp,linkedin,Europe/Brussels,1751145776.814167,,,
False,closedApp,linkedin,Europe/Brussels,1751145783.8732948,,,
False,closedApp,linkedin,Europe/Brussels,1751146066.193297,,,
False,closedApp,linkedin,Europe/Brussels,1751146068.969575,,,
False,closedApp,linkedin,Europe/Brussels,1751146075.583185,,,
False,closedApp,linkedin,Europe/Brussels,1751147015.763077,,,
False,closedApp,linkedin,Europe/Brussels,1751154113.597365,,,
False,closedApp,linkedin,Europe/Brussels,1751154116.711046,,,
False,closedApp,linkedin,Europe/Brussels,1751154126.2469192,,,
False,closedApp,linkedin,Europe/Brussels,1751154162.210184,,,
False,closedApp,linkedin,Europe/Brussels,1751154169.568363,,,
False,closedApp,linkedin,Europe/Brussels,1751154528.701442,,,
False,closedApp,linkedin,Europe/Brussels,1751179063.7480159,,,
False,closedApp,linkedin,Europe/Brussels,1751179069.868997,,,
False,closedApp,linkedin,Europe/Brussels,1751184713.0358028,,,
False,closedApp,linkedin,Europe/Brussels,1751184719.264522,,,
False,closedApp,linkedin,Europe/Brussels,1751184727.914696,,,
False,closedApp,linkedin,Europe/Brussels,1751184730.018883,,,
False,closedApp,linkedin,Europe/Brussels,1751184733.8608952,,,
False,closedApp,linkedin,Europe/Brussels,1751184972.4972758,,,
False,closedApp,linkedin,Europe/Brussels,1751184974.5671701,,,
False,closedApp,linkedin,Europe/Brussels,1751184978.03332,,,
False,closedApp,linkedin,Europe/Brussels,1751201187.381119,,,
False,closedApp,linkedin,Europe/Brussels,1751201191.271132,,,
False,closedApp,linkedin,Europe/Brussels,1751201202.803156,,,
False,closedApp,linkedin,Europe/Brussels,1751213377.338999,,,
False,closedApp,linkedin,Europe/Brussels,1751213417.1305661,,,
False,closedApp,linkedin,Europe/Brussels,1751213447.1728811,,,
False,closedApp,linkedin,Europe/Brussels,1751214244.220811,,,
False,closedApp,linkedin,Europe/Brussels,1751214280.340528,,,
False,closedApp,linkedin,Europe/Brussels,1751214552.366427,,,
False,closedApp,linkedin,Europe/Brussels,1751214555.201967,,,
False,closedApp,linkedin,Europe/Brussels,1751214558.965835,,,
False,closedApp,linkedin,Europe/Brussels,1751214560.2647119,,,
False,closedApp,linkedin,Europe/Brussels,1751214562.567055,,,
False,closedApp,linkedin,Europe/Brussels,1751214565.7852612,,,
False,closedApp,linkedin,Europe/Brussels,1751214576.4741468,,,
False,closedApp,linkedin,Europe/Brussels,1751214697.621022,,,
False,closedApp,linkedin,Europe/Brussels,1751214777.8465471,,,
False,closedApp,linkedin,Europe/Brussels,1751215486.6661701,,,
False,closedApp,linkedin,Europe/Brussels,1751224006.601941,,,
False,closedApp,linkedin,Europe/Brussels,1751224090.758575,,,
False,closedApp,linkedin,Europe/Brussels,1751229738.108684,,,
False,closedApp,linkedin,Europe/Brussels,1751229740.957886,,,
False,closedApp,linkedin,Europe/Brussels,1751229756.8065372,,,
False,closedApp,linkedin,Europe/Brussels,1751229802.6976209,,,
False,closedApp,linkedin,Europe/Brussels,1751260087.4152188,,,
False,closedApp,linkedin,Europe/Brussels,1751260092.168798,,,
False,closedApp,linkedin,Europe/Brussels,1751260097.66168,,,
False,closedApp,linkedin,Europe/Brussels,1751260114.5409899,,,
False,closedApp,linkedin,Europe/Brussels,1751260201.2240639,,,
False,closedApp,linkedin,Europe/Brussels,1751260208.2814388,,,
False,closedApp,linkedin,Europe/Brussels,1751260210.951092,,,
False,closedApp,linkedin,Europe/Brussels,1751260217.4835649,,,
False,closedApp,linkedin,Europe/Brussels,1751260224.126493,,,
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1751278840.8119168,,,structured
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1751278852.136611,,,structured
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1751278860.313988,,,structured
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1751278863.512825,,,structured
False,dismissedAppOpening,microsoftTeams,Europe/Brussels,1751278871.2201772,,3.0,breathingExercise
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1751278871.268979,,,structured
False,openedApp,microsoftTeams,Europe/Brussels,1751278889.2803578,Blijf in de lus,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1751280016.767648,Blijf in de lus,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1751280127.6640959,Bericht,3.0,breathingExercise
False,closedApp,linkedin,Europe/Brussels,1751280221.484808,,,
False,closedApp,linkedin,Europe/Brussels,1751280226.4684591,,,
False,closedApp,linkedin,Europe/Brussels,1751280266.582505,,,
False,openedApp,microsoftTeams,Europe/Brussels,1751281048.740845,Bericht,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1751282213.561695,Bericht,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1751282597.457827,Bericht,3.0,breathingExercise
False,closedApp,linkedin,Europe/Brussels,1751282763.6833549,,,
False,closedApp,linkedin,Europe/Brussels,1751282770.71108,,,
False,closedApp,linkedin,Europe/Brussels,1751283297.254801,,,
False,closedApp,linkedin,Europe/Brussels,1751283300.6797528,,,
False,closedApp,linkedin,Europe/Brussels,1751283482.281662,,,
False,closedApp,linkedin,Europe/Brussels,1751283492.2417688,,,
False,closedApp,linkedin,Europe/Brussels,1751283532.524976,,,
False,closedApp,linkedin,Europe/Brussels,1751284066.472789,,,
False,closedApp,linkedin,Europe/Brussels,1751287739.5032458,,,
False,closedApp,linkedin,Europe/Brussels,1751287745.152673,,,
False,closedApp,linkedin,Europe/Brussels,1751287751.3621402,,,
False,closedApp,linkedin,Europe/Brussels,1751287797.744268,,,
False,closedApp,linkedin,Europe/Brussels,1751287804.1475282,,,
False,closedApp,linkedin,Europe/Brussels,1751287833.7741818,,,
False,closedApp,linkedin,Europe/Brussels,1751287855.4688292,,,
False,closedApp,linkedin,Europe/Brussels,1751287957.547464,,,
False,closedApp,linkedin,Europe/Brussels,1751288547.8336968,,,
False,closedApp,linkedin,Europe/Brussels,1751293468.9725242,,,
False,closedApp,linkedin,Europe/Brussels,1751293475.189117,,,
False,closedApp,linkedin,Europe/Brussels,1751293505.3777661,,,
False,closedApp,linkedin,Europe/Brussels,1751293806.360656,,,
False,closedApp,linkedin,Europe/Brussels,1751294432.0124679,,,
False,closedApp,linkedin,Europe/Brussels,1751294437.438667,,,
False,closedApp,linkedin,Europe/Brussels,1751294445.724463,,,
False,closedApp,linkedin,Europe/Brussels,1751294449.423081,,,
False,closedApp,linkedin,Europe/Brussels,1751294462.765284,,,
False,closedApp,linkedin,Europe/Brussels,1751295247.231523,,,
False,closedApp,linkedin,Europe/Brussels,1751295249.526472,,,
False,closedApp,linkedin,Europe/Brussels,1751295253.4937491,,,
False,closedApp,linkedin,Europe/Brussels,1751295287.801837,,,
False,closedApp,linkedin,Europe/Brussels,1751295337.744225,,,
False,closedApp,linkedin,Europe/Brussels,1751296035.311496,,,
