timezone,purpose,isReIntervention,app,interventionType,timestamp,resolution,interventionDuration,timeIntervalUntilReIntervention
Europe/Bratislava,Escape / Avoid,False,instagram,breathingExercise,1754043088.126182,openedApp,6.0,480.0
Europe/Bratislava,,False,facebook,breathingExercise,1754050611.4299421,dismissedAppOpening,6.0,
Europe/Bratislava,Bored,False,facebook,breathingExercise,1754050627.284803,openedApp,6.0,420.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754052096.686695,openedApp,6.0,720.0
Europe/Bratislava,,False,instagram,breathingExercise,1754052828.834676,dismissedAppOpening,6.0,
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754053261.8947592,openedApp,6.0,480.0
Europe/Bratislava,Escape / Avoid,True,instagram,breathingExercise,1754053765.9601011,openedApp,6.0,420.0
Europe/Bratislava,Bored,False,youtube,breathingExercise,1754054424.984731,openedApp,6.0,540.0
Europe/Bratislava,Bored,True,youtube,breathingExercise,1754054984.378463,openedApp,6.0,1740.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754057716.1702828,openedApp,6.0,720.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754061065.242625,openedApp,6.0,1200.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754061572.288239,openedApp,6.0,600.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754072914.330298,openedApp,6.0,420.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754073846.20478,openedApp,6.0,780.0
Europe/Bratislava,Escape / Avoid,False,instagram,breathingExercise,1754074006.225817,openedApp,6.0,660.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754074703.557287,openedApp,6.0,540.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754075067.019109,openedApp,6.0,480.0
Europe/Bratislava,Escape / Avoid,False,instagram,breathingExercise,1754075315.079817,openedApp,6.0,420.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754075682.312527,openedApp,6.0,540.0
Europe/Bratislava,,False,facebook,breathingExercise,1754077415.372437,dismissedAppOpening,6.0,
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754077432.7900848,openedApp,6.0,480.0
Europe/Bratislava,,False,instagram,structured,1754078435.091994,dismissedByStructuredIntervention,,
Europe/Bratislava,,False,instagram,breathingExercise,1754078626.947859,dismissedAppOpening,6.0,
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754116038.805665,openedApp,6.0,600.0
Europe/Bratislava,,False,instagram,structured,1754116235.191307,dismissedByStructuredIntervention,,
Europe/Bratislava,Relax,False,instagram,breathingExercise,1754116260.8220282,openedApp,6.0,300.0
Europe/Bratislava,,False,instagram,structured,1754116260.941087,dismissedByStructuredIntervention,,
Europe/Bratislava,Bored,True,instagram,breathingExercise,1754116580.3662739,openedApp,6.0,300.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754119957.336617,openedApp,6.0,480.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754121562.9612942,openedApp,6.0,540.0
Europe/Bratislava,Bored,True,instagram,breathingExercise,1754122252.910174,openedApp,6.0,600.0
Europe/Bratislava,,False,instagram,structured,1754154801.266712,dismissedByStructuredIntervention,,
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754154823.713392,openedApp,6.0,420.0
Europe/Bratislava,,False,instagram,structured,1754154823.8545408,dismissedByStructuredIntervention,,
Europe/Bratislava,Entertainment,False,instagram,breathingExercise,1754162853.663665,openedApp,6.0,720.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754173719.952698,openedApp,6.0,480.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754174440.521863,openedApp,6.0,960.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754175292.440164,openedApp,6.0,780.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754176583.779026,openedApp,6.0,660.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754177957.0808911,openedApp,6.0,660.0
Europe/Bratislava,Post something,False,instagram,breathingExercise,1754181811.136765,openedApp,6.0,480.0
Europe/Bratislava,Escape / Avoid,False,instagram,breathingExercise,1754205864.046733,openedApp,6.0,660.0
Europe/Bratislava,Bored,True,instagram,breathingExercise,1754206544.37625,openedApp,6.0,720.0
Europe/Bratislava,Bored,False,facebook,breathingExercise,1754207625.640051,openedApp,6.0,540.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754212453.483547,openedApp,6.0,540.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754212785.402367,openedApp,6.0,720.0
Europe/Bratislava,,False,instagram,breathingExercise,1754219815.249582,dismissedAppOpening,6.0,
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754220422.158671,openedApp,6.0,840.0
Europe/Bratislava,Bored,False,facebook,breathingExercise,1754221287.282452,openedApp,6.0,720.0
Europe/Bratislava,Bored,True,facebook,breathingExercise,1754222025.25821,openedApp,6.0,540.0
Europe/Bratislava,Escape / Avoid,False,instagram,breathingExercise,1754223024.017211,openedApp,6.0,420.0
Europe/Bratislava,,True,instagram,breathingExercise,1754223447.239677,dismissedAppOpening,6.0,
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754223491.198186,openedApp,6.0,840.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754227990.574562,openedApp,6.0,420.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754228109.3983889,openedApp,6.0,720.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754232406.246583,openedApp,6.0,480.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754235280.126174,openedApp,6.0,600.0
Europe/Bratislava,Bored,True,instagram,breathingExercise,1754235900.724251,openedApp,6.0,660.0
Europe/Bratislava,Bored,True,instagram,breathingExercise,1754237016.622089,openedApp,6.0,660.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754247894.151995,openedApp,6.0,540.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754285342.91182,openedApp,6.0,600.0
Europe/Bratislava,,False,instagram,breathingExercise,1754287434.125195,dismissedAppOpening,6.0,
Europe/Bratislava,,False,instagram,breathingExercise,1754294979.073269,dismissedAppOpening,6.0,
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754309041.469421,openedApp,6.0,540.0
Europe/Bratislava,,False,instagram,breathingExercise,1754309157.8329291,dismissedAppOpening,6.0,
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754313043.393914,openedApp,6.0,600.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754319212.890959,openedApp,6.0,300.0
Europe/Bratislava,Bored,False,facebook,breathingExercise,1754319719.548327,openedApp,6.0,480.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754321103.57859,openedApp,6.0,720.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754324645.0314178,openedApp,6.0,420.0
Europe/Bratislava,Bored,False,facebook,breathingExercise,1754329878.115532,openedApp,6.0,540.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754332187.924375,openedApp,6.0,540.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754340010.2849112,openedApp,6.0,480.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754371065.417027,openedApp,6.0,540.0
Europe/Bratislava,Escape / Avoid,False,instagram,breathingExercise,1754372213.005944,openedApp,6.0,300.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754391017.864451,openedApp,6.0,360.0
Europe/Bratislava,,False,instagram,breathingExercise,1754391125.520773,dismissedAppOpening,6.0,
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754391640.82166,openedApp,6.0,600.0
Europe/Bratislava,,False,instagram,breathingExercise,1754394695.686703,dismissedAppOpening,6.0,
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754402050.850666,openedApp,6.0,480.0
Europe/Bratislava,Bored,False,instagram,breathingExercise,1754405627.872019,openedApp,6.0,540.0
Europe/Bratislava,Bored,True,instagram,breathingExercise,1754406190.004827,openedApp,6.0,540.0
Europe/Bratislava,Bored,True,instagram,breathingExercise,1754406731.449199,openedApp,6.0,300.0
