app,interventionDuration,interventionType,isReIntervention,timestamp,timezone,resolution
instagram,6,breathingExercise,False,1751347176.583942,America/Los_Angeles,openedApp
instagram,6,breathingExercise,False,1751347986.08814,America/Los_Angeles,openedApp
instagram,6,breathingExercise,False,1751382541.898741,America/Los_Angeles,openedApp
instagram,6,breathingExercise,False,1751385143.218472,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751386796.104794,America/Los_Angeles,openedApp
instagram,6,breathingExercise,False,1751386875.206332,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751387017.181017,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751388950.826305,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751389339.423461,America/Los_Angeles,openedApp
instagram,6,breathingExercise,False,1751389729.17788,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751389737.467804,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751391320.411292,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751392804.5995688,America/Los_Angeles,openedApp
instagram,6,breathingExercise,False,1751394250.4858708,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751394322.122195,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751394933.016927,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751395060.92768,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751395130.6587582,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751395273.759325,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751395306.132657,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751395326.0545402,America/Los_Angeles,openedApp
instagram,6,breathingExercise,False,1751401470.985028,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751401806.7353868,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751402567.464946,America/Los_Angeles,openedApp
instagram,6,breathingExercise,False,1751420683.8560681,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751421148.411429,America/Los_Angeles,openedApp
instagram,6,breathingExercise,False,1751421272.1980019,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751421605.976994,America/Los_Angeles,openedApp
instagram,6,breathingExercise,False,1751429444.869309,America/Los_Angeles,openedApp
instagram,6,breathingExercise,False,1751429741.403683,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751429758.8311682,America/Los_Angeles,openedApp
instagram,6,breathingExercise,False,1751470227.477808,America/Los_Angeles,openedApp
instagram,6,breathingExercise,False,1751471049.2889218,America/Los_Angeles,openedApp
instagram,6,breathingExercise,False,1751471173.068407,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751475498.136354,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751475531.634756,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751489820.091254,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751490383.603129,America/Los_Angeles,openedApp
instagram,6,breathingExercise,False,1751495680.895231,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751496220.236027,America/Los_Angeles,openedApp
instagram,6,breathingExercise,False,1751499026.77809,America/Los_Angeles,openedApp
instagram,6,breathingExercise,False,1751499770.624973,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751499789.7376719,America/Los_Angeles,openedApp
instagram,6,breathingExercise,False,1751500229.2124681,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751508815.097084,America/Los_Angeles,openedApp
instagram,6,breathingExercise,False,1751519669.4635649,America/Los_Angeles,openedApp
instagram,6,breathingExercise,False,1751549360.0817199,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751549377.900887,America/Los_Angeles,openedApp
instagram,6,breathingExercise,False,1751555577.017157,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751556248.8913,America/Los_Angeles,openedApp
instagram,6,breathingExercise,False,1751556832.391818,America/Los_Angeles,openedApp
instagram,6,breathingExercise,False,1751557096.077074,America/Los_Angeles,openedApp
instagram,6,breathingExercise,False,1751559403.682586,America/Los_Angeles,openedApp
instagram,6,breathingExercise,False,1751575355.2286801,America/Los_Angeles,dismissedAppOpening
instagram,6,breathingExercise,False,1751575745.697911,America/New_York,openedApp
instagram,6,breathingExercise,False,1751576468.842187,America/New_York,dismissedAppOpening
instagram,6,breathingExercise,False,1751576486.076159,America/New_York,openedApp
instagram,6,breathingExercise,False,1751629344.435307,America/New_York,openedApp
instagram,6,breathingExercise,False,1751638420.6243439,America/New_York,dismissedAppOpening
instagram,6,breathingExercise,False,1751639905.797236,America/New_York,dismissedAppOpening
instagram,6,breathingExercise,False,1751644547.027697,America/New_York,dismissedAppOpening
instagram,6,breathingExercise,False,1751666780.6127381,America/New_York,dismissedAppOpening
instagram,6,breathingExercise,False,1751667060.9432201,America/New_York,dismissedAppOpening
instagram,6,breathingExercise,False,1751670567.9605532,America/New_York,dismissedAppOpening
instagram,6,breathingExercise,False,1751754534.683039,America/New_York,openedApp
