interventionType,isReIntervention,interventionDuration,resolution,app,timezone,timestamp
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752580874.370596
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752586898.4577842
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752588305.360763
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752588516.362064
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752589802.0255198
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752593725.583399
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752593736.322814
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752595599.870936
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752597284.120343
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752597892.39411
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752598327.7517362
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752599936.787497
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752600643.610409
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752603425.3281689
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752603429.090066
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752604989.3127642
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752605428.014725
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752606392.19589
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752606631.011217
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752609045.509344
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752610190.4779248
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752611492.215862
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752613534.040427
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752613905.556535
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752615462.845098
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752617968.3678632
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752617970.417711
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752619266.8666039
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752620254.462878
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752620308.381053
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752620367.546308
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752620623.751367
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752631947.874996
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752632611.179874
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752633525.8661408
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752633858.4078488
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752638339.256288
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752638348.894197
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752638536.912356
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752644227.329
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752651859.857908
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752673475.0943909
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752674577.545677
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752677190.393507
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752678689.9330611
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752679344.904202
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752680786.948091
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752682846.082787
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752684897.455446
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752685259.657059
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752687288.029766
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752688527.3150601
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752689567.381373
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752689751.083322
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752693445.536422
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752693819.6908169
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752694125.65463
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752694694.584244
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752694755.6325579
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752695893.753621
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752699356.827358
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752700725.785985
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752704006.709558
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752710611.423427
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752711380.603353
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752711465.30226
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752712237.1762938
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752712596.4836102
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752712598.315724
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752713976.301058
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752717857.679178
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752722076.262496
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752724534.389392
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752727536.5550442
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752727542.775752
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752734078.8237638
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752755769.214653
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752759436.14679
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752760326.229615
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752761210.815068
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752764106.20848
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752773225.17273
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752773265.04369
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752773272.5117512
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752778598.5014849
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752779875.0646749
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752783941.2904348
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752794102.638476
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752796917.521488
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752797641.5446901
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752798192.824393
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752802957.103852
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752803585.15892
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752806403.585813
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752806656.21577
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752808715.817442
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752808944.2179651
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752812676.541913
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752813322.616216
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752832093.4948401
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752842025.489533
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752842573.121531
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752842851.091048
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752849126.892342
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752849183.445397
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752856360.4846601
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752860451.425967
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752862349.798908
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752866001.047245
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752866060.436167
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752868729.1570249
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752868732.094576
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752869016.47808
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752878151.495086
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752880355.141521
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752880371.5014858
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752881881.527841
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752882105.363399
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752883214.2607908
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752888135.694725
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752888638.346473
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752889972.8012109
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752895100.887116
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752899466.6637468
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752900564.638339
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752901530.856793
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752922464.767579
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752931641.07074
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752935350.802614
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752935781.706013
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752935849.563124
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752936966.503592
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752937200.40465
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752937226.938408
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752937403.173933
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752938692.276945
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752944811.114829
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752945533.6157808
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752950063.1681929
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752950119.571762
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752950219.113058
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752951328.453785
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752951842.5648332
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752952005.472529
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752953996.86552
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752954860.842108
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752954868.368307
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752955934.496253
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752957888.806885
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752959107.325921
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752959114.596216
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752962616.702112
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1752963391.420253
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752965609.919742
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752972586.4860768
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752978513.402769
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752981240.1580029
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752991611.2478561
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752992087.0750399
breathingExercise,False,3,openedApp,instagram,America/Toronto,1752998485.669417
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753013782.960659
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753018474.241682
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753025351.1605349
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753026066.9051352
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753027179.445735
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753028240.1073751
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753034319.590486
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753034434.563455
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753037422.1297631
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753038874.769789
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753048362.847065
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753048688.737719
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753052066.753144
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753055428.219805
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753060990.027508
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753062444.072751
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753063423.574722
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753065318.1243439
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753068579.882262
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753068967.766434
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753072153.359148
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753090957.409257
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753097690.9200191
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753150595.9734101
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753152270.770371
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753160740.004786
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753162666.2505388
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753185276.92073
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753188354.7399092
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753190317.7986279
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753190329.3371902
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753194361.525381
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753197408.352418
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753201751.977672
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753201890.825114
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753207346.27932
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753209327.189378
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753210433.0190458
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753220884.7261739
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753228172.9868379
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753228258.5011601
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753230309.956428
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753231800.425702
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753235925.795998
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753280427.724798
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753283196.6854038
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753286758.570232
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753288323.331658
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753308352.030954
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753313671.379331
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753314996.2809281
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753315166.873718
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753320767.202517
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753322910.194217
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753323054.387785
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753325387.306781
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753325773.537425
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753330901.2456741
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753354769.961402
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753354789.140985
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753355250.6871228
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753356277.064639
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753357608.284703
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753358118.2778978
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753358579.271072
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753359574.235574
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753361926.563828
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753361953.2591538
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753365513.713031
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753366865.475295
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753368183.4723039
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753370139.6350222
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753370329.081787
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753373543.063204
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753373833.621931
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753377506.5411181
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753380031.341537
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753380907.0967531
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753383591.310499
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753383956.3001719
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753385668.7542639
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753389560.389225
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753389606.73587
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753390867.704376
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753391916.450382
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753392556.863161
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753394608.584846
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753396078.8548331
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753396179.05086
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753396977.181582
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753399284.1799889
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753406238.135765
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753408636.82822
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753414176.534682
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753414487.3543859
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753435147.312758
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753448574.5163631
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753450491.4267979
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753450643.4131808
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753450904.2876859
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753450934.324473
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753458667.769301
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753461714.689724
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753468374.271676
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753468828.288543
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753468830.413876
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753481921.039319
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753482012.188085
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753482014.18731
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753482489.750296
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753488181.945255
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753497268.7281919
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753498344.5275521
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753507872.9833221
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753519291.506412
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753523127.753248
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753531724.84135
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753531862.1934218
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753542921.921535
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753552742.805964
breathingExercise,False,3,dismissedAppOpening,instagram,America/Toronto,1753553376.127816
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753553385.102118
breathingExercise,False,3,openedApp,instagram,America/Toronto,1753553442.951128
breathingExercise,False,6,dismissedAppOpening,instagram,America/Toronto,1753583066.1333241
breathingExercise,False,6,openedApp,instagram,America/Toronto,1753583086.353829
breathingExercise,False,6,openedApp,instagram,America/Toronto,1753585471.9937592
breathingExercise,False,6,openedApp,instagram,America/Toronto,1753586669.552353
breathingExercise,False,6,openedApp,instagram,America/Toronto,1753591073.127095
breathingExercise,False,6,openedApp,instagram,America/Toronto,1753591406.3728251
breathingExercise,False,6,openedApp,instagram,America/Toronto,1753609666.555629
breathingExercise,False,6,dismissedAppOpening,instagram,America/Toronto,1753615921.74748
breathingExercise,False,6,openedApp,instagram,America/Toronto,1753622059.426475
breathingExercise,False,6,openedApp,instagram,America/Toronto,1753622436.1987739
breathingExercise,False,6,openedApp,instagram,America/Toronto,1753622998.945458
breathingExercise,False,6,dismissedAppOpening,instagram,America/Toronto,1753626792.214128
breathingExercise,False,6,openedApp,instagram,America/Toronto,1753632658.82373
breathingExercise,False,6,openedApp,instagram,America/Toronto,1753632741.7153258
