timestamp,app,interventionType,interventionDuration,resolution,timezone,isReIntervention,timeIntervalUntilReIntervention
1750347117.255449,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1750352239.7698932,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1750354937.9672809,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,180.0
1750355205.8998032,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1750355300.123708,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1750355347.2235641,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1750355612.134542,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1750355732.969285,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1750355749.13667,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,120.0
1750362358.82765,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1750406725.334866,instagram,,,openedApp,Europe/Berlin,False,
1750406785.334866,instagram,,,closedApp,Europe/Berlin,False,
1750406785.334866,instagram,,,dismissedAppOpening,Europe/Berlin,False,
1750416100.4358149,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750416128.068531,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750416303.883951,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,120.0
1750418769.305074,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750424259.7819052,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750425286.901184,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750434279.460517,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750434341.030511,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750435779.454947,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750435871.885067,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750439250.38167,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750456378.090302,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750466276.563747,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750492089.2020168,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750495653.297205,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750502838.0682979,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750503035.928436,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,240.0
1750505426.969665,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750529605.563607,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,240.0
1750529726.622241,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750534983.5036101,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750535373.758455,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750540131.09113,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750542499.0345979,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750547822.511395,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750555698.289463,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750579822.37951,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750583049.418514,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750592730.730422,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750596087.0625172,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750606698.503808,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750619706.707138,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750620467.2907271,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750620780.188848,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,240.0
1750620992.091127,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750621319.5932322,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,240.0
1750621433.625047,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750621504.65186,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750621510.3230991,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750623611.90304,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750678220.406204,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750678398.388208,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750678510.871325,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750679453.768244,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750679661.2458959,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,240.0
1750683994.8898668,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750684060.474988,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750684154.853333,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750684234.996892,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750686293.465723,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750686386.573834,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750686417.1852012,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750686642.7279081,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750686645.905219,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750686659.3934069,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750686710.42853,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750686931.6553988,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750687435.443575,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750687660.868576,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750688497.3002849,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750689116.07056,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750689295.942617,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750689312.9372082,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750689386.348161,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1750690854.400392,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750693853.559973,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750694306.168487,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750694421.625591,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750702776.3686519,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750702841.3400578,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750703413.369398,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750706001.338814,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750706281.8709378,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750706517.8157458,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750708150.977001,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750755451.823591,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750755471.6157079,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750755962.3748698,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750756286.486778,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750760188.9654121,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750760195.40766,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750760779.1824641,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750762000.469995,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750762084.867424,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,180.0
1750766433.958564,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750766856.095967,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750769069.429697,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750769127.487786,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750769328.374298,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,180.0
1750772062.3461242,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750774078.752548,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750776939.839542,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750777517.487064,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750778119.490593,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750778687.904094,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750782074.869,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750782106.9825659,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,300.0
1750782432.180887,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,300.0
1750788869.794584,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750789192.1009278,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750789386.615015,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750790219.2325501,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750791984.626779,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750792165.929744,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750796003.0321321,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750798553.7702332,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750798590.8863811,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750798670.860086,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,120.0
1750799434.7962952,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750799571.00498,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750843982.479234,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750844123.922463,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,180.0
1750848420.1321301,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750849116.4415631,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,300.0
1750849198.550916,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750849260.971593,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750849362.277564,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1750860438.986994,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1750860439.004441,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1750860463.679914,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,180.0
1750864028.929503,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750876079.801326,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750878085.9062681,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750878250.133966,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750878980.5812979,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750879276.121311,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,60.0
1750880061.309591,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750883135.874483,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1750883222.5688229,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750883243.276311,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750883398.251782,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,240.0
1750883413.415921,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,240.0
1750883715.743253,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1750883725.026233,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,300.0
1750884000.33771,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750913799.682887,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,120.0
1750918257.7292352,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750920219.342576,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750922154.016354,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750924028.2320971,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750924147.411011,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750924305.956925,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750927175.888823,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750929633.561511,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750930062.122312,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750932805.765901,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750933063.693094,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750934472.745492,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750935817.607151,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,120.0
1750939267.9728432,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,120.0
1750939391.872851,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750939627.6351662,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750940304.623636,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750941244.508914,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750943704.939211,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750943762.2110791,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750943952.664916,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,240.0
1750944210.625274,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,120.0
1750944349.384354,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,300.0
1750944619.068315,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750944661.294826,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750944793.932092,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1750944803.202046,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,180.0
1750946083.7245688,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1750946090.997912,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1750951510.778774,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750951587.2925081,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750953099.676707,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750953178.692226,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,240.0
1750953442.681913,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1750953473.003905,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,300.0
1750953546.647644,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750953591.263989,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,240.0
1750953682.374233,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,240.0
1750953773.3001242,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,240.0
1750954032.089878,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,300.0
1750954294.700762,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,300.0
1750957706.2646909,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750957845.9509869,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,300.0
1750958022.5991511,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750959799.5600262,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750960313.6652122,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,180.0
1750961427.995894,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750961434.7928329,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750962544.8943381,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750962552.116018,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1750962688.725957,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,300.0
1750963702.921163,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750965720.8949819,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750967191.267232,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750967863.9227362,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750971432.779428,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1750971499.0073528,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1750972272.693657,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751017837.008379,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1751017993.336584,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751020970.683007,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1751021112.590661,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751021567.5634089,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751022579.0048308,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1751022642.070809,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751022650.009198,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1751022860.419664,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,300.0
1751022998.184112,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751026528.8925261,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751026607.415079,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,120.0
1751030374.290391,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1751031339.6316772,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751031374.166908,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751032080.780855,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751034602.387395,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751055414.038991,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1751055554.936339,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751055894.1466742,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751055973.9611921,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,240.0
1751056291.255048,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751057618.978105,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751057622.111995,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751058334.346648,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,240.0
1751058585.65444,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1751058605.123441,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,300.0
1751104347.249284,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1751107803.151731,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751107807.711797,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1751107910.4045,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1751107948.842519,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1751108100.5193892,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1751108825.0560431,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,120.0
1751122357.927116,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1751128170.2911239,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1751128314.20546,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751129666.707251,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751131630.806773,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751131833.9508,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751131949.404554,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751132959.265339,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
