app,timeIntervalUntilReIntervention,isReIntervention,resolution,timestamp,interventionType,interventionDuration,timezone,purpose
tikTok,900.0,True,openedApp,1753034201.11982,breathingExercise,6,Europe/Moscow,ппаа
tikTok,240.0,True,openedApp,1753035163.781862,breathingExercise,6,Europe/Moscow,ро
tikTok,900.0,True,openedApp,1753035439.0965,breathingExercise,6,Europe/Moscow,ттт
tikTok,,True,dismissedAppOpening,1753036348.263041,breathingExercise,6,Europe/Moscow,
tikTok,300.0,False,openedApp,1753036372.238906,breathingExercise,6,Europe/Moscow,тито
tikTok,,False,dismissedAppOpening,1753036669.444971,askForTimeLimit,6,Europe/Moscow,
tikTok,,False,dismissedAppOpening,1753044690.307555,askForTimeLimit,6,Europe/Moscow,
tikTok,600.0,False,openedApp,1753044715.2702432,askForTimeLimit,6,Europe/Moscow,
tikTok,660.0,False,openedApp,1753087109.708661,askForTimeLimit,6,Europe/Moscow,
tikTok,600.0,True,openedApp,1753087826.657685,breathingExercise,6,Europe/Moscow,тттт
tikTok,600.0,False,openedApp,1753088525.540611,askForTimeLimit,6,Europe/Moscow,
tikTok,420.0,True,openedApp,1753089146.0357141,breathingExercise,6,Europe/Moscow,пппп
tikTok,900.0,False,openedApp,1753179067.831812,askForTimeLimit,6,Europe/Moscow,
tikTok,900.0,False,openedApp,1753179773.160592,askForTimeLimit,6,Europe/Moscow,
tikTok,900.0,False,openedApp,1753180298.909792,askForTimeLimit,6,Europe/Moscow,
tikTok,900.0,False,openedApp,1753181623.563024,askForTimeLimit,6,Europe/Moscow,
tikTok,180.0,True,openedApp,1753182575.487132,breathingExercise,6,Europe/Moscow,п
tikTok,300.0,True,openedApp,1753182778.813004,breathingExercise,6,Europe/Moscow,пп
tikTok,,True,dismissedAppOpening,1753184961.185732,breathingExercise,6,Europe/Moscow,
tikTok,420.0,False,openedApp,1753184985.9634352,breathingExercise,6,Europe/Moscow,ррр
tikTok,360.0,False,openedApp,1753185307.001738,askForTimeLimit,6,Europe/Moscow,
tikTok,900.0,True,openedApp,1753185689.2645822,breathingExercise,6,Europe/Moscow,пр
tikTok,300.0,False,openedApp,1753186331.332573,askForTimeLimit,6,Europe/Moscow,
tikTok,,True,dismissedAppOpening,1753186671.2026181,breathingExercise,6,Europe/Moscow,
tikTok,420.0,False,openedApp,1753186707.447403,breathingExercise,6,Europe/Moscow,ог
tikTok,,True,dismissedAppOpening,1753187162.744241,breathingExercise,6,Europe/Moscow,
tikTok,,False,dismissedAppOpening,1753187186.242303,breathingExercise,6,Europe/Moscow,
tikTok,900.0,False,openedApp,1753187218.528942,breathingExercise,6,Europe/Moscow,р
tikTok,480.0,False,openedApp,1753187940.2164478,askForTimeLimit,6,Europe/Moscow,
tikTok,900.0,True,openedApp,1753188696.595039,breathingExercise,6,Europe/Moscow,yyhq
tikTok,900.0,False,openedApp,1753189276.0943651,askForTimeLimit,6,Europe/Moscow,
tikTok,840.0,False,openedApp,1753189693.162016,askForTimeLimit,6,Europe/Moscow,
tikTok,480.0,False,openedApp,1753190080.8465629,askForTimeLimit,6,Europe/Moscow,
tikTok,,True,dismissedAppOpening,1753190584.576298,breathingExercise,6,Europe/Moscow,
tikTok,900.0,False,openedApp,1753190806.952877,breathingExercise,6,Europe/Moscow,еее
tikTok,420.0,False,openedApp,1753206058.491739,askForTimeLimit,6,Europe/Moscow,
tikTok,1740.0,False,openedApp,1753206629.164802,breathingExercise,6,Europe/Moscow,отдохнуть
tikTok,1260.0,False,openedApp,1753207267.215442,askForTimeLimit,6,Europe/Moscow,
tikTok,780.0,True,openedApp,1753208554.230496,breathingExercise,6,Europe/Moscow,нада
tikTok,900.0,True,openedApp,1753209375.3420072,breathingExercise,6,Europe/Moscow,ррр
tikTok,900.0,True,openedApp,1753210306.19424,breathingExercise,6,Europe/Moscow,досмотреть
tikTok,660.0,True,openedApp,1753213359.792021,breathingExercise,6,Europe/Moscow,прп
tikTok,660.0,False,openedApp,1753213566.796194,askForTimeLimit,6,Europe/Moscow,
tikTok,660.0,True,openedApp,1753214260.2273011,breathingExercise,6,Europe/Moscow,аа
tikTok,660.0,True,openedApp,1753215078.4505239,breathingExercise,6,Europe/Moscow,рр
tikTok,600.0,True,openedApp,1753215762.0246801,breathingExercise,6,Europe/Moscow,иит
tikTok,720.0,True,openedApp,1753216398.34495,breathingExercise,6,Europe/Moscow,пррр
tikTok,780.0,False,openedApp,1753216682.600881,askForTimeLimit,6,Europe/Moscow,
tikTok,420.0,False,openedApp,1753216886.729964,askForTimeLimit,6,Europe/Moscow,
tikTok,600.0,True,openedApp,1753217338.0403252,breathingExercise,6,Europe/Moscow,hh
tikTok,420.0,True,openedApp,1753217966.11363,breathingExercise,6,Europe/Moscow,gg
tikTok,900.0,False,openedApp,1753274102.200634,askForTimeLimit,6,Europe/Moscow,
tikTok,,False,dismissedAppOpening,1753274793.764044,askForTimeLimit,6,Europe/Moscow,
tikTok,660.0,False,openedApp,1753297527.728498,askForTimeLimit,6,Europe/Moscow,
tikTok,420.0,True,openedApp,1753298212.713536,breathingExercise,6,Europe/Moscow,ррр
tikTok,540.0,True,openedApp,1753298655.256281,breathingExercise,6,Europe/Moscow,рр
tikTok,780.0,True,openedApp,1753299219.713984,breathingExercise,6,Europe/Moscow,р
tikTok,600.0,True,openedApp,1753300022.682804,breathingExercise,6,Europe/Moscow,пп
tikTok,420.0,True,openedApp,1753300647.0556002,breathingExercise,6,Europe/Moscow,пр
tikTok,300.0,True,openedApp,1753301090.271235,breathingExercise,6,Europe/Moscow,пп
tikTok,660.0,False,openedApp,1753346047.762557,askForTimeLimit,6,Europe/Moscow,
tikTok,840.0,False,openedApp,1753346742.554469,breathingExercise,6,Europe/Moscow,лл
tikTok,,True,dismissedAppOpening,1753347633.718518,breathingExercise,6,Europe/Moscow,
tikTok,540.0,False,openedApp,1753367209.3722649,askForTimeLimit,6,Europe/Moscow,
tikTok,480.0,False,openedApp,1753367451.6384392,askForTimeLimit,6,Europe/Moscow,
tikTok,540.0,True,openedApp,1753367952.016728,breathingExercise,6,Europe/Moscow,ии
tikTok,720.0,True,openedApp,1753368513.6063619,breathingExercise,6,Europe/Moscow,рр
tikTok,720.0,True,openedApp,1753369263.353229,breathingExercise,6,Europe/Moscow,пр
tikTok,600.0,True,openedApp,1753370005.19157,breathingExercise,6,Europe/Moscow,л
tikTok,300.0,False,openedApp,1753382512.059972,askForTimeLimit,6,Europe/Moscow,
tikTok,300.0,False,openedApp,1753382512.0776858,askForTimeLimit,6,Europe/Moscow,
tikTok,360.0,False,openedApp,1753385539.802006,askForTimeLimit,6,Europe/Moscow,
tikTok,540.0,True,openedApp,1753385957.442759,breathingExercise,6,Europe/Moscow,ир
tikTok,660.0,True,openedApp,1753386572.520057,breathingExercise,6,Europe/Moscow,па
tikTok,720.0,True,openedApp,1753387286.168844,breathingExercise,6,Europe/Moscow,кушойт
tikTok,720.0,False,openedApp,1753387714.881974,askForTimeLimit,6,Europe/Moscow,
tikTok,,False,dismissedAppOpening,1753388173.881489,askForTimeLimit,6,Europe/Moscow,
tikTok,,False,dismissedAppOpening,1753388180.940449,askForTimeLimit,6,Europe/Moscow,
tikTok,600.0,False,openedApp,1753389927.867072,askForTimeLimit,6,Europe/Moscow,
tikTok,540.0,True,openedApp,1753390552.923932,breathingExercise,6,Europe/Moscow,cc
tikTok,,True,dismissedAppOpening,1753391124.2055922,breathingExercise,6,Europe/Moscow,
tikTok,,False,dismissedAppOpening,1753391144.573288,breathingExercise,6,Europe/Moscow,
tikTok,,False,dismissedAppOpening,1753391161.641737,breathingExercise,6,Europe/Moscow,
tikTok,1200.0,False,openedApp,1753391182.178979,breathingExercise,6,Europe/Moscow,gg
tikTok,1200.0,True,openedApp,1753392406.082634,breathingExercise,6,Europe/Moscow,gg
tikTok,840.0,True,openedApp,1753393627.447108,breathingExercise,6,Europe/Moscow,gg
tikTok,660.0,False,openedApp,1753441193.7950668,askForTimeLimit,6,Europe/Moscow,
tikTok,660.0,True,openedApp,1753441920.800562,breathingExercise,6,Europe/Moscow,не
tikTok,480.0,False,openedApp,1753442903.453057,breathingExercise,6,Europe/Moscow,they benefited from your insecurity
tikTok,660.0,False,openedApp,1753522804.040162,askForTimeLimit,6,Europe/Moscow,
tikTok,,False,dismissedAppOpening,1753523330.2472172,askForTimeLimit,6,Europe/Moscow,
tikTok,840.0,False,openedApp,1753523411.00074,askForTimeLimit,6,Europe/Moscow,
tikTok,,False,dismissedAppOpening,1753523643.070785,askForTimeLimit,6,Europe/Moscow,
tikTok,660.0,False,openedApp,1753523743.264244,askForTimeLimit,6,Europe/Moscow,
tikTok,900.0,False,openedApp,1753524110.9216409,askForTimeLimit,6,Europe/Moscow,
tikTok,720.0,False,openedApp,1753524410.78621,askForTimeLimit,6,Europe/Moscow,
tikTok,900.0,False,openedApp,1753524617.900491,askForTimeLimit,6,Europe/Moscow,
tikTok,900.0,True,openedApp,1753525545.978253,breathingExercise,6,Europe/Moscow,gg
tikTok,300.0,False,openedApp,1753526200.283797,askForTimeLimit,6,Europe/Moscow,
tikTok,600.0,True,openedApp,1753529064.345889,breathingExercise,6,Europe/Moscow,ggg
tikTok,660.0,False,openedApp,1753529348.148531,askForTimeLimit,6,Europe/Moscow,
tikTok,960.0,False,openedApp,1753536564.191612,askForTimeLimit,6,Europe/Moscow,
tikTok,,False,dismissedAppOpening,1753536774.268468,askForTimeLimit,6,Europe/Moscow,
tikTok,840.0,False,openedApp,1753536895.5147672,askForTimeLimit,6,Europe/Moscow,
tikTok,840.0,False,openedApp,1753544748.982675,askForTimeLimit,6,Europe/Moscow,
tikTok,660.0,False,openedApp,1753545463.054669,askForTimeLimit,6,Europe/Moscow,
tikTok,720.0,True,openedApp,1753546147.2230191,breathingExercise,6,Europe/Moscow,пр
tikTok,360.0,True,openedApp,1753546889.49897,breathingExercise,6,Europe/Moscow,рр
tikTok,120.0,True,openedApp,1753547284.0292912,breathingExercise,6,Europe/Moscow,р
tikTok,420.0,False,openedApp,1753552955.366617,askForTimeLimit,6,Europe/Moscow,
tikTok,240.0,True,openedApp,1753553405.383918,breathingExercise,6,Europe/Moscow,оо
tikTok,540.0,False,openedApp,1753554598.677782,askForTimeLimit,6,Europe/Moscow,
tikTok,240.0,True,openedApp,1753555165.91014,breathingExercise,6,Europe/Moscow,оо
tikTok,,False,dismissedAppOpening,1753556386.575766,breathingExercise,6,Europe/Moscow,
tikTok,360.0,False,openedApp,1753556421.809235,breathingExercise,6,Europe/Moscow,nj
tikTok,360.0,True,openedApp,1753556814.5784578,breathingExercise,6,Europe/Moscow,cf
tikTok,240.0,True,openedApp,1753557277.448319,breathingExercise,6,Europe/Moscow,gg
tikTok,180.0,True,openedApp,1753557575.0379472,breathingExercise,6,Europe/Moscow,rr
tikTok,240.0,False,openedApp,1753566324.284739,breathingExercise,6,Europe/Moscow,ff
tikTok,660.0,True,openedApp,1753566658.355545,breathingExercise,6,Europe/Moscow,cv
tikTok,960.0,False,openedApp,1753566933.906951,askForTimeLimit,6,Europe/Moscow,
tikTok,840.0,True,openedApp,1753567916.429422,breathingExercise,6,Europe/Moscow,fff
tikTok,720.0,False,openedApp,1753568370.678649,askForTimeLimit,6,Europe/Moscow,
tikTok,600.0,True,openedApp,1753569116.007056,breathingExercise,6,Europe/Moscow,dd
tikTok,720.0,False,openedApp,1753569743.214314,breathingExercise,6,Europe/Moscow,ggg
tikTok,780.0,True,openedApp,1753570487.307283,breathingExercise,6,Europe/Moscow,ggt
tikTok,720.0,False,openedApp,1753608649.484031,askForTimeLimit,6,Europe/Moscow,
tikTok,600.0,False,openedApp,1753639228.884777,askForTimeLimit,6,Europe/Moscow,
tikTok,1260.0,True,openedApp,1753639859.290132,breathingExercise,6,Europe/Moscow,gg
tikTok,720.0,False,openedApp,1753647825.906986,askForTimeLimit,6,Europe/Moscow,
tikTok,600.0,False,openedApp,1753648851.418387,askForTimeLimit,6,Europe/Moscow,
tikTok,,True,dismissedAppOpening,1753649496.032253,breathingExercise,6,Europe/Moscow,
tikTok,900.0,False,openedApp,1753649524.300447,breathingExercise,6,Europe/Moscow,bbb
tikTok,660.0,True,openedApp,1753650447.1146688,breathingExercise,6,Europe/Moscow,bb
tikTok,540.0,True,openedApp,1753651129.547617,breathingExercise,6,Europe/Moscow,bbh
tikTok,360.0,True,openedApp,1753651693.122816,breathingExercise,6,Europe/Moscow,gh
tikTok,900.0,False,openedApp,1753652275.325474,breathingExercise,6,Europe/Moscow,fff
tikTok,660.0,True,openedApp,1753653201.702254,breathingExercise,6,Europe/Moscow,gg
tikTok,720.0,True,openedApp,1753653884.176642,breathingExercise,6,Europe/Moscow,ff
tikTok,780.0,True,openedApp,1753654627.056036,breathingExercise,6,Europe/Moscow,huh
tikTok,720.0,False,openedApp,1753693500.349903,askForTimeLimit,6,Europe/Moscow,
tikTok,360.0,False,openedApp,1753693834.8961449,askForTimeLimit,6,Europe/Moscow,
tikTok,960.0,True,openedApp,1753694451.971596,breathingExercise,6,Europe/Moscow,ппп
tikTok,540.0,False,openedApp,1753703820.0901399,askForTimeLimit,6,Europe/Moscow,
tikTok,660.0,True,openedApp,1753704384.624641,breathingExercise,6,Europe/Moscow,прр
tikTok,900.0,True,openedApp,1753705118.745254,breathingExercise,6,Europe/Moscow,сас
tikTok,,False,dismissedAppOpening,1753706451.244339,breathingExercise,6,Europe/Moscow,
tikTok,360.0,False,openedApp,1753725342.735893,askForTimeLimit,6,Europe/Moscow,
tikTok,420.0,True,openedApp,1753725737.549409,breathingExercise,6,Europe/Moscow,gv
tikTok,300.0,True,openedApp,1753726178.726633,breathingExercise,6,Europe/Moscow,cc
tikTok,780.0,False,openedApp,1753733778.15082,askForTimeLimit,6,Europe/Moscow,
tikTok,540.0,False,openedApp,1753777009.528916,askForTimeLimit,6,Europe/Moscow,
tikTok,600.0,True,openedApp,1753777584.1342912,breathingExercise,6,Europe/Moscow,па
tikTok,840.0,True,openedApp,1753778208.0659919,breathingExercise,6,Europe/Moscow,ер
tikTok,480.0,False,openedApp,1753778931.757695,askForTimeLimit,6,Europe/Moscow,
tikTok,480.0,False,openedApp,1753781545.61793,askForTimeLimit,6,Europe/Moscow,
tikTok,780.0,False,openedApp,1753806047.320535,askForTimeLimit,6,Europe/Moscow,
tikTok,420.0,False,openedApp,1753806311.655877,askForTimeLimit,6,Europe/Moscow,
tikTok,,False,dismissedAppOpening,1753806586.784416,askForTimeLimit,6,Europe/Moscow,
tikTok,720.0,False,openedApp,1753806606.2694612,askForTimeLimit,6,Europe/Moscow,
tikTok,480.0,True,openedApp,1753807354.776022,breathingExercise,6,Europe/Moscow,оо
tikTok,420.0,True,openedApp,1753807859.771233,breathingExercise,6,Europe/Moscow,нн
tikTok,660.0,True,openedApp,1753808548.737893,breathingExercise,6,Europe/Moscow,ооо
tikTok,660.0,False,openedApp,1753809484.8975658,breathingExercise,6,Europe/Moscow,иит
tikTok,1020.0,True,openedApp,1753810176.2227979,breathingExercise,6,Europe/Moscow,пр
tikTok,300.0,False,openedApp,1753822694.267812,breathingExercise,6,Europe/Moscow,пр
tikTok,420.0,True,openedApp,1753823019.9573212,breathingExercise,6,Europe/Moscow,мм
tikTok,600.0,True,openedApp,1753823464.4586248,breathingExercise,6,Europe/Moscow,то
tikTok,840.0,False,openedApp,1753863635.0624819,askForTimeLimit,6,Europe/Moscow,
tikTok,,True,dismissedAppOpening,1753864523.9321342,breathingExercise,6,Europe/Moscow,
tikTok,840.0,False,openedApp,1753864548.852447,breathingExercise,6,Europe/Moscow,hj
tikTok,360.0,True,openedApp,1753865415.883091,breathingExercise,6,Europe/Moscow, v
tikTok,240.0,True,openedApp,1753865807.5436769,breathingExercise,6,Europe/Moscow,ff
tikTok,660.0,False,openedApp,1753875340.057774,askForTimeLimit,6,Europe/Moscow,
tikTok,300.0,True,openedApp,1753876027.33716,breathingExercise,6,Europe/Moscow,yu
tikTok,360.0,False,openedApp,1753879039.9359899,askForTimeLimit,6,Europe/Moscow,
tikTok,540.0,False,openedApp,1753907384.567665,askForTimeLimit,6,Europe/Moscow,
