timezone,app,interventionDuration,isReIntervention,interventionType,resolution,timestamp,purpose,timeIntervalUntilReIntervention
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753744356.489211,,1380.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753744467.69578,,540.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753744553.084014,,1380.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753744579.3363318,,1200.0
America/New_York,tikTok,6,False,breathingExercise,openedApp,1753745893.9253058,Free time ,1620.0
America/New_York,tikTok,6,False,breathingExercise,openedApp,1753747542.9487262,Free time ,1620.0
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753748359.959815,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753748399.756834,,1500.0
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753750570.275177,,
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753751140.3110418,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753751352.4884648,,600.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753754275.278471,,1560.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753754572.84236,,1200.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753755570.942296,,1680.0
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753755756.187331,,
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753755758.375513,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753755933.030911,,2700.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753756010.200809,,1560.0
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753756519.886055,,
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753784321.6921902,,
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753808924.94204,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753814855.10457,,1380.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753815287.995815,,1380.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753815996.435112,,1500.0
America/New_York,tikTok,6,False,breathingExercise,dismissedAppOpening,1753817783.2215881,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753845799.966263,,1560.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753846338.895934,,1260.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753847354.379836,,1200.0
America/New_York,tikTok,6,False,breathingExercise,dismissedAppOpening,1753848580.270643,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753874615.683926,,1380.0
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753877696.342214,,
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753879007.130528,,
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753898253.1667728,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753913475.7034311,,1560.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753914043.757975,,1560.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753914493.33116,,1500.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753914596.839525,,1620.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753914796.76083,,1560.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753915212.701004,,1440.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753915496.949245,,1260.0
America/New_York,tikTok,6,False,breathingExercise,openedApp,1753916794.757165,Free time ,2700.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753917015.403445,,2700.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753917039.814359,,2700.0
America/New_York,tikTok,6,False,breathingExercise,dismissedAppOpening,1753920074.0830579,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753920503.0642462,,420.0
America/New_York,tikTok,6,False,breathingExercise,dismissedAppOpening,1753921010.8059602,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753922309.665412,,1500.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753923676.3721418,,2700.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753924652.392292,,1500.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753927252.17271,,2700.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753927397.89669,,2700.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753927910.441536,,1680.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753928701.4562368,,1740.0
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753955610.6632519,,
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753985250.019355,,
