timestamp,isReIntervention,app,resolution,timezone,interventionType,interventionDuration
1751945417.378407,False,instagram,openedApp,America/Santiago,,
1751945717.378408,False,instagram,closedApp,America/Santiago,,
1751945717.378408,False,instagram,dismissedAppOpening,America/Santiago,,
1751964071.584894,False,instagram,openedApp,America/Santiago,,
1751964371.584894,False,instagram,closedApp,America/Santiago,,
1751964371.584894,False,instagram,dismissedAppOpening,America/Santiago,,
1751982599.6049151,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1751990379.665534,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1751998851.2907228,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1752003053.893014,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1752005518.130612,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1752007327.1178331,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1752024731.2748408,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1752026290.846425,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1752027097.9066582,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1752027750.2640882,False,instagram,dismissedAppOpening,America/Santiago,breathingExercise,6.0
1752027789.709476,False,facebook,dismissedAppOpening,America/Santiago,breathingExercise,6.0
1752028246.5883698,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1752071602.8999438,False,instagram,openedApp,America/Santiago,,
1752071902.8999438,False,instagram,closedApp,America/Santiago,,
1752071902.8999438,False,instagram,dismissedAppOpening,America/Santiago,,
1752071921.6119409,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1752074606.258253,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1752076690.769521,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1752077224.104467,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1752078303.07669,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1752079035.3829079,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
