resolution,timestamp,interventionDuration,interventionType,timezone,isReIntervention,app,timeIntervalUntilReIntervention
openedApp,1754246684.054739,6,askForTimeLimit,Europe/Paris,False,instagram,660.0
openedApp,1754248089.899647,6,askForTimeLimit,Europe/Paris,False,instagram,1140.0
openedApp,1754252036.710058,6,askForTimeLimit,Europe/Paris,False,instagram,600.0
openedApp,1754256995.903177,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
openedApp,1754257191.346202,6,askForTimeLimit,Europe/Paris,False,instagram,480.0
openedApp,1754257283.396282,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
openedApp,1754257759.331211,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
openedApp,1754288858.988425,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
openedApp,1754289742.951729,6,askForTimeLimit,Europe/Paris,False,instagram,660.0
openedApp,1754293002.451741,6,askForTimeLimit,Europe/Paris,False,instagram,420.0
openedApp,1754293461.291126,6,breathingExercise,Europe/Paris,False,instagram,720.0
dismissedAppOpening,1754293517.906063,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1754293524.059655,6,askForTimeLimit,Europe/Paris,False,instagram,720.0
openedApp,1754293620.4932551,6,askForTimeLimit,Europe/Paris,False,instagram,540.0
openedApp,1754294635.4681869,6,askForTimeLimit,Europe/Paris,False,instagram,1560.0
dismissedAppOpening,1754294937.835202,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1754294975.494228,6,askForTimeLimit,Europe/Paris,False,instagram,1800.0
openedApp,1754295203.476783,6,askForTimeLimit,Europe/Paris,False,instagram,1320.0
openedApp,1754295353.966138,6,askForTimeLimit,Europe/Paris,False,instagram,1740.0
openedApp,1754295734.9870892,6,askForTimeLimit,Europe/Paris,False,instagram,1200.0
openedApp,1754296186.578114,6,askForTimeLimit,Europe/Paris,False,instagram,540.0
openedApp,1754298194.796677,6,askForTimeLimit,Europe/Paris,False,instagram,900.0
openedApp,1754298728.4573421,6,askForTimeLimit,Europe/Paris,False,instagram,1080.0
openedApp,1754301912.8977652,6,askForTimeLimit,Europe/Paris,False,instagram,1080.0
dismissedAppOpening,1754303957.97019,6,askForTimeLimit,Europe/Paris,False,instagram,
dismissedAppOpening,1754303960.6612701,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1754303975.8460531,6,askForTimeLimit,Europe/Paris,False,instagram,660.0
openedApp,1754304348.107132,6,askForTimeLimit,Europe/Paris,False,instagram,1320.0
openedApp,1754306058.551799,6,askForTimeLimit,Europe/Paris,False,instagram,720.0
openedApp,1754306486.673592,6,askForTimeLimit,Europe/Paris,False,instagram,1140.0
openedApp,1754308155.104433,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
openedApp,1754314034.43313,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
openedApp,1754314742.720448,6,askForTimeLimit,Europe/Paris,False,instagram,420.0
openedApp,1754315365.5846648,6,askForTimeLimit,Europe/Paris,False,instagram,660.0
openedApp,1754315769.6298661,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
openedApp,1754317761.023911,6,askForTimeLimit,Europe/Paris,False,instagram,660.0
openedApp,1754318036.834429,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
dismissedAppOpening,1754319610.080183,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1754319616.799737,6,askForTimeLimit,Europe/Paris,False,instagram,1020.0
openedApp,1754320507.4898229,6,askForTimeLimit,Europe/Paris,False,instagram,900.0
openedApp,1754324017.342698,6,askForTimeLimit,Europe/Paris,False,instagram,1200.0
openedApp,1754324037.598524,6,askForTimeLimit,Europe/Paris,False,instagram,960.0
openedApp,1754324134.843339,6,askForTimeLimit,Europe/Paris,False,instagram,960.0
openedApp,1754324326.304121,6,askForTimeLimit,Europe/Paris,False,instagram,1200.0
openedApp,1754326544.203886,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
openedApp,1754326608.816498,6,askForTimeLimit,Europe/Paris,False,instagram,960.0
openedApp,1754326621.712179,6,askForTimeLimit,Europe/Paris,False,instagram,1020.0
openedApp,1754326656.8730202,6,askForTimeLimit,Europe/Paris,False,instagram,960.0
openedApp,1754326746.1759129,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
openedApp,1754326760.0027661,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
openedApp,1754326905.739363,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
openedApp,1754327163.8876162,6,askForTimeLimit,Europe/Paris,False,instagram,900.0
openedApp,1754327210.9695,6,askForTimeLimit,Europe/Paris,False,instagram,1200.0
openedApp,1754327503.6294909,6,askForTimeLimit,Europe/Paris,False,instagram,1140.0
openedApp,1754330585.7866712,6,askForTimeLimit,Europe/Paris,False,instagram,720.0
openedApp,1754330601.553091,6,askForTimeLimit,Europe/Paris,False,instagram,720.0
dismissedAppOpening,1754330629.000447,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1754330782.549089,6,askForTimeLimit,Europe/Paris,False,instagram,660.0
openedApp,1754331098.6905,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
openedApp,1754331284.78305,6,askForTimeLimit,Europe/Paris,False,instagram,660.0
openedApp,1754331435.4218621,6,askForTimeLimit,Europe/Paris,False,instagram,900.0
openedApp,1754331488.828232,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
openedApp,1754331549.068719,6,askForTimeLimit,Europe/Paris,False,instagram,720.0
openedApp,1754331724.2732291,6,askForTimeLimit,Europe/Paris,False,instagram,660.0
openedApp,1754331782.4795542,6,askForTimeLimit,Europe/Paris,False,instagram,480.0
openedApp,1754332634.4380898,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
openedApp,1754332667.365891,6,askForTimeLimit,Europe/Paris,False,instagram,660.0
openedApp,1754332758.01482,6,askForTimeLimit,Europe/Paris,False,instagram,600.0
openedApp,1754334387.1587439,6,askForTimeLimit,Europe/Paris,False,instagram,480.0
openedApp,1754343716.866673,6,askForTimeLimit,Europe/Paris,False,instagram,420.0
openedApp,1754343964.501226,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
openedApp,1754344350.636197,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
openedApp,1754345750.914178,6,askForTimeLimit,Europe/Paris,False,instagram,720.0
dismissedAppOpening,1754346331.5010471,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1754373828.431559,6,askForTimeLimit,Europe/Paris,False,instagram,1200.0
openedApp,1754374202.147372,6,askForTimeLimit,Europe/Paris,False,instagram,960.0
