timestamp,timezone,isReIntervention,app,interventionDuration,interventionType,resolution,purpose
1751727783.89063,Asia/Vladivostok,False,A3D5DEFC-55DB-4993-ABBE-4D149CBDB7D9,,,closedApp,
1751764369.075416,Asia/Vladivostok,False,A3D5DEFC-55DB-4993-ABBE-4D149CBDB7D9,6.0,breathingExercise,openedApp,Bored
1751764382.365454,Asia/Vladivostok,False,A3D5DEFC-55DB-4993-ABBE-4D149CBDB7D9,,,closedApp,
1751764543.469345,Asia/Vladivostok,False,A3D5DEFC-55DB-4993-ABBE-4D149CBDB7D9,,,closedApp,
1751878114.248414,Asia/Vladivostok,False,yandexMail,,,closedApp,
1752017095.558646,Asia/Vladivostok,False,A3D5DEFC-55DB-4993-ABBE-4D149CBDB7D9,6.0,breathingExercise,openedApp,Bored
1752017163.063963,Asia/Vladivostok,False,A3D5DEFC-55DB-4993-ABBE-4D149CBDB7D9,,,closedApp,
1752028316.780586,Asia/Vladivostok,False,A3D5DEFC-55DB-4993-ABBE-4D149CBDB7D9,6.0,breathingExercise,openedApp,Bored
1752028394.807929,Asia/Vladivostok,False,A3D5DEFC-55DB-4993-ABBE-4D149CBDB7D9,,,closedApp,
1752035612.439218,Asia/Vladivostok,False,A3D5DEFC-55DB-4993-ABBE-4D149CBDB7D9,6.0,breathingExercise,openedApp,Bored
1752035656.543034,Asia/Vladivostok,False,A3D5DEFC-55DB-4993-ABBE-4D149CBDB7D9,,,closedApp,
1752106543.6307778,Asia/Vladivostok,False,tikTok,,,closedApp,
1752106555.546113,Asia/Vladivostok,False,tikTok,,,closedApp,
1752059144.2179399,Asia/Vladivostok,False,youtube,,,closedApp,
1752139078.534988,Asia/Vladivostok,False,A3D5DEFC-55DB-4993-ABBE-4D149CBDB7D9,6.0,breathingExercise,openedApp,Bored
1752139241.174529,Asia/Vladivostok,False,A3D5DEFC-55DB-4993-ABBE-4D149CBDB7D9,,,closedApp,
1752192916.99179,Asia/Vladivostok,False,yandexMail,,,closedApp,
1752192986.785651,Asia/Vladivostok,False,A3D5DEFC-55DB-4993-ABBE-4D149CBDB7D9,6.0,breathingExercise,openedApp,Bored
1752193092.294915,Asia/Vladivostok,False,A3D5DEFC-55DB-4993-ABBE-4D149CBDB7D9,,,closedApp,
1752366183.058121,Asia/Vladivostok,False,yandexMail,,,closedApp,
1752366455.993163,Asia/Vladivostok,False,26761FC7-A9FB-44A5-B0AB-8A3DCE5E7ABB,6.0,breathingExercise,dismissedAppOpening,
1752366635.173065,Asia/Vladivostok,False,42A83806-04E3-4E01-A8E8-74EF1261AF4D,,,closedApp,
1752366637.4437618,Asia/Vladivostok,False,42A83806-04E3-4E01-A8E8-74EF1261AF4D,,,closedApp,
1752366643.135157,Asia/Vladivostok,False,42A83806-04E3-4E01-A8E8-74EF1261AF4D,,,closedApp,
1752366655.1741052,Asia/Vladivostok,False,42A83806-04E3-4E01-A8E8-74EF1261AF4D,,,closedApp,
1752378431.301218,Asia/Vladivostok,False,yandexMail,,,closedApp,
1752672921.504143,Asia/Vladivostok,False,linkedin,,,closedApp,
1752541424.164369,Asia/Vladivostok,False,github,,,closedApp,
1752658296.636595,Asia/Vladivostok,False,yandexMail,,,closedApp,
1752880938.027703,Asia/Vladivostok,False,yandexMail,,,closedApp,
1752920918.173468,Asia/Vladivostok,False,yandexMail,,,closedApp,
1752970905.3397,Asia/Vladivostok,False,yandexMail,,,closedApp,
1753066573.071073,Asia/Vladivostok,False,yandexMail,,,closedApp,
1753101298.690074,Asia/Vladivostok,False,yandexMail,,,closedApp,
1753113170.453377,Asia/Vladivostok,False,yandexMail,,,closedApp,
1753113171.533029,Asia/Vladivostok,False,yandexMail,,,closedApp,
1753197247.785441,Asia/Vladivostok,False,yandexMail,,,closedApp,
1753332740.7789578,Asia/Vladivostok,False,yandexMail,,,closedApp,
1753364045.059931,Asia/Vladivostok,False,yandexMail,,,closedApp,
