isReIntervention,timezone,interventionType,resolution,app,timestamp,interventionDuration,purpose
False,Asia/Taipei,breathingExercise,openedApp,threads,1750121586.983972,6.0,逃避 / 避免
False,Asia/Taipei,breathingExercise,dismissedAppOpening,facebook,1750134352.605283,6.0,
False,Asia/Taipei,breathingExercise,openedApp,facebook,1750134379.6565409,6.0,逃避 / 避免
False,Asia/Taipei,breathingExercise,openedApp,threads,1750152744.3387918,6.0,娛樂
False,Asia/Taipei,breathingExercise,openedApp,threads,1750157529.34988,6.0,娛樂
False,Asia/Taipei,breathingExercise,openedApp,instagram,1750160524.301714,6.0,娛樂
False,Asia/Taipei,breathingExercise,openedApp,threads,1750167707.630799,6.0,娛樂
False,Asia/Taipei,breathingExercise,openedApp,threads,1750169121.284709,6.0,娛樂
False,Asia/Taipei,breathingExercise,openedApp,threads,1750169871.509152,6.0,娛樂
False,Asia/Taipei,breathingExercise,openedApp,threads,1750245368.463636,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,745643B5-1A1A-403F-93B3-7424801F2C2E,1750247126.5125232,6.0,娛樂
False,Asia/Taipei,breathingExercise,openedApp,threads,1750250098.446701,6.0,逃避 / 避免
False,Asia/Taipei,breathingExercise,openedApp,threads,1750253849.0528479,6.0,娛樂
False,Asia/Taipei,breathingExercise,openedApp,instagram,1750254135.711592,6.0,娛樂
False,Asia/Taipei,breathingExercise,openedApp,instagram,1750257662.663852,6.0,娛樂
False,Asia/Taipei,breathingExercise,openedApp,threads,1750261882.202661,6.0,娛樂
False,Asia/Taipei,breathingExercise,openedApp,threads,1750264059.225781,6.0,娛樂
False,Asia/Taipei,breathingExercise,openedApp,facebook,1750308095.4514341,6.0,娛樂
False,Asia/Taipei,breathingExercise,openedApp,threads,1750341103.359933,6.0,娛樂
False,Asia/Taipei,breathingExercise,openedApp,threads,1750342885.482835,6.0,發佈內容
False,Asia/Taipei,breathingExercise,openedApp,threads,1750379357.033767,6.0,娛樂
False,Asia/Taipei,breathingExercise,dismissedAppOpening,threads,1750379357.501142,6.0,
False,Asia/Taipei,breathingExercise,openedApp,threads,1750394323.923006,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1750396138.9613929,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1750423630.998148,6.0,發佈內容
False,Asia/Taipei,breathingExercise,openedApp,threads,1750425210.906753,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1750426038.07059,6.0,逃避 / 避免
False,Asia/Taipei,breathingExercise,openedApp,7A538F62-00BA-4263-9EF2-E0A1B69EBE18,1750428653.9195309,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,7A538F62-00BA-4263-9EF2-E0A1B69EBE18,1750430471.851821,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,745643B5-1A1A-403F-93B3-7424801F2C2E,1750435822.120379,6.0,娛樂
False,Asia/Taipei,breathingExercise,dismissedAppOpening,threads,1750437241.655641,6.0,
False,Asia/Taipei,breathingExercise,openedApp,745643B5-1A1A-403F-93B3-7424801F2C2E,1750476891.851949,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,745643B5-1A1A-403F-93B3-7424801F2C2E,1750479113.255126,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,7A538F62-00BA-4263-9EF2-E0A1B69EBE18,1750480466.6516771,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,7A538F62-00BA-4263-9EF2-E0A1B69EBE18,1750483455.075063,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1750486818.956115,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,7A538F62-00BA-4263-9EF2-E0A1B69EBE18,1750502380.571686,6.0,逃避 / 避免
False,Asia/Taipei,breathingExercise,openedApp,threads,1750503924.565629,6.0,逃避 / 避免
False,Asia/Taipei,breathingExercise,dismissedAppOpening,instagram,1750524544.9010901,6.0,
False,Asia/Taipei,breathingExercise,openedApp,instagram,1750524628.80621,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1750556521.253827,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1750557920.872528,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,facebook,1750560971.873019,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,facebook,1750561525.246894,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1750563359.043747,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1750568746.957722,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,instagram,1750571035.052774,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,7A538F62-00BA-4263-9EF2-E0A1B69EBE18,1750612233.997841,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,instagram,1750766742.169869,6.0,無聊
False,Asia/Taipei,breathingExercise,dismissedAppOpening,threads,1750769227.87026,6.0,
False,Asia/Taipei,breathingExercise,openedApp,threads,1750770503.042522,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1750773920.447544,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1750823702.423733,6.0,無聊
False,Asia/Taipei,breathingExercise,dismissedAppOpening,threads,1750823702.8591871,6.0,
False,Asia/Taipei,breathingExercise,openedApp,7A538F62-00BA-4263-9EF2-E0A1B69EBE18,1750827244.65559,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1750840339.687084,6.0,無聊
False,Asia/Taipei,breathingExercise,dismissedAppOpening,745643B5-1A1A-403F-93B3-7424801F2C2E,1750852029.2292042,6.0,
False,Asia/Taipei,breathingExercise,openedApp,745643B5-1A1A-403F-93B3-7424801F2C2E,1750852050.258122,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1750852461.719129,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1750854949.744958,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1750857133.819756,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1750906709.14851,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1750913349.366239,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1750939523.658808,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1750949430.1429238,6.0,無聊
False,Asia/Taipei,breathingExercise,dismissedAppOpening,threads,1750949430.5100942,6.0,
False,Asia/Taipei,breathingExercise,openedApp,threads,1750983519.3228269,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,instagram,1750997219.750856,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1750998261.942379,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,instagram,1751016109.3708658,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751019452.243771,6.0,無聊
False,Asia/Taipei,breathingExercise,dismissedAppOpening,threads,1751021201.8369908,6.0,
False,Asia/Taipei,breathingExercise,openedApp,threads,1751021226.239516,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,7A538F62-00BA-4263-9EF2-E0A1B69EBE18,1751022629.455491,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,745643B5-1A1A-403F-93B3-7424801F2C2E,1751024495.820019,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,facebook,1751027089.947058,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,745643B5-1A1A-403F-93B3-7424801F2C2E,1751030088.357006,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,745643B5-1A1A-403F-93B3-7424801F2C2E,1751033418.904304,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751074838.306326,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751078568.6261191,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,745643B5-1A1A-403F-93B3-7424801F2C2E,1751087423.942766,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,7A538F62-00BA-4263-9EF2-E0A1B69EBE18,1751088389.649076,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,7A538F62-00BA-4263-9EF2-E0A1B69EBE18,1751089516.841753,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751095736.552621,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,745643B5-1A1A-403F-93B3-7424801F2C2E,1751103911.4396892,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,745643B5-1A1A-403F-93B3-7424801F2C2E,1751105422.0567489,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751107893.175936,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751108923.860769,6.0,發佈內容
False,Asia/Taipei,breathingExercise,openedApp,instagram,1751120298.411622,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751124650.8552752,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,745643B5-1A1A-403F-93B3-7424801F2C2E,1751128772.7103338,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,facebook,1751129847.792593,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,facebook,1751130321.177319,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751156618.4577231,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751158021.314384,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751159127.384609,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751167487.489993,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,instagram,1751183556.0638762,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,instagram,1751183634.805969,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,745643B5-1A1A-403F-93B3-7424801F2C2E,1751198274.205347,6.0,無聊
False,Asia/Taipei,breathingExercise,dismissedAppOpening,745643B5-1A1A-403F-93B3-7424801F2C2E,1751198274.4886088,6.0,
False,Asia/Taipei,breathingExercise,dismissedAppOpening,threads,1751213853.756788,6.0,
False,Asia/Taipei,breathingExercise,openedApp,threads,1751213883.561363,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,instagram,1751284627.468923,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751284802.693931,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,instagram,1751337356.106669,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751356440.667729,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751378724.537873,6.0,發佈內容
False,Asia/Taipei,breathingExercise,openedApp,threads,1751416731.3302932,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751456097.007959,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751457926.553746,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751464037.089237,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751471691.769404,6.0,無聊
False,Asia/Taipei,breathingExercise,dismissedAppOpening,threads,1751473149.987967,6.0,
False,Asia/Taipei,breathingExercise,openedApp,threads,1751499198.744381,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751522350.7567549,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751536352.563313,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751596233.647056,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751599518.9222379,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,instagram,1751608417.953981,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751620743.1200042,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751636277.548193,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751643254.491273,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,facebook,1751645128.1130319,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,instagram,1751647080.821587,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,745643B5-1A1A-403F-93B3-7424801F2C2E,1751648336.2372398,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,745643B5-1A1A-403F-93B3-7424801F2C2E,1751649040.178422,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751681684.711537,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751685393.117856,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751687220.488182,6.0,娛樂
False,Asia/Taipei,breathingExercise,openedApp,threads,1751690943.476801,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,745643B5-1A1A-403F-93B3-7424801F2C2E,1751700718.262236,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,facebook,1751701870.2816892,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751731524.001359,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751772645.945002,6.0,無聊
False,Asia/Taipei,breathingExercise,dismissedAppOpening,threads,1751786981.377985,6.0,
False,Asia/Taipei,breathingExercise,openedApp,threads,1751787052.831284,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,745643B5-1A1A-403F-93B3-7424801F2C2E,1751798124.4047198,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,745643B5-1A1A-403F-93B3-7424801F2C2E,1751800220.7703009,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,facebook,1751802111.595855,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751802269.2378511,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,745643B5-1A1A-403F-93B3-7424801F2C2E,1751803820.593837,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751804327.252429,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,instagram,1751819548.374526,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751825121.608146,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751853930.176028,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751860466.7059531,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,instagram,1751881449.836454,6.0,發佈內容
False,Asia/Taipei,breathingExercise,openedApp,threads,1751884207.020834,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751890198.886509,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751896523.2882118,6.0,無聊
False,Asia/Taipei,breathingExercise,dismissedAppOpening,threads,1751897393.145792,6.0,
False,Asia/Taipei,breathingExercise,openedApp,instagram,1751900413.706085,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751940319.131237,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751950449.42803,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751970076.776978,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,745643B5-1A1A-403F-93B3-7424801F2C2E,1751974014.947482,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,745643B5-1A1A-403F-93B3-7424801F2C2E,1751975271.2481341,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751980215.113395,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751981607.080576,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751990232.4699059,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1751990856.045654,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1752035500.412695,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,745643B5-1A1A-403F-93B3-7424801F2C2E,1752063288.2405891,6.0,無聊
False,Asia/Taipei,breathingExercise,dismissedAppOpening,745643B5-1A1A-403F-93B3-7424801F2C2E,1752063288.890866,6.0,
False,Asia/Taipei,breathingExercise,openedApp,745643B5-1A1A-403F-93B3-7424801F2C2E,1752064372.3888268,6.0,無聊
False,Asia/Taipei,breathingExercise,openedApp,threads,1752073522.931594,6.0,無聊
