interventionDuration,timezone,interventionType,resolution,app,isReIntervention,timestamp
,America/Toronto,,closedApp,instagram,False,1752145849.1815
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1752153919.047086
,America/Toronto,,closedApp,instagram,False,1752153921.356633
,America/Toronto,,closedApp,instagram,False,1752154122.576607
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1752161068.8606482
,America/Toronto,,closedApp,instagram,False,1752161069.660368
,America/Toronto,,closedApp,instagram,False,1752161613.374178
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1752169754.74913
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1752194107.694191
,America/Toronto,,closedApp,instagram,False,1752169756.2776341
,America/Toronto,,closedApp,instagram,False,1752169805.062547
,America/Toronto,,closedApp,instagram,False,1752170924.128612
,America/Toronto,,closedApp,instagram,False,1752171306.9682322
,America/Toronto,,closedApp,instagram,False,1752194109.360501
,America/Toronto,,closedApp,instagram,False,1752197188.047157
,America/Toronto,,closedApp,instagram,False,1752236867.1718922
,America/Toronto,,closedApp,instagram,False,1752236867.789592
,America/Toronto,,closedApp,instagram,False,1752237297.992549
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1752246965.909281
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1752247596.1405149
,America/Toronto,,closedApp,instagram,False,1752246968.9199119
,America/Toronto,,closedApp,instagram,False,1752247241.268717
,America/Toronto,,closedApp,instagram,False,1752247426.581098
,America/Toronto,,closedApp,instagram,False,1752247439.189832
,America/Toronto,,closedApp,instagram,False,1752247616.706142
,America/Toronto,,closedApp,instagram,False,1752247681.3992748
,America/Toronto,,closedApp,instagram,False,1752247921.699957
,America/Toronto,,closedApp,instagram,False,1752247996.1084971
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1752263018.025276
,America/Toronto,,closedApp,instagram,False,1752263018.575364
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1752282861.8522692
,America/Toronto,,closedApp,instagram,False,1752282864.239452
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1752285619.1851301
,America/Toronto,,closedApp,instagram,False,1752285620.025202
,America/Toronto,,closedApp,instagram,False,1752286803.690516
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1752286988.380403
,America/Toronto,,closedApp,instagram,False,1752286989.15843
,America/Toronto,,closedApp,instagram,False,1752287398.854188
,America/Toronto,,closedApp,instagram,False,1752287420.4701738
,America/Toronto,,closedApp,instagram,False,1752287427.155961
,America/Toronto,,closedApp,instagram,False,1752288025.544472
,America/Toronto,,closedApp,instagram,False,1752288026.299861
,America/Toronto,,closedApp,instagram,False,1752339804.874745
,America/Toronto,,closedApp,instagram,False,1752339910.567737
,America/Toronto,,closedApp,instagram,False,1752339915.188799
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1752340226.99525
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1752359895.1297588
,America/Toronto,,closedApp,instagram,False,1752340229.6863441
,America/Toronto,,closedApp,instagram,False,1752340275.52766
,America/Toronto,,closedApp,instagram,False,1752340880.5471048
,America/Toronto,,closedApp,instagram,False,1752340900.951443
,America/Toronto,,closedApp,instagram,False,1752340915.190899
,America/Toronto,,closedApp,instagram,False,1752341019.11693
,America/Toronto,,closedApp,instagram,False,1752341023.686306
,America/Toronto,,closedApp,instagram,False,1752344813.99587
,America/Toronto,,closedApp,instagram,False,1752349594.241126
,America/Toronto,,closedApp,instagram,False,1752349595.660561
,America/Toronto,,closedApp,instagram,False,1752349722.7805161
,America/Toronto,,closedApp,instagram,False,1752349728.386496
,America/Toronto,,closedApp,instagram,False,1752350057.957166
,America/Toronto,,closedApp,instagram,False,1752350246.623742
,America/Toronto,,closedApp,instagram,False,1752356543.940444
,America/Toronto,,closedApp,instagram,False,1752356803.320912
,America/Toronto,,closedApp,instagram,False,1752358135.9168801
,America/Toronto,,closedApp,instagram,False,1752358142.7331429
,America/Toronto,,closedApp,instagram,False,1752359245.320888
,America/Toronto,,closedApp,instagram,False,1752359905.0758471
,America/Toronto,,closedApp,instagram,False,1752361306.869423
,America/Toronto,,closedApp,instagram,False,1752361394.9634151
,America/Toronto,,closedApp,instagram,False,1752361401.8698568
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1752384982.429383
,America/Toronto,,closedApp,instagram,False,1752384983.134379
,America/Toronto,,closedApp,instagram,False,1752390007.1032848
,America/Toronto,,closedApp,instagram,False,1752392285.2997851
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1752417641.947356
,America/Toronto,,closedApp,instagram,False,1752417642.520156
,America/Toronto,,closedApp,instagram,False,1752417732.164167
,America/Toronto,,closedApp,instagram,False,1752417733.407948
