timezone,resolution,timestamp,interventionDuration,app,interventionType,isReIntervention,timeIntervalUntilReIntervention,purpose
Australia/Melbourne,closedApp,1753009926.8810182,,tikTok,,False,,
Australia/Melbourne,closedApp,1753010101.413449,,tikTok,,False,,
Australia/Melbourne,closedApp,1753010297.400574,,tikTok,,False,,
Australia/Melbourne,openedApp,1753010891.826457,6.0,instagram,breathingExercise,False,1560.0,
Australia/Melbourne,openedApp,1753010996.543075,6.0,instagram,breathingExercise,False,780.0,
Australia/Melbourne,closedApp,1753011516.5729752,,tikTok,,False,,
Australia/Melbourne,closedApp,1753011554.204638,,tikTok,,False,,
Australia/Melbourne,closedApp,1753013447.1858392,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1753014269.189106,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1753014583.2263,6.0,instagram,breathingExercise,False,480.0,
Australia/Melbourne,closedApp,1753014300.04389,,tikTok,,False,,
Australia/Melbourne,openedApp,1753049909.127825,6.0,instagram,breathingExercise,False,420.0,
Australia/Melbourne,closedApp,1753053303.981381,,tikTok,,False,,
Australia/Melbourne,closedApp,1753054869.327167,,tikTok,,False,,
Australia/Melbourne,openedApp,1753054999.2777228,6.0,instagram,breathingExercise,False,1260.0,
Australia/Melbourne,openedApp,1753057836.685275,6.0,instagram,breathingExercise,False,600.0,
Australia/Melbourne,dismissedAppOpening,1753058013.001689,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1753058041.46566,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1753060455.2473512,,tikTok,,False,,
Australia/Melbourne,closedApp,1753061053.727428,,tikTok,,False,,
Australia/Melbourne,closedApp,1753061091.5670218,,tikTok,,False,,
Australia/Melbourne,openedApp,1753064632.9238439,6.0,instagram,breathingExercise,False,1260.0,
Australia/Melbourne,openedApp,1753066112.17507,6.0,instagram,breathingExercise,False,600.0,
Australia/Melbourne,openedApp,1753067293.413992,6.0,instagram,breathingExercise,False,900.0,
Australia/Melbourne,openedApp,1753069256.669547,6.0,instagram,breathingExercise,False,720.0,
Australia/Melbourne,dismissedAppOpening,1753069337.965061,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1753069898.759795,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1753069747.224647,,tikTok,,False,,
Australia/Melbourne,closedApp,1753069807.197777,,tikTok,,False,,
Australia/Melbourne,closedApp,1753072006.584846,,tikTok,,False,,
Australia/Melbourne,openedApp,1753075205.381579,6.0,instagram,breathingExercise,False,240.0,
Australia/Melbourne,closedApp,1753078527.692148,,tikTok,,False,,
Australia/Melbourne,closedApp,1753079064.496799,,tikTok,,False,,
Australia/Melbourne,closedApp,1753079723.4922051,,tikTok,,False,,
Australia/Melbourne,openedApp,1753079764.7101378,6.0,instagram,breathingExercise,False,540.0,
Australia/Melbourne,openedApp,1753079788.622345,6.0,instagram,breathingExercise,True,420.0,
Australia/Melbourne,closedApp,1753079908.586214,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1753079913.968429,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1753080131.031673,,tikTok,,False,,
Australia/Melbourne,openedApp,1753081116.7347941,6.0,instagram,breathingExercise,False,1020.0,
Australia/Melbourne,dismissedAppOpening,1753081335.454932,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1753081504.620109,6.0,instagram,breathingExercise,False,240.0,
Australia/Melbourne,openedApp,1753083200.54174,6.0,instagram,breathingExercise,False,60.0,
Australia/Melbourne,openedApp,1753083281.58808,6.0,instagram,breathingExercise,False,480.0,
Australia/Melbourne,closedApp,1753084782.1304011,,tikTok,,False,,
Australia/Melbourne,closedApp,1753084934.591425,,tikTok,,False,,
Australia/Melbourne,closedApp,1753085024.335432,,tikTok,,False,,
Australia/Melbourne,openedApp,1753085041.859446,6.0,instagram,breathingExercise,False,540.0,
Australia/Melbourne,openedApp,1753085542.5330691,6.0,instagram,breathingExercise,False,600.0,
Australia/Melbourne,openedApp,1753086448.202118,6.0,instagram,breathingExercise,False,780.0,
Australia/Melbourne,closedApp,1753087137.184845,,tikTok,,False,,
Australia/Melbourne,closedApp,1753087378.880453,,tikTok,,False,,
Australia/Melbourne,openedApp,1753087618.408998,6.0,instagram,breathingExercise,False,540.0,
Australia/Melbourne,openedApp,1753088786.256927,6.0,instagram,breathingExercise,False,840.0,
Australia/Melbourne,closedApp,1753089566.26893,,tikTok,,False,,
Australia/Melbourne,closedApp,1753089976.3048391,,tikTok,,False,,
Australia/Melbourne,closedApp,1753090163.2946591,,tikTok,,False,,
Australia/Melbourne,openedApp,1753090181.056606,6.0,instagram,breathingExercise,False,840.0,
Australia/Melbourne,dismissedAppOpening,1753090359.469029,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1753090453.466167,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1753094978.176762,6.0,instagram,breathingExercise,False,600.0,
Australia/Melbourne,dismissedAppOpening,1753095891.433926,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1753095927.009108,6.0,instagram,breathingExercise,False,720.0,
Australia/Melbourne,dismissedAppOpening,1753097429.524668,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1753097449.23049,6.0,instagram,breathingExercise,False,600.0,
Australia/Melbourne,dismissedAppOpening,1753098491.1524348,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1753098492.602701,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1753099270.473754,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1753098946.534168,,tikTok,,False,,
Australia/Melbourne,closedApp,1753099075.1963282,,tikTok,,False,,
Australia/Melbourne,closedApp,1753099419.0387712,,tikTok,,False,,
Australia/Melbourne,openedApp,1753102737.733988,6.0,instagram,breathingExercise,False,660.0,
Australia/Melbourne,closedApp,1753102972.71646,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1753102991.880898,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1753103142.580353,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1753105092.5281,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1753105098.106988,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1753105524.055726,,tikTok,,False,,
Australia/Melbourne,closedApp,1753105766.170229,,tikTok,,False,,
Australia/Melbourne,openedApp,1753107254.39325,6.0,instagram,breathingExercise,False,540.0,
Australia/Melbourne,openedApp,1753132270.336374,6.0,instagram,breathingExercise,False,60.0,
Australia/Melbourne,dismissedAppOpening,1753134361.2873201,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1753135986.565795,,tikTok,,False,,
Australia/Melbourne,closedApp,1753136446.9603481,,tikTok,,False,,
Australia/Melbourne,openedApp,1753140699.073169,6.0,instagram,breathingExercise,False,1020.0,
Australia/Melbourne,closedApp,1753142419.4346771,,tikTok,,False,,
Australia/Melbourne,closedApp,1753142475.196786,,tikTok,,False,,
Australia/Melbourne,closedApp,1753143701.414439,,tikTok,,False,,
Australia/Melbourne,openedApp,1753143729.880692,6.0,instagram,breathingExercise,False,480.0,
Australia/Melbourne,closedApp,1753144645.472093,,tikTok,,False,,
Australia/Melbourne,closedApp,1753144714.98698,,tikTok,,False,,
Australia/Melbourne,closedApp,1753148539.080474,,tikTok,,False,,
Australia/Melbourne,closedApp,1753149085.3062658,,tikTok,,False,,
Australia/Melbourne,openedApp,1753149671.038982,6.0,instagram,breathingExercise,False,780.0,
Australia/Melbourne,openedApp,1753150136.368408,6.0,instagram,breathingExercise,False,720.0,
Australia/Melbourne,dismissedAppOpening,1753150247.255121,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1753151278.045192,,tikTok,,False,,
Australia/Melbourne,closedApp,1753151837.574867,,tikTok,,False,,
Australia/Melbourne,openedApp,1753151853.543659,6.0,instagram,breathingExercise,False,540.0,
Australia/Melbourne,openedApp,1753152416.668354,6.0,instagram,breathingExercise,True,540.0,
Australia/Melbourne,dismissedAppOpening,1753153037.474971,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1753153150.965218,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1753154648.108618,6.0,instagram,breathingExercise,False,180.0,
Australia/Melbourne,dismissedAppOpening,1753157679.016458,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1753157776.215014,6.0,instagram,breathingExercise,False,600.0,
Australia/Melbourne,closedApp,1753160765.376548,,tikTok,,False,,
Australia/Melbourne,openedApp,1753161076.95609,6.0,instagram,breathingExercise,False,660.0,
Australia/Melbourne,openedApp,1753165594.5335522,6.0,instagram,breathingExercise,False,420.0,
Australia/Melbourne,openedApp,1753167068.9365978,6.0,instagram,breathingExercise,False,540.0,
Australia/Melbourne,dismissedAppOpening,1753170207.0896301,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1753170219.646229,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1753170243.8197188,6.0,instagram,breathingExercise,False,540.0,
Australia/Melbourne,openedApp,1753171754.305997,6.0,instagram,breathingExercise,False,660.0,
Australia/Melbourne,dismissedAppOpening,1753171923.876225,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1753172114.208966,,tikTok,,False,,
Australia/Melbourne,closedApp,1753172506.453971,,tikTok,,False,,
Australia/Melbourne,openedApp,1753172691.098479,6.0,instagram,breathingExercise,False,660.0,
Australia/Melbourne,openedApp,1753173837.040292,6.0,instagram,breathingExercise,False,660.0,
Australia/Melbourne,closedApp,1753173811.317213,,tikTok,,False,,
Australia/Melbourne,closedApp,1753173972.931854,,tikTok,,False,,
Australia/Melbourne,closedApp,1753174633.979241,,tikTok,,False,,
Australia/Melbourne,openedApp,1753174650.273833,6.0,instagram,breathingExercise,False,600.0,
Australia/Melbourne,dismissedAppOpening,1753174910.972167,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1753176751.8834229,6.0,instagram,breathingExercise,False,420.0,
Australia/Melbourne,closedApp,1753175074.8386421,,tikTok,,False,,
Australia/Melbourne,closedApp,1753175178.085,,tikTok,,False,,
Australia/Melbourne,closedApp,1753175300.658052,,tikTok,,False,,
Australia/Melbourne,closedApp,1753176720.976307,,tikTok,,False,,
Australia/Melbourne,openedApp,1753177111.134509,6.0,instagram,breathingExercise,False,720.0,
Australia/Melbourne,openedApp,1753178406.784663,6.0,instagram,breathingExercise,False,720.0,
Australia/Melbourne,openedApp,1753180030.1352692,6.0,instagram,breathingExercise,False,420.0,
Australia/Melbourne,closedApp,1753180850.383383,,tikTok,,False,,
Australia/Melbourne,openedApp,1753181869.9655519,6.0,instagram,breathingExercise,False,1980.0,
Australia/Melbourne,openedApp,1753184268.372285,6.0,instagram,breathingExercise,False,540.0,
Australia/Melbourne,closedApp,1753183840.503577,,tikTok,,False,,
Australia/Melbourne,closedApp,1753183910.152497,,tikTok,,False,,
Australia/Melbourne,openedApp,1753184485.8224258,6.0,instagram,breathingExercise,False,720.0,
Australia/Melbourne,openedApp,1753185610.845511,6.0,instagram,breathingExercise,False,600.0,
Australia/Melbourne,closedApp,1753194849.5570822,,tikTok,,False,,
Australia/Melbourne,openedApp,1753215419.6385942,6.0,instagram,breathingExercise,False,480.0,
Australia/Melbourne,dismissedAppOpening,1753252256.4584851,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1753215482.427258,,tikTok,,False,,
Australia/Melbourne,closedApp,1753220002.211604,,tikTok,,False,,
Australia/Melbourne,closedApp,1753220009.5208821,,tikTok,,False,,
Australia/Melbourne,closedApp,1753252240.646511,,tikTok,,False,,
Australia/Melbourne,closedApp,1753252265.797745,,tikTok,,False,,
Australia/Melbourne,openedApp,1753252782.527971,6.0,instagram,breathingExercise,False,780.0,
Australia/Melbourne,openedApp,1753254287.8946738,6.0,instagram,breathingExercise,False,600.0,
Australia/Melbourne,closedApp,1753255082.5153608,,tikTok,,False,,
Australia/Melbourne,closedApp,1753255865.7128239,,tikTok,,False,,
Australia/Melbourne,closedApp,1753257087.448035,,tikTok,,False,,
Australia/Melbourne,closedApp,1753257135.132812,,tikTok,,False,,
Australia/Melbourne,openedApp,1753257240.137563,6.0,instagram,breathingExercise,False,720.0,
Australia/Melbourne,openedApp,1753257368.934956,6.0,instagram,breathingExercise,False,960.0,
Australia/Melbourne,openedApp,1753257740.9580212,6.0,instagram,breathingExercise,False,960.0,
Australia/Melbourne,closedApp,1753257996.686798,,tikTok,,False,,
Australia/Melbourne,closedApp,1753258001.018039,,tikTok,,False,,
Australia/Melbourne,closedApp,1753258248.413477,,tikTok,,False,,
Australia/Melbourne,closedApp,1753260590.588208,,tikTok,,False,,
Australia/Melbourne,openedApp,1753260986.74613,6.0,instagram,breathingExercise,False,360.0,
Australia/Melbourne,openedApp,1753261468.1816359,6.0,instagram,breathingExercise,False,780.0,
Australia/Melbourne,closedApp,1753262640.908741,,tikTok,,False,,
Australia/Melbourne,closedApp,1753263054.468133,,tikTok,,False,,
Australia/Melbourne,closedApp,1753264504.40802,,tikTok,,False,,
Australia/Melbourne,closedApp,1753264566.8298678,,tikTok,,False,,
Australia/Melbourne,closedApp,1753265037.845778,,tikTok,,False,,
Australia/Melbourne,openedApp,1753265054.707483,6.0,instagram,breathingExercise,False,1740.0,
Australia/Melbourne,openedApp,1753265550.35155,6.0,instagram,breathingExercise,False,1320.0,
Australia/Melbourne,openedApp,1753266314.9958901,6.0,instagram,breathingExercise,False,1140.0,
Australia/Melbourne,closedApp,1753266393.524929,,tikTok,,False,,
Australia/Melbourne,closedApp,1753266505.4173489,,tikTok,,False,,
Australia/Melbourne,openedApp,1753267362.1273432,6.0,instagram,breathingExercise,False,1320.0,
Australia/Melbourne,openedApp,1753267581.763927,6.0,instagram,breathingExercise,False,1440.0,
Australia/Melbourne,closedApp,1753267754.559586,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1753267761.400663,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1753269297.665432,6.0,instagram,breathingExercise,False,1440.0,
Australia/Melbourne,dismissedAppOpening,1753270773.8359709,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1753269612.816815,,tikTok,,False,,
Australia/Melbourne,openedApp,1753270796.289814,6.0,instagram,breathingExercise,False,1020.0,
Australia/Melbourne,closedApp,1753274300.173253,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1753302218.327713,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1753302671.3988361,6.0,instagram,breathingExercise,False,780.0,
Australia/Melbourne,closedApp,1753304721.455694,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1753307498.972785,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1753307501.423137,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1753307504.599536,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1753328777.067517,6.0,instagram,breathingExercise,False,900.0,
Australia/Melbourne,dismissedAppOpening,1753328902.948214,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1753328992.9447389,6.0,instagram,breathingExercise,False,1260.0,
Australia/Melbourne,closedApp,1753329073.141525,,tikTok,,False,,
Australia/Melbourne,closedApp,1753329352.366355,,tikTok,,False,,
Australia/Melbourne,openedApp,1753331039.0869942,6.0,instagram,breathingExercise,False,780.0,
Australia/Melbourne,dismissedAppOpening,1753337337.3812618,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1753337387.470262,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1753338683.86698,6.0,instagram,breathingExercise,False,540.0,
Australia/Melbourne,closedApp,1753339021.854497,,tikTok,,False,,
Australia/Melbourne,closedApp,1753339101.937911,,tikTok,,False,,
Australia/Melbourne,closedApp,1753339201.202488,,tikTok,,False,,
Australia/Melbourne,closedApp,1753339281.4581861,,tikTok,,False,,
Australia/Melbourne,openedApp,1753343751.24034,6.0,instagram,breathingExercise,False,300.0,
Australia/Melbourne,closedApp,1753344289.876255,,tikTok,,False,,
Australia/Melbourne,closedApp,1753344576.686373,,tikTok,,False,,
Australia/Melbourne,closedApp,1753347293.2370028,,tikTok,,False,,
Australia/Melbourne,openedApp,1753348566.0286741,6.0,instagram,breathingExercise,False,780.0,
Australia/Melbourne,closedApp,1753348703.5588012,,tikTok,,False,,
Australia/Melbourne,openedApp,1753349169.999967,6.0,instagram,breathingExercise,False,660.0,
Australia/Melbourne,openedApp,1753349495.5474138,6.0,instagram,breathingExercise,False,960.0,
Australia/Melbourne,openedApp,1753350293.021985,6.0,instagram,breathingExercise,False,660.0,
Australia/Melbourne,openedApp,1753350443.183632,6.0,instagram,breathingExercise,False,540.0,
Australia/Melbourne,openedApp,1753351848.5401201,6.0,instagram,breathingExercise,False,540.0,
Australia/Melbourne,openedApp,1753353796.490211,6.0,instagram,breathingExercise,False,300.0,
Australia/Melbourne,closedApp,1753355952.733491,,tikTok,,False,,
Australia/Melbourne,openedApp,1753355970.61906,6.0,instagram,breathingExercise,False,480.0,
Australia/Melbourne,openedApp,1753358112.782543,6.0,instagram,breathingExercise,False,720.0,
Australia/Melbourne,closedApp,1753357383.194819,,tikTok,,False,,
Australia/Melbourne,closedApp,1753357388.340969,,tikTok,,False,,
Australia/Melbourne,closedApp,1753358097.354354,,tikTok,,False,,
Australia/Melbourne,openedApp,1753358431.3246121,6.0,instagram,breathingExercise,False,720.0,
Australia/Melbourne,dismissedAppOpening,1753358901.6813169,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1753389379.754755,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1753359165.887593,,tikTok,,False,,
Australia/Melbourne,closedApp,1753362439.201838,,tikTok,,False,,
Australia/Melbourne,openedApp,1753389397.518162,6.0,instagram,breathingExercise,False,720.0,
Australia/Melbourne,closedApp,1753390168.115635,,tikTok,,False,,
Australia/Melbourne,openedApp,1753394024.157136,6.0,instagram,breathingExercise,False,540.0,
Australia/Melbourne,closedApp,1753394216.9418721,,tikTok,,False,,
Australia/Melbourne,openedApp,1753394314.166347,6.0,instagram,breathingExercise,False,1140.0,
Australia/Melbourne,openedApp,1753395842.989931,6.0,instagram,breathingExercise,False,1200.0,
Australia/Melbourne,closedApp,1753396460.521841,,tikTok,,False,,
Australia/Melbourne,openedApp,1753396730.083531,6.0,instagram,breathingExercise,False,780.0,
Australia/Melbourne,closedApp,1753399187.86965,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1753401441.260737,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1753401457.218744,6.0,instagram,breathingExercise,False,1320.0,
Australia/Melbourne,openedApp,1753414133.1298819,6.0,instagram,breathingExercise,False,840.0,
Australia/Melbourne,openedApp,1753414231.8064032,6.0,instagram,breathingExercise,False,480.0,
Australia/Melbourne,openedApp,1753414787.476439,6.0,instagram,breathingExercise,False,1380.0,
Australia/Melbourne,openedApp,1753415116.158962,6.0,instagram,breathingExercise,False,900.0,
Australia/Melbourne,openedApp,1753415810.855651,6.0,instagram,breathingExercise,False,960.0,
Australia/Melbourne,openedApp,1753416410.399838,6.0,instagram,breathingExercise,False,1140.0,
Australia/Melbourne,openedApp,1753416876.326469,6.0,instagram,breathingExercise,False,1260.0,
Australia/Melbourne,openedApp,1753417105.12953,6.0,instagram,breathingExercise,False,780.0,
Australia/Melbourne,openedApp,1753417315.827003,6.0,instagram,breathingExercise,False,900.0,
Australia/Melbourne,openedApp,1753423072.457137,6.0,instagram,breathingExercise,False,60.0,
Australia/Melbourne,closedApp,1753434263.7788072,,tikTok,,False,,
Australia/Melbourne,closedApp,1753434579.383333,,tikTok,,False,,
Australia/Melbourne,closedApp,1753453192.139902,,tikTok,,False,,
Australia/Melbourne,closedApp,1753453658.580605,,tikTok,,False,,
Australia/Melbourne,closedApp,1753454012.499263,,tikTok,,False,,
Australia/Melbourne,closedApp,1753454586.842339,,tikTok,,False,,
Australia/Melbourne,closedApp,1753454600.337389,,tikTok,,False,,
Australia/Melbourne,closedApp,1753457143.575016,,tikTok,,False,,
Australia/Melbourne,closedApp,1753478876.8737621,,tikTok,,False,,
Australia/Melbourne,closedApp,1753480788.575841,,tikTok,,False,,
Australia/Melbourne,closedApp,1753481605.243542,,tikTok,,False,,
Australia/Melbourne,closedApp,1753481665.715518,,tikTok,,False,,
Australia/Melbourne,closedApp,1753482237.88021,,tikTok,,False,,
Australia/Melbourne,closedApp,1753499067.396947,,tikTok,,False,,
Australia/Melbourne,closedApp,1753499200.1131,,tikTok,,False,,
Australia/Melbourne,closedApp,1753499385.71281,,tikTok,,False,,
Australia/Melbourne,closedApp,1753499580.7767801,,tikTok,,False,,
Australia/Melbourne,closedApp,1753499739.638056,,tikTok,,False,,
Australia/Melbourne,closedApp,1753500257.000005,,tikTok,,False,,
Australia/Melbourne,closedApp,1753500735.677568,,tikTok,,False,,
Australia/Melbourne,closedApp,1753516786.517191,,tikTok,,False,,
Australia/Melbourne,closedApp,1753518058.0258179,,tikTok,,False,,
Australia/Melbourne,closedApp,1753518069.522101,,tikTok,,False,,
Australia/Melbourne,closedApp,1753518236.41467,,tikTok,,False,,
Australia/Melbourne,closedApp,1753519482.6803,,tikTok,,False,,
Australia/Melbourne,closedApp,1753519747.7963629,,tikTok,,False,,
Australia/Melbourne,closedApp,1753525977.4459271,,tikTok,,False,,
Australia/Melbourne,closedApp,1753526956.723182,,tikTok,,False,,
Australia/Melbourne,closedApp,1753529513.004856,,tikTok,,False,,
Australia/Melbourne,closedApp,1753530493.0995522,,tikTok,,False,,
Australia/Melbourne,closedApp,1753532325.647774,,tikTok,,False,,
Australia/Melbourne,closedApp,1753534321.710534,,tikTok,,False,,
Australia/Melbourne,closedApp,1753540895.508363,,tikTok,,False,,
Australia/Melbourne,closedApp,1753576480.134696,,tikTok,,False,,
Australia/Melbourne,closedApp,1753576928.003971,,tikTok,,False,,
