interventionDuration,app,resolution,isReIntervention,timezone,interventionType,timestamp,timeIntervalUntilReIntervention,purpose
,instagram,closedApp,False,Asia/Kolkata,,1753640783.348449,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753640783.348449,,
,instagram,openedApp,False,Asia/Kolkata,,1753640836.083497,,
,instagram,closedApp,False,Asia/Kolkata,,1753640896.083498,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753640896.083498,,
,instagram,openedApp,False,Asia/Kolkata,,1753641661.803729,,
,instagram,closedApp,False,Asia/Kolkata,,1753641721.80373,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753641721.80373,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753641785.3911161,,Check likes
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753642253.1248012,,Post something
,instagram,openedApp,False,Asia/Kolkata,,1753646754.4068909,,
,instagram,closedApp,False,Asia/Kolkata,,1753646814.4068909,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753646814.4068909,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753646897.32516,,Check likes
,instagram,openedApp,False,Asia/Kolkata,,1753648734.1050858,,
,instagram,closedApp,False,Asia/Kolkata,,1753648794.105087,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753648794.105087,,
,instagram,openedApp,False,Asia/Kolkata,,1753675486.99724,,
,instagram,closedApp,False,Asia/Kolkata,,1753675546.99724,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753675546.997241,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753679522.5802212,,Check likes
,instagram,openedApp,False,Asia/Kolkata,,1753684771.7201161,,
,instagram,closedApp,False,Asia/Kolkata,,1753684831.720117,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753684831.720117,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753686747.974496,,Message
,instagram,openedApp,False,Asia/Kolkata,,1753688546.699376,,
,instagram,closedApp,False,Asia/Kolkata,,1753688606.699376,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753688606.699376,,
,instagram,openedApp,False,Asia/Kolkata,,1753693949.7971,,
,instagram,closedApp,False,Asia/Kolkata,,1753694009.7971,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753694009.797101,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753701101.927864,,Relax
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753701212.257699,,Check likes
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753703783.626966,,Bored
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753708638.1319818,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753710278.007694,,Bored
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753761409.564618,,Post something
,instagram,openedApp,False,Asia/Kolkata,,1753716604.8257031,,
,instagram,closedApp,False,Asia/Kolkata,,1753716664.8257031,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753716664.8257031,,
,instagram,openedApp,False,Asia/Kolkata,,1753717099.6991649,,
,instagram,closedApp,False,Asia/Kolkata,,1753717159.699166,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753717159.699166,,
,instagram,openedApp,False,Asia/Kolkata,,1753717103.550936,,
,instagram,closedApp,False,Asia/Kolkata,,1753717163.5509372,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753717163.5509372,,
,instagram,openedApp,False,Asia/Kolkata,,1753717107.676427,,
,instagram,closedApp,False,Asia/Kolkata,,1753717167.676427,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753717167.676427,,
,instagram,openedApp,False,Asia/Kolkata,,1753725602.000989,,
,instagram,closedApp,False,Asia/Kolkata,,1753725662.000989,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753725662.000989,,
,instagram,openedApp,False,Asia/Kolkata,,1753760270.223374,,
,instagram,closedApp,False,Asia/Kolkata,,1753760330.2233748,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753760330.2233748,,
,instagram,openedApp,False,Asia/Kolkata,,1753760274.6036592,,
,instagram,closedApp,False,Asia/Kolkata,,1753760334.6036592,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753760334.6036592,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753765002.405497,,Fall 
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753769433.311842,,Check likes
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753773151.171682,,Bored
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753773469.857967,,Relax
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753773788.8072119,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753774105.0252051,,Check likes
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753775696.113021,,Check likes
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753780580.236352,,Bored
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753790351.458595,,Post something
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1753790658.783004,,
,instagram,openedApp,False,Asia/Kolkata,,1753792495.921824,,
,instagram,closedApp,False,Asia/Kolkata,,1753792555.921824,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753792555.921824,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753801995.458911,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753807393.5681,,Post something
,instagram,openedApp,False,Asia/Kolkata,,1753811910.251241,,
,instagram,closedApp,False,Asia/Kolkata,,1753811970.2512422,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753811970.2512422,,
,instagram,openedApp,False,Asia/Kolkata,,1753822091.535012,,
,instagram,closedApp,False,Asia/Kolkata,,1753822151.535013,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753822151.535013,,
,instagram,openedApp,False,Asia/Kolkata,,1753850050.0224118,,
,instagram,closedApp,False,Asia/Kolkata,,1753850110.0224118,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753850110.0224118,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753850129.331716,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753850447.849123,,Check likes
,instagram,openedApp,False,Asia/Kolkata,,1753855283.628296,,
,instagram,closedApp,False,Asia/Kolkata,,1753855343.628296,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753855343.628296,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753856954.720958,,Fall 
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753857080.183275,,Post something
,instagram,openedApp,False,Asia/Kolkata,,1753857325.013243,,
,instagram,closedApp,False,Asia/Kolkata,,1753857385.0132442,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753857385.0132442,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753861849.9497461,,Check likes
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753866276.309195,,Entertainment
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753866593.803261,,Check likes
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753866895.404921,,Post something
,instagram,openedApp,False,Asia/Kolkata,,1753867123.760696,,
,instagram,closedApp,False,Asia/Kolkata,,1753867183.760697,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753867183.760697,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753867569.4177551,,Post something
,instagram,openedApp,False,Asia/Kolkata,,1753885821.6728,,
,instagram,closedApp,False,Asia/Kolkata,,1753885881.6728,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753885881.6728,,
,instagram,openedApp,False,Asia/Kolkata,,1753890836.9474769,,
,instagram,closedApp,False,Asia/Kolkata,,1753890896.9474769,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753890896.9474769,,
,instagram,openedApp,False,Asia/Kolkata,,1753893207.837951,,
,instagram,closedApp,False,Asia/Kolkata,,1753893267.8379521,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753893267.8379521,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1754046183.740767,,Check likes
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1754068042.5238981,,
,instagram,openedApp,False,Asia/Kolkata,,1754067882.587141,,
,instagram,closedApp,False,Asia/Kolkata,,1754067942.587142,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1754067942.587142,,
,instagram,openedApp,False,Asia/Kolkata,,1754076353.076182,,
,instagram,closedApp,False,Asia/Kolkata,,1754076413.076182,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1754076413.076182,,
,instagram,openedApp,False,Asia/Kolkata,,1754101509.5799341,,
,instagram,closedApp,False,Asia/Kolkata,,1754101569.579935,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1754101569.579935,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1754134680.7400122,,Post something
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1754136155.229079,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1754136174.232801,,Post something
,instagram,openedApp,False,Asia/Kolkata,,1754189045.2887712,,
,instagram,closedApp,False,Asia/Kolkata,,1754189105.2887712,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1754189105.2887712,,
,instagram,openedApp,False,Asia/Kolkata,,1754189048.8358731,,
,instagram,closedApp,False,Asia/Kolkata,,1754189108.835874,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1754189108.835874,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1754189132.368414,,Check likes
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1754190475.173973,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1754206655.0423,,Bored
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1754206972.0582252,,Post something
,instagram,openedApp,False,Asia/Kolkata,,1754207716.808755,,
,instagram,closedApp,False,Asia/Kolkata,,1754207776.808755,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1754207776.808755,,
,instagram,openedApp,False,Asia/Kolkata,,1754250598.754844,,
,instagram,closedApp,False,Asia/Kolkata,,1754250658.7548451,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1754250658.7548451,,
,instagram,openedApp,False,Asia/Kolkata,,1754252883.092332,,
,instagram,closedApp,False,Asia/Kolkata,,1754252943.0923328,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1754252943.0923328,,
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1754279439.4594212,,
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1754279455.832711,,
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1754281625.210551,,
