resolution,timezone,timestamp,interventionType,timeIntervalUntilReIntervention,isReIntervention,interventionDuration,app,purpose
openedApp,Europe/Berlin,1752852236.690692,askForTimeLimit,660.0,False,6,tikTok,
openedApp,Europe/Berlin,1752852264.0028381,askForTimeLimit,600.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1752852551.406332,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1752852596.887259,askForTimeLimit,540.0,False,6,tikTok,
openedApp,Europe/Berlin,1752852756.3081021,askForTimeLimit,540.0,False,6,instagram,
openedApp,Europe/Berlin,1752854104.425974,askForTimeLimit,660.0,False,6,instagram,
openedApp,Europe/Berlin,1752854467.376348,askForTimeLimit,600.0,False,6,instagram,
openedApp,Europe/Berlin,1752855048.564625,askForTimeLimit,360.0,False,6,instagram,
openedApp,Europe/Berlin,1752855523.3375978,askForTimeLimit,960.0,False,6,tikTok,
openedApp,Europe/Berlin,1752856743.788813,askForTimeLimit,480.0,False,6,tikTok,
openedApp,Europe/Berlin,1752857570.2854881,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1752867602.2593389,askForTimeLimit,420.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1752869315.650383,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1752871283.544609,askForTimeLimit,420.0,False,6,tikTok,
openedApp,Europe/Berlin,1752873557.384212,askForTimeLimit,360.0,False,6,instagram,
openedApp,Europe/Berlin,1752873575.739541,askForTimeLimit,540.0,False,6,tikTok,
openedApp,Europe/Berlin,1752873820.170675,askForTimeLimit,600.0,False,6,tikTok,
openedApp,Europe/Berlin,1752874744.749322,askForTimeLimit,240.0,False,6,instagram,
openedApp,Europe/Berlin,1752875371.734146,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1752904844.773778,askForTimeLimit,360.0,False,6,instagram,
openedApp,Europe/Berlin,1752905181.5158381,breathingExercise,1140.0,False,6,instagram,ghhgh
openedApp,Europe/Berlin,1752906316.4446769,askForTimeLimit,420.0,False,6,tikTok,
openedApp,Europe/Berlin,1752906741.943371,askForTimeLimit,660.0,False,6,instagram,
openedApp,Europe/Berlin,1752907406.987337,askForTimeLimit,300.0,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1752907781.8828402,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1752910833.9759169,breathingExercise,420.0,False,6,tikTok,vvbbb
openedApp,Europe/Berlin,1752911179.726067,askForTimeLimit,420.0,False,6,tikTok,
openedApp,Europe/Berlin,1752911608.6840758,askForTimeLimit,420.0,False,6,instagram,
openedApp,Europe/Berlin,1752911880.7127562,askForTimeLimit,240.0,False,6,instagram,
openedApp,Europe/Berlin,1752912137.180764,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1752912353.8883061,askForTimeLimit,240.0,False,6,tikTok,
openedApp,Europe/Berlin,1752912909.461207,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1752913125.438768,askForTimeLimit,180.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1752913342.849344,breathingExercise,,False,6,instagram,
openedApp,Europe/Berlin,1752916081.1071,askForTimeLimit,420.0,False,6,instagram,
openedApp,Europe/Berlin,1752916606.181875,askForTimeLimit,180.0,False,6,tikTok,
openedApp,Europe/Berlin,1752917487.759445,askForTimeLimit,120.0,False,6,instagram,
openedApp,Europe/Berlin,1752919231.541421,askForTimeLimit,420.0,False,6,tikTok,
openedApp,Europe/Berlin,1752919691.3553128,askForTimeLimit,480.0,False,6,tikTok,
openedApp,Europe/Berlin,1752920072.938993,askForTimeLimit,240.0,False,6,tikTok,
openedApp,Europe/Berlin,1752920286.5264292,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1752920599.840888,askForTimeLimit,240.0,False,6,instagram,
openedApp,Europe/Berlin,1752920891.842671,breathingExercise,900.0,False,6,tikTok,d
openedApp,Europe/Berlin,1752921105.369639,askForTimeLimit,540.0,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1752921466.000057,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1752928173.393168,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1752928365.543627,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1752928611.160852,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1752928871.8944678,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1752929101.4366431,askForTimeLimit,240.0,False,6,instagram,
openedApp,Europe/Berlin,1752929159.865176,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1752929450.602332,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1752929901.936796,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1752930226.091933,breathingExercise,540.0,False,6,instagram,cc
openedApp,Europe/Berlin,1752931380.3114672,askForTimeLimit,360.0,False,6,instagram,
openedApp,Europe/Berlin,1752936729.361845,askForTimeLimit,240.0,False,6,instagram,
openedApp,Europe/Berlin,1752941745.754077,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1752941882.0144281,askForTimeLimit,120.0,False,6,tikTok,
openedApp,Europe/Berlin,1752942011.977902,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1752942470.0090241,breathingExercise,300.0,False,6,instagram,b
dismissedAppOpening,Europe/Berlin,1752942675.9257,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1752942705.4467502,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1752943034.790242,breathingExercise,360.0,False,6,instagram,n
openedApp,Europe/Berlin,1752943437.1233711,breathingExercise,780.0,False,6,instagram,b
openedApp,Europe/Berlin,1752951891.8783488,askForTimeLimit,360.0,False,6,tikTok,
openedApp,Europe/Berlin,1752953104.040997,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1752955382.8455582,askForTimeLimit,240.0,False,6,tikTok,
openedApp,Europe/Berlin,1752961130.824389,askForTimeLimit,180.0,False,6,instagram,
openedApp,Europe/Berlin,1752962129.7200189,askForTimeLimit,360.0,False,6,instagram,
openedApp,Europe/Berlin,1752963985.895314,askForTimeLimit,180.0,False,6,instagram,
openedApp,Europe/Berlin,1752969360.288502,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1752990124.638263,askForTimeLimit,240.0,False,6,instagram,
openedApp,Europe/Berlin,1752995173.5059772,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1752997639.735596,askForTimeLimit,240.0,False,6,tikTok,
openedApp,Europe/Berlin,1752998118.518755,askForTimeLimit,240.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1752998572.670244,breathingExercise,,False,6,instagram,
openedApp,Europe/Berlin,1752998622.962285,breathingExercise,180.0,False,6,instagram,h
openedApp,Europe/Berlin,1752999267.2568321,askForTimeLimit,240.0,False,6,tikTok,
openedApp,Europe/Berlin,1752999609.922216,breathingExercise,420.0,False,6,tikTok,b
openedApp,Europe/Berlin,1753000018.330564,askForTimeLimit,420.0,False,6,tikTok,
openedApp,Europe/Berlin,1753000706.382063,breathingExercise,420.0,False,6,tikTok,v
openedApp,Europe/Berlin,1753000913.424566,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1753001463.319378,askForTimeLimit,360.0,False,6,tikTok,
openedApp,Europe/Berlin,1753001828.9626288,askForTimeLimit,600.0,False,6,tikTok,
openedApp,Europe/Berlin,1753003067.929924,askForTimeLimit,180.0,False,6,tikTok,
openedApp,Europe/Berlin,1753003261.22864,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1753005312.084986,askForTimeLimit,300.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1753006175.989754,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1753006416.418724,askForTimeLimit,240.0,False,6,tikTok,
openedApp,Europe/Berlin,1753006746.124294,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1753007015.14892,askForTimeLimit,240.0,False,6,instagram,
openedApp,Europe/Berlin,1753007267.085556,askForTimeLimit,600.0,False,6,tikTok,
openedApp,Europe/Berlin,1753007888.0392442,breathingExercise,420.0,False,6,tikTok,hh
openedApp,Europe/Berlin,1753008314.564595,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1753009721.872912,askForTimeLimit,960.0,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1753009956.104507,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1753011489.909703,askForTimeLimit,540.0,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1753011793.089294,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1753011914.434091,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1753012444.7149749,askForTimeLimit,120.0,False,6,tikTok,
openedApp,Europe/Berlin,1753014091.567665,breathingExercise,360.0,False,6,tikTok,b
dismissedAppOpening,Europe/Berlin,1753014881.3814511,askForTimeLimit,,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1753014941.4493961,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1753014973.9761372,askForTimeLimit,240.0,False,6,instagram,
openedApp,Europe/Berlin,1753015862.877991,askForTimeLimit,180.0,False,6,tikTok,
openedApp,Europe/Berlin,1753016461.9135551,askForTimeLimit,300.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1753016736.441283,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1753016774.441862,askForTimeLimit,240.0,False,6,instagram,
openedApp,Europe/Berlin,1753017130.411953,breathingExercise,840.0,False,6,instagram,jj
openedApp,Europe/Berlin,1753019163.569711,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1753019404.078475,askForTimeLimit,240.0,False,6,tikTok,
openedApp,Europe/Berlin,1753019797.646826,askForTimeLimit,240.0,False,6,instagram,
openedApp,Europe/Berlin,1753020030.439914,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1753020469.228109,askForTimeLimit,480.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1753020958.903911,breathingExercise,,False,6,instagram,
openedApp,Europe/Berlin,1753020963.9673738,askForTimeLimit,240.0,False,6,tikTok,
openedApp,Europe/Berlin,1753021858.499309,askForTimeLimit,840.0,False,6,tikTok,
openedApp,Europe/Berlin,1753023922.311012,askForTimeLimit,240.0,False,6,tikTok,
openedApp,Europe/Berlin,1753025180.5107741,askForTimeLimit,240.0,False,6,tikTok,
openedApp,Europe/Berlin,1753026832.0874128,askForTimeLimit,180.0,False,6,tikTok,
openedApp,Europe/Berlin,1753071459.52988,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1753077950.457775,askForTimeLimit,360.0,False,6,tikTok,
openedApp,Europe/Berlin,1753079307.3869228,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1753091425.52394,askForTimeLimit,240.0,False,6,tikTok,
openedApp,Europe/Berlin,1753093327.188211,askForTimeLimit,240.0,False,6,instagram,
openedApp,Europe/Berlin,1753093532.829338,askForTimeLimit,240.0,False,6,tikTok,
openedApp,Europe/Berlin,1753094029.8595881,breathingExercise,600.0,False,6,tikTok,b
openedApp,Europe/Berlin,1753094743.908382,askForTimeLimit,240.0,False,6,instagram,
openedApp,Europe/Berlin,1753097266.0306602,askForTimeLimit,300.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1753097469.287582,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1753097533.384512,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1753097856.31327,breathingExercise,360.0,False,6,tikTok,e
dismissedAppOpening,Europe/Berlin,1753098420.6624188,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1753098571.088461,askForTimeLimit,180.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1753098871.529087,askForTimeLimit,,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1753099178.086693,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1753103307.805303,askForTimeLimit,120.0,False,6,instagram,
openedApp,Europe/Berlin,1753103877.131818,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1753104188.202044,askForTimeLimit,360.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1753104808.329276,breathingExercise,,False,6,instagram,
openedApp,Europe/Berlin,1753104812.020506,askForTimeLimit,780.0,False,6,tikTok,
openedApp,Europe/Berlin,1753105116.538446,askForTimeLimit,720.0,False,6,tikTok,
openedApp,Europe/Berlin,1753106012.953696,askForTimeLimit,600.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1753107610.638135,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1753109471.134752,askForTimeLimit,480.0,False,6,tikTok,
openedApp,Europe/Berlin,1753109976.55333,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1753110464.523876,askForTimeLimit,780.0,False,6,tikTok,
openedApp,Europe/Berlin,1753110908.780716,askForTimeLimit,540.0,False,6,tikTok,
openedApp,Europe/Berlin,1753117263.149641,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1753119658.1675138,askForTimeLimit,360.0,False,6,tikTok,
openedApp,Europe/Berlin,1753123283.935155,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1753128114.962222,askForTimeLimit,600.0,False,6,instagram,
openedApp,Europe/Berlin,1753129029.751577,askForTimeLimit,600.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1753129948.568541,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1753129954.747632,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1753132189.7118568,askForTimeLimit,600.0,False,6,instagram,
openedApp,Europe/Berlin,1753132495.354845,askForTimeLimit,420.0,False,6,instagram,
openedApp,Europe/Berlin,1753132826.3043308,askForTimeLimit,600.0,False,6,instagram,
openedApp,Europe/Berlin,1753135108.306086,askForTimeLimit,600.0,False,6,instagram,
openedApp,Europe/Berlin,1753136321.702477,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1753137979.295392,askForTimeLimit,420.0,False,6,instagram,
openedApp,Europe/Berlin,1753139676.811079,askForTimeLimit,420.0,False,6,instagram,
openedApp,Europe/Berlin,1753141242.1700768,askForTimeLimit,360.0,False,6,instagram,
openedApp,Europe/Berlin,1753166337.8344278,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1753180289.14708,askForTimeLimit,360.0,False,6,tikTok,
openedApp,Europe/Berlin,1753182133.37938,askForTimeLimit,420.0,False,6,tikTok,
openedApp,Europe/Berlin,1753182862.2459378,askForTimeLimit,420.0,False,6,tikTok,
openedApp,Europe/Berlin,1753189776.853904,askForTimeLimit,600.0,False,6,instagram,
openedApp,Europe/Berlin,1753191133.0530682,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1753193523.10864,askForTimeLimit,840.0,False,6,instagram,
openedApp,Europe/Berlin,1753194882.6065469,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1753197865.92728,askForTimeLimit,660.0,False,6,instagram,
openedApp,Europe/Berlin,1753198084.435432,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1753198565.189458,askForTimeLimit,780.0,False,6,tikTok,
openedApp,Europe/Berlin,1753199351.172437,askForTimeLimit,540.0,False,6,instagram,
openedApp,Europe/Berlin,1753201842.07614,askForTimeLimit,420.0,False,6,instagram,
openedApp,Europe/Berlin,1753202405.0353642,askForTimeLimit,900.0,False,6,instagram,
openedApp,Europe/Berlin,1753202857.846699,askForTimeLimit,360.0,False,6,instagram,
openedApp,Europe/Berlin,1753203239.738631,breathingExercise,1020.0,False,6,instagram,h
openedApp,Europe/Berlin,1753204237.730888,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1753210422.541195,askForTimeLimit,540.0,False,6,instagram,
openedApp,Europe/Berlin,1753210855.32578,askForTimeLimit,360.0,False,6,tikTok,
openedApp,Europe/Berlin,1753210934.946478,askForTimeLimit,360.0,False,6,instagram,
openedApp,Europe/Berlin,1753214204.9883142,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1753266777.795928,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1753267231.975452,askForTimeLimit,420.0,False,6,instagram,
openedApp,Europe/Berlin,1753267748.34518,askForTimeLimit,540.0,False,6,tikTok,
openedApp,Europe/Berlin,1753269583.124116,askForTimeLimit,600.0,False,6,tikTok,
openedApp,Europe/Berlin,1753270486.836656,breathingExercise,360.0,False,6,tikTok,n
openedApp,Europe/Berlin,1753271225.987067,askForTimeLimit,60.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1753272038.132174,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1753272391.0897021,askForTimeLimit,780.0,False,6,instagram,
openedApp,Europe/Berlin,1753272656.721575,askForTimeLimit,180.0,False,6,instagram,
openedApp,Europe/Berlin,1753272878.309053,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1753277324.6853008,askForTimeLimit,540.0,False,6,tikTok,
openedApp,Europe/Berlin,1753288164.656359,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1753288836.045233,askForTimeLimit,540.0,False,6,instagram,
openedApp,Europe/Berlin,1753290737.163341,askForTimeLimit,180.0,False,6,instagram,
openedApp,Europe/Berlin,1753291231.499232,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1753291617.739643,askForTimeLimit,540.0,False,6,tikTok,
openedApp,Europe/Berlin,1753292617.8558822,askForTimeLimit,60.0,False,6,tikTok,
openedApp,Europe/Berlin,1753292972.502977,askForTimeLimit,480.0,False,6,tikTok,
openedApp,Europe/Berlin,1753295656.8479629,askForTimeLimit,360.0,False,6,tikTok,
openedApp,Europe/Berlin,1753297832.685999,askForTimeLimit,300.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1753298702.686187,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1753299288.8962631,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1753299515.9718099,askForTimeLimit,300.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1753300407.047277,breathingExercise,,False,6,instagram,
openedApp,Europe/Berlin,1753300645.184993,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1753302615.945498,askForTimeLimit,360.0,False,6,instagram,
openedApp,Europe/Berlin,1753323244.701086,askForTimeLimit,180.0,False,6,instagram,
openedApp,Europe/Berlin,1753324006.072381,askForTimeLimit,120.0,False,6,instagram,
openedApp,Europe/Berlin,1753324146.3718538,breathingExercise,540.0,False,6,instagram,j
openedApp,Europe/Berlin,1753324350.503164,askForTimeLimit,420.0,False,6,instagram,
openedApp,Europe/Berlin,1753324627.976056,askForTimeLimit,60.0,False,6,instagram,
openedApp,Europe/Berlin,1753325579.056119,askForTimeLimit,540.0,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1753326457.488494,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1753358868.052367,askForTimeLimit,420.0,False,6,instagram,
openedApp,Europe/Berlin,1753359460.39985,askForTimeLimit,420.0,False,6,tikTok,
openedApp,Europe/Berlin,1753360822.2364988,askForTimeLimit,420.0,False,6,instagram,
openedApp,Europe/Berlin,1753361352.5977101,breathingExercise,480.0,False,6,instagram,n
openedApp,Europe/Berlin,1753361667.529681,askForTimeLimit,180.0,False,6,instagram,
openedApp,Europe/Berlin,1753361868.457834,breathingExercise,360.0,False,6,instagram,bb
openedApp,Europe/Berlin,1753362233.473377,askForTimeLimit,540.0,False,6,tikTok,
openedApp,Europe/Berlin,1753362498.690337,askForTimeLimit,600.0,False,6,tikTok,
openedApp,Europe/Berlin,1753364964.440013,askForTimeLimit,300.0,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1753365201.2193599,askForTimeLimit,,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1753365205.556771,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1753365237.1120648,askForTimeLimit,420.0,False,6,tikTok,
openedApp,Europe/Berlin,1753366086.370935,askForTimeLimit,660.0,False,6,instagram,
openedApp,Europe/Berlin,1753366205.907043,breathingExercise,660.0,False,6,tikTok,b
openedApp,Europe/Berlin,1753369139.4197788,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1753369531.235868,askForTimeLimit,360.0,False,6,instagram,
openedApp,Europe/Berlin,1753369721.4319701,askForTimeLimit,360.0,False,6,instagram,
openedApp,Europe/Berlin,1753370467.401912,askForTimeLimit,360.0,False,6,instagram,
openedApp,Europe/Berlin,1753370778.692296,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1753376231.043247,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1753376701.681536,askForTimeLimit,360.0,False,6,instagram,
openedApp,Europe/Berlin,1753377106.2801208,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1753377434.398735,breathingExercise,1260.0,False,6,instagram,b
openedApp,Europe/Berlin,1753378807.152865,askForTimeLimit,360.0,False,6,tikTok,
openedApp,Europe/Berlin,1753379233.773586,breathingExercise,960.0,False,6,tikTok,j
openedApp,Europe/Berlin,1753379540.922124,askForTimeLimit,780.0,False,6,tikTok,
openedApp,Europe/Berlin,1753379957.849731,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1753380189.6063051,askForTimeLimit,780.0,False,6,tikTok,
openedApp,Europe/Berlin,1753380436.750224,askForTimeLimit,420.0,False,6,tikTok,
openedApp,Europe/Berlin,1753380865.578805,askForTimeLimit,240.0,False,6,instagram,
openedApp,Europe/Berlin,1753383064.1169791,askForTimeLimit,900.0,False,6,instagram,
openedApp,Europe/Berlin,1753383298.750969,askForTimeLimit,1020.0,False,6,tikTok,
openedApp,Europe/Berlin,1753383937.22199,askForTimeLimit,540.0,False,6,tikTok,
openedApp,Europe/Berlin,1753384720.274294,askForTimeLimit,600.0,False,6,tikTok,
openedApp,Europe/Berlin,1753387021.317865,askForTimeLimit,840.0,False,6,tikTok,
openedApp,Europe/Berlin,1753388262.260693,askForTimeLimit,360.0,False,6,instagram,
openedApp,Europe/Berlin,1753389137.76268,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1753390145.459765,askForTimeLimit,120.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1753390312.60885,breathingExercise,,False,6,instagram,
openedApp,Europe/Berlin,1753390316.80429,askForTimeLimit,720.0,False,6,tikTok,
openedApp,Europe/Berlin,1753390505.744559,askForTimeLimit,720.0,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1753390784.9690108,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1753390882.848237,askForTimeLimit,120.0,False,6,instagram,
openedApp,Europe/Berlin,1753391010.343629,askForTimeLimit,180.0,False,6,tikTok,
openedApp,Europe/Berlin,1753391270.065378,breathingExercise,900.0,False,6,instagram,h
openedApp,Europe/Berlin,1753391940.771647,askForTimeLimit,780.0,False,6,instagram,
openedApp,Europe/Berlin,1753393328.43188,askForTimeLimit,360.0,False,6,instagram,
openedApp,Europe/Berlin,1753425134.0218291,askForTimeLimit,60.0,False,6,instagram,
openedApp,Europe/Berlin,1753428212.483076,askForTimeLimit,420.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1753434620.699792,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1753435413.276216,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1753436011.399477,askForTimeLimit,300.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1753437032.183457,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1753439321.9847898,askForTimeLimit,180.0,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1753439687.647208,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1753440504.315394,askForTimeLimit,540.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1753441077.9942589,breathingExercise,,False,6,instagram,
openedApp,Europe/Berlin,1753441083.7035608,askForTimeLimit,480.0,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1753441700.648168,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1753441794.889221,askForTimeLimit,480.0,False,6,tikTok,
openedApp,Europe/Berlin,1753442508.175702,breathingExercise,720.0,False,6,instagram,n
openedApp,Europe/Berlin,1753442736.8964062,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1753443325.4523249,breathingExercise,600.0,False,6,instagram,tim möchte stalken
openedApp,Europe/Berlin,1753444830.960081,askForTimeLimit,540.0,False,6,tikTok,
openedApp,Europe/Berlin,1753446119.029585,askForTimeLimit,480.0,False,6,tikTok,
openedApp,Europe/Berlin,1753450426.123457,askForTimeLimit,660.0,False,6,tikTok,
openedApp,Europe/Berlin,1753451969.864775,askForTimeLimit,540.0,False,6,tikTok,
openedApp,Europe/Berlin,1753452519.97674,askForTimeLimit,540.0,False,6,instagram,
openedApp,Europe/Berlin,1753453074.358753,askForTimeLimit,180.0,False,6,tikTok,
openedApp,Europe/Berlin,1753453391.282291,breathingExercise,300.0,False,6,instagram,hold me nowww
openedApp,Europe/Berlin,1753453705.064763,askForTimeLimit,120.0,False,6,tikTok,
openedApp,Europe/Berlin,1753458525.9084759,askForTimeLimit,420.0,False,6,tikTok,
openedApp,Europe/Berlin,1753469826.678823,askForTimeLimit,480.0,False,6,tikTok,
openedApp,Europe/Berlin,1753474875.743643,askForTimeLimit,600.0,False,6,tikTok,
openedApp,Europe/Berlin,1753476306.689153,askForTimeLimit,360.0,False,6,tikTok,
openedApp,Europe/Berlin,1753476881.169177,askForTimeLimit,540.0,False,6,tikTok,
openedApp,Europe/Berlin,1753477133.483787,askForTimeLimit,540.0,False,6,tikTok,
openedApp,Europe/Berlin,1753509904.047861,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1753510858.289205,askForTimeLimit,420.0,False,6,instagram,
openedApp,Europe/Berlin,1753511531.6555161,askForTimeLimit,540.0,False,6,instagram,
openedApp,Europe/Berlin,1753512083.171382,askForTimeLimit,540.0,False,6,tikTok,
openedApp,Europe/Berlin,1753512629.533554,askForTimeLimit,420.0,False,6,instagram,
openedApp,Europe/Berlin,1753513045.080491,askForTimeLimit,960.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1753513403.658979,askForTimeLimit,,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1753513405.839108,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1753513620.148747,askForTimeLimit,420.0,False,6,instagram,
openedApp,Europe/Berlin,1753514585.2677422,askForTimeLimit,300.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1753514780.008686,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1753514938.6545749,askForTimeLimit,840.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1753521873.738391,askForTimeLimit,,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1753528598.4665089,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1753529184.454661,askForTimeLimit,240.0,False,6,tikTok,
openedApp,Europe/Berlin,1753529438.195092,askForTimeLimit,1140.0,False,6,instagram,
