interventionType,purpose,timezone,isReIntervention,interventionDuration,timestamp,resolution,app
breathingExercise,Rester au courant,Europe/Brussels,False,3,1751967844.268749,openedApp,beReal
breathingExercise,Rester au courant,Europe/Brussels,False,3,1751969459.462068,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1751970421.789954,openedApp,facebook
breathingExercise,Message,Europe/Brussels,False,3,1751974578.894866,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1751979268.043336,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1751979309.823179,dismissedAppOpening,facebook
breathingExercise,Rester au courant,Europe/Brussels,False,3,1751979353.9994469,openedApp,beReal
breathingExercise,Rester au courant,Europe/Brussels,False,3,1751979387.027738,openedApp,tikTok
breathingExercise,Rester au courant,Europe/Brussels,False,3,1751982993.9846869,openedApp,instagram
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1751985869.635988,openedApp,instagram
breathingExercise,Ennuyé,Europe/Brussels,False,3,1751985945.122323,openedApp,beReal
breathingExercise,Message,Europe/Brussels,False,3,1751986983.142446,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1751987174.392323,dismissedAppOpening,beReal
breathingExercise,Rester au courant,Europe/Brussels,False,3,1751987190.6027188,openedApp,beReal
breathingExercise,Rester au courant,Europe/Brussels,False,3,1751989198.233015,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1751997252.6471028,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1751999427.153603,dismissedAppOpening,instagram
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752003266.173707,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752003989.98734,openedApp,instagram
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752006375.494091,openedApp,tikTok
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752006903.414775,openedApp,tikTok
breathingExercise,Message,Europe/Brussels,False,3,1752007007.864919,openedApp,beReal
breathingExercise,,Europe/Brussels,False,3,1752007076.8630261,dismissedAppOpening,tikTok
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752007108.582148,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752007640.645247,dismissedAppOpening,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752007651.8319921,openedApp,tikTok
breathingExercise,,Europe/Brussels,False,3,1752007746.200808,dismissedAppOpening,beReal
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752008968.3680801,openedApp,beReal
breathingExercise,Se détendre,Europe/Brussels,False,3,1752009144.483999,openedApp,tikTok
breathingExercise,Message,Europe/Brussels,False,3,1752009256.012212,openedApp,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752009686.4528198,openedApp,tikTok
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752009751.602844,openedApp,beReal
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752009924.6335511,openedApp,tikTok
breathingExercise,Message,Europe/Brussels,False,3,1752010072.2582278,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752010219.588098,dismissedAppOpening,beReal
breathingExercise,,Europe/Brussels,False,3,1752010247.192286,dismissedAppOpening,instagram
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752010256.534326,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752039233.740123,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752039308.6845322,openedApp,tikTok
breathingExercise,Message,Europe/Brussels,False,3,1752039411.310118,openedApp,facebook
breathingExercise,Message,Europe/Brussels,False,3,1752039509.1404948,openedApp,facebook
breathingExercise,Message,Europe/Brussels,False,3,1752039602.384974,openedApp,beReal
breathingExercise,,Europe/Brussels,False,3,1752039643.6664128,dismissedAppOpening,facebook
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752039680.8783998,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752039737.281996,dismissedAppOpening,facebook
breathingExercise,,Europe/Brussels,False,3,1752039741.005209,dismissedAppOpening,facebook
breathingExercise,,Europe/Brussels,False,3,1752039745.411453,dismissedAppOpening,tikTok
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752043077.109387,openedApp,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752044004.7615561,openedApp,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752044610.481265,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752044843.700412,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752044988.4417028,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752047996.193222,dismissedAppOpening,instagram
breathingExercise,,Europe/Brussels,False,3,1752048002.663974,dismissedAppOpening,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752048249.894444,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752048315.7483358,openedApp,facebook
breathingExercise,Ennuyé,Europe/Brussels,False,3,1752048403.127156,openedApp,beReal
breathingExercise,,Europe/Brussels,False,3,1752051235.9773788,dismissedAppOpening,instagram
breathingExercise,,Europe/Brussels,False,3,1752051563.434465,dismissedAppOpening,tikTok
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752051595.112162,openedApp,tikTok
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752051664.948597,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752051944.092428,dismissedAppOpening,tikTok
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752053862.478626,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752055495.0476189,dismissedAppOpening,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752055524.18954,openedApp,facebook
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752056876.648158,openedApp,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752056989.9986138,openedApp,youtube
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752057581.125071,openedApp,beReal
breathingExercise,,Europe/Brussels,False,3,1752057603.059485,dismissedAppOpening,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752057620.431034,openedApp,youtube
breathingExercise,,Europe/Brussels,False,3,1752058228.289171,dismissedAppOpening,instagram
breathingExercise,,Europe/Brussels,False,3,1752058295.033825,dismissedAppOpening,instagram
breathingExercise,,Europe/Brussels,False,3,1752058314.405499,dismissedAppOpening,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752058334.4019651,openedApp,youtube
breathingExercise,Divertissement,Europe/Brussels,False,3,1752059328.786141,openedApp,youtube
breathingExercise,,Europe/Brussels,False,3,1752059736.980973,dismissedAppOpening,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752059746.689237,openedApp,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752061724.6838121,openedApp,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752064121.625027,openedApp,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752064144.477257,openedApp,tikTok
breathingExercise,,Europe/Brussels,False,3,1752064828.5794148,dismissedAppOpening,instagram
breathingExercise,,Europe/Brussels,False,3,1752066210.622153,dismissedAppOpening,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752067960.010559,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752068104.841786,openedApp,facebook
breathingExercise,Message,Europe/Brussels,False,3,1752068155.960962,openedApp,facebook
breathingExercise,Message,Europe/Brussels,False,3,1752068651.158468,openedApp,facebook
breathingExercise,,Europe/Brussels,False,3,1752068721.688425,dismissedAppOpening,facebook
breathingExercise,Message,Europe/Brussels,False,3,1752068731.111542,openedApp,facebook
breathingExercise,Divertissement,Europe/Brussels,False,3,1752068930.692305,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752069200.2344131,openedApp,tikTok
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752069654.876616,openedApp,tikTok
breathingExercise,Ennuyé,Europe/Brussels,False,3,1752069824.447583,openedApp,facebook
breathingExercise,Message,Europe/Brussels,False,3,1752070244.856585,openedApp,facebook
breathingExercise,,Europe/Brussels,False,3,1752071432.490195,dismissedAppOpening,facebook
breathingExercise,,Europe/Brussels,False,3,1752071434.609415,dismissedAppOpening,facebook
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752071446.772084,openedApp,instagram
breathingExercise,Ennuyé,Europe/Brussels,False,3,1752071520.536072,openedApp,tikTok
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752072071.772471,openedApp,facebook
breathingExercise,,Europe/Brussels,False,3,1752072084.3423882,dismissedAppOpening,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752072331.451122,openedApp,facebook
breathingExercise,,Europe/Brussels,False,3,1752072448.3573499,dismissedAppOpening,facebook
breathingExercise,Message,Europe/Brussels,False,3,1752072459.606612,openedApp,facebook
breathingExercise,Message,Europe/Brussels,False,3,1752072785.682621,openedApp,facebook
breathingExercise,Message,Europe/Brussels,False,3,1752072981.761965,openedApp,facebook
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752073849.0994,openedApp,facebook
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752074056.0231729,openedApp,facebook
breathingExercise,Message,Europe/Brussels,False,3,1752074745.899689,openedApp,facebook
breathingExercise,,Europe/Brussels,False,3,1752074845.968367,dismissedAppOpening,facebook
breathingExercise,,Europe/Brussels,False,3,1752075156.294435,dismissedAppOpening,beReal
breathingExercise,Message,Europe/Brussels,False,3,1752075170.694047,openedApp,beReal
breathingExercise,,Europe/Brussels,False,3,1752075527.041553,dismissedAppOpening,beReal
breathingExercise,Message,Europe/Brussels,False,3,1752075609.367214,openedApp,facebook
breathingExercise,Message,Europe/Brussels,False,3,1752075877.6829638,openedApp,facebook
breathingExercise,,Europe/Brussels,False,3,1752075901.368974,dismissedAppOpening,beReal
breathingExercise,Message,Europe/Brussels,False,3,1752076012.455442,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752076107.954834,openedApp,facebook
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752077468.760937,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752078168.623647,openedApp,beReal
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752078319.508538,openedApp,facebook
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752078342.815236,openedApp,beReal
breathingExercise,Message,Europe/Brussels,False,3,1752078469.248153,openedApp,facebook
breathingExercise,Message,Europe/Brussels,False,3,1752078548.059986,openedApp,beReal
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752079241.901105,openedApp,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752079384.374285,openedApp,facebook
breathingExercise,Message,Europe/Brussels,False,3,1752079466.5872102,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752080744.0400949,openedApp,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752080771.89638,openedApp,beReal
breathingExercise,,Europe/Brussels,False,3,1752080815.6414819,dismissedAppOpening,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752080833.557086,openedApp,facebook
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752081058.761255,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752081689.761759,dismissedAppOpening,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752081701.308531,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752081723.679449,openedApp,facebook
breathingExercise,,Europe/Brussels,False,3,1752081782.772188,dismissedAppOpening,instagram
breathingExercise,,Europe/Brussels,False,3,1752082426.110812,dismissedAppOpening,instagram
breathingExercise,,Europe/Brussels,False,3,1752082808.033705,dismissedAppOpening,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752084379.983858,openedApp,facebook
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752084468.529316,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752084555.271599,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752085545.0975618,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752085561.624136,dismissedAppOpening,facebook
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752085577.157912,openedApp,tikTok
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752085710.9937801,openedApp,beReal
breathingExercise,,Europe/Brussels,False,3,1752085881.7336001,dismissedAppOpening,instagram
breathingExercise,,Europe/Brussels,False,3,1752086469.468254,dismissedAppOpening,instagram
breathingExercise,,Europe/Brussels,False,3,1752086950.613284,dismissedAppOpening,beReal
breathingExercise,,Europe/Brussels,False,3,1752086963.351728,dismissedAppOpening,instagram
breathingExercise,,Europe/Brussels,False,3,1752087762.355451,dismissedAppOpening,instagram
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752087809.761301,openedApp,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752088302.8864532,openedApp,facebook
breathingExercise,Message,Europe/Brussels,False,3,1752088346.6442971,openedApp,beReal
breathingExercise,,Europe/Brussels,False,3,1752088448.212522,dismissedAppOpening,instagram
breathingExercise,,Europe/Brussels,False,3,1752088450.019082,dismissedAppOpening,instagram
breathingExercise,,Europe/Brussels,False,3,1752088457.750067,dismissedAppOpening,beReal
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752088468.156625,openedApp,beReal
breathingExercise,Message,Europe/Brussels,False,3,1752088507.5712872,openedApp,instagram
breathingExercise,Ennuyé,Europe/Brussels,False,3,1752088580.4219542,openedApp,beReal
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752088887.283659,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752088898.019212,dismissedAppOpening,beReal
breathingExercise,,Europe/Brussels,False,3,1752088899.7893538,dismissedAppOpening,beReal
breathingExercise,Message,Europe/Brussels,False,3,1752088928.247179,openedApp,beReal
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752089140.7461572,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752089166.56918,openedApp,tikTok
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752089698.702416,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752089796.266049,openedApp,tikTok
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752090461.2824612,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752090507.354023,openedApp,beReal
breathingExercise,Se détendre,Europe/Brussels,False,3,1752090569.680532,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752090587.150113,openedApp,tikTok
breathingExercise,,Europe/Brussels,False,3,1752091146.165944,dismissedAppOpening,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752091941.51004,openedApp,facebook
breathingExercise,,Europe/Brussels,False,3,1752091985.981111,dismissedAppOpening,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752092792.082528,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752092829.1927152,openedApp,beReal
breathingExercise,,Europe/Brussels,False,3,1752093418.2135239,dismissedAppOpening,beReal
breathingExercise,Message,Europe/Brussels,False,3,1752093434.3671222,openedApp,facebook
breathingExercise,Message,Europe/Brussels,False,3,1752094814.176799,openedApp,tikTok
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752095232.3123221,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752096008.38132,dismissedAppOpening,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752096026.582687,openedApp,tikTok
breathingExercise,Message,Europe/Brussels,False,3,1752096076.966834,openedApp,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752097225.05379,openedApp,tikTok
breathingExercise,Message,Europe/Brussels,False,3,1752097328.023598,openedApp,beReal
breathingExercise,,Europe/Brussels,False,3,1752097346.591498,dismissedAppOpening,instagram
breathingExercise,,Europe/Brussels,False,3,1752097353.707751,dismissedAppOpening,facebook
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752097370.077548,openedApp,instagram
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752098196.958794,openedApp,facebook
breathingExercise,,Europe/Brussels,False,3,1752098217.175891,dismissedAppOpening,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752098235.5565062,openedApp,tikTok
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752119301.9317431,openedApp,facebook
breathingExercise,Divertissement,Europe/Brussels,False,3,1752119491.5500321,openedApp,facebook
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752119938.096861,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752120226.459155,dismissedAppOpening,facebook
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752120410.335703,openedApp,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752120431.229569,openedApp,tikTok
breathingExercise,Se détendre,Europe/Brussels,False,3,1752120495.5707989,openedApp,beReal
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752120591.269795,openedApp,facebook
breathingExercise,,Europe/Brussels,False,3,1752120614.097083,dismissedAppOpening,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752121140.671783,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752121198.163491,dismissedAppOpening,facebook
breathingExercise,,Europe/Brussels,False,3,1752121201.9988441,dismissedAppOpening,facebook
breathingExercise,Message,Europe/Brussels,False,3,1752121213.834221,openedApp,facebook
breathingExercise,Message,Europe/Brussels,False,3,1752135823.8446078,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752135875.0232759,openedApp,tikTok
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752135957.950735,openedApp,beReal
breathingExercise,Ennuyé,Europe/Brussels,False,3,1752136065.865893,openedApp,tikTok
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752136330.4811,openedApp,facebook
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752136667.207621,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752137997.473629,dismissedAppOpening,beReal
breathingExercise,,Europe/Brussels,False,3,1752138004.4914598,dismissedAppOpening,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752138020.2936,openedApp,tikTok
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752139064.483639,openedApp,instagram
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752140410.142223,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752141539.1269789,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752142983.384382,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752143560.530819,openedApp,facebook
breathingExercise,Message,Europe/Brussels,False,3,1752143703.10234,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752145144.469687,openedApp,instagram
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752148391.502561,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752148490.719534,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752148979.240775,openedApp,facebook
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752149431.64051,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752149468.905414,openedApp,tikTok
breathingExercise,Message,Europe/Brussels,False,3,1752150542.2346869,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752154515.841158,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752155602.978431,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752155729.491654,openedApp,tikTok
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752155809.579572,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752155887.7115421,openedApp,beReal
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752155934.8301659,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752156240.6844711,openedApp,instagram
breathingExercise,Épier son coup de cœur,Europe/Brussels,False,3,1752156429.047944,openedApp,tikTok
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752156866.249556,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752156934.447577,openedApp,tikTok
breathingExercise,Divertissement,Europe/Brussels,False,3,1752157377.23995,openedApp,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752157455.859851,openedApp,beReal
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752157510.556885,openedApp,tikTok
breathingExercise,Ennuyé,Europe/Brussels,False,3,1752157772.1046472,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752158339.11039,openedApp,youtube
breathingExercise,,Europe/Brussels,False,3,1752159657.176456,dismissedAppOpening,instagram
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752159832.396325,openedApp,facebook
breathingExercise,Message,Europe/Brussels,False,3,1752160151.426931,openedApp,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752160239.870319,openedApp,youtube
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752160374.537239,openedApp,tikTok
breathingExercise,Divertissement,Europe/Brussels,False,3,1752160609.511234,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752160628.826535,dismissedAppOpening,facebook
breathingExercise,Divertissement,Europe/Brussels,False,3,1752160646.434167,openedApp,tikTok
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752160751.996029,openedApp,tikTok
breathingExercise,Divertissement,Europe/Brussels,False,3,1752160839.452283,openedApp,beReal
breathingExercise,Divertissement,Europe/Brussels,False,3,1752160871.1581511,openedApp,tikTok
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752161353.43609,openedApp,tikTok
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752162622.636766,openedApp,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752162840.746877,openedApp,tikTok
breathingExercise,,Europe/Brussels,False,3,1752162951.393073,dismissedAppOpening,tikTok
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752162961.9426188,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752164003.8441,dismissedAppOpening,instagram
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752164020.559272,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752164111.263186,dismissedAppOpening,facebook
breathingExercise,Ennuyé,Europe/Brussels,False,3,1752164633.322616,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752164724.201575,dismissedAppOpening,tikTok
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752164740.814863,openedApp,beReal
breathingExercise,Message,Europe/Brussels,False,3,1752164775.47993,openedApp,youtube
breathingExercise,Toilettes,Europe/Brussels,False,3,1752166559.897146,openedApp,tikTok
breathingExercise,,Europe/Brussels,False,3,1752167523.101882,dismissedAppOpening,tikTok
breathingExercise,Message,Europe/Brussels,False,3,1752167592.590579,openedApp,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752169784.047131,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752169830.510391,openedApp,beReal
breathingExercise,Message,Europe/Brussels,False,3,1752171124.857707,openedApp,beReal
breathingExercise,Message,Europe/Brussels,False,3,1752171536.495496,openedApp,beReal
breathingExercise,Message,Europe/Brussels,False,3,1752171927.163803,openedApp,facebook
breathingExercise,Se détendre,Europe/Brussels,False,3,1752172347.921884,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752172371.84905,dismissedAppOpening,facebook
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752172387.073128,openedApp,beReal
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752172739.7848601,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752172790.807263,dismissedAppOpening,facebook
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752173553.058039,openedApp,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752173838.113632,openedApp,beReal
breathingExercise,,Europe/Brussels,False,3,1752173927.921972,dismissedAppOpening,facebook
breathingExercise,,Europe/Brussels,False,3,1752173933.3219981,dismissedAppOpening,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752174769.1753159,openedApp,instagram
