isReIntervention,timestamp,interventionType,app,resolution,interventionDuration,timezone,purpose
False,1754101555.512234,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754101560.46594,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754103070.141001,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754106197.633857,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754107370.708764,breathingExercise,facebook,openedApp,6,America/Los_Angeles,Stay In the Loop
False,1754109029.294275,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754141283.029838,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754143330.925442,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754143497.6959538,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754147733.56714,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754147736.83489,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754148457.07987,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754148459.204283,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754149726.531176,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754149958.791054,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754157601.400879,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754163555.290125,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754163649.580522,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754168039.996354,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754171642.201799,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754171643.743717,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754172074.312758,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754172128.6073961,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754172233.2462,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754172295.840248,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754172425.280356,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754172860.382042,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754176915.643309,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754177034.967329,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754177923.368946,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754181351.5275002,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754181729.039741,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754181932.9859738,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754182057.57379,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754183003.425411,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754185971.262059,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754198741.262394,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754231038.644717,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754231184.489191,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754231186.4831939,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754231855.770122,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754231858.1986809,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754231861.485124,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754232016.206496,breathingExercise,facebook,openedApp,6,America/Los_Angeles,Escape / Avoid
False,1754235638.020496,breathingExercise,facebook,openedApp,6,America/Los_Angeles,Stay In the Loop
False,1754237424.43537,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754237510.066303,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754262806.1491299,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754262808.812901,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754265618.6431289,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754265621.424202,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754265624.394628,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754265626.7307749,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754265628.860378,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754265633.766443,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754265636.2019439,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754265674.185941,breathingExercise,facebook,openedApp,6,America/Los_Angeles,Stay In the Loop
False,1754267555.462441,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754268257.9060678,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754268844.95092,breathingExercise,facebook,openedApp,6,America/Los_Angeles,Stay In the Loop
False,1754268946.930671,breathingExercise,facebook,openedApp,6,America/Los_Angeles,Stay In the Loop
False,1754269290.00254,breathingExercise,facebook,openedApp,6,America/Los_Angeles,Stay In the Loop
False,1754269973.129074,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754269974.277107,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754270914.5780392,breathingExercise,facebook,openedApp,6,America/Los_Angeles,Stay In the Loop
False,1754272221.534152,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754273268.109906,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754273272.8639479,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754273276.21928,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754273785.802115,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754273789.449115,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754273823.055754,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754273997.3523169,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754273999.2774858,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754274003.0204391,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754274005.5030851,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754274007.295411,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754274026.696972,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754274028.6000562,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754274030.7427611,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754274251.340544,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754274570.894856,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754276098.241712,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754276108.494952,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754276261.202477,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754276626.873554,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754277474.617913,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754281531.053657,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754281555.705401,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754286459.695142,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754287613.9206939,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754288167.661572,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754288184.1138148,breathingExercise,facebook,openedApp,6,America/Los_Angeles,Stay In the Loop
False,1754288267.645162,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754310718.801084,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754314169.13849,breathingExercise,facebook,openedApp,6,America/Los_Angeles,Stay In the Loop
False,1754314478.9244351,breathingExercise,reddit,dismissedAppOpening,6,America/Los_Angeles,
False,1754318534.2024798,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754319235.8854032,breathingExercise,facebook,openedApp,6,America/Los_Angeles,Search Info
False,1754320085.754648,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754321088.946876,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754321171.745894,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
