resolution,interventionDuration,timezone,timestamp,interventionType,app,isReIntervention
openedApp,6,America/Bogota,1753497945.378695,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753498271.2900681,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753498710.472286,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753498915.475626,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753499047.428431,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753499212.8672662,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753499557.3862119,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753532912.0435019,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753537044.489637,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753537558.324229,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753542779.00054,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753546774.064581,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753546828.1780682,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753561586.246244,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753569283.129613,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753569489.322952,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753570185.263957,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753570355.316794,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753571824.42485,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753572265.207505,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753572735.4124289,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753572752.6203141,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753573001.266865,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753573405.149461,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753573719.7321239,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753579370.6691809,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753579631.370244,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753582668.688359,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753583093.962932,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753583117.831985,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753583345.5809212,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753583740.037039,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753583990.967908,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753584062.6468282,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753584083.3040261,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753584405.851169,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753584497.478909,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753584500.7981482,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753587369.34232,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753614540.564176,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753622505.022677,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753656453.643506,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753656707.1580238,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753656734.477277,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753657328.4022532,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753661691.876301,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753661769.36007,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753665484.0229979,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753666165.5970988,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753667412.041788,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753669097.7482119,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753669521.061635,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753670613.237344,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753670703.833689,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753671514.440166,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753704299.3757691,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753704830.021718,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753705359.799337,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753705659.9615932,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753705824.869539,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753706853.651517,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753706871.6473331,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753707730.45195,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753707747.504472,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753708969.766185,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753717034.294228,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753717359.551146,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753720257.889216,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753720276.60059,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753721383.55991,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753721932.869106,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753729905.418488,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753730164.506993,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753730734.820255,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753731145.9280338,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753731742.67668,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753732292.177239,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753732827.467102,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753733110.728743,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753733671.1960058,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753734508.786728,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753735630.074266,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753738439.323005,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753738762.126998,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753739391.164222,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753741548.6637359,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753741882.628231,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753744602.129544,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753744722.4704661,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753746456.199157,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753746720.6845841,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753747521.660177,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753747845.0771341,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753748247.671186,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753748491.182187,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753749188.810657,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753753215.020715,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753753629.6441998,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753753921.190948,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753754116.602535,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753754147.905839,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753754706.275166,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753754768.1158528,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753755083.7558331,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753755112.163799,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753757899.194288,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753757919.854197,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753792990.8694282,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753794274.032463,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753797383.8296828,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753797586.169856,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753798485.313571,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753799531.867352,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753802342.538773,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753816521.728946,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753817634.596511,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753818138.35924,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753818176.297734,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753818310.079146,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753826193.7908468,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753826279.950902,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753826510.622042,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753831645.6193109,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753839639.123883,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753839652.378943,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753839711.626289,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753842167.886497,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753842818.579267,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753842838.968293,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753843698.6292648,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753861617.674471,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753861831.749399,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753863135.101119,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753878301.8953738,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753880791.6461139,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753892574.493686,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753892751.160907,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753892783.559928,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753892863.761108,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753893331.722612,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753894126.18364,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753894473.406705,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753901852.776962,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753901856.498833,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753905387.894983,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753906075.2633681,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753906090.524616,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753906692.594979,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753906916.081774,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753909114.284091,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753909641.065506,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753912586.810288,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753912717.007894,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753912962.28388,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753921004.160552,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753921422.529902,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753921726.351907,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753921970.7187262,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753923088.06245,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753924783.148428,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753925257.059884,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753928256.7485971,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753928488.3183951,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753928662.732353,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753928779.369936,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753928961.373347,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753929463.6058211,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753929756.1669478,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753929846.44439,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753930104.280658,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753930508.274887,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753930598.845016,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753930974.937218,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753959529.115055,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753959803.582049,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753959832.971854,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753959968.223888,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753960206.8626518,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753960483.714085,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753965930.288136,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753966006.785444,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753966148.313266,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753967587.948542,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753968219.9871712,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753980775.343724,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753980886.825474,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753980959.310555,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753981259.255207,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753982204.793947,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753984782.484514,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753986347.1810222,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753986857.4791532,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753987835.422851,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753988053.7035298,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753988205.799951,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753988507.5630112,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753999407.604251,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754000381.074359,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754004260.542995,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754012024.83292,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754012364.746244,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754013709.914819,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754014136.97198,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754014249.37531,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754018223.764965,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754019033.519393,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754049904.494759,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754053342.793744,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754054998.811483,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754056719.5489612,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754063276.744786,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754070424.0296788,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754072021.917904,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754074494.03765,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754075693.519085,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754076745.023082,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754077307.239654,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754077486.856258,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754086641.0253701,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754090696.241535,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754091199.11183,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754092167.688981,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754092204.640605,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754092358.341055,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754092782.619559,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754094765.0097198,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754094962.583202,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754095140.7621431,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754102795.317714,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754102865.61067,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754102916.542099,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754103093.071084,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754103227.215632,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754103245.1669688,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754103447.5186582,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754148148.486345,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754155285.0429301,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754157472.8988729,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754157873.843731,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754158024.693671,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754158796.740271,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754159003.163008,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754159983.704314,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754162615.738967,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754162990.262076,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754163298.203428,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754163316.696224,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754163348.190129,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754163420.926435,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754163496.9463382,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754163585.0935822,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754163625.712309,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754169359.494273,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754170366.9889941,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754171482.219317,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754172017.232014,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754172025.020454,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754176647.79022,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754181718.46761,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754182559.5417929,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754187345.8671942,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754187806.7530022,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754188162.3436298,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754188176.6741781,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754188219.8859,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754188306.028975,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754189242.7332458,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754191368.206254,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754221000.6569529,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754221374.366694,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754221401.7334452,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754231337.8513122,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754231351.10282,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754237766.504363,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754240176.1022658,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754240312.505569,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754240510.236897,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754240752.645808,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754241408.800143,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754245590.990048,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754246703.8696861,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754247994.087699,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754248025.385473,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754248416.686819,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754248541.53475,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754248663.754859,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754252713.40208,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754253406.828733,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754253529.35289,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754253552.9711452,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754253662.6977792,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754254406.695588,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754254563.565113,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754254758.8240008,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754269621.791115,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754272668.772311,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754311463.656334,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754312863.6571221,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754314940.436898,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754315020.832932,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754319218.4898539,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754325174.479436,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754328819.383374,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754333449.496273,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754337386.9862351,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754337819.288806,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754338949.340814,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754339638.135788,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754340231.5342689,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754340278.6166081,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754341233.688693,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754342696.453045,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754343670.701364,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754344507.336304,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754344831.320485,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754344847.2587152,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754344953.702302,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754345961.6066031,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754346790.2998319,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754347157.4234362,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754347313.405082,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754347614.305896,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754347635.168457,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754349666.636133,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754349804.972616,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754352933.421138,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754353178.3860521,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754353267.645162,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754353271.4566379,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754353330.6475902,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754353351.7418718,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754355467.3870258,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754355535.142036,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754355599.83875,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754355640.730774,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754355893.944487,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754355907.857092,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754356271.7217112,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754357997.479907,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754358082.7157679,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754358469.4240289,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754358538.07731,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754359842.050013,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754359856.765623,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754395197.969956,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1754397619.418068,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754398501.004045,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754398843.061382,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754399641.3320122,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754400879.666335,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754404142.446651,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754408477.818386,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754411627.838913,breathingExercise,instagram,False
openedApp,6,America/Bogota,1754430254.798455,breathingExercise,instagram,False
