app,interventionType,isReIntervention,timezone,timestamp,interventionDuration,resolution,purpose
instagram,breathingExercise,False,Europe/London,1749200902.2087622,3.0,dismissedAppOpening,
instagram,breathingExercise,False,Europe/London,1749208793.08399,3.0,openedApp,Search Info
instagram,breathingExercise,False,Europe/London,1749220366.917994,3.0,dismissedAppOpening,
instagram,breathingExercise,False,Europe/London,1749220381.613709,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749227258.055563,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749232766.4895658,3.0,openedApp,Stay In the Loop
instagram,breathingExercise,False,Europe/London,1749234196.957103,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749234595.9977121,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749238716.936059,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749243168.6010919,3.0,dismissedAppOpening,
instagram,breathingExercise,False,Europe/London,1749243188.77179,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749243927.5289001,3.0,dismissedAppOpening,
instagram,breathingExercise,False,Europe/London,1749246903.9428701,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749249401.033206,3.0,openedApp,Entertainment
instagram,breathingExercise,False,Europe/London,1749251147.131593,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749253343.606961,3.0,openedApp,Entertainment
instagram,breathingExercise,False,Europe/London,1749291193.103796,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749292211.306467,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749296460.146754,3.0,openedApp,Relax
instagram,breathingExercise,False,Europe/London,1749296779.526935,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749297611.032209,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749297916.9491801,3.0,openedApp,Escape / Avoid
instagram,,False,Europe/London,1749297637.1939921,,openedApp,
instagram,,False,Europe/London,1749297937.1939921,,closedApp,
instagram,,False,Europe/London,1749297937.1939921,,dismissedAppOpening,
instagram,breathingExercise,False,Europe/London,1749297949.659749,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749298257.03726,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749298558.4461842,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749300229.3046541,3.0,openedApp,Stay In the Loop
instagram,breathingExercise,False,Europe/London,1749308160.4008021,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749309101.514828,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749309716.777365,3.0,openedApp,Message
instagram,,False,Europe/London,1749320237.709155,,openedApp,
instagram,,False,Europe/London,1749320537.709156,,closedApp,
instagram,,False,Europe/London,1749320537.709156,,dismissedAppOpening,
instagram,breathingExercise,False,Europe/London,1749320712.212994,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749323724.703251,3.0,openedApp,Post something
instagram,breathingExercise,False,Europe/London,1749333437.47564,3.0,openedApp,Post something
instagram,breathingExercise,False,Europe/London,1749337956.3844151,3.0,openedApp,Relax
instagram,breathingExercise,False,Europe/London,1749373706.793814,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749377736.4200149,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749383501.229511,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749385662.7474918,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749392005.0797582,3.0,openedApp,Relax
instagram,breathingExercise,False,Europe/London,1749393245.715275,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749400823.295001,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749454554.599446,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749455321.262724,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749455945.354264,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749481662.211502,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749491678.9411302,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749539178.2792249,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749564948.69731,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749566326.4756742,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749572553.9362931,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749581329.060111,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749584321.361014,3.0,openedApp,Escape / Avoid
instagram,breathingExercise,False,Europe/London,1749584855.636218,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749633537.284312,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749634716.49141,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749642423.7839499,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749649860.9719791,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749657437.2523708,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749657437.33426,3.0,dismissedAppOpening,
instagram,breathingExercise,False,Europe/London,1749661865.620816,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749663256.895935,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749668164.340805,3.0,openedApp,Escape / Avoid
instagram,breathingExercise,False,Europe/London,1749668716.1780019,3.0,openedApp,Relax
instagram,breathingExercise,False,Europe/London,1749719874.371517,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749745800.357553,3.0,openedApp,Entertainment
instagram,breathingExercise,False,Europe/London,1749747156.051258,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749748090.0732121,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749806511.866716,3.0,dismissedAppOpening,
instagram,breathingExercise,False,Europe/London,1749806534.9532099,3.0,openedApp,Stay In the Loop
instagram,breathingExercise,False,Europe/London,1749806914.743208,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749826504.006469,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749836780.225008,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749837924.042387,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749838676.665101,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749842376.177746,3.0,openedApp,Relax
instagram,breathingExercise,False,Europe/London,1749854032.9199839,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749856070.983368,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749889943.111525,3.0,openedApp,Stay In the Loop
instagram,breathingExercise,False,Europe/London,1749890557.8905082,3.0,openedApp,Stay In the Loop
instagram,breathingExercise,False,Europe/London,1749891289.048664,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749904369.6949658,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749908811.913989,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749909925.2948,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749910338.557808,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749910822.552244,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749913911.9343019,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749914781.633328,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749919070.217156,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749925601.317759,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749926148.861635,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749927474.558614,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749928511.604603,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749929302.926415,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749930117.337501,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749931090.269267,3.0,dismissedAppOpening,
instagram,breathingExercise,False,Europe/London,1749941789.441385,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749942318.8376122,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749945914.412407,3.0,openedApp,Post something
instagram,breathingExercise,False,Europe/London,1749946680.2259378,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749947637.933515,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749980982.687766,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749984515.974842,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1749986583.015862,3.0,openedApp,Message
instagram,,False,Europe/London,1749989775.473302,,openedApp,
instagram,,False,Europe/London,1749990075.473302,,closedApp,
instagram,,False,Europe/London,1749990075.473302,,dismissedAppOpening,
instagram,breathingExercise,False,Europe/London,1749990081.449829,3.0,dismissedAppOpening,
instagram,breathingExercise,False,Europe/London,1749990131.9224,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749990817.913523,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749991794.866356,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749992718.1442251,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1749993489.532876,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1750003648.636008,3.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1750004952.639426,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750006414.205378,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750008521.484225,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750009993.258827,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750010859.368737,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750018824.21763,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750025898.276391,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750058327.076431,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750058997.230486,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750059904.654681,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750099080.896706,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750101290.926262,3.0,openedApp,Bored
instagram,,False,Europe/London,1750101493.5609531,,openedApp,
instagram,,False,Europe/London,1750101793.5609531,,closedApp,
instagram,,False,Europe/London,1750101793.560954,,dismissedAppOpening,
instagram,breathingExercise,False,Europe/London,1750101808.10362,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750102785.2175531,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750114091.6397018,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750156796.376234,3.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750180356.727312,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750181336.062066,6.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1750182424.1378279,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750183518.847838,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750184616.989744,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750185417.724237,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750192042.691041,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750230320.424604,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750230887.629476,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750232438.321385,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750237862.6340852,6.0,dismissedAppOpening,
instagram,breathingExercise,False,Europe/London,1750237887.7424622,6.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1750282696.504695,6.0,dismissedAppOpening,
instagram,breathingExercise,False,Europe/London,1750282772.597955,6.0,openedApp,Message
instagram,breathingExercise,False,Europe/London,1750320321.458715,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750321202.179733,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750329105.752458,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750354503.6507611,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750356748.3374581,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750370184.265397,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750406064.1462889,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750430514.584807,6.0,dismissedAppOpening,
instagram,breathingExercise,False,Europe/London,1750430534.139019,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750431920.055314,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750433384.259166,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750440762.585705,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750446316.769277,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750491737.53337,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750492796.802075,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750493133.9673362,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750524945.113751,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750528533.603612,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750543521.944059,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750601148.230451,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750602596.655227,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750602949.966506,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750603591.44048,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750604717.024981,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750605334.827935,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750606014.926969,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750607658.7827501,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750608323.668103,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750619933.049158,6.0,dismissedAppOpening,
instagram,breathingExercise,False,Europe/London,1750619990.2837682,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750620612.957398,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750621478.187554,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750622856.542094,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750625753.894408,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750626471.760631,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750662323.9178228,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750686599.6562738,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750692181.107243,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750750314.849824,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750756749.861131,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750782525.6989908,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750783949.7388911,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750784719.091748,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750786202.758574,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750795050.923201,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750795519.683939,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750802729.490381,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750835694.243068,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750836658.477703,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750837539.882132,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750843204.560542,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750845051.991674,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750847716.348847,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750864829.476986,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750877443.657281,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750879613.612214,6.0,dismissedAppOpening,
instagram,breathingExercise,False,Europe/London,1750921524.344359,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750922795.5733662,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750923944.922769,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750924571.037936,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750925728.3178492,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750930789.454432,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750950467.22681,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750955454.902513,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750956099.481765,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750956854.2706661,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750957520.374924,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1750975007.823992,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1751008141.999131,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1751008769.8613229,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1751012090.7471051,6.0,dismissedAppOpening,
instagram,breathingExercise,False,Europe/London,1751012140.460954,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1751034571.379446,6.0,dismissedAppOpening,
instagram,breathingExercise,False,Europe/London,1751034674.298676,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1751041842.790678,6.0,openedApp,Bored
instagram,breathingExercise,False,Europe/London,1751044141.037808,6.0,openedApp,Bored
