isReIntervention,resolution,timestamp,app,timezone,interventionType,interventionDuration
False,dismissedAppOpening,1750873759.0008202,instagram,America/New_York,,
False,openedApp,1750876194.6993961,instagram,America/New_York,,
False,closedApp,1750876254.6993961,instagram,America/New_York,,
False,dismissedAppOpening,1750876254.6993961,instagram,America/New_York,,
False,openedApp,1750877324.703291,instagram,America/New_York,,
False,closedApp,1750877384.703292,instagram,America/New_York,,
False,dismissedAppOpening,1750877384.703292,instagram,America/New_York,,
False,openedApp,1750877417.242671,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1750878759.343073,instagram,America/New_York,,
False,closedApp,1750878819.3430738,instagram,America/New_York,,
False,dismissedAppOpening,1750878819.3430738,instagram,America/New_York,,
False,openedApp,1750882745.22434,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1750885943.897712,instagram,America/New_York,,
False,closedApp,1750886003.897712,instagram,America/New_York,,
False,dismissedAppOpening,1750886003.897712,instagram,America/New_York,,
False,openedApp,1750886261.652642,instagram,America/New_York,,
False,closedApp,1750886321.652643,instagram,America/New_York,,
False,dismissedAppOpening,1750886321.652643,instagram,America/New_York,,
False,openedApp,1750886333.777241,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1750891663.1786041,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1750892474.729531,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1750896577.247222,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1750897766.056247,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1750899605.626058,instagram,America/New_York,,
False,closedApp,1750899665.626059,instagram,America/New_York,,
False,dismissedAppOpening,1750899665.626059,instagram,America/New_York,,
False,openedApp,1750902662.28936,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1750905946.689719,instagram,America/New_York,,
False,closedApp,1750906006.689719,instagram,America/New_York,,
False,dismissedAppOpening,1750906006.689719,instagram,America/New_York,,
False,openedApp,1750907069.789709,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1750933190.4127421,instagram,America/New_York,,
False,closedApp,1750933250.4127421,instagram,America/New_York,,
False,dismissedAppOpening,1750933250.4127421,instagram,America/New_York,,
False,openedApp,1750938907.177736,instagram,America/New_York,,
False,closedApp,1750938967.177736,instagram,America/New_York,,
False,dismissedAppOpening,1750938967.177736,instagram,America/New_York,,
False,openedApp,1750947412.8038259,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1750956104.780634,instagram,America/New_York,,
False,closedApp,1750956164.7806349,instagram,America/New_York,,
False,dismissedAppOpening,1750956164.7806349,instagram,America/New_York,,
False,openedApp,1750959948.57374,instagram,America/New_York,,
False,closedApp,1750960008.57374,instagram,America/New_York,,
False,dismissedAppOpening,1750960008.57374,instagram,America/New_York,,
False,openedApp,1750963205.978456,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1750973470.748571,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1750978133.327517,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1750994634.36484,instagram,America/New_York,,
False,closedApp,1750994694.364841,instagram,America/New_York,,
False,dismissedAppOpening,1750994694.364841,instagram,America/New_York,,
False,openedApp,1750995192.889461,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1750998848.4323,instagram,America/New_York,,
False,closedApp,1750998908.4323,instagram,America/New_York,,
False,dismissedAppOpening,1750998908.4323,instagram,America/New_York,,
False,openedApp,1751023984.678962,instagram,America/New_York,,
False,closedApp,1751024044.678963,instagram,America/New_York,,
False,dismissedAppOpening,1751024044.678963,instagram,America/New_York,,
False,openedApp,1751033422.092815,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1751041914.563458,instagram,America/New_York,,
False,closedApp,1751041974.563458,instagram,America/New_York,,
False,dismissedAppOpening,1751041974.563458,instagram,America/New_York,,
False,openedApp,1751047286.660602,instagram,America/New_York,,
False,closedApp,1751047346.660603,instagram,America/New_York,,
False,dismissedAppOpening,1751047346.660603,instagram,America/New_York,,
False,openedApp,1751047289.761722,instagram,America/New_York,,
False,closedApp,1751047349.761722,instagram,America/New_York,,
False,dismissedAppOpening,1751047349.761722,instagram,America/New_York,,
False,openedApp,1751047411.312944,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1751056583.62436,instagram,America/New_York,,
False,closedApp,1751056643.62436,instagram,America/New_York,,
False,dismissedAppOpening,1751056643.62436,instagram,America/New_York,,
False,openedApp,1751067308.689805,instagram,America/New_York,,
False,closedApp,1751067368.689805,instagram,America/New_York,,
False,dismissedAppOpening,1751067368.689805,instagram,America/New_York,,
False,openedApp,1751067631.8125849,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1751077345.3895512,instagram,America/New_York,,
False,closedApp,1751077405.3895512,instagram,America/New_York,,
False,dismissedAppOpening,1751077405.3895512,instagram,America/New_York,,
False,dismissedAppOpening,1751082753.7222161,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1751082780.60463,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1751135149.37096,instagram,America/New_York,,
False,closedApp,1751136049.37096,instagram,America/New_York,,
False,dismissedAppOpening,1751136049.37096,instagram,America/New_York,,
False,openedApp,1751136553.472227,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1751147728.7525,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1751156128.530904,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1751164534.0808048,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1751171231.37486,instagram,America/New_York,,
False,closedApp,1751172131.37486,instagram,America/New_York,,
False,dismissedAppOpening,1751172131.37486,instagram,America/New_York,,
False,openedApp,1751214233.518676,instagram,America/New_York,,
False,closedApp,1751215133.518676,instagram,America/New_York,,
False,dismissedAppOpening,1751215133.518677,instagram,America/New_York,,
False,openedApp,1751215739.570706,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1751221504.9299378,instagram,America/New_York,,
False,closedApp,1751222404.9299378,instagram,America/New_York,,
False,dismissedAppOpening,1751222404.9299378,instagram,America/New_York,,
False,openedApp,1751228112.830567,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1751231717.915298,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1751239547.142257,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1751241632.27217,instagram,America/New_York,,
False,closedApp,1751242532.27217,instagram,America/New_York,,
False,dismissedAppOpening,1751242532.27217,instagram,America/New_York,,
False,openedApp,1751242544.181469,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1751249238.653918,instagram,America/New_York,,
False,closedApp,1751250138.653919,instagram,America/New_York,,
False,dismissedAppOpening,1751250138.653919,instagram,America/New_York,,
False,openedApp,1751249241.115714,instagram,America/New_York,,
False,closedApp,1751250141.115715,instagram,America/New_York,,
False,dismissedAppOpening,1751250141.115715,instagram,America/New_York,,
False,openedApp,1751250154.427316,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1751257343.8821259,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1751295596.352161,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1751297792.886682,instagram,America/New_York,,
False,closedApp,1751298692.886682,instagram,America/New_York,,
False,dismissedAppOpening,1751298692.886682,instagram,America/New_York,,
False,openedApp,1751304817.45196,instagram,America/New_York,,
False,closedApp,1751305717.45196,instagram,America/New_York,,
False,dismissedAppOpening,1751305717.45196,instagram,America/New_York,,
False,openedApp,1751308217.09903,instagram,America/New_York,,
False,closedApp,1751309117.09903,instagram,America/New_York,,
False,dismissedAppOpening,1751309117.09903,instagram,America/New_York,,
False,openedApp,1751317217.641364,instagram,America/New_York,,
False,closedApp,1751318117.641364,instagram,America/New_York,,
False,dismissedAppOpening,1751318117.641364,instagram,America/New_York,,
False,openedApp,1751334236.649185,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1751340987.488708,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1751376905.258552,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1751380561.027034,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1751386545.733718,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1751390719.087275,instagram,America/New_York,,
False,closedApp,1751391619.087276,instagram,America/New_York,,
False,dismissedAppOpening,1751391619.087276,instagram,America/New_York,,
False,openedApp,1751393168.0180411,instagram,America/New_York,,
False,closedApp,1751394068.0180411,instagram,America/New_York,,
False,dismissedAppOpening,1751394068.0180411,instagram,America/New_York,,
False,openedApp,1751394079.813295,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1751397219.275866,instagram,America/New_York,,
False,closedApp,1751398119.275866,instagram,America/New_York,,
False,dismissedAppOpening,1751398119.275866,instagram,America/New_York,,
False,openedApp,1751398135.934836,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1751402341.446906,instagram,America/New_York,breathingExercise,3.0
False,openedApp,1751404909.172152,instagram,America/New_York,breathingExercise,3.0
