app,interventionType,isReIntervention,resolution,timezone,timestamp,interventionDuration
youtube,breathingExercise,False,dismissedAppOpening,Europe/London,1751153595.5262198,3
youtube,breathingExercise,False,openedApp,Europe/London,1751153617.0104198,3
youtube,breathingExercise,False,dismissedAppOpening,Europe/London,1751153696.70333,3
youtube,breathingExercise,False,dismissedAppOpening,Europe/London,1751153748.1831279,3
youtube,breathingExercise,False,openedApp,Europe/London,1751153757.225412,3
youtube,breathingExercise,False,openedApp,Europe/London,1751190555.516302,3
youtube,breathingExercise,False,openedApp,Europe/London,1751212933.7102342,3
youtube,breathingExercise,False,dismissedAppOpening,Europe/London,1751213136.240665,3
youtube,breathingExercise,False,openedApp,Europe/London,1751226497.79631,3
youtube,breathingExercise,False,openedApp,Europe/London,1751228613.847816,3
youtube,breathingExercise,False,openedApp,Europe/London,1751232375.609777,3
youtube,breathingExercise,False,openedApp,Europe/London,1751251519.5237079,3
youtube,breathingExercise,False,openedApp,Europe/London,1751251602.4542751,3
youtube,breathingExercise,False,openedApp,Europe/London,1751284084.776907,3
youtube,breathingExercise,False,openedApp,Europe/London,1751284737.413128,3
youtube,breathingExercise,False,openedApp,Europe/London,1751284974.451376,3
youtube,breathingExercise,False,dismissedAppOpening,Europe/London,1751290086.058068,3
youtube,breathingExercise,False,openedApp,Europe/London,1751300901.15792,3
youtube,breathingExercise,False,openedApp,Europe/London,1751301587.5594969,3
youtube,breathingExercise,False,openedApp,Europe/London,1751321428.998952,3
youtube,breathingExercise,False,openedApp,Europe/London,1751367162.838918,3
youtube,breathingExercise,False,dismissedAppOpening,Europe/London,1751370233.119159,3
youtube,breathingExercise,False,openedApp,Europe/London,1751370573.531086,3
youtube,breathingExercise,False,openedApp,Europe/London,1751373215.7688298,3
youtube,breathingExercise,False,openedApp,Europe/London,1751373265.786113,3
youtube,breathingExercise,False,openedApp,Europe/London,1751373550.948283,3
youtube,breathingExercise,False,openedApp,Europe/London,1751373687.750877,3
youtube,breathingExercise,False,openedApp,Europe/London,1751375606.804412,3
youtube,breathingExercise,False,openedApp,Europe/London,1751378895.9923759,3
youtube,breathingExercise,False,openedApp,Europe/London,1751379751.431079,3
youtube,breathingExercise,False,dismissedAppOpening,Europe/London,1751380476.344404,3
youtube,breathingExercise,False,openedApp,Europe/London,1751454502.95568,3
youtube,breathingExercise,False,openedApp,Europe/London,1751540968.983356,3
youtube,breathingExercise,False,dismissedAppOpening,Europe/London,1751542848.926101,3
youtube,breathingExercise,False,openedApp,Europe/London,1751543002.784214,3
youtube,breathingExercise,False,dismissedAppOpening,Europe/London,1751543405.7751489,3
youtube,breathingExercise,False,dismissedAppOpening,Europe/London,1751543407.922236,3
youtube,breathingExercise,False,openedApp,Europe/London,1751544610.459369,3
youtube,breathingExercise,False,openedApp,Europe/London,1751546026.208034,3
youtube,breathingExercise,False,openedApp,Europe/London,1751546072.694313,3
youtube,breathingExercise,False,openedApp,Europe/London,1751546409.8342152,3
youtube,breathingExercise,False,openedApp,Europe/London,1751554060.0026221,3
youtube,breathingExercise,False,openedApp,Europe/London,1751554165.907681,3
youtube,breathingExercise,False,openedApp,Europe/London,1751554654.169878,3
youtube,breathingExercise,False,openedApp,Europe/London,1751554882.2544708,3
youtube,breathingExercise,False,openedApp,Europe/London,1751555020.33528,3
youtube,breathingExercise,False,openedApp,Europe/London,1751555093.17974,3
youtube,breathingExercise,False,openedApp,Europe/London,1751555187.609675,3
youtube,breathingExercise,False,openedApp,Europe/London,1751555210.611522,3
youtube,breathingExercise,False,openedApp,Europe/London,1751555435.928691,3
youtube,breathingExercise,False,openedApp,Europe/London,1751586898.2553349,3
youtube,breathingExercise,False,openedApp,Europe/Amsterdam,1751714699.993367,3
youtube,breathingExercise,False,dismissedAppOpening,Europe/Amsterdam,1751728937.986366,3
youtube,breathingExercise,False,openedApp,Europe/Amsterdam,1751731523.5705628,3
youtube,breathingExercise,False,dismissedAppOpening,Europe/Amsterdam,1751731917.597435,3
youtube,breathingExercise,False,openedApp,Europe/Amsterdam,1751755135.896038,3
youtube,breathingExercise,False,openedApp,Europe/Amsterdam,1751820905.370888,3
youtube,breathingExercise,False,openedApp,Europe/Amsterdam,1751905483.6324558,6
youtube,breathingExercise,False,openedApp,Europe/Amsterdam,1751931698.64694,6
youtube,breathingExercise,False,openedApp,Europe/Amsterdam,1751989396.2628598,6
youtube,breathingExercise,False,openedApp,Europe/Amsterdam,1751990739.309105,6
youtube,breathingExercise,False,openedApp,Europe/Amsterdam,1752015372.966327,6
youtube,breathingExercise,False,openedApp,Europe/Berlin,1752184043.322495,6
youtube,breathingExercise,False,openedApp,Europe/Berlin,1752184123.361679,6
youtube,breathingExercise,False,openedApp,Europe/Berlin,1752187580.835279,6
youtube,breathingExercise,False,openedApp,Europe/Berlin,1752228723.207613,6
youtube,breathingExercise,False,dismissedAppOpening,Europe/Berlin,1752228963.162051,6
youtube,breathingExercise,False,openedApp,Europe/Berlin,1752230277.277741,6
youtube,breathingExercise,False,openedApp,Europe/Berlin,1752232065.343925,6
youtube,breathingExercise,False,openedApp,Europe/Berlin,1752232675.35817,6
youtube,breathingExercise,False,openedApp,Europe/Berlin,1752283171.201971,6
youtube,breathingExercise,False,openedApp,Europe/Berlin,1752315939.616712,6
youtube,breathingExercise,False,openedApp,Europe/Berlin,1752316396.261873,6
youtube,breathingExercise,False,dismissedAppOpening,Europe/Berlin,1752316952.6763,6
youtube,breathingExercise,False,openedApp,Europe/Berlin,1752351568.052631,6
youtube,breathingExercise,False,openedApp,Europe/Berlin,1752370112.946776,6
youtube,breathingExercise,False,openedApp,Europe/Berlin,1752370513.601537,6
youtube,breathingExercise,False,openedApp,Europe/Berlin,1752400346.761914,6
youtube,breathingExercise,False,openedApp,Europe/Berlin,1752414762.434595,6
youtube,breathingExercise,False,dismissedAppOpening,Europe/Berlin,1752414824.7335548,6
youtube,breathingExercise,False,openedApp,Europe/Berlin,1752414839.586206,6
youtube,breathingExercise,False,openedApp,Europe/Berlin,1752414894.82055,6
youtube,breathingExercise,False,dismissedAppOpening,Europe/Berlin,1752433384.476389,6
youtube,breathingExercise,False,dismissedAppOpening,Europe/Berlin,1752433386.2908149,6
youtube,breathingExercise,False,openedApp,Europe/Berlin,1752434545.934901,6
youtube,breathingExercise,False,dismissedAppOpening,Europe/Berlin,1752435072.8891249,6
youtube,breathingExercise,False,openedApp,Europe/Berlin,1752442338.309205,6
youtube,breathingExercise,False,openedApp,Europe/Berlin,1752518553.573905,6
youtube,breathingExercise,False,openedApp,Europe/Berlin,1752536432.937189,6
youtube,breathingExercise,False,openedApp,Europe/Berlin,1752537628.651929,6
youtube,breathingExercise,False,dismissedAppOpening,Europe/Helsinki,1752701476.5194268,6
youtube,breathingExercise,False,openedApp,Asia/Hong_Kong,1753015734.426022,6
youtube,breathingExercise,False,dismissedAppOpening,Asia/Hong_Kong,1753015861.8083448,6
youtube,breathingExercise,False,dismissedAppOpening,Asia/Hong_Kong,1753018543.22339,6
youtube,breathingExercise,False,openedApp,Asia/Hong_Kong,1753018558.542284,6
youtube,breathingExercise,False,openedApp,Asia/Hong_Kong,1753030001.968318,6
youtube,breathingExercise,False,openedApp,Asia/Hong_Kong,1753118520.5748281,6
youtube,breathingExercise,False,openedApp,Asia/Hong_Kong,1753591411.364063,6
youtube,breathingExercise,False,openedApp,Asia/Hong_Kong,1753762000.975501,6
youtube,breathingExercise,False,openedApp,Asia/Hong_Kong,1753762212.597744,6
youtube,breathingExercise,False,dismissedAppOpening,Asia/Hong_Kong,1753798692.6564078,6
youtube,breathingExercise,False,openedApp,Asia/Hong_Kong,1753798710.137486,6
youtube,breathingExercise,False,dismissedAppOpening,Asia/Hong_Kong,1753799661.5460858,6
youtube,breathingExercise,False,openedApp,Asia/Hong_Kong,1753799676.4830189,6
youtube,breathingExercise,False,dismissedAppOpening,Asia/Hong_Kong,1753801765.961975,6
youtube,breathingExercise,False,openedApp,Asia/Hong_Kong,1753803444.130722,6
youtube,breathingExercise,False,dismissedAppOpening,Asia/Hong_Kong,1753805044.924439,6
