timestamp,app,interventionDuration,timezone,isReIntervention,resolution,interventionType,purpose
1749381348.532274,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749385788.4311728,imessage,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749385808.3068051,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749385822.51424,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749393827.553936,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749398282.942246,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749398907.520201,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749399058.4922,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749417029.666008,imessage,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749417043.8533468,mail,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749417142.046471,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749417744.764806,mail,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749418166.054204,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749448359.7446718,facebook,3.0,Europe/London,False,openedApp,breathingExercise,Check likes
1749448426.8993711,facebook,,Europe/London,False,closedApp,,
1749448832.0040169,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749449429.537164,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749450313.478662,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749450394.6786861,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749450592.506114,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749450775.389658,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749450850.9856339,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749450899.033314,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749451340.241136,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749451343.334631,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749451963.306216,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749452170.72125,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749452177.9574761,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749452188.0234451,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749452346.14428,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749452797.348167,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749452804.218435,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749452807.774759,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749452813.635562,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749452816.12114,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749452824.3985329,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749453236.975039,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749453373.974812,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749454636.3443809,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749454923.467354,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749455064.551851,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749457035.50422,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749468368.682303,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749468407.81642,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749468421.463949,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749469060.391454,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749471216.368441,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749471680.393816,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Search Info
1749471865.448666,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749471874.8150039,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749471942.076376,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Search Info
1749471960.5244,mail,3.0,Europe/London,False,openedApp,breathingExercise,Search Info
1749472014.356915,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749472029.6723409,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749472040.415327,mail,3.0,Europe/London,False,openedApp,breathingExercise,Search Info
1749472391.5222979,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749472404.896354,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Search Info
1749472415.072822,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749473557.566515,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749474208.0243092,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749474239.997808,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749476461.9995341,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749476531.944304,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Post something
1749476780.4983702,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Post something
1749477318.936938,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Post something
1749477864.693404,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749477875.659569,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Post something
1749478041.4972959,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749478061.130841,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Post something
1749478784.822582,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749479322.136508,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749479857.328145,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749479981.036082,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Check likes
1749480297.458749,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749480784.3287392,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749480980.188587,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749481074.911922,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749481448.750207,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749481497.18428,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749481884.306884,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749481898.638084,imessage,3.0,Europe/London,False,openedApp,breathingExercise,Stay In the Loop
1749481910.041112,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749482824.248692,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749482828.790629,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749483255.938921,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749483372.194147,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749483377.748518,mail,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749484107.4889889,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Stay In the Loop
1749487805.194714,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749491893.792612,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Post something
1749492258.526479,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749492270.931931,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749492274.7409859,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749492766.2766662,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Post something
1749495355.3893862,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749496430.0653281,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749496482.367782,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749496493.1401591,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749497022.025976,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749497033.6270242,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749497150.00863,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749497349.9677072,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749497990.314715,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749498190.283848,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749498260.605258,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749498269.960793,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749498551.8819761,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749498558.879555,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749500131.920357,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749500234.904326,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Stay In the Loop
1749500328.815487,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749500338.242672,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749501159.8872051,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749501173.8155909,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749501614.858238,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749501626.099173,mail,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749501634.712822,mail,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749501654.066392,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Stay In the Loop
1749502489.30544,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749504976.0752559,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749505875.094614,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749508573.68406,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749508594.96308,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Escape / Avoid
1749534039.4920568,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749537439.328696,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749537729.169293,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749537884.634999,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749537897.548495,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749537976.361393,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749537986.5632381,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749538003.251914,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749538014.884458,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749538031.119839,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749538141.441203,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749538153.7277699,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749538182.089467,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749538823.665341,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749538846.168262,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749538848.295876,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749538982.036901,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749539066.762614,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749539189.627626,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749539225.210243,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749539276.66932,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749539900.165292,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749541404.148221,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749541957.601172,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Stay In the Loop
1749542055.21342,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Stay In the Loop
1749542380.1889591,mail,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749542621.151801,mail,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749542680.630542,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Escape / Avoid
1749542692.8043032,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749542703.323653,mail,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749543580.219298,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749544441.289675,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749544716.7226338,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749546122.1569529,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749547886.36664,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749548115.179188,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749548478.139956,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749549811.737123,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749550373.756998,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749550386.813319,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749551009.732668,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749551021.970309,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749551664.31407,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749551796.797319,whatsAppBusiness,,Europe/London,False,closedApp,,
1749551880.862694,whatsAppBusiness,,Europe/London,False,closedApp,,
1749551901.473804,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749551929.5899959,outlook,,Europe/London,False,closedApp,,
1749552002.328476,outlook,,Europe/London,False,closedApp,,
1749552302.389153,outlook,,Europe/London,False,closedApp,,
1749555238.761322,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749555242.1314611,mail,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749555247.47961,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749555583.049315,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749555685.47157,whatsAppBusiness,,Europe/London,False,closedApp,,
1749555788.6630058,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749555866.2434359,whatsAppBusiness,,Europe/London,False,closedApp,,
1749556250.6766891,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749556280.5542831,whatsAppBusiness,,Europe/London,False,closedApp,,
1749556597.798691,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749557453.473165,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749557518.131233,whatsAppBusiness,,Europe/London,False,closedApp,,
1749557784.3332958,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749557798.845078,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749557856.7786121,whatsAppBusiness,,Europe/London,False,closedApp,,
1749558085.270891,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749558793.928687,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Post something
1749559035.2279692,instagram,,Europe/London,False,closedApp,,
1749559124.357193,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Post something
1749559209.380618,instagram,,Europe/London,False,closedApp,,
1749559228.138551,instagram,,Europe/London,False,closedApp,,
1749559229.870523,mail,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749559241.633686,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Post something
1749559708.510287,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749559375.737605,outlook,,Europe/London,False,closedApp,,
1749559812.150886,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749559932.199652,outlook,,Europe/London,False,closedApp,,
1749559946.729233,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749560006.348009,whatsAppBusiness,,Europe/London,False,closedApp,,
1749560029.251608,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749560104.0844269,outlook,,Europe/London,False,closedApp,,
1749560209.645088,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749560231.82471,whatsAppBusiness,,Europe/London,False,closedApp,,
1749560476.265208,whatsAppBusiness,,Europe/London,False,closedApp,,
1749560976.097906,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749562746.679837,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Post something
1749562810.2819629,instagram,,Europe/London,False,closedApp,,
1749562888.239912,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Post something
1749563279.799941,instagram,,Europe/London,False,closedApp,,
1749563333.4434829,mail,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749563351.085469,mail,,Europe/London,False,closedApp,,
1749563394.6032481,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749563437.8531098,outlook,,Europe/London,False,closedApp,,
1749564355.4175858,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749566893.5583549,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749568889.729375,imessage,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749568905.2740312,imessage,,Europe/London,False,closedApp,,
1749571553.4868221,imessage,,Europe/London,False,closedApp,,
1749571820.437621,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749572076.0417042,whatsAppBusiness,,Europe/London,False,closedApp,,
1749572220.179618,whatsAppBusiness,,Europe/London,False,closedApp,,
1749572223.067196,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749578807.310923,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749584682.476256,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
