timestamp,isReIntervention,interventionType,resolution,timezone,interventionDuration,app
1750177045.1285582,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750177302.880062,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750178177.747869,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750179571.761589,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750179596.259068,False,breathingExercise,dismissedAppOpening,America/Bogota,3,tikTok
1750179673.796807,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750179861.01634,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750180394.4039168,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750181985.4187489,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750182051.154412,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750182294.10992,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750182302.810507,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750183261.521841,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750183430.6110291,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750183563.918632,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750183587.834341,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750184027.052583,False,breathingExercise,dismissedAppOpening,America/Bogota,3,tikTok
1750184271.394558,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750184776.691951,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750186905.045917,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750197026.146775,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750197474.990305,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750198401.3610802,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750200048.8644772,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750200352.7658548,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750202503.995263,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750202619.181281,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750202715.886901,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750202950.375856,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750203443.877523,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750203537.341319,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750203976.25884,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750204614.858087,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750204627.351399,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750204646.402935,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750208605.9266338,False,breathingExercise,openedApp,America/Bogota,3,instagram
