participant_id,last_week,condition,phase,dropout
046636CA-EAA0-42A1-81C3-D75FBE7609FD,1,CCC,phase2,1
04EFF03C-1450-414E-9BBC-FB502ACE06E9,5,CCC,phase2,1
052B7C79-3A8D-47E7-9EE7-168F5B17A40E,1,ACC,phase2,1
05583123-14C3-41DC-9316-08EE14A417D2,6,CCC,phase1,0
05A32404-68DA-44BE-889D-BE7328E22E7F,1,ABC,phase2,1
05A4EE97-3CC5-47AC-B311-23BA78B2AE51,4,ACC,phase2,1
0608D78E-CFE6-4930-BC6F-A20045403487,1,ACC,phase1,1
0627DA7C-E81E-4C7D-B373-859BFFA64A1C,1,ABC,phase1,1
06708BAE-EA94-4B94-9361-F785AB8796F3,2,CCC,phase2,1
06AFEC6B-AF62-408B-81FA-252E06D09101,5,CCC,phase1,1
06B3245D-3A98-4532-A940-4A9B6FB63110,1,ACC,phase2,1
06D5BE75-1367-4AB8-B3E7-FD59D48C5758,5,ABC,phase1,1
071D6521-6D57-4182-8514-DDED20763219,1,ACC,phase1,1
074963FC-A995-4B9F-8897-24FDE24D7ABC,5,BCC,phase1,1
0769750B-1428-433B-A1AB-0EBBA3138E58,3,ACC,phase2,1
076B0455-CEF7-412D-9C81-DA080DE6FCF4,1,ABC,phase1,1
07B0E1DC-3EAB-4FA0-9DD9-B9B72E8FBEED,3,BCC,phase1,1
07CADC33-9043-4ED2-9466-27E019884902,1,CCC,phase1,1
0800589C-408C-4D1B-BEEC-B7F03B4BC5CE,6,ABC,phase1,0
080ED80E-2818-4BD5-BF97-A37485DA693B,4,CCC,phase2,1
081030D0-98E2-4EDF-A753-4B59D2F9A0C4,1,BCC,phase1,1
08104AE3-16F5-4BA2-9850-5DB6A355F034,4,CCC,phase1,1
08246CBA-3330-4816-A999-8EE781BEAAA5,1,ACC,phase1,1
08282A27-E37E-4781-AA5D-D29F965EC882,1,ABC,phase2,1
082F3BFA-9052-4730-9879-93447510F2B9,1,CCC,phase2,1
08425063-F269-49B5-8690-A797AD8E37F6,6,BCC,phase2,0
087B5662-E897-4836-AD04-83B3E366FCB4,6,CCC,phase2,0
08E83A4F-DBEA-48A2-A9E3-151707F2D8FD,1,ABC,phase1,1
0906B557-9D43-4A96-8DCA-4E675A61BABA,1,ACC,phase2,1
090D1044-EBD9-4273-80E8-BDEB2995BF95,1,ABC,phase1,1
091EAB99-84AB-4748-86E2-544962CF1B77,1,ACC,phase2,1
094212C3-40F5-409A-9908-A228FE9FF2A1,6,ABC,phase1,0
094E6B06-D5F3-4D18-8EED-5DC04940590F,6,ACC,phase1,0
0950A27A-93B2-4E52-A21A-4F0307A96950,6,ACC,phase1,0
097A7465-3B53-4E36-9F08-62CE8B957FB1,6,CCC,phase2,0
09B76E84-8A83-48D1-AADF-92B4C23024F0,1,CCC,phase1,1
09D02DA0-8CA6-4E02-8186-344F612A8961,4,CCC,phase2,1
09ED779E-8B5E-4AC2-A722-3E882025EEB5,6,BCC,phase2,0
09FD4CD0-609E-4502-9970-9DF87E095694,3,ACC,phase1,1
0A39AE5E-7A31-4A89-BCDE-B9C2879244D4,5,CCC,phase1,1
0A55E3AA-F124-4786-83C3-DB9EE909FF9D,6,BCC,phase2,0
0A702AC1-E8EE-4EA1-A8A2-5284E6F93B27,6,ACC,phase1,0
0A718189-464E-43B8-8D10-A4B57F4CA80A,3,BCC,phase2,1
0ABC0BE0-23A3-4C64-91EB-DF601EF2F91A,1,CCC,phase1,1
0ABC8EE0-266F-4702-A79F-315D0D50A449,1,ABC,phase2,1
0AD6A425-E20E-48C9-A221-51B580F4D5C2,6,ACC,phase2,0
0B12773E-D73D-4155-B70A-ADEBEA949938,6,BCC,phase1,0
0B17C973-CE31-49C3-A25C-59148F930FC2,4,ACC,phase2,1
0B3D678F-9BA5-4678-8BAD-FED0BED9F250,2,CCC,phase1,1
0B3DE12C-12BC-41B0-A9E8-0167BC3F650A,3,ABC,phase1,1
0B6BBBBD-3A1C-4876-818C-B40FD1E7652A,4,BCC,phase1,1
0B9366B5-9DDA-4E0C-852E-036521274190,2,ACC,phase2,1
0C182804-100E-42A4-A555-EE42831C723E,1,ACC,phase2,1
0C853927-71A2-494B-99BF-74288B00A620,2,ABC,phase1,1
0C8CC910-8484-46EC-A5E5-7C329A72646B,2,CCC,phase1,1
0C90C9AE-15D2-4E38-AF39-94B3B423633A,1,ABC,phase1,1
0CAAC63B-C1C1-4D98-AB0C-7B931B57A4F4,3,ACC,phase2,1
0CB0A9E3-D862-4CC8-8C07-5758147797AA,1,CCC,phase2,1
0CC72100-535E-43A0-A184-C5303D0B5BC0,1,CCC,phase1,1
0CD2C236-944D-4808-8F89-4D4A7FB5B5D7,5,CCC,phase2,1
0CD5ACB5-CD8D-4887-96C4-35F00F7EAB78,6,CCC,phase2,0
0D3B7ED4-92A8-4ACB-8B2B-6E944EF5E9AA,4,BCC,phase1,1
0D3E3081-A3BB-4782-A762-C8B8E14562A1,5,CCC,phase2,1
0D6C24EC-E9C0-433D-832E-6DD7488BC03C,1,ABC,phase1,1
0D93E1E6-DF32-4F38-85B3-0E4C7B44F74B,1,CCC,phase1,1
0E343B0A-90DE-4F9C-9353-E5A270B396D9,6,CCC,phase1,0
0E3D0D20-7225-49FF-90C9-065691BFE4D4,3,ACC,phase2,1
0E56FC97-E57D-444C-83B1-F26598039C64,2,CCC,phase2,1
0E5CEB7A-449E-4018-B2A5-6CCD290C1AD9,1,ACC,phase2,1
0E801075-AC61-4E0A-89AE-B5528E4AC016,1,BCC,phase1,1
0EA71549-5A68-4BF5-B2A5-02773C69F7EF,2,ACC,phase2,1
0EBAF11F-290E-4AB5-AA96-4DC494EC721A,5,ACC,phase2,1
0EC0C0B7-249D-41A2-81D7-57EB5A041EA2,3,BCC,phase2,1
0F06659D-10BA-4A1C-AF5E-153850DFB89D,3,ACC,phase2,1
0F19138E-B333-415D-BF30-EBBA59D62B1B,3,ACC,phase2,1
0F4F9BB4-CF96-4C4E-A625-1403596FC2CF,6,ABC,phase2,0
0F855D34-649D-40EE-855E-AC3DB2E41920,6,ACC,phase1,0
102CD4BF-6488-4DD7-BB7D-6D014FDCDA72,6,CCC,phase1,0
1057AE4C-8958-4C12-8686-DD65BD86E8D8,3,ABC,phase2,1
105FDFC5-1D38-4FC3-BAA7-808FB35D5D15,6,ACC,phase1,0
1090E5DB-8AFE-4390-9A11-F5FA4480EBF5,6,ABC,phase1,0
10BEEC19-79F8-42D5-A5EB-BE68DB9EDBB5,1,BCC,phase1,1
10C1ABD6-7A8D-4C4D-9A49-FC3932EC25FE,1,ACC,phase2,1
10D83E51-874F-4106-A783-A6FA0D82CCFF,5,BCC,phase1,1
11274C22-1027-40E0-BE8F-8A15AA96A4D8,1,BCC,phase1,1
115DFA61-6629-4103-9587-C42EE45C13DB,1,ACC,phase1,1
1165EDA9-D507-4224-B69B-C189F7962585,1,BCC,phase1,1
11CE787E-2C5E-4BCF-B40D-604A9E05D2AC,6,ACC,phase2,0
12971997-9D5D-4955-815C-368065098F12,6,ABC,phase1,0
12B21EEF-2FA4-4493-8CC1-3B7326CEFB36,1,CCC,phase1,1
12EB1AF0-8A64-4C2B-A2CC-451AA2CC4519,1,CCC,phase1,1
131416B6-3A3C-4ADF-BB36-1E46A0757A22,1,ACC,phase1,1
131DDFC7-066E-44EC-9038-C652D62A3EFC,5,BCC,phase2,1
13282DA5-8B33-43CC-8DF4-C64D4A7A6AA2,3,BCC,phase2,1
132891EB-3094-4897-88E6-93129AD1B9E3,1,ABC,phase1,1
1370218A-1DB9-4C04-BE0C-D708837051C0,1,CCC,phase1,1
13BAD8C1-A03E-4E37-8038-C8B5C746FD71,2,CCC,phase2,1
13F54DA7-312B-492E-A237-E8A9DFA6ECA2,4,CCC,phase2,1
14727A3E-0460-4CDC-AF83-8E2D0ECB16AA,6,CCC,phase2,0
14864EB0-DE88-4068-B950-22A9275383FE,3,CCC,phase2,1
14A925E8-D880-46BB-85DC-4976F91A5010,6,CCC,phase2,0
14AC0E59-50B6-467B-8DE2-165CB20E504E,2,BCC,phase2,1
1501FA03-7BCE-4E4A-B60A-AA86AE04D74D,2,ABC,phase2,1
1506C8D9-6DF9-4CA3-92B4-493EF25385D8,6,ABC,phase1,0
15109F39-3C0C-461B-927A-6FD5F942DA9F,6,ACC,phase1,0
152F4D19-7E8A-4B4F-AB15-60ADB12BFF7E,1,ABC,phase2,1
1536F003-45AC-4433-9779-02782EEB91BE,6,CCC,phase1,0
1581F1F6-341D-4D41-901B-99654CD61CF7,6,BCC,phase1,0
1585AF11-FC0E-4573-A8D2-EEAE080561D7,1,CCC,phase1,1
15946FC7-508E-4FBC-8819-8D2A4AC88DC7,2,ABC,phase1,1
15AE2C46-AD83-4DEE-AA06-F6F3985E8A9C,4,CCC,phase2,1
160F88FC-4D8C-4737-8C1A-27DED0E88473,1,CCC,phase2,1
1646C966-6FAA-4B62-A560-3C7A3861FE8B,1,BCC,phase1,1
164C5283-F59B-482A-9377-45C71B91B698,4,CCC,phase2,1
165823D3-6535-4BE5-80E5-EB14317E5597,6,ACC,phase2,0
166320F5-1BEE-475F-97FC-C48F5A64374C,6,BCC,phase1,0
167793D1-8428-49EF-A520-0203455A9DBB,1,BCC,phase1,1
16F62DB4-B48E-4BD2-917F-9BDEE1BD28B6,6,ACC,phase1,0
1756DB1D-7CF3-4E18-953B-E5F257E662BB,1,BCC,phase1,1
17605EE3-F283-4936-A8A1-04F1A0E9D491,6,ABC,phase1,0
1767C955-3CE6-472E-8C88-8AC85AD876E6,4,BCC,phase2,1
177848F8-0F76-4AE2-901D-5C4C721F2875,1,CCC,phase2,1
178D0273-B84E-4610-B64F-B9B1934F88A7,2,ABC,phase2,1
17CEAFC2-17AF-4258-9BD2-5E4C9B38FEA1,6,ACC,phase1,0
17D7BCB0-B4BD-4BDA-AA72-C2B041E472FC,6,ACC,phase2,0
17F4739B-F2D9-420D-9842-032520017982,3,BCC,phase1,1
183D66C5-5717-479E-A2A0-2C987D19E122,4,BCC,phase2,1
185411C2-42CF-4724-A818-09AA602A3506,5,ABC,phase2,1
18B23D72-B27F-4270-9A82-A7D3A587A2F3,4,ABC,phase2,1
18B708FF-DA64-402A-8540-EE14FD17E795,6,ABC,phase1,0
190A0ABD-03E6-4345-B2BF-5F2AD7511CE3,6,ABC,phase1,0
190B5A06-86CA-4465-8E11-FF5A557C4103,1,ABC,phase2,1
1934DCE9-AE0A-4684-BF92-A18C40954499,6,ACC,phase2,0
19847835-C508-4CBA-A43E-8D2F98904F76,4,ABC,phase2,1
1993C1E5-802A-4590-88CB-2BAEF845B102,5,ACC,phase1,1
199C5373-C27F-4552-B0AC-F30DB6243494,6,CCC,phase1,0
19D034B0-9018-4D04-86D7-4F34FBD0B4FF,3,ACC,phase2,1
1A0D93F0-8CC2-41ED-8D15-160522A1EE0A,6,CCC,phase2,0
1A0E11E4-4FBE-43FA-8C1F-20531A81E4D4,3,ACC,phase2,1
1A287222-D8AF-4129-90EE-D99754545FB6,4,ABC,phase1,1
1A2DA9B0-6662-4950-BD03-9F1A74B693D1,5,ABC,phase2,1
1A827C3A-6E83-4EA8-AE23-CB50FCD55402,5,ABC,phase2,1
1AC12066-AE7A-4C75-8837-EF62D5A8B665,6,CCC,phase1,0
1B228C6C-A67E-440F-B29E-911640274B9C,1,CCC,phase2,1
1B52D248-DC7E-416D-AF56-3CDDD2C07F0E,1,BCC,phase1,1
1B7FF1F2-FA17-428B-A151-376A23EED652,2,BCC,phase2,1
1B8581AE-E9C4-428E-A96B-391C3B4F6A69,1,CCC,phase2,1
1BE74253-AD6B-4807-B92E-2915FA921B1D,2,ABC,phase2,1
1BEBF3E1-B6CF-468B-8738-2844B25201D9,5,ACC,phase2,1
1C2520F4-C07C-4C4E-8427-D0191CCC9498,1,CCC,phase2,1
1C2CB263-BCCB-4267-B756-5B1B3B8B414F,6,BCC,phase1,0
1C4A0059-931C-42A8-B4A3-16C280B19EEB,6,ACC,phase1,0
1C73AD0C-D4B9-43C1-A2B4-1EDB6877B76E,6,CCC,phase2,0
1CBB7E8A-ADB1-43AD-9CF7-D7F965ED144C,4,BCC,phase2,1
1CC41724-BCFF-42F5-8BA1-E87BBBAF8AFC,1,CCC,phase1,1
1D3EE40E-51D5-4059-8DA0-9E8B2373DE65,6,BCC,phase1,0
1D60433E-6977-4C9D-A686-053940991EDA,6,CCC,phase1,0
1D8B07FC-FF56-4C2F-B3DE-01F856DDF5C9,6,CCC,phase2,0
1DB4AD44-7319-40A7-89E6-9AACC58DE43F,1,CCC,phase1,1
1E0F1900-E764-440D-8898-84FA4101EC21,6,ACC,phase1,0
1E2B3D16-5908-46E0-9275-FE8CB25C296A,2,ACC,phase2,1
1E573EC3-9389-4A0A-9F00-6F8ACA429A4A,6,CCC,phase2,0
1E79286C-77D3-4BE7-82F2-4E2BF915A610,1,ABC,phase2,1
1E798E17-8C19-4609-9E89-2CFE6E51D344,1,BCC,phase2,1
1E7CD7C8-E69C-4B63-8AFE-596EFC38B622,2,ACC,phase2,1
1ECD2129-668D-4A62-93E4-13A05A275937,2,ABC,phase2,1
1ED3788C-D990-48B9-8434-6CA272322C8B,6,CCC,phase1,0
1F6FA0D8-D991-4CFE-93E4-2E135495BD09,6,ACC,phase1,0
1F9DD4A5-7ED0-4BF6-B57E-F76CF3406D88,5,ACC,phase1,1
1FA3357D-2A57-4A68-89CD-A605C28136F4,6,ABC,phase1,0
1FAFACF3-4C0C-457C-A48F-457E90CE34FC,1,ABC,phase2,1
1FBD9849-55C7-4EBB-BF79-A3C4DCF889EF,1,BCC,phase1,1
1FDBA10A-31D9-495A-9D8D-DE32F7716A4D,5,ACC,phase1,1
20809FDA-6BC3-4884-AB02-3909099BF051,1,ABC,phase1,1
20814165-EEFB-413F-A3F9-73E7F9ADC005,1,CCC,phase2,1
20863C0F-797F-4017-8E7E-F02B1DB6BFE0,5,CCC,phase2,1
2095904B-C1F5-4F77-A15C-359FC54FE84F,5,CCC,phase2,1
20BDC809-8648-478E-A3D2-C6D0DAFF82A7,3,ACC,phase1,1
20E1D932-32D6-46ED-81B3-BD266516E65E,1,ACC,phase2,1
20EC6556-BB6C-49A9-8B6A-004D3286519F,5,BCC,phase2,1
20F1601E-5952-4FBD-B5CF-05A61B4484C5,6,ACC,phase1,0
20F414B0-3EFD-4FAF-ABAF-1E5143A41AF9,1,ACC,phase2,1
212AC733-9416-4952-AEA4-09C8BE2BB6E2,6,ACC,phase2,0
2142836C-D30D-418C-80C2-2607F4DD575E,6,BCC,phase1,0
216B52DC-E5B5-42BB-AC77-284E8E4255CC,1,CCC,phase2,1
21AAA959-5310-44D6-9105-CA5F79E99467,2,CCC,phase2,1
21C313B8-C30E-4555-A71F-F401E119218C,4,BCC,phase2,1
220706C4-CD1B-4AF8-8D95-1B364CD2AF3B,3,ABC,phase2,1
221430A7-13ED-4347-B76C-51E340066519,6,CCC,phase1,0
22532A7B-C714-4AA4-AA53-FA7559170F4D,2,ACC,phase1,1
22576278-0D0A-4070-A129-094909924470,2,BCC,phase2,1
226E8982-3B23-43CE-8456-24724FBB6D7C,4,BCC,phase2,1
22E87E46-D947-408F-B0A0-C4ADF116D1C2,6,CCC,phase2,0
23086283-9834-45A3-A2CF-DF8420B24C9D,1,ACC,phase2,1
23869F64-5528-4E6F-9EE2-4B0633F96823,6,CCC,phase1,0
23964DB1-EF99-4950-BE47-5E5BD4B96E55,1,ACC,phase2,1
23CBE57E-CB31-4249-A4F3-E47D2AC68779,3,ABC,phase2,1
24029680-0467-47D7-B73F-E382E19E6DEE,1,ABC,phase1,1
2416F95F-BB53-4AF2-AD66-46E2D9EB1691,6,BCC,phase2,0
2419F0E8-7A2F-4BE9-B80D-2734EB4CE018,2,ACC,phase2,1
246D3B34-56EF-485E-B30F-364025EA6B83,4,ACC,phase2,1
2479647A-4F7C-4602-B930-0EEB82B554D8,6,BCC,phase1,0
247D467C-C2CD-4474-A7CC-B60310EA3322,6,CCC,phase1,0
248116C8-2DE4-4B8B-9B8E-33109AB1B001,6,CCC,phase2,0
2487D8A7-EF45-4692-99E0-9483F7E2D7B4,6,ABC,phase1,0
24A74408-218A-4B9F-923B-F6B51D8111C4,6,ACC,phase1,0
24C2C705-3043-4CE6-9A6F-F69517BE07A5,3,ABC,phase1,1
24FED608-897F-4E8D-A3F1-75C4F641653D,1,BCC,phase2,1
250080E4-5C71-4667-BBD3-A8C5A7E7EBF1,4,BCC,phase2,1
250F9D11-FCD8-4A60-98B4-FA5F9017B748,6,CCC,phase2,0
2515D411-5AFA-4179-8928-F6ED2026F4AF,2,CCC,phase2,1
25343B52-7BE6-4184-8760-805E48B781BA,5,CCC,phase2,1
2566BE9A-FFB6-414B-87D5-21C6ACEE83B9,3,CCC,phase2,1
25BE98C4-0866-420D-B647-346A3C9FC793,6,CCC,phase1,0
25D1FDD5-D7D9-42BE-B31E-02AB3E6AB213,1,ABC,phase2,1
260C7FBD-0054-46D6-B974-FC87C285DDB7,6,ABC,phase1,0
264665CE-5314-48D9-AC45-1EAF663C50F2,2,ACC,phase1,1
2657040F-5F03-40A1-8B42-E8579099FAC3,3,ABC,phase2,1
265DCC3B-F58F-4912-BA03-AA714E5FAB02,2,BCC,phase2,1
267E0800-0E18-4B0D-9333-7000E66E1D0A,6,BCC,phase2,0
269CC8F2-7047-485A-B4DE-A9E0DDFC1DBC,1,CCC,phase1,1
26A48AF4-E1E4-47CD-9611-B195620FF951,1,ABC,phase2,1
26A921AC-39C4-4438-86D8-F67DCA5A132B,6,ACC,phase1,0
26B40EEA-0735-4D2F-A5C9-DB753C5B3444,1,ACC,phase1,1
26CC7F67-C53C-4DAE-8402-370A4D6F3D57,1,BCC,phase2,1
26E11892-B563-435D-BD4B-A5D43BF81D8F,1,ACC,phase1,1
270DCFB2-8496-4CE1-96B2-1C98C15CA47C,6,BCC,phase1,0
2739CF79-31F6-485A-B6BD-41DCEACF25E7,5,CCC,phase2,1
273F54B4-6C34-4D49-8C0C-680F5706FAF8,4,ACC,phase2,1
279BC08D-DC42-4943-9CEB-B417CC20C967,1,ABC,phase1,1
27A9F19C-834A-4F9A-8A24-7BBC0F5EE68E,1,BCC,phase1,1
27AB4965-2983-4AA4-A2CA-19B1550F119F,5,ACC,phase1,1
27CC02A0-51F0-450D-9F03-B357D75D9122,6,ABC,phase1,0
282E9426-DB4F-4F59-A274-39E47345736B,6,ABC,phase1,0
2887E9A7-CEF5-4057-8012-7F41F69F601D,6,BCC,phase1,0
2899B31C-7DDC-4DD1-B4A1-86166570DC17,3,CCC,phase2,1
28CEB088-3D42-4A93-82D6-C21C25012F6C,2,CCC,phase2,1
292B6E21-CCCC-4AA6-BF46-9B312CC40F99,1,CCC,phase1,1
29480C36-CA25-4BBA-97FD-6B180086FCE9,1,ABC,phase1,1
2952D4FD-FAA9-44E7-BB74-5DEC923DB215,2,CCC,phase1,1
29981929-9B15-4D02-9453-E47C6D38EA61,4,ACC,phase2,1
299A32BA-E949-48DB-B18A-375CF95A8E63,1,ABC,phase1,1
29CF2FAA-75DD-4219-9ED9-B3F1C19D93BE,1,ABC,phase2,1
29EB95D9-F8CE-4893-9068-558568ED4C8D,1,CCC,phase2,1
2A0FF184-03E3-4BF2-87F6-986BC977C9FF,1,BCC,phase1,1
2A9585F1-17CB-4F71-BD63-F9B911076CD7,1,ABC,phase2,1
2AB719A8-F48C-4213-97EB-E0C58A1A9E21,6,BCC,phase1,0
2AD2A39C-D87A-4616-BC71-802804204840,1,ACC,phase1,1
2AF35EB5-C6E3-4EAE-BD0A-A348288BF2B8,2,ABC,phase1,1
2AF409EF-DD00-4AEF-8DB4-A127A23C4994,4,ABC,phase2,1
2B31EE38-D6E2-46C8-8B23-AFD305A04EF3,1,ACC,phase1,1
2B859EA7-D200-446C-8048-2CD67D461B0B,6,BCC,phase2,0
2B8BBCA2-39E5-42D4-B9BC-12C6AAF096F2,6,ABC,phase1,0
2BA6950C-720D-4FAD-B150-895FFDDB6F10,5,ACC,phase2,1
2BCB934C-67F2-4767-832E-4A9D6C088348,2,ABC,phase2,1
2BF009E0-B938-4961-B28B-C24F82A227A3,1,CCC,phase1,1
2BF592AC-89EF-4AB8-ABDA-380EA91EFC4E,5,ABC,phase2,1
2C479777-E9E0-4F2B-9B0C-1DCF6DA1C7EF,3,CCC,phase2,1
2C540FDF-84BD-46BA-93F9-C05085FE6814,6,ABC,phase1,0
2C5E25C1-103F-49BD-86A4-49D660BFF711,5,CCC,phase2,1
2C837428-D271-45A8-9D6E-520AF277F052,1,CCC,phase1,1
2C84F15D-8E9A-4D12-AFFC-44B48610C888,2,ACC,phase1,1
2D7FA8A1-24DA-4A26-BEF5-0CF7E7B04499,6,CCC,phase1,0
2DD22F12-BD88-427D-9352-AB5AAF0E16FA,2,ABC,phase1,1
2DD6FC6E-B06B-4E40-AA7D-355C34E2EF1E,6,CCC,phase1,0
2E61B24F-4537-47D3-9C27-0E0A7022705C,6,ABC,phase1,0
2E8AD694-D066-4D03-8DB3-8DFBDD51C4C9,4,BCC,phase2,1
2EEFAD72-A619-4CEF-AB6C-E1FE4153DB2A,4,ABC,phase2,1
2FA19CB0-8E75-45A0-A880-F43028D687A2,1,CCC,phase1,1
2FD7001C-E4C0-40A9-A56C-6AA44DAA7587,6,ACC,phase2,0
2FED54E4-0F09-4AC7-86B1-75F4979DF93C,1,BCC,phase1,1
2FFC58C1-BEA0-4215-B5FA-4C0962F22F91,1,BCC,phase2,1
300CEC13-6542-489C-864A-30F93A672887,6,BCC,phase1,0
3028BD4E-B26D-4540-B996-C854EB3C49B6,6,ABC,phase2,0
305E1D24-0CD1-4D2B-AD41-5CD8BA8E4716,3,CCC,phase1,1
307B5A5F-BEF9-433A-B7C1-933A07B302D1,6,BCC,phase1,0
3090086D-FA5A-44AE-A3C4-19C6627562E1,2,ACC,phase1,1
30C39EDA-ADF6-48C6-B4B8-6323BA53D78D,6,ACC,phase1,0
30C928DA-B268-4E71-A7FE-6A20765EE707,1,CCC,phase1,1
30E47872-6A0F-40AA-8E0E-7B060637D3BC,4,ACC,phase1,1
31C1FE34-A62C-4C66-9D6C-C22DB2D486D1,6,CCC,phase1,0
31EC0EB2-1DCA-4901-BF0D-EFE847BF87F3,4,BCC,phase1,1
32076FF9-9F2A-445A-B2CF-AF7D36E62D78,4,BCC,phase1,1
320B3FFD-8C78-48BB-BAA5-B0F0085F8C68,3,ABC,phase2,1
322552C9-E69F-45D6-8230-3AFC8ED235D4,6,ACC,phase2,0
328128C2-6F77-4119-B081-B8D194BB4006,6,ABC,phase2,0
3285F425-E097-4B1D-A135-1791763B53F8,4,BCC,phase2,1
32F60A23-9481-429D-8763-0AD45DE1974F,5,BCC,phase2,1
3322A3E8-8C47-406F-98E2-610DC6C7E0EC,1,CCC,phase1,1
33350C0A-ABC1-45A4-8798-9A4DAF1C48FE,6,ACC,phase1,0
333C22D8-99BB-4E30-B1C5-EDE0604D05B9,3,BCC,phase2,1
33432CFC-6BED-46C0-89E7-548C2E5AFA95,5,ACC,phase2,1
3352E773-8AFF-4FA6-BA0F-2DD12276AC8B,1,ACC,phase2,1
33B22FDB-ED65-428C-880F-00D4A0E685B3,6,CCC,phase2,0
33E58243-CE87-419B-AC9F-D1949F226729,1,ACC,phase2,1
341365C4-6B3C-43FB-9A61-9ADB79F89987,3,CCC,phase2,1
341DD416-EE34-4DEB-9CED-2AF540BD7F2D,1,BCC,phase2,1
342051BF-25EC-4276-BE6C-9D89EA8381EC,1,CCC,phase1,1
3442CA8B-F0B8-45E0-96A6-034EE2DF0CF6,6,ABC,phase2,0
34531CFB-8F66-48B0-8D98-4B1A7DE3C10D,6,BCC,phase1,0
3454623D-96AA-4A0A-B439-D4920FF79B03,6,ACC,phase2,0
34711BB8-101B-4982-91D6-3B7255B0C18D,4,BCC,phase1,1
3472E0FA-CC66-4EED-89AD-BC023E3A7F4A,6,CCC,phase1,0
34FE51C2-FC71-4FEB-BEFE-FA825311373D,5,BCC,phase2,1
351F1537-E343-4BC5-A3C8-F2A1D13AE386,6,CCC,phase1,0
354A35BB-1EB0-4913-BF96-73238B0A13C8,1,ABC,phase2,1
354FCFF2-2085-4F55-891D-F03A6054FA0A,1,BCC,phase2,1
35A8F1C0-3FE7-4F44-BAF0-8D4AA3C0FF55,3,ABC,phase2,1
35B88BEF-07DB-450B-A99A-204E4B000055,3,BCC,phase2,1
35E9CEAD-14F1-453C-AD77-09DB1EADFB5C,2,ACC,phase2,1
35FF53BA-951A-4C1E-96D1-141DF91BAA49,4,BCC,phase2,1
36326542-8129-4DA7-92CD-9CD8971F6CE8,1,ABC,phase2,1
3649BCD2-0F59-41BD-BB58-BA6785C4F281,1,ACC,phase2,1
36A90AFB-69CC-4943-877C-7C1455B8A52F,1,CCC,phase1,1
36AC7094-A782-40C4-AC77-8A3CEEA21CAB,4,ABC,phase1,1
36C86988-813D-433D-BF85-3F866186CC1E,3,ACC,phase2,1
36D0EE39-C23A-423B-8C48-D25690F62819,3,BCC,phase2,1
3709F8E7-95E1-47F0-A95A-59BA1191818E,1,CCC,phase1,1
370C89A7-1791-4E7B-8297-943107CCE87D,1,CCC,phase2,1
375B165B-A589-48EC-87A6-7DF82D8CCF78,6,CCC,phase1,0
378713A7-681B-41CF-9CC6-C3DD6937A866,1,BCC,phase1,1
37894E2C-1668-4161-80B9-0826BBAEC2E1,1,CCC,phase1,1
37914A14-ACEA-439B-B163-3A88EEFF67AA,1,CCC,phase1,1
