interventionType,timestamp,timezone,purpose,isReIntervention,interventionDuration,timeIntervalUntilReIntervention,app,resolution
breathingExercise,1751477571.101404,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751477880.349325,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751478190.5967178,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751478500.814674,Europe/Amsterdam,Ontsnappen / Vermijden,False,1.5,,snapchat,openedApp
breathingExercise,1751478524.3585,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751478835.174667,Europe/Amsterdam,Ontsnappen / Vermijden,True,1.5,120.0,tikTok,openedApp
breathingExercise,1751479415.869751,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751479509.7491221,Europe/Amsterdam,,False,1.5,,youtube,dismissedAppOpening
breathingExercise,1751479561.105433,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751479725.3728142,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751479902.858499,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751484227.542768,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751518163.373939,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751520731.6337562,Europe/Amsterdam,,False,1.5,,tikTok,dismissedAppOpening
breathingExercise,1751524823.9782948,Europe/Amsterdam,Ontsnappen / Vermijden,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751525137.5019069,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751525457.177916,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751527450.3001971,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751527469.198415,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751527861.1578841,Europe/Amsterdam,,False,1.5,,youtube,dismissedAppOpening
breathingExercise,1751534294.767242,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751534315.926362,Europe/Amsterdam,,False,1.5,,youtube,dismissedAppOpening
breathingExercise,1751534909.810231,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751534946.549442,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751536534.07436,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751538656.3459558,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751541860.833961,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751541863.8753362,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751544722.451755,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751545042.5303211,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751545350.941091,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751545664.6018891,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751546001.04725,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751546358.374315,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751546761.52954,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751547079.065429,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751547489.942286,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751548005.365978,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751548306.628329,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751548617.3605251,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751548924.7976542,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751549235.502682,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751549545.206249,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751549872.380944,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751550625.2694712,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751550769.091179,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751551081.4967442,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751551396.2873712,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751551963.838278,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751552276.97207,Europe/Amsterdam,Ontsnappen / Vermijden,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751552659.0054932,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751552970.0965462,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751553278.840642,Europe/Amsterdam,Ontsnappen / Vermijden,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751553586.2451692,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751553636.1033878,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751557705.404386,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751561027.590726,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751565541.4788818,Europe/Amsterdam,Ontsnappen / Vermijden,False,1.5,,snapchat,openedApp
breathingExercise,1751565618.273453,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751570289.277467,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751572669.080565,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751573156.234099,Europe/Amsterdam,Ontsnappen / Vermijden,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751573178.269158,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751573207.859611,Europe/Amsterdam,Ontsnappen / Vermijden,False,1.5,,snapchat,openedApp
breathingExercise,1751573841.595356,Europe/Amsterdam,Ontsnappen / Vermijden,False,1.5,300.0,youtube,openedApp
breathingExercise,1751573916.616632,Europe/Amsterdam,Ontsnappen / Vermijden,False,1.5,300.0,youtube,openedApp
breathingExercise,1751574129.080353,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751574234.87978,Europe/Amsterdam,Entertainment,False,1.5,60.0,tikTok,openedApp
breathingExercise,1751574307.791426,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751574622.012855,Europe/Amsterdam,Ontsnappen / Vermijden,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751574931.6976829,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751575241.940013,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751575552.988672,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751575889.268311,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751604628.092035,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751605185.4269261,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751605206.539112,Europe/Amsterdam,,False,1.5,,tikTok,dismissedAppOpening
breathingExercise,1751605214.223586,Europe/Amsterdam,,False,1.5,,tikTok,dismissedAppOpening
breathingExercise,1751605233.287642,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751606678.191043,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751610302.805132,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751610614.033571,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751610923.158366,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751611233.281752,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751611544.9581451,Europe/Amsterdam,Ontsnappen / Vermijden,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751611856.073338,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751612165.222158,Europe/Amsterdam,Ontsnappen / Vermijden,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751612539.4373422,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751624286.440754,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751626288.993885,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751626618.6641412,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751626645.41459,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751627106.953119,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751627415.43571,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751627724.5577412,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751630584.083815,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751630896.907304,Europe/Amsterdam,Ontsnappen / Vermijden,True,1.5,300.0,youtube,openedApp
breathingExercise,1751631205.4397268,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751631515.5945702,Europe/Amsterdam,Entertainment,True,1.5,240.0,youtube,openedApp
breathingExercise,1751635793.305018,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751635802.048585,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751635975.736402,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751636402.631874,Europe/Amsterdam,,False,1.5,,tikTok,dismissedAppOpening
breathingExercise,1751636420.841403,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751636800.408225,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751637110.75787,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751637418.834824,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751637728.3544421,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751638037.541432,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751638347.391392,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751638658.591891,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751638965.243002,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751642295.608337,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751651470.662313,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751652346.998026,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751652360.332027,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751652669.901009,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751653501.403059,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751653581.2873359,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751653892.582315,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751654203.122364,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751654862.6876001,Europe/Amsterdam,Entertainment,False,1.5,180.0,youtube,openedApp
breathingExercise,1751654904.323971,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751657972.017047,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751660032.610995,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751660038.006419,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751660361.545096,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751661481.663085,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751661534.262796,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751661605.7762551,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751663344.269408,Europe/Amsterdam,,False,1.5,,youtube,dismissedAppOpening
breathingExercise,1751663354.3327188,Europe/Amsterdam,Ontsnappen / Vermijden,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751663665.0303822,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751663906.9408832,Europe/Amsterdam,Ontsnappen / Vermijden,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751664427.781606,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751664659.415086,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751699622.0858479,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751699827.664414,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751700139.814077,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751700459.4242392,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751700783.9333138,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751701092.934418,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751701400.0059562,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751701709.335394,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751702195.972641,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751702605.9808989,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751702997.9833379,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751703700.585672,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751703752.904866,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751703905.15233,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751704220.800468,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751704660.5758672,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751704951.1884499,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751705263.837225,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751705567.604748,Europe/Amsterdam,,True,1.5,,tikTok,dismissedAppOpening
breathingExercise,1751705592.283777,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751705771.737146,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751706082.521436,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751706264.3515902,Europe/Amsterdam,,False,1.5,,tikTok,dismissedAppOpening
breathingExercise,1751706547.699791,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751706862.6518059,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751707174.083616,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751707484.028641,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751707767.5440202,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751710469.360182,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751710691.040771,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751711828.327147,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751713009.303918,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751716300.142621,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751716779.132914,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751716879.037866,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751722758.211523,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751722857.866322,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751727392.3237262,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751727799.153596,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751728108.320612,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751728443.588721,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751728756.242422,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751729084.315332,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751729396.968945,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751729702.33526,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751729802.918665,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751730052.7735639,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751730086.759838,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751734522.779263,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751736139.16924,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751739141.038482,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751741135.034709,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751746970.930993,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751751277.948504,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751751936.661258,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751752278.66329,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751752909.18627,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751761011.581832,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751761964.643886,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751792754.397005,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751792799.240392,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751795396.7537808,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751795448.7868838,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751796729.845463,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751796732.540412,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751799401.422838,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751804188.4948921,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751804501.504901,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751804810.112601,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751805119.773366,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751805428.6254911,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751805745.2161899,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751806894.217022,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751807208.86959,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751807515.602697,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751807823.892179,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751808133.662889,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751808443.203485,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751816771.275393,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751816823.688538,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751817152.7775788,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751820136.105017,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751823484.6468801,Europe/Amsterdam,,False,1.5,,youtube,dismissedAppOpening
breathingExercise,1751823520.901019,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751824843.922107,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751825384.622803,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751827009.34721,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751827320.933852,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751827384.375296,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751827696.65114,Europe/Amsterdam,Entertainment,True,1.5,240.0,youtube,openedApp
breathingExercise,1751827940.878485,Europe/Amsterdam,,True,1.5,,youtube,dismissedAppOpening
breathingExercise,1751833887.2699409,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751833937.426764,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751833943.37014,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751835596.649294,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751835610.699379,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751864359.491235,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751864635.527147,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751866354.418076,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751866673.427522,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751867626.094661,Europe/Amsterdam,Entertainment,False,1.5,60.0,youtube,openedApp
breathingExercise,1751867654.558207,Europe/Amsterdam,,False,1.5,,youtube,dismissedAppOpening
breathingExercise,1751869925.125823,Europe/Amsterdam,Entertainment,False,1.5,60.0,youtube,openedApp
breathingExercise,1751870842.752756,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751874758.049461,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751875070.834721,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751882016.500731,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751882852.863021,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751883089.4133592,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751886312.4888458,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751898352.81479,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751900457.972935,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751900888.223964,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751900900.074487,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751901112.912044,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751901424.457076,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751901733.942719,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751905114.866951,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751905629.088358,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751905941.5505838,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751906251.0452518,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751906728.43278,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751907040.3178868,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751907492.371148,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751907999.020215,Europe/Amsterdam,Ontspan je,True,1.5,300.0,youtube,openedApp
breathingExercise,1751908341.904774,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751908416.911948,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751910897.853996,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751911214.459116,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751911538.8823628,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751911833.153887,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751912141.151857,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751912163.17293,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751913387.8608751,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751919633.161262,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
