timestamp,interventionDuration,app,resolution,isReIntervention,interventionType,timezone
1751502410.9751081,6.0,instagram,dismissedAppOpening,False,breathingExercise,America/Los_Angeles
1751548227.657827,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1751551816.549623,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1751557630.634762,6.0,instagram,dismissedAppOpening,False,breathingExercise,America/Los_Angeles
1751578601.126282,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1751583154.752365,6.0,instagram,dismissedAppOpening,False,breathingExercise,America/Los_Angeles
1751590604.381475,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1751591151.8035522,6.0,instagram,dismissedAppOpening,False,breathingExercise,America/Los_Angeles
1751591169.686892,6.0,instagram,dismissedAppOpening,False,breathingExercise,America/Los_Angeles
1751894387.508734,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1751894553.9722471,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1751895437.566072,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1751997201.456003,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1752035477.412482,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1752036223.629383,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1752036395.985909,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1752076188.9698992,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1752268933.397571,6.0,instagram,dismissedAppOpening,False,breathingExercise,America/Los_Angeles
1752290897.711759,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1752356752.5490022,6.0,instagram,dismissedAppOpening,False,breathingExercise,America/Los_Angeles
1752356771.651297,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1752357025.056272,6.0,instagram,dismissedAppOpening,False,breathingExercise,America/Los_Angeles
1752374150.6982222,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1752381651.34617,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1752382908.0872421,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1752383024.751247,6.0,instagram,dismissedAppOpening,False,breathingExercise,America/Los_Angeles
1752383055.1156812,6.0,instagram,dismissedAppOpening,False,breathingExercise,America/Los_Angeles
1752383077.798548,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1752383221.420748,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1752383492.7860398,6.0,instagram,dismissedAppOpening,False,breathingExercise,America/Los_Angeles
1752383495.389868,6.0,instagram,dismissedAppOpening,False,breathingExercise,America/Los_Angeles
1752383543.399761,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1752383611.609442,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1752422912.774424,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1752594775.843936,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1752604353.223465,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1752608916.248832,6.0,instagram,dismissedAppOpening,False,breathingExercise,America/Los_Angeles
1752608932.753097,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1752631265.354649,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1752670691.947228,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1752683860.4630141,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1752684116.392395,6.0,instagram,dismissedAppOpening,False,breathingExercise,America/Los_Angeles
1752701582.626727,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
1752768257.10026,6.0,instagram,openedApp,False,breathingExercise,America/Los_Angeles
