timestamp,isReIntervention,interventionDuration,interventionType,timezone,resolution,app,timeIntervalUntilReIntervention,purpose
1752398759.45759,True,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,60.0,Message
1752408998.090574,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752422121.508116,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752422201.300233,False,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,60.0,Message
1752429148.741996,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752429652.408022,False,1.5,breathingExercise,Europe/Berlin,dismissedAppOpening,tikTok,,
1752432921.859356,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752433007.5290952,True,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,240.0,Bored
1752433324.878971,False,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,300.0,Entertainment
1752435824.2075849,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752435905.0403628,True,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,300.0,Entertainment
1752436698.8731198,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752477702.057805,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1752478044.931217,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,660.0,
1752487509.2154012,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1752492096.8611279,False,1.5,breathingExercise,Europe/Berlin,dismissedAppOpening,tikTok,,
1752493071.634464,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1752493770.526582,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1752493951.707387,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1752494112.586063,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1752494632.651362,False,1.5,breathingExercise,Europe/Berlin,dismissedAppOpening,tikTok,,
1752494651.36408,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Entertainment
1752496067.34027,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1752496475.9094748,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1752496793.053047,True,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,300.0,Search Info
1752497226.341979,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752499736.776531,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752499814.2002559,False,1.5,breathingExercise,Europe/Berlin,dismissedAppOpening,tikTok,,
1752499891.370418,False,1.5,breathingExercise,Europe/Berlin,dismissedAppOpening,tikTok,,
1752502773.416053,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752502806.038305,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752503875.298188,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752503899.5080209,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752504137.5372949,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1752524254.824368,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Entertainment
1752524276.1559181,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1752524616.9585938,False,1.5,askForTimeLimit,Europe/Berlin,dismissedAppOpening,instagram,,
1752524738.937978,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1752524809.9552789,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752526128.751617,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1752569234.876113,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1752573745.782308,False,1.5,breathingExercise,Europe/Berlin,dismissedAppOpening,tikTok,,
1752590452.931219,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1752590609.9921951,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,780.0,
1752591219.5001569,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,660.0,
1752591916.013988,True,1.5,breathingExercise,Europe/Berlin,dismissedAppOpening,instagram,,
1752591927.1985269,False,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,540.0,Post something
1752592468.715673,False,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,60.0,Post something
1752592776.893002,False,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,300.0,Post something
1752593376.2845569,False,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,600.0,Bored
1752593510.21316,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
1752598664.363169,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752598906.1702728,False,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,720.0,Post something
1752599204.436201,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752599301.677493,False,1.5,breathingExercise,Europe/Berlin,dismissedAppOpening,tikTok,,
1752599962.117851,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1752599980.725349,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,180.0,
1752604127.2077808,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752604640.386514,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,180.0,
1752608193.449852,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752608302.2464008,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1752643014.784844,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752643047.067618,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1752666949.509306,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,180.0,
1752675091.2519069,False,1.5,breathingExercise,Europe/Berlin,dismissedAppOpening,tikTok,,
1752677706.224827,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1752681491.535068,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1752681623.936465,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752681932.213941,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1752681993.832329,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1752685858.998481,False,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,720.0,Post something
1752686460.210376,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752686778.610482,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1752696626.160132,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1752697359.235042,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752735479.182384,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,420.0,
1752735630.5486798,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1752746651.2532759,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,180.0,
1752747031.377284,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1752750264.830539,False,1.5,breathingExercise,Europe/Berlin,dismissedAppOpening,tikTok,,
1752750278.692416,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1752750309.398804,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,120.0,
1752750446.828958,True,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,240.0,Search Info
1752770206.135844,False,1.5,breathingExercise,Europe/Berlin,dismissedAppOpening,tikTok,,
1752770214.157189,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1752781018.3934488,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1752786006.77148,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,660.0,
1752786076.475802,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,420.0,
1752786233.063854,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752786432.435217,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752826300.0387821,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1752831457.209815,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752831726.187252,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752831820.355506,False,1.5,breathingExercise,Europe/Berlin,dismissedAppOpening,tikTok,,
1752831827.2908812,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752831869.5239658,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752832834.805297,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752833214.0554152,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752836461.5716171,False,1.5,breathingExercise,Europe/Berlin,dismissedAppOpening,tikTok,,
1752836583.760251,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752836878.645496,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752836976.465334,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752838543.8647928,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752838858.533568,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752839579.163151,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752839815.0318909,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752839844.23065,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752839966.95326,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752841437.792525,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752842658.3689408,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752846399.741376,False,1.5,breathingExercise,Europe/Berlin,dismissedAppOpening,tikTok,,
1752846430.293076,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752846828.1542811,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752854644.3900142,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752854821.048969,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752855028.053761,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752855128.14752,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
1752855340.025003,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752870409.933501,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1752870679.90077,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752872329.241081,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752872352.866288,False,1.5,breathingExercise,Europe/Berlin,dismissedAppOpening,tikTok,,
1752901410.958977,False,1.5,breathingExercise,Europe/Berlin,openedApp,facebook,,Search Info
1752901689.353281,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1752903704.1810908,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1752903884.386568,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
1752908040.365664,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,120.0,
1752908118.3146548,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752919843.2760491,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752919987.0387192,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752920222.929117,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1752920490.72294,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752920509.688325,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752920537.860928,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752921488.739074,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752923739.6042209,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Stay In the Loop
1752923800.300394,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,180.0,
1752926628.348647,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,180.0,
1752926638.585346,False,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,180.0,Search Info
1752926706.1781921,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752926723.416199,False,1.5,askForTimeLimit,Europe/Berlin,dismissedAppOpening,instagram,,
1752926762.321501,False,1.5,askForTimeLimit,Europe/Berlin,dismissedAppOpening,instagram,,
1752927306.8991919,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752931728.742593,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1752932107.701133,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752932925.147944,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1752938837.525258,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1752939641.668623,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752939927.344063,True,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,240.0,Post something
1752939969.510206,False,1.5,askForTimeLimit,Europe/Berlin,dismissedAppOpening,instagram,,
1752941590.838037,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1752942207.7549481,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752942644.870652,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1752942706.615617,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1752943103.157666,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1752943274.130856,False,1.5,askForTimeLimit,Europe/Berlin,dismissedAppOpening,instagram,,
1752943673.865412,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1752943761.269318,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1752943812.0136929,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752945252.435017,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1752947091.853735,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1752950044.688322,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1752950053.144469,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752950062.629065,False,1.5,breathingExercise,Europe/Berlin,dismissedAppOpening,tikTok,,
1752950075.653606,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,180.0,
1752954145.1932058,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1752955040.715476,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1752955053.137495,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1752955459.482841,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1752955609.883038,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,180.0,
1752957587.393571,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752957660.160142,True,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,360.0,Stay In the Loop
1752958030.6395879,True,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,600.0,Post something
1752958532.046324,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1752959534.896031,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,180.0,
1752960355.777144,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1752989407.190659,False,1.5,askForTimeLimit,Europe/Berlin,dismissedAppOpening,instagram,,
1752989408.673991,False,1.5,askForTimeLimit,Europe/Berlin,dismissedAppOpening,instagram,,
1752992464.792249,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1752992515.207603,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1752992604.0566869,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1752999053.069664,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,180.0,
1753002392.69501,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,180.0,
1753006926.5970669,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1753017191.364692,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1753022869.899559,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,180.0,
1753026608.480974,False,1.5,breathingExercise,Europe/Berlin,openedApp,facebook,,Search Info
1753027542.854203,False,1.5,breathingExercise,Europe/Berlin,openedApp,facebook,,Stay In the Loop
1753030779.863014,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1753045320.199853,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1753046917.426865,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1753078390.488337,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1753078566.363371,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1753078592.8985949,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1753078726.303077,False,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,360.0,Search Info
1753079104.637532,False,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,60.0,Search Info
1753097270.962779,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,180.0,
1753097762.799469,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
1753097884.158617,False,1.5,askForTimeLimit,Europe/Berlin,dismissedAppOpening,instagram,,
1753097985.59134,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,180.0,
1753098150.7066932,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1753098342.62157,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1753098360.797268,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1753098399.610307,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1753099174.987488,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1753099428.262155,True,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,60.0,Message
1753116673.180649,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1753117645.6103601,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
1753119138.325492,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,180.0,
1753124526.044303,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1753126809.4790921,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,420.0,
1753128702.347261,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Stay In the Loop
1753128948.083469,False,1.5,breathingExercise,Europe/Berlin,dismissedAppOpening,tikTok,,
1753128952.110146,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1753182711.6465049,False,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,420.0,Search Info
1753195684.125767,False,1.5,breathingExercise,Europe/Berlin,openedApp,facebook,,Search Info
1753203013.80141,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,480.0,
1753203114.790162,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
1753203163.838818,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1753203252.609689,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1753213673.569915,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1753247026.710017,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1753260700.1410341,False,1.5,breathingExercise,Europe/Berlin,dismissedAppOpening,tikTok,,
1753271315.242745,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1753272400.1776419,False,1.5,breathingExercise,Europe/Berlin,dismissedAppOpening,tikTok,,
1753272444.1884742,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Stay In the Loop
1753276407.383316,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
1753277269.072239,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1753279740.172678,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1753280948.164709,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1753285464.435848,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1753285552.45893,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,420.0,
1753285585.486361,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1753285618.607593,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
1753285973.5776129,False,1.5,askForTimeLimit,Europe/Berlin,dismissedAppOpening,instagram,,
1753286101.811207,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1753287007.621276,False,1.5,askForTimeLimit,Europe/Berlin,dismissedAppOpening,instagram,,
1753287021.30483,False,1.5,breathingExercise,Europe/Berlin,dismissedAppOpening,tikTok,,
1753293301.1895251,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1753293328.17922,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1753300657.792694,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1753300699.821272,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1753302236.205996,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1753306298.9675012,False,1.5,breathingExercise,Europe/Berlin,openedApp,facebook,,Stay In the Loop
1753307058.704726,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1753308648.559019,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,600.0,
1753309267.1148582,False,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,660.0,Message
1753309927.495592,False,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,720.0,Message
1753310655.3022618,False,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,960.0,Stay In the Loop
1753311266.6307921,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1753312819.102099,False,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,60.0,Search Info
1753338431.322359,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,600.0,
1753339277.658457,False,1.5,askForTimeLimit,Europe/Berlin,dismissedAppOpening,instagram,,
