timestamp,app,timezone,resolution,isReIntervention,interventionDuration,interventionType
1749997201.673254,instagram,America/New_York,closedApp,False,,
1749997201.673254,instagram,America/New_York,dismissedAppOpening,False,,
1749997209.901525,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1749997700.208436,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1749999124.5784879,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1749999961.0275822,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750040424.7671762,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750041737.089499,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750072817.029604,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750073190.611455,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750109952.7464418,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750123151.9379559,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750124711.6851811,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750128491.95042,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750158858.3510041,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750167613.075377,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750177098.890146,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750177993.667687,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750203306.9099488,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750216118.5471802,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750244769.472241,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750265810.772448,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750278211.3023992,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750292623.785205,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750303374.39228,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750304238.930357,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750335608.723475,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750338590.982067,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750341772.6092,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750342253.5874882,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750343672.752674,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750344209.092855,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750344745.825673,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750353395.952203,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750363575.197945,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750364645.142428,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750365584.129053,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750520185.848603,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750545041.13241,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750549524.72018,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750567118.6388931,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750599245.972781,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750601571.4238539,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750604350.088706,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750606668.5508351,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750626802.4922152,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750646653.2948651,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750674077.4625192,instagram,America/New_York,openedApp,False,,
1750674197.4625201,instagram,America/New_York,closedApp,False,,
1750674197.4625201,instagram,America/New_York,dismissedAppOpening,False,,
1750721876.2022328,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750735046.878897,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750735498.237922,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750802038.051667,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750804160.922217,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750880787.322496,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750888742.4024038,instagram,America/New_York,openedApp,False,1.5,breathingExercise
1750941986.221465,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1750955647.995682,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1750976766.950327,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751029035.463255,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751057575.616549,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751058560.9005609,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751064815.91309,instagram,America/New_York,dismissedAppOpening,False,6.0,breathingExercise
1751069562.6809978,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751081657.6674,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751082154.105562,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751123682.751061,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751125776.892871,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751140313.9850621,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751141118.453158,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751164700.555896,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751198798.154175,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751199538.18183,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751232041.0250769,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751238498.209948,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751239878.0947099,instagram,America/New_York,dismissedAppOpening,False,6.0,breathingExercise
1751239957.571605,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751244953.016168,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751320022.6762462,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751327227.176743,instagram,America/New_York,dismissedAppOpening,False,6.0,breathingExercise
1751339879.766683,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751373860.0752702,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751382941.740034,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751406705.0764918,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751410170.236264,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751418003.2365289,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751421521.3070369,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751455489.203995,instagram,America/New_York,dismissedAppOpening,False,6.0,breathingExercise
1751463942.5529342,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751469982.597795,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751471347.025624,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751506164.3590388,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751506721.995642,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751506798.029846,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751511873.342351,instagram,America/New_York,openedApp,False,,
1751512173.342356,instagram,America/New_York,closedApp,False,,
1751512173.342356,instagram,America/New_York,dismissedAppOpening,False,,
1751512190.037664,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751582073.655785,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751589108.160037,instagram,America/New_York,dismissedAppOpening,False,6.0,breathingExercise
1751589128.5152721,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751589720.467617,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751591140.1208339,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751593764.236895,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751640318.705318,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751640941.0213718,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751642332.642555,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751648709.489882,instagram,America/New_York,dismissedAppOpening,False,6.0,breathingExercise
1751650430.300609,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751658374.799171,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751658997.905673,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751691142.775515,instagram,America/New_York,dismissedAppOpening,False,6.0,breathingExercise
1751723840.357774,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751729750.238241,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751733162.664353,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751740215.87092,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751755577.8941278,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751768457.368444,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751775255.344925,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751809617.031034,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751810238.959772,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751810713.6609669,instagram,America/New_York,dismissedAppOpening,False,6.0,breathingExercise
1751821516.445228,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751836729.71894,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751849184.471739,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751852457.081871,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751888451.353133,instagram,America/New_York,dismissedAppOpening,False,6.0,breathingExercise
1751888471.0405102,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751892852.029706,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751918729.932725,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751919633.71381,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751920423.4027581,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751935805.433165,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751936717.708188,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751946619.254757,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1751995743.414713,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752013533.940026,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752031835.6385841,instagram,America/New_York,dismissedAppOpening,False,6.0,breathingExercise
1752060339.297573,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752072205.000743,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752100993.685633,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752234777.911199,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752271836.1016688,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752345140.859514,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752345881.389283,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752346381.877379,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752376169.546792,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752377679.885841,instagram,America/New_York,dismissedAppOpening,False,6.0,breathingExercise
1752377702.296173,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752411225.6911712,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752411920.388894,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752429993.6197891,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752430611.466963,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752438801.693958,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752445394.4351912,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752448030.896872,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752451913.5451732,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752453270.062887,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752461874.3605509,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752502741.051392,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752518177.360252,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752530145.2023711,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752535449.004009,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752548010.71873,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752578825.943995,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752579846.8003612,instagram,America/New_York,openedApp,False,,
1752580146.8003612,instagram,America/New_York,closedApp,False,,
1752580146.8003612,instagram,America/New_York,dismissedAppOpening,False,,
1752580163.732261,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752584355.3214378,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752592133.066204,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752616090.184175,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752663129.8514729,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752692296.158534,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752700057.301863,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752753527.6914759,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752754619.26397,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752759941.845831,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752796122.796959,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752807910.5387821,instagram,America/New_York,dismissedAppOpening,False,6.0,breathingExercise
1752874773.619008,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752876381.16643,instagram,America/New_York,dismissedAppOpening,False,6.0,breathingExercise
1752890192.505745,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752890718.96986,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752932124.110512,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752941577.208359,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752945569.916579,instagram,America/New_York,dismissedAppOpening,False,6.0,breathingExercise
1752945590.293504,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752951509.432796,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752981251.285931,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1752982055.191917,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1753019253.871846,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1753025552.817606,instagram,America/New_York,openedApp,False,6.0,breathingExercise
1753046030.126071,instagram,America/New_York,dismissedAppOpening,False,6.0,breathingExercise
1753046054.264611,instagram,America/New_York,openedApp,False,6.0,breathingExercise
