interventionDuration,interventionType,isReIntervention,resolution,timestamp,app,timezone,timeIntervalUntilReIntervention
6.0,breathingExercise,False,openedApp,1750718067.108059,instagram,Europe/Lisbon,300.0
,,False,closedApp,1750718130.765617,instagram,Europe/Lisbon,
,,False,closedApp,1750718152.987609,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750752494.916997,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750752526.7927299,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750752615.079212,instagram,Europe/Lisbon,
,,False,closedApp,1750752812.6500158,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750753026.2093658,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750767783.0242748,instagram,Europe/Lisbon,180.0
6.0,breathingExercise,False,openedApp,1750769480.757468,instagram,Europe/Lisbon,60.0
6.0,breathingExercise,False,dismissedAppOpening,1750771975.005441,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750772583.5907788,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750785208.5463939,instagram,Europe/Lisbon,300.0
,,False,closedApp,1750785225.631761,instagram,Europe/Lisbon,
,,False,closedApp,1750787804.569783,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750794990.166723,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750795045.25302,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750795363.361984,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750795388.8781161,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750795731.221528,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750795816.7993689,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750796015.336406,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750796231.424881,instagram,Europe/Lisbon,300.0
,,False,closedApp,1750796275.703442,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750796293.711895,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750796518.699243,instagram,Europe/Lisbon,300.0
,,False,closedApp,1750796641.818418,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750796870.981861,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750796898.3344688,instagram,Europe/Lisbon,60.0
,,False,closedApp,1750796966.4930248,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750798590.488476,instagram,Europe/Lisbon,120.0
6.0,breathingExercise,False,dismissedAppOpening,1750799052.719517,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750799181.45841,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750802618.087377,instagram,Europe/Lisbon,300.0
6.0,breathingExercise,False,dismissedAppOpening,1750802731.4069638,instagram,Europe/Lisbon,
,,False,closedApp,1750802656.6281772,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750802799.0522208,instagram,Europe/Lisbon,300.0
,,False,closedApp,1750802839.017826,instagram,Europe/Lisbon,
,,False,closedApp,1750802841.944888,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750802922.637296,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750828899.6226301,instagram,Europe/Lisbon,120.0
6.0,breathingExercise,False,openedApp,1750829224.303976,instagram,Europe/Lisbon,300.0
,,False,closedApp,1750828942.539057,instagram,Europe/Lisbon,
,,False,closedApp,1750829276.972508,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750829613.37011,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750838252.8982291,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750838382.178103,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750844083.473731,instagram,Europe/Lisbon,120.0
6.0,breathingExercise,False,dismissedAppOpening,1750844857.680562,instagram,Europe/Lisbon,
,,False,closedApp,1750844104.908897,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750844861.226155,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750853789.934466,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750853910.2008471,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750857810.292068,instagram,Europe/Lisbon,300.0
,,False,closedApp,1750858120.520781,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750858334.951974,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750858890.992079,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750863264.389642,instagram,Europe/Lisbon,240.0
6.0,breathingExercise,False,openedApp,1750863292.724434,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750863341.5095382,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750865278.262711,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750865337.6838899,instagram,Europe/Lisbon,
,,False,closedApp,1750865521.429346,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750869499.4425569,instagram,Europe/Lisbon,60.0
6.0,breathingExercise,False,openedApp,1750870415.1044421,instagram,Europe/Lisbon,60.0
,,False,closedApp,1750870434.09206,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750871879.0409641,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750871881.6557431,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750873048.522221,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750873642.507285,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750873703.915598,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750881897.568634,instagram,Europe/Lisbon,180.0
6.0,breathingExercise,False,dismissedAppOpening,1750883335.5182261,instagram,Europe/Lisbon,
,,False,closedApp,1750881919.656971,instagram,Europe/Lisbon,
,,False,closedApp,1750881973.681467,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750883339.127774,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750883751.563029,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750883802.897225,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750884027.042916,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750885037.724436,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750885127.287281,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750885192.0976229,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750885396.1803389,instagram,Europe/Lisbon,300.0
,,False,closedApp,1750885426.502839,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750890266.436022,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750890335.714724,instagram,Europe/Lisbon,
,,False,closedApp,1750890337.862183,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750918244.1825929,instagram,Europe/Lisbon,60.0
,,False,closedApp,1750918265.899595,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750924789.571477,instagram,Europe/Lisbon,120.0
6.0,breathingExercise,False,dismissedAppOpening,1750925217.634737,instagram,Europe/Lisbon,
,,False,closedApp,1750924809.245388,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750925534.105421,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750925606.789978,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750926038.657958,instagram,Europe/Lisbon,300.0
,,False,closedApp,1750926190.769055,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750928465.7378411,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750930279.848905,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750930294.9310598,instagram,Europe/Lisbon,
,,False,closedApp,1750930499.1863852,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750930598.103049,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750930730.263366,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750930761.584753,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750931594.431848,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750942124.4145432,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750942150.7576199,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750942801.464731,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750942869.757755,instagram,Europe/Lisbon,
,,False,closedApp,1750943524.308245,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750946684.179645,instagram,Europe/Lisbon,60.0
6.0,breathingExercise,False,dismissedAppOpening,1750948044.8318791,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750948234.984295,instagram,Europe/Lisbon,
,,False,closedApp,1750947130.692205,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750949126.6483788,instagram,Europe/Lisbon,120.0
6.0,breathingExercise,False,dismissedAppOpening,1750949249.3294759,instagram,Europe/Lisbon,
,,False,closedApp,1750949171.193811,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750949252.665993,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750949536.7140431,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750949540.827722,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750949936.076397,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750949954.0203319,instagram,Europe/Lisbon,120.0
6.0,breathingExercise,False,openedApp,1750950499.458051,instagram,Europe/Lisbon,60.0
,,False,closedApp,1750950566.250426,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750950945.479286,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750950962.153672,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750951174.1343951,instagram,Europe/Lisbon,60.0
,,False,closedApp,1750951241.876995,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750951257.006896,instagram,Europe/Lisbon,180.0
6.0,breathingExercise,False,dismissedAppOpening,1750951296.489718,instagram,Europe/Lisbon,
,,False,closedApp,1750951285.229679,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750951788.750208,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750953017.989366,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750953105.819511,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750953456.203166,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750954346.754146,instagram,Europe/Lisbon,60.0
,,False,closedApp,1750954376.220367,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750954800.048956,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750955717.01856,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750955838.0130491,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750956022.86911,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750957524.960853,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750957527.822506,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750958460.438026,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750958464.544653,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750958958.375423,instagram,Europe/Lisbon,300.0
,,False,closedApp,1750958995.7354689,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750960823.735393,instagram,Europe/Lisbon,300.0
,,False,closedApp,1750960913.204679,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750962098.99482,instagram,Europe/Lisbon,180.0
6.0,breathingExercise,False,dismissedAppOpening,1750962924.544913,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750962927.21378,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750962962.603534,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750962966.332906,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750963348.6331139,instagram,Europe/Lisbon,180.0
6.0,breathingExercise,False,dismissedAppOpening,1750963759.876346,instagram,Europe/Lisbon,
,,False,closedApp,1750963508.0547152,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750964699.807627,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750966405.0857801,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750966411.158493,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750966426.161686,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750966460.3738132,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750966841.1525822,instagram,Europe/Lisbon,60.0
,,False,closedApp,1750966906.377211,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750966986.545672,instagram,Europe/Lisbon,60.0
,,False,closedApp,1750967002.673853,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750978475.59675,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750978558.683418,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750978757.445558,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750978766.833712,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750978883.985698,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750978945.5210629,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750979572.532294,instagram,Europe/Lisbon,180.0
6.0,breathingExercise,False,dismissedAppOpening,1750979670.140545,instagram,Europe/Lisbon,
,,False,closedApp,1750979591.980849,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750980584.912843,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750980709.938221,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750982706.084813,instagram,Europe/Lisbon,60.0
,,False,closedApp,1750982730.724749,instagram,Europe/Lisbon,
,,False,closedApp,1750982733.274864,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750985653.910686,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1751014903.2506351,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1751015021.15119,instagram,Europe/Lisbon,60.0
,,False,closedApp,1751015058.27286,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1751015225.912494,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1751017085.431334,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1751026657.712294,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1751040417.2061992,instagram,Europe/Lisbon,180.0
,,False,closedApp,1751040667.670158,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1751042347.896913,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1751042351.0685391,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1751042357.359748,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1751043192.072371,instagram,Europe/Lisbon,
