interventionDuration,resolution,timestamp,timezone,app,isReIntervention,interventionType
1.5,dismissedAppOpening,1753294900.883146,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753294921.4749398,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753295566.88484,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753295786.1738229,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753296099.649094,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753296238.5480099,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753297024.090537,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753299292.3422341,Europe/Madrid,snapchat,False,breathingExercise
1.5,dismissedAppOpening,1753299447.846695,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753299469.4467878,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753299514.450962,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753299713.3144522,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753301950.039691,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753302156.605602,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753302287.587302,Europe/Madrid,instagram,False,breathingExercise
1.5,dismissedAppOpening,1753303276.6265721,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753304716.549454,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753304732.837354,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753305795.05457,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753305925.335905,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753306051.717154,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753306132.6419768,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753336591.237175,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753336622.474406,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753336863.807119,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753338157.45068,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753347195.291934,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753349958.387123,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753351596.959764,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753351620.8753738,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753352421.360093,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753352957.309712,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753352998.550302,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753353275.373232,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753353590.733695,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753353811.3692942,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753354025.523447,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753354130.374296,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753356680.7673979,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753357143.573436,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753357566.211752,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753357673.925586,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753358049.567745,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753358403.41323,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753358963.5462189,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753360721.077139,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753361146.7125149,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753361847.335752,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753369563.235311,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753373833.865413,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753374978.7307959,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753375189.160162,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753375562.266161,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753375656.7034469,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753375795.301659,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753375897.149641,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753376921.142807,Europe/Madrid,snapchat,False,breathingExercise
1.5,dismissedAppOpening,1753378520.521852,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753378801.2009192,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753384463.313743,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753385663.0185819,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753390185.247628,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753391262.29594,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753393012.8601952,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753393374.379019,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753393443.567821,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753423089.847306,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753425430.71378,Europe/Madrid,snapchat,False,breathingExercise
1.5,dismissedAppOpening,1753425498.1815,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753433575.739612,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753433655.2696218,Europe/Madrid,snapchat,False,breathingExercise
1.5,dismissedAppOpening,1753433715.216241,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753436126.860516,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753436165.3419151,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753443717.069777,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753444072.067083,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753445053.877435,Europe/Madrid,snapchat,False,breathingExercise
1.5,dismissedAppOpening,1753446057.566485,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753446063.451788,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753446669.5729609,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753448699.233686,Europe/Madrid,instagram,False,breathingExercise
1.5,dismissedAppOpening,1753449400.937757,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753450168.2268229,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753450977.433043,Europe/Madrid,snapchat,False,breathingExercise
1.5,dismissedAppOpening,1753453681.9504771,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753453696.701175,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753454464.386198,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753455792.22385,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753456658.9045491,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753460739.475123,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753461019.745125,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753466498.7368488,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753468827.9984689,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753469478.138372,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753470018.977581,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753474577.995885,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753477837.8960838,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753478218.471587,Europe/Madrid,instagram,False,breathingExercise
1.5,dismissedAppOpening,1753479108.802582,Europe/Madrid,snapchat,False,breathingExercise
1.5,dismissedAppOpening,1753479111.5379848,Europe/Madrid,snapchat,False,breathingExercise
1.5,dismissedAppOpening,1753479116.427371,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753479125.591265,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753479239.86659,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753479635.850963,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753480245.263276,Europe/Madrid,instagram,False,breathingExercise
1.5,dismissedAppOpening,1753480805.026365,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753480810.8670402,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753480888.2079039,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753509167.339594,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753509314.200015,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753511417.417932,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753512070.704855,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753513519.7626991,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753515978.7146358,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753516021.046215,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753541528.857531,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753541827.885532,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753542538.055066,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753547208.350044,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753548819.127246,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753549762.993999,Europe/Madrid,snapchat,False,breathingExercise
1.5,dismissedAppOpening,1753550674.4707708,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753550681.813117,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753550801.670728,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753550860.415951,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753550973.895756,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753551055.875196,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753551209.718563,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753551300.293705,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753551421.501501,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753552560.410239,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753552856.236371,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753553070.896637,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753555078.7007298,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753555926.338239,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753557459.8336391,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753557584.258795,Europe/Madrid,snapchat,False,breathingExercise
1.5,dismissedAppOpening,1753557597.022258,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753558142.053131,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753560020.2202802,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753560472.875943,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753564336.7825341,Europe/Madrid,instagram,False,breathingExercise
1.5,dismissedAppOpening,1753564531.51527,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753564641.394587,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753565111.440871,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753565216.017534,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753565588.41572,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753567944.319241,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753568390.874681,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753568480.277979,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753568759.679572,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753568854.042289,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753600182.295916,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753600365.391128,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753601504.583596,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753601623.370022,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753603479.601192,Europe/Madrid,snapchat,False,breathingExercise
1.5,dismissedAppOpening,1753603814.77595,Europe/Madrid,snapchat,False,breathingExercise
1.5,dismissedAppOpening,1753603817.9267411,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753606017.891695,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753606092.799378,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753607551.367271,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753608694.884427,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753609359.547668,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753609629.338373,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753610896.356992,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753615397.279409,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753615947.2119021,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753619048.5526009,Europe/Madrid,instagram,False,breathingExercise
1.5,dismissedAppOpening,1753621808.72878,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753622653.896333,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753626867.474436,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753627531.0730882,Europe/Madrid,snapchat,False,breathingExercise
1.5,dismissedAppOpening,1753628106.111145,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753629045.7811298,Europe/Madrid,instagram,False,breathingExercise
1.5,dismissedAppOpening,1753629168.7060618,Europe/Madrid,instagram,False,breathingExercise
1.5,dismissedAppOpening,1753629986.746773,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753629990.221287,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753630027.659504,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753631931.1578789,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753632149.959193,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753632761.97264,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753633279.454502,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753637156.605665,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753639389.191052,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753639482.075976,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753640629.816427,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753643090.236837,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753643988.440302,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753645283.606275,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753645304.172724,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753645663.063314,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753647897.5305681,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753647961.425266,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753650441.1482449,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753682160.075495,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753682368.836779,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753684104.91308,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753685506.80323,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753692982.8926091,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753698124.413045,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753699161.8255281,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753699617.231399,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753703344.340382,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753704131.889997,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753704524.186675,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753705019.711297,Europe/Madrid,snapchat,False,breathingExercise
1.5,dismissedAppOpening,1753705681.363894,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753705713.598561,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753706202.601663,Europe/Madrid,snapchat,False,breathingExercise
1.5,dismissedAppOpening,1753706310.893476,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753708719.392651,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753708841.507913,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753709227.40749,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753709590.3133779,Europe/Madrid,instagram,False,breathingExercise
1.5,dismissedAppOpening,1753709918.390948,Europe/Madrid,instagram,False,breathingExercise
1.5,dismissedAppOpening,1753709921.0823832,Europe/Madrid,instagram,False,breathingExercise
1.5,dismissedAppOpening,1753709929.455003,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753709934.400704,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753711084.642241,Europe/Madrid,instagram,False,breathingExercise
1.5,dismissedAppOpening,1753711347.8059812,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753719201.4917269,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753719939.770873,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753723042.730968,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753723048.939993,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753723048.954183,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753723048.959999,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753723048.96379,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753723048.968404,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753723048.972635,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753723048.977607,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753723573.047995,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753724140.712949,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753726912.004148,Europe/Madrid,snapchat,False,breathingExercise
1.5,dismissedAppOpening,1753727870.5172892,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753728148.183838,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753729178.513544,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753729618.9682279,Europe/Madrid,snapchat,False,breathingExercise
1.5,dismissedAppOpening,1753732575.363827,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753733828.836384,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753733966.48401,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753734648.417966,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753735524.855701,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753739387.891498,Europe/Madrid,snapchat,False,breathingExercise
1.5,dismissedAppOpening,1753740293.968264,Europe/Madrid,tikTok,False,breathingExercise
1.5,dismissedAppOpening,1753740380.3496819,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753740389.1374822,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753768834.476577,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753770740.973671,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753771892.818325,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753773237.244019,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753779054.2745261,Europe/Madrid,instagram,False,breathingExercise
1.5,dismissedAppOpening,1753779925.5421839,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753784857.459852,Europe/Madrid,instagram,False,breathingExercise
1.5,dismissedAppOpening,1753785348.24244,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753787381.4829202,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753788621.010134,Europe/Madrid,instagram,False,breathingExercise
1.5,dismissedAppOpening,1753789951.631575,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753789957.944915,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753790714.990528,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753792920.244937,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753794573.348743,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753795475.939203,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753795588.938112,Europe/Madrid,snapchat,False,breathingExercise
1.5,dismissedAppOpening,1753795657.169302,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753795661.9736528,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753795790.678294,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753796402.233561,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753796950.9885092,Europe/Madrid,instagram,False,breathingExercise
1.5,dismissedAppOpening,1753797312.810462,Europe/Madrid,snapchat,False,breathingExercise
1.5,dismissedAppOpening,1753797359.63322,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753805578.1346931,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753806112.183683,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753806385.842134,Europe/Madrid,instagram,False,breathingExercise
1.5,dismissedAppOpening,1753806513.6486402,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753810272.119128,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753811724.637603,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753814128.206348,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753817282.7945762,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753823709.838149,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753824537.660083,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753824878.3689032,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753826493.033649,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753826639.3312368,Europe/Madrid,instagram,False,breathingExercise
1.5,dismissedAppOpening,1753826771.119951,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753854926.998386,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753855029.060771,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753855457.219767,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753857306.9748402,Europe/Madrid,instagram,False,breathingExercise
1.5,dismissedAppOpening,1753858192.2243562,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753859552.711271,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753871673.8231149,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753875684.957809,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753876984.359339,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753877624.347117,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753880153.5181742,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753880228.341126,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753881658.41575,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753882517.068255,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753892123.578711,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753895812.879757,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753898203.935442,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753900346.397784,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753902403.401454,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753903734.073159,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753905262.182606,Europe/Madrid,snapchat,False,breathingExercise
1.5,dismissedAppOpening,1753905282.119226,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753905286.25826,Europe/Madrid,snapchat,False,breathingExercise
1.5,dismissedAppOpening,1753907862.99644,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753908547.804174,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753910709.138659,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753943562.538993,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753943623.492087,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753949505.9166021,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753951640.391725,Europe/Madrid,snapchat,False,breathingExercise
