timestamp,interventionDuration,interventionType,isReIntervention,resolution,timezone,app
1753618894.637372,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753618971.962809,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753619122.743122,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753619533.850692,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753619626.8079891,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753622845.63504,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753622906.02149,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753623341.624785,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753623345.995383,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753623423.059871,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753624472.9329739,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753624480.512514,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753624956.529656,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753624961.907796,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1753626094.186276,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753626200.414576,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753626353.907933,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1753629824.844372,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1753631458.16846,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1753631561.275734,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1753631639.065784,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,tikTok
1753631754.294612,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1753634860.048015,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753636865.7313108,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753636866.705015,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753636870.0724049,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753637037.1713428,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753637136.2686892,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753637187.2807178,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753639478.382349,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753639824.0850282,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753640185.065341,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753640595.0570989,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753643985.144491,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1753644963.324296,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753644999.201369,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1753645153.5272021,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753645672.911334,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1753645721.6177,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753646018.024734,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1753646117.940254,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1753646391.6180081,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,tikTok
1753646664.0979981,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753646744.8848119,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753683738.775034,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753684770.069512,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753685369.602572,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753686389.428047,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753686429.681361,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753686649.74459,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753686708.359633,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753686767.988583,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753686770.5825849,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753687687.0281038,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753687927.844181,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753692794.438216,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753693832.9823809,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753693929.508961,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753694086.100976,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753696897.5639281,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753700847.985396,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753700852.3449001,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753702158.691282,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753702499.7084022,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753703609.000805,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753703831.221343,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753703967.447044,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753705427.6409822,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753705455.256192,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753708827.325958,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753708937.947947,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753709067.4004688,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753709099.8702068,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753709512.757349,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753712761.9740028,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753712855.702025,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753712924.047504,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753713475.9077392,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753713523.0363278,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753713607.55147,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753713693.897492,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753716416.6478338,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753721373.644834,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753722184.4751601,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753722190.078848,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1753722590.89242,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1753723051.5737,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,tikTok
1753723104.521913,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1753723584.5317988,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1753723661.3017821,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1753723859.619835,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1753725634.746392,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753727912.408959,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753770327.2717829,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753776480.138408,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753781097.3739738,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753783638.504524,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753783865.40118,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753783986.386743,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753794227.492581,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753794268.0193539,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753794918.526144,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753794923.45268,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753795898.651972,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753796481.898047,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753806121.5121222,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753806564.823423,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753808643.850976,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753809234.040935,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753810390.2392058,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753818682.30785,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753818855.2063951,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753821637.449208,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753854287.407783,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753856539.122665,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753858834.536529,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753859505.957634,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753859836.255917,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753859866.363529,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753860334.115566,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753864820.979826,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753867669.817642,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753870635.413443,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753870673.144669,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753870891.103705,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753871107.7777271,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753873182.54579,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753873881.968274,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753874111.2007852,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753882347.3945642,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753887391.035028,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753887801.684941,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753887811.0132132,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753898129.673514,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753899737.166511,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753900345.474469,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753900351.0399861,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1753901320.559606,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753903433.702647,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753904243.778527,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753906760.7872229,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753907158.04171,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753907210.49163,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753907451.5211802,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753907536.002697,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753907854.6158261,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753907980.030992,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753908780.731094,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753922499.330226,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753939519.3004398,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753941672.790676,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753942909.495764,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753943127.825707,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753943420.406683,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
