app,interventionDuration,timestamp,isReIntervention,interventionType,timezone,resolution
instagram,1.5,1751076070.706438,False,breathingExercise,America/Denver,openedApp
instagram,1.5,1751079029.7801661,False,breathingExercise,America/Denver,openedApp
instagram,1.5,1751079684.186538,False,breathingExercise,America/Denver,openedApp
instagram,1.5,1751118724.618613,False,breathingExercise,America/Denver,openedApp
instagram,1.5,1751118725.0182738,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,1.5,1751120214.955639,False,breathingExercise,America/Denver,openedApp
instagram,1.5,1751120312.8017669,False,breathingExercise,America/Denver,openedApp
instagram,1.5,1751123752.535315,False,breathingExercise,America/Denver,openedApp
instagram,1.5,1751124239.48216,False,breathingExercise,America/Denver,openedApp
instagram,1.5,1751128241.4648361,False,breathingExercise,America/Denver,openedApp
instagram,1.5,1751131037.4150882,False,breathingExercise,America/Denver,openedApp
instagram,1.5,1751131591.634455,False,breathingExercise,America/Denver,openedApp
instagram,1.5,1751132095.1416469,False,breathingExercise,America/Denver,openedApp
instagram,1.5,1751133309.258511,False,breathingExercise,America/Denver,openedApp
instagram,1.5,1751134360.697109,False,breathingExercise,America/Denver,openedApp
instagram,1.5,1751145320.2773051,False,breathingExercise,America/Denver,openedApp
instagram,1.5,1751154732.739377,False,breathingExercise,America/Denver,openedApp
instagram,1.5,1751157259.4710631,False,breathingExercise,America/Denver,openedApp
instagram,1.5,1751159267.759768,False,breathingExercise,America/Denver,openedApp
instagram,1.5,1751159618.394737,False,breathingExercise,America/Denver,openedApp
instagram,1.5,1751161439.155566,False,breathingExercise,America/Denver,openedApp
instagram,1.5,1751163423.820404,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,1.5,1751163492.5709481,False,breathingExercise,America/Denver,openedApp
instagram,1.5,1751166113.767169,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751205497.540444,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751207582.324105,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751207800.2498531,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751212313.7362518,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751212703.337484,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751213737.625896,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751214620.184536,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751215389.796165,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751224497.073989,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751237385.963296,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751237439.3203812,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751238142.926512,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751242317.623795,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751245585.195638,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751250925.485115,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751252329.44632,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751252476.131517,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751255107.209049,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751289681.55934,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751291821.073138,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751292277.5984058,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751292784.386663,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751294145.109113,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751295708.53723,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751307663.5207992,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751308116.690291,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751316447.420629,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751318316.568615,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751321718.862248,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751322009.56889,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751325907.6850672,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751338908.470026,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751343560.909525,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751345124.627568,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751346529.329921,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751346749.370991,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751381608.591014,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751393842.6923199,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751395443.783344,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751395928.313613,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751398661.33412,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751406983.1109052,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751407364.107891,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751408522.5914211,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751409708.542794,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751412812.556246,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751412857.7889,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751414560.5412579,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751415068.17559,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751416328.637319,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751417019.036994,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751418796.2245932,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751419252.174591,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751419469.738868,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751455573.6855478,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751467386.844503,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751468251.217138,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751468270.976932,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751474223.658486,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751475887.654348,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751478010.997828,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751483264.129967,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751484040.52315,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751487589.614517,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751490235.1254869,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751490256.206687,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751494651.802057,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751497336.379617,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751497905.0524979,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751499828.1416922,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751501809.095234,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751505193.709454,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751508180.844122,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751513417.1385841,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751513964.599931,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751556025.220639,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751556882.402561,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751556942.916532,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751568167.21764,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751569917.6527572,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751576813.151959,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751578370.7470431,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751580633.163927,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751586206.3774772,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751593175.622807,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751593529.823786,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751597121.547157,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751647671.296925,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751657703.600606,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751665226.930081,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751665706.911138,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751665755.5443559,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751667749.662277,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751673373.75722,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751673849.6396341,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751677328.4719958,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751726312.060535,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751727077.108759,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751738763.161073,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751740854.29123,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751742232.051795,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751765494.059187,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751765533.951919,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751820976.483564,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751821503.497796,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751826415.4896898,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751833416.9411058,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751839900.834692,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751840573.4983091,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751853424.642977,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751853677.447095,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751855220.719222,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751901283.228747,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751916094.3755422,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751919241.3881721,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751924199.808731,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751925847.559344,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751929951.555684,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751930664.791492,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751931577.932476,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751984347.06744,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1751984470.3066049,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751984812.376018,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751995259.624357,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1751999152.288311,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752000139.6123319,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752083242.211616,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752084390.912867,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752087879.9867349,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752101686.5990129,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752103051.46529,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752103749.394171,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752103774.431737,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752104370.685056,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752104403.960751,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752105492.020907,False,breathingExercise,America/Denver,openedApp
instagram,,1752105603.2874699,False,,America/Denver,openedApp
instagram,,1752105663.2874699,False,,America/Denver,closedApp
instagram,,1752105663.287471,False,,America/Denver,dismissedAppOpening
instagram,6.0,1752105789.7597032,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752107615.516018,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752107859.867203,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752109022.0508618,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752111340.780507,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752113561.219092,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752116178.988359,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752116653.5083032,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752121502.426289,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752156390.099605,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752157328.6141438,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752159156.6302261,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752162912.75324,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752171138.888054,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752171275.621335,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752174237.026235,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752178743.991387,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752182625.958088,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752186889.661882,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752187473.2105231,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752205863.0025558,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752206757.6618118,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752206788.907022,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752208377.326153,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752240742.7305532,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752249520.580419,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752249678.929865,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752266573.943029,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752270989.1728458,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752271758.741735,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752273093.152185,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752275353.2029529,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752277820.195117,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752328554.852038,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752329018.513774,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752329868.099845,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752333929.061094,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752338971.037273,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752351440.238807,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752353030.867183,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752357678.4104528,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752358448.9730082,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752358922.7776241,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752359701.269675,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752361083.157232,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752373853.192237,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752376673.134231,False,breathingExercise,America/Denver,openedApp
