timestamp,interventionDuration,timezone,isReIntervention,resolution,app,interventionType
1753982241.4594932,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753983487.6480122,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1753985813.228462,3.0,America/New_York,False,openedApp,instagram,breathingExercise
1753986329.026334,3.0,America/New_York,False,openedApp,instagram,breathingExercise
1753986767.496346,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753994810.600729,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753995154.731697,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753995172.94732,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1753996228.950272,3.0,America/New_York,False,dismissedAppOpening,linkedin,breathingExercise
1753997664.247901,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753997735.034727,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1754000394.675355,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754001886.750958,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754002330.52603,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754002441.968694,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1754002813.481956,3.0,America/New_York,False,dismissedAppOpening,linkedin,breathingExercise
1754002821.76771,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1754003269.553258,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754004984.941139,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754005298.339456,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754005340.623395,3.0,America/New_York,False,dismissedAppOpening,linkedin,breathingExercise
1754008962.0085912,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754009341.556086,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754009677.46684,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754013624.297463,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754013993.186872,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754015037.269462,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754015806.63381,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754016623.1867871,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754050964.558208,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754053157.415893,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754053935.5352721,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754054556.86819,3.0,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1754054692.817039,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754056361.697005,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1754057536.525257,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754068685.0700212,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754077162.978685,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754083789.6116729,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754084159.567575,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754087636.2843142,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754088546.8060389,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754089094.1705341,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754089118.241373,3.0,America/New_York,False,openedApp,instagram,breathingExercise
1754089171.903709,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1754090167.578572,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754092146.8291202,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754096468.067311,3.0,America/New_York,False,openedApp,instagram,breathingExercise
1754098287.928102,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754100725.604126,3.0,America/New_York,False,openedApp,instagram,breathingExercise
1754100841.924099,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754102877.045398,3.0,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1754102895.335164,3.0,America/New_York,False,openedApp,instagram,breathingExercise
1754102936.241106,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754104532.3825998,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754105554.142525,3.0,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1754134560.63083,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754134843.2100039,3.0,America/New_York,False,openedApp,instagram,breathingExercise
1754135017.897705,3.0,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1754137769.691554,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1754138060.186173,3.0,America/New_York,False,openedApp,instagram,breathingExercise
1754142163.662785,3.0,America/New_York,False,openedApp,instagram,breathingExercise
1754142461.470958,3.0,America/New_York,False,dismissedAppOpening,linkedin,breathingExercise
1754143723.742729,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754146305.797768,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754146335.237155,3.0,America/New_York,False,openedApp,instagram,breathingExercise
1754146842.75697,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754147521.621612,3.0,America/New_York,False,openedApp,instagram,breathingExercise
1754152971.586801,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754153623.541829,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754153644.6239629,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1754153697.842874,3.0,America/New_York,False,dismissedAppOpening,instagram,breathingExercise
1754155993.8713598,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754158125.767931,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754160117.8871999,3.0,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1754160387.619384,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754161048.348435,3.0,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1754163166.9531941,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754163383.572648,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1754163970.875376,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1754164563.651394,3.0,America/New_York,False,dismissedAppOpening,linkedin,breathingExercise
1754168696.754019,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754169123.318747,3.0,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1754169137.6663852,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1754169546.1449308,3.0,America/New_York,False,dismissedAppOpening,linkedin,breathingExercise
1754186177.35969,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754187042.871985,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754188252.063074,3.0,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1754230717.593141,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1754231624.858364,3.0,America/New_York,False,dismissedAppOpening,linkedin,breathingExercise
1754231751.3496041,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754235507.128161,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754235564.493124,3.0,America/New_York,False,dismissedAppOpening,linkedin,breathingExercise
1754236181.956775,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754237149.929431,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754238231.0388088,3.0,America/New_York,False,openedApp,instagram,breathingExercise
1754241644.197763,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754243218.814653,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754256730.366173,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754257923.700408,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754258307.502242,3.0,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1754258364.103538,3.0,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1754258372.8102589,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754263207.5651941,3.0,America/New_York,False,openedApp,instagram,breathingExercise
1754265184.280929,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754266399.8296142,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754266491.725821,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1754267281.822828,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754269479.54395,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754269967.1831908,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1754271718.9245849,3.0,America/New_York,False,openedApp,facebook,breathingExercise
