interventionDuration,app,interventionType,resolution,isReIntervention,timestamp,timezone,purpose,timeIntervalUntilReIntervention
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750057753.6104522,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750057771.4746861,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750057946.3309689,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750058002.283519,Asia/Kuala_Lumpur,,
1.5,youtube,breathingExercise,openedApp,False,1750058026.4037719,Asia/Kuala_Lumpur,Search Info,600.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750058080.8348432,Asia/Kuala_Lumpur,,
1.5,youtube,breathingExercise,openedApp,False,1750058566.1147308,Asia/Kuala_Lumpur,Search Info,600.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750060868.1358209,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750060921.849382,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750060977.789299,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750060980.071446,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750061118.943921,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750061235.953022,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750064564.139327,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750064567.585823,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750064570.587012,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750064621.964083,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750065545.5716949,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750065546.581147,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750065550.1155481,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750065871.548415,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750069353.117762,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750069366.4571939,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750069391.400723,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750069427.2811542,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750070481.296517,Asia/Kuala_Lumpur,Search Info,180.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750071544.457037,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750072927.6255112,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750073281.4564018,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750075136.133933,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750075362.1683831,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750077036.439467,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750077052.1322122,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750077502.956205,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750077568.2185369,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750136480.799364,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750137111.296739,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750137223.9708052,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750137233.429111,Asia/Kuala_Lumpur,Escape / Avoid,60.0
1.5,facebook,breathingExercise,openedApp,True,1750137327.554236,Asia/Kuala_Lumpur,Search Info,240.0
1.5,facebook,breathingExercise,openedApp,False,1750137389.706389,Asia/Kuala_Lumpur,Search Info,240.0
1.5,facebook,breathingExercise,openedApp,False,1750137530.1663918,Asia/Kuala_Lumpur,Search Info,240.0
1.5,facebook,breathingExercise,openedApp,False,1750137747.8596668,Asia/Kuala_Lumpur,Work,240.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750162865.088671,Asia/Kuala_Lumpur,,
1.5,youtube,breathingExercise,openedApp,False,1750163129.3219218,Asia/Kuala_Lumpur,Search Info,60.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750169928.0193,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750172342.525507,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750172345.195477,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750172377.630949,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750199574.18028,Asia/Kuala_Lumpur,Search Info,60.0
1.5,tikTok,breathingExercise,openedApp,False,1750200044.061512,Asia/Kuala_Lumpur,Search Info,600.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750201153.363286,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,openedApp,False,1750201189.374277,Asia/Kuala_Lumpur,Search Info,360.0
1.5,facebook,breathingExercise,openedApp,False,1750201436.695348,Asia/Kuala_Lumpur,Search Info,240.0
1.5,tikTok,breathingExercise,openedApp,False,1750202498.582006,Asia/Kuala_Lumpur,Search Info,240.0
1.5,tikTok,breathingExercise,openedApp,False,1750202679.88269,Asia/Kuala_Lumpur,Search Info,600.0
1.5,tikTok,breathingExercise,openedApp,False,1750202938.268961,Asia/Kuala_Lumpur,Search Info,360.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750207594.456156,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750207597.4605222,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750207608.0889192,Asia/Kuala_Lumpur,Search Info,240.0
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750207634.705205,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750207746.684681,Asia/Kuala_Lumpur,,
1.5,youtube,breathingExercise,openedApp,False,1750209913.309493,Asia/Kuala_Lumpur,Search Info,540.0
1.5,tikTok,breathingExercise,openedApp,False,1750210059.892263,Asia/Kuala_Lumpur,Search Info,480.0
1.5,tikTok,breathingExercise,openedApp,False,1750210242.887157,Asia/Kuala_Lumpur,Search Info,360.0
1.5,tikTok,breathingExercise,openedApp,False,1750216393.7463331,Asia/Kuala_Lumpur,Search Info,240.0
1.5,tikTok,breathingExercise,openedApp,False,1750216430.87692,Asia/Kuala_Lumpur,Search Info,240.0
1.5,youtube,breathingExercise,openedApp,False,1750216573.858583,Asia/Kuala_Lumpur,Search Info,300.0
1.5,tikTok,breathingExercise,openedApp,False,1750217025.463953,Asia/Kuala_Lumpur,Search Info,300.0
1.5,tikTok,breathingExercise,openedApp,False,1750230639.318512,Asia/Kuala_Lumpur,Search Info,360.0
1.5,tikTok,breathingExercise,openedApp,False,1750230711.319281,Asia/Kuala_Lumpur,Search Info,300.0
1.5,tikTok,breathingExercise,openedApp,False,1750230930.946669,Asia/Kuala_Lumpur,Search Info,360.0
1.5,tikTok,breathingExercise,openedApp,False,1750232236.887903,Asia/Kuala_Lumpur,Search Info,300.0
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750233732.339401,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,openedApp,False,1750233890.88595,Asia/Kuala_Lumpur,Search Info,240.0
1.5,facebook,breathingExercise,openedApp,False,1750237036.2887511,Asia/Kuala_Lumpur,Search Info,360.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750237108.201513,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750237113.409764,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750237163.505074,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750237199.8658729,Asia/Kuala_Lumpur,Search Info,300.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750238259.6898,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750239696.9320679,Asia/Kuala_Lumpur,Search Info,60.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750239768.596746,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750239772.571278,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750242413.2097611,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750242425.210902,Asia/Kuala_Lumpur,Stay In the Loop,240.0
1.5,facebook,breathingExercise,dismissedAppOpening,True,1750242678.161384,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750243349.323653,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750243352.150475,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750244091.1056352,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750244349.692357,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750244450.056116,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750244452.305925,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750245084.4192839,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750246634.455927,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750246650.7561731,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750258867.601492,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750296439.197897,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750311258.0180569,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750314775.3984241,Asia/Kuala_Lumpur,Search Info,240.0
1.5,facebook,breathingExercise,openedApp,False,1750314988.484133,Asia/Kuala_Lumpur,Escape / Avoid,240.0
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750315269.975512,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750315448.563778,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750318850.234293,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750319590.573399,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750319592.231657,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750320843.7329612,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750320845.306571,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750322853.471089,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750322938.856708,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750322946.092262,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750323534.382601,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750323864.669832,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750323934.071538,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750323937.890548,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750324380.5070438,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750331815.400888,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750331819.097866,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750332089.446113,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,openedApp,False,1750332216.123852,Asia/Kuala_Lumpur,Escape / Avoid,60.0
1.5,facebook,breathingExercise,openedApp,False,1750332387.899503,Asia/Kuala_Lumpur,Escape / Avoid,60.0
1.5,facebook,breathingExercise,openedApp,True,1750332463.987125,Asia/Kuala_Lumpur,Escape / Avoid,180.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750333871.502635,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750334021.997215,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750342127.615967,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750371856.5495,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750372144.681031,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750372332.766992,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750373198.430982,Asia/Kuala_Lumpur,Escape / Avoid,120.0
1.5,facebook,breathingExercise,dismissedAppOpening,True,1750373329.150881,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750380275.67343,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750380312.125922,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750380397.345259,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750382957.17874,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750383170.835573,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,openedApp,False,1750383180.281616,Asia/Kuala_Lumpur,Escape / Avoid,60.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750386795.9369369,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750386803.830501,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,openedApp,False,1750388640.848978,Asia/Kuala_Lumpur,Stay In the Loop,60.0
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750388986.634351,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750388988.545152,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750393935.1102839,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750399630.010469,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750399633.043446,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750399652.182375,Asia/Kuala_Lumpur,Stay In the Loop,480.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750401009.613302,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750401056.5264149,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750406494.4411511,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750406499.378653,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750421513.619269,Asia/Kuala_Lumpur,Stay In the Loop,60.0
1.5,facebook,breathingExercise,openedApp,False,1750421590.303062,Asia/Kuala_Lumpur,Stay In the Loop,600.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750421750.7407,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750424307.356679,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750424902.5549579,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750481293.633374,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750481402.451692,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750481404.1809459,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750481693.598816,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750481703.0221648,Asia/Kuala_Lumpur,Stay In the Loop,60.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750483704.917001,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750483727.9667768,Asia/Kuala_Lumpur,Escape / Avoid,60.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750483805.8528938,Asia/Kuala_Lumpur,,
1.5,youtube,breathingExercise,dismissedAppOpening,False,1750483838.738706,Asia/Kuala_Lumpur,,
1.5,youtube,breathingExercise,openedApp,False,1750484131.83589,Asia/Kuala_Lumpur,Escape / Avoid,180.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750484326.374752,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750484977.606268,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750491511.544795,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750494817.5762691,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750494925.951108,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750496102.908867,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750496284.3837008,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750499416.088208,Asia/Kuala_Lumpur,Stay In the Loop,360.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750500840.314225,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750501062.277501,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750502618.907291,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,openedApp,False,1750502626.900805,Asia/Kuala_Lumpur,Stay In the Loop,180.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750503602.377614,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750503672.696278,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750504884.23188,Asia/Kuala_Lumpur,Stay In the Loop,60.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750504997.473135,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750514658.964974,Asia/Kuala_Lumpur,Stay In the Loop,180.0
1.5,tikTok,breathingExercise,openedApp,False,1750514858.3102798,Asia/Kuala_Lumpur,Stay In the Loop,60.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750514985.784631,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750514988.1656399,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750516589.2838058,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750553423.196702,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750554506.843704,Asia/Kuala_Lumpur,Stay In the Loop,60.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750554596.785581,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750555429.3518782,Asia/Kuala_Lumpur,Stay In the Loop,180.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750555580.2226129,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750555620.516766,Asia/Kuala_Lumpur,Post something,600.0
1.5,facebook,breathingExercise,openedApp,False,1750555762.541184,Asia/Kuala_Lumpur,Post something,600.0
1.5,facebook,breathingExercise,openedApp,False,1750556385.825454,Asia/Kuala_Lumpur,Work,600.0
1.5,facebook,breathingExercise,openedApp,False,1750556708.2256432,Asia/Kuala_Lumpur,Work,600.0
1.5,facebook,breathingExercise,openedApp,False,1750556753.314419,Asia/Kuala_Lumpur,Work,240.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750562213.558352,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750562834.229045,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750573910.1890922,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750574344.924144,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750574948.024121,Asia/Kuala_Lumpur,Stay In the Loop,60.0
1.5,facebook,breathingExercise,openedApp,False,1750575793.5683079,Asia/Kuala_Lumpur,Work,480.0
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750576104.566815,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750576323.3724508,Asia/Kuala_Lumpur,Work,240.0
1.5,facebook,breathingExercise,openedApp,False,1750576507.237622,Asia/Kuala_Lumpur,Stay In the Loop,60.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750577216.799221,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750577229.3783112,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750577249.361588,Asia/Kuala_Lumpur,Work,240.0
1.5,facebook,breathingExercise,openedApp,False,1750577421.719269,Asia/Kuala_Lumpur,Work,300.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750577806.2201118,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750580246.926692,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750580557.808044,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750580561.673183,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750580770.7683048,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750582297.227355,Asia/Kuala_Lumpur,Entertainment,60.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750582689.257454,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750583361.6172462,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750583728.3003612,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750586187.79276,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750593424.585037,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750593426.3734221,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,openedApp,False,1750601072.950499,Asia/Kuala_Lumpur,Search Info,60.0
1.5,tikTok,breathingExercise,openedApp,False,1750601458.083885,Asia/Kuala_Lumpur,Stay In the Loop,180.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750601870.7053561,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750601880.765061,Asia/Kuala_Lumpur,Work,180.0
1.5,facebook,breathingExercise,openedApp,False,1750601913.8775082,Asia/Kuala_Lumpur,Work,120.0
1.5,youtube,breathingExercise,dismissedAppOpening,False,1750601956.7605639,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750602694.218871,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750634814.492768,Asia/Kuala_Lumpur,Escape / Avoid,240.0
1.5,youtube,breathingExercise,openedApp,False,1750640817.9633389,Asia/Kuala_Lumpur,Post something,600.0
1.5,youtube,breathingExercise,dismissedAppOpening,False,1750641070.95543,Asia/Kuala_Lumpur,,
1.5,youtube,breathingExercise,openedApp,False,1750641080.465972,Asia/Kuala_Lumpur,Post something,600.0
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750648317.232926,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750655118.290594,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750655127.8862638,Asia/Kuala_Lumpur,Stay In the Loop,180.0
1.5,facebook,breathingExercise,openedApp,False,1750655222.996615,Asia/Kuala_Lumpur,Stay In the Loop,480.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750655655.730377,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750657583.6459079,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750658467.172529,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750661947.118084,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750668961.458552,Asia/Kuala_Lumpur,Escape / Avoid,240.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750670115.561779,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750670185.7331572,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750670412.4937282,Asia/Kuala_Lumpur,Stay In the Loop,60.0
1.5,facebook,breathingExercise,openedApp,False,1750670490.112891,Asia/Kuala_Lumpur,Stay In the Loop,480.0
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750683581.361414,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,openedApp,False,1750733462.2977118,Asia/Kuala_Lumpur,Escape / Avoid,240.0
1.5,tikTok,breathingExercise,openedApp,False,1750758205.599774,Asia/Kuala_Lumpur,Escape / Avoid,60.0
1.5,facebook,breathingExercise,openedApp,False,1750760040.594336,Asia/Kuala_Lumpur,Escape / Avoid,420.0
1.5,facebook,breathingExercise,openedApp,False,1750761621.642621,Asia/Kuala_Lumpur,Escape / Avoid,240.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750809838.853764,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750809932.785145,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,openedApp,False,1750810563.55264,Asia/Kuala_Lumpur,Stay In the Loop,60.0
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750812678.901073,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,dismissedAppOpening,False,1750825310.3457022,Asia/Kuala_Lumpur,,
1.5,tikTok,breathingExercise,openedApp,False,1750826331.194965,Asia/Kuala_Lumpur,Stay In the Loop,60.0
1.5,youtube,breathingExercise,openedApp,False,1750831120.2055821,Asia/Kuala_Lumpur,Post something,60.0
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750831859.471693,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750838694.010826,Asia/Kuala_Lumpur,,
1.5,facebook,breathingExercise,dismissedAppOpening,False,1750838702.8406858,Asia/Kuala_Lumpur,,
