timestamp,isReIntervention,interventionType,resolution,interventionDuration,app,timezone
1752030631.054959,False,breathingExercise,dismissedAppOpening,1.5,tikTok,America/Mexico_City
1752030981.736916,False,breathingExercise,openedApp,1.5,tikTok,America/Mexico_City
1752036336.376596,False,breathingExercise,openedApp,1.5,tikTok,America/Mexico_City
1752076890.728164,False,breathingExercise,openedApp,1.5,tikTok,America/Mexico_City
1752079335.184293,False,breathingExercise,dismissedAppOpening,1.5,tikTok,America/Mexico_City
1752108753.287949,False,breathingExercise,openedApp,1.5,tikTok,America/Mexico_City
1752110332.899502,False,breathingExercise,openedApp,1.5,tikTok,America/Mexico_City
1752110435.5556269,False,breathingExercise,openedApp,1.5,tikTok,America/Mexico_City
1752166172.9095159,False,breathingExercise,openedApp,1.5,tikTok,America/Mexico_City
1752171488.7155972,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752186400.069649,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752188098.9887571,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752188181.302905,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752188197.8326092,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752188215.6633282,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752217357.868154,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752227028.844174,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752227793.1731339,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752245835.462421,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752246712.612257,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752280571.82732,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752280590.8673759,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752280602.20467,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752380936.279443,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752438905.541508,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752438940.3503299,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752439148.934856,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752440066.574387,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752440113.198365,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752440148.1948361,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752484298.743515,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752515547.504952,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752516497.8777618,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752517580.2369308,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752591742.632,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752600857.559157,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752600866.560945,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752602825.6532621,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752603779.3122048,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752608532.569611,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752608841.504733,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752639680.841665,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752639910.290365,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752641324.468563,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752643066.629602,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752643078.023041,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752643133.8901548,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752643474.887351,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752644070.877584,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752644109.489754,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752644189.240893,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752644307.711986,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752644527.522651,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752644926.547721,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752645305.693274,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752676442.031693,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752678525.360533,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752678560.968487,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752680458.470465,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752767023.227488,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752767265.8573852,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752768407.362382,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752768915.358021,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752769471.0366921,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752769964.389502,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752770373.394651,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752805324.461787,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752805533.394489,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752807484.0127292,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752807758.37065,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752807772.970823,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752808831.825492,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752818560.9764981,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752844264.064579,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752844320.347978,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752866718.492806,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752881012.6667309,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752881258.259516,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752881301.4964519,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752882203.899926,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752882416.3904018,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752884863.5094662,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752885748.61097,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752886717.829715,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752894969.7538052,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752894979.33518,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752895685.067416,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752896392.6410332,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752905857.089703,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752972588.235979,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752977072.656568,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752977716.718688,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752985732.047708,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752993071.5612988,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1752993822.447236,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752994143.681781,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1752994156.466902,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1753043884.032425,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753058473.535429,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753059054.479811,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1753064884.241075,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753066325.738894,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1753073353.686347,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753075752.4405699,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753076025.9838781,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1753080280.1094298,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1753116301.017971,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753119403.239777,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753120366.3715239,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1753136789.013795,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753137745.6981812,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1753140357.441331,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753140396.759012,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753142714.3735209,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753142930.3013,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1753147133.847073,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753202378.3892012,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753205198.864718,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1753215650.534852,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1753215861.792738,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753222827.017406,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753231780.286944,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753250486.49088,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1753250554.08707,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1753250564.259496,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753250722.738493,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1753288850.373214,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753288880.711313,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753289357.5815191,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753289393.639791,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753294168.694771,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753294224.829221,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753294313.302376,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1753294320.558687,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753294649.400638,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753294701.7294002,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753295755.50476,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753306072.5867329,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753306542.592088,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753307059.3649,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753307167.6040049,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753312397.244791,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753312838.2596622,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753313391.960906,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753314554.039962,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753314742.176108,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753314903.307473,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753338311.464491,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753338367.1776462,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753338552.416673,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1753342748.804984,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753374269.197407,False,breathingExercise,openedApp,3.0,tikTok,America/Mexico_City
1753375330.3882542,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1753375471.793356,False,breathingExercise,dismissedAppOpening,3.0,tikTok,America/Mexico_City
1753378007.2550159,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753379483.625602,False,breathingExercise,dismissedAppOpening,6.0,tikTok,America/Mexico_City
1753379979.4791942,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753402004.090446,False,breathingExercise,dismissedAppOpening,6.0,tikTok,America/Mexico_City
1753423348.8782392,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753424386.271443,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753424791.530004,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753425253.10877,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753426087.959869,False,breathingExercise,dismissedAppOpening,6.0,tikTok,America/Mexico_City
1753456178.2104712,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753456243.015343,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753458568.039122,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753458959.1993132,False,breathingExercise,dismissedAppOpening,6.0,tikTok,America/Mexico_City
1753458970.855515,False,breathingExercise,dismissedAppOpening,6.0,tikTok,America/Mexico_City
1753459069.625267,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753459814.775175,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753460146.816874,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753460466.5265322,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753461243.882333,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753461657.486655,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753469182.86298,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753509744.1444511,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753510088.431206,False,breathingExercise,dismissedAppOpening,6.0,tikTok,America/Mexico_City
1753559411.355811,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753562039.347392,False,breathingExercise,dismissedAppOpening,6.0,tikTok,America/Mexico_City
1753570375.737953,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753570660.009419,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753570920.5485349,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753571060.893633,False,breathingExercise,dismissedAppOpening,6.0,tikTok,America/Mexico_City
1753571085.037274,False,breathingExercise,dismissedAppOpening,6.0,tikTok,America/Mexico_City
1753571756.640584,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753573824.7578611,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753573862.4038448,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753574297.038079,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753575175.1844602,False,breathingExercise,dismissedAppOpening,6.0,tikTok,America/Mexico_City
1753592550.5723271,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753597240.204817,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753628508.094995,False,breathingExercise,dismissedAppOpening,6.0,tikTok,America/Mexico_City
1753645829.9713511,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753647104.87504,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753648804.868895,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753709402.5576348,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753709858.412123,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753733170.6512918,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753733450.81639,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753733993.017074,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753792978.571055,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753795546.063976,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753795603.437149,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753820780.498043,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753821021.516202,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753821249.093796,False,breathingExercise,dismissedAppOpening,6.0,tikTok,America/Mexico_City
1753828657.108058,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753829772.3451939,False,breathingExercise,dismissedAppOpening,6.0,tikTok,America/Mexico_City
1753830146.690123,False,breathingExercise,dismissedAppOpening,6.0,tikTok,America/Mexico_City
1753830229.12851,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753834203.841712,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753835625.606241,False,breathingExercise,dismissedAppOpening,6.0,tikTok,America/Mexico_City
1753879562.707543,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753879836.962457,False,breathingExercise,dismissedAppOpening,6.0,tikTok,America/Mexico_City
1753881615.587615,False,breathingExercise,dismissedAppOpening,6.0,tikTok,America/Mexico_City
1753881631.6107469,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753914343.515297,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753915948.842101,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753922245.622922,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753965949.2581968,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753966538.913384,False,breathingExercise,dismissedAppOpening,6.0,tikTok,America/Mexico_City
1753968978.8712602,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753987600.815651,False,breathingExercise,dismissedAppOpening,6.0,tikTok,America/Mexico_City
1753987625.020849,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753992704.481515,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753992785.647084,False,breathingExercise,dismissedAppOpening,6.0,tikTok,America/Mexico_City
1753992812.713459,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1753996304.52689,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1754051926.638083,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1754052225.342308,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1754052888.507237,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1754053074.343905,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1754053538.645119,False,breathingExercise,dismissedAppOpening,6.0,tikTok,America/Mexico_City
1754055388.611579,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1754055841.967215,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1754078522.760583,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1754079569.510199,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1754079838.0907779,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1754115233.7836452,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1754137125.672913,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
